,ELP6 (54859)
ACH-000004,-1.055803086421119
ACH-000005,-1.0983092663641494
ACH-000007,-0.6681932749806173
ACH-000009,-1.0136729589543367
ACH-000011,-1.0252228547914986
ACH-000012,-1.0753098264822027
ACH-000013,-1.0383369132245452
ACH-000014,-1.0132837871518148
ACH-000015,-1.1374696871792904
ACH-000017,-1.0553466956852464
ACH-000018,-1.1613013008468167
ACH-000019,-0.7564124944211034
ACH-000021,-0.9162700895882134
ACH-000022,-0.8764674550046023
ACH-000025,-1.365320455656454
ACH-000028,-1.023178753134243
ACH-000030,-1.1281810767512694
ACH-000035,-0.8309416916475587
ACH-000036,-0.9390804179022116
ACH-000037,-0.7454064836510834
ACH-000039,-0.8126132314934869
ACH-000040,-1.0144879577133412
ACH-000041,-1.05038057646426
ACH-000042,-0.8742943171619343
ACH-000045,-0.8444703244164696
ACH-000047,-0.8208786805897889
ACH-000052,-0.8779818208198924
ACH-000053,-0.8746353377484596
ACH-000054,-0.9374682618638684
ACH-000055,-1.2263880913626173
ACH-000060,-1.0241440569781088
ACH-000067,-1.047792218271688
ACH-000070,-0.9746354404235844
ACH-000075,-0.7446191651021227
ACH-000078,-0.8394015101654904
ACH-000082,-0.6092689775416713
ACH-000085,-1.1274588759646047
ACH-000086,-1.1739626674992092
ACH-000087,-1.2313018372525095
ACH-000092,-1.1019805686632016
ACH-000095,-0.9551411306927936
ACH-000097,-0.5475652727180179
ACH-000098,-1.2680197659971102
ACH-000099,-0.8490227926073735
ACH-000108,-0.9218126268523026
ACH-000113,-0.7421169369166011
ACH-000116,-0.8351236162814535
ACH-000118,-0.7764027803889658
ACH-000120,-0.9614155978043984
ACH-000123,-0.9047639884117202
ACH-000127,-1.2699757539512944
ACH-000128,-0.8962096128221358
ACH-000132,-1.2471145714851115
ACH-000133,-0.9616272419015416
ACH-000137,-0.9920004846134356
ACH-000138,-1.0602732203479084
ACH-000142,-0.9632884270269482
ACH-000143,-1.0428418203087224
ACH-000146,-0.4404901958461167
ACH-000148,-0.8976294440876552
ACH-000150,-1.225817162855688
