,SMG7 (9887)
ACH-000004,-0.7096142679640016
ACH-000005,-0.7302918220015431
ACH-000007,-0.5617233983554282
ACH-000009,-0.4336978736040621
ACH-000011,-0.5522858912471879
ACH-000012,-0.4938690619305678
ACH-000013,-0.3556367319842497
ACH-000014,-0.8025787761390071
ACH-000015,-0.7027345391427189
ACH-000017,-0.4522991126457387
ACH-000018,-0.4907678458867207
ACH-000019,-0.5993317033683957
ACH-000021,-0.5750924363060554
ACH-000022,-0.5251340745074718
ACH-000025,-0.5165308080783164
ACH-000028,-0.58615992943495
ACH-000030,-0.3270672215975985
ACH-000035,-0.8183425505757822
ACH-000036,-0.26008594898266096
ACH-000037,-0.32403428838064563
ACH-000039,-0.9722716846102659
ACH-000040,-0.2852487912253757
ACH-000041,-0.6209170957715511
ACH-000042,-0.4381612435131203
ACH-000045,-0.3952297296922616
ACH-000047,0.10336208743494844
ACH-000052,-0.4425480174684462
ACH-000053,-0.8511434277678935
ACH-000054,-0.4020177958518361
ACH-000055,-0.8826544942286967
ACH-000060,-0.1334363109802214
ACH-000067,-0.006626780322246253
ACH-000070,-0.5021820856963726
ACH-000075,-0.3774912290260291
ACH-000078,-0.5756848039872812
ACH-000082,-0.2163991759544395
ACH-000085,-0.4040481666763189
ACH-000086,-0.3663159747389365
ACH-000087,-0.10223599588892897
ACH-000092,-0.5786378161599975
ACH-000095,-0.6391476631242919
ACH-000097,-0.3827510857750857
ACH-000098,-0.1238447704577134
ACH-000099,-0.4843213081812808
ACH-000108,-0.18114525921709165
ACH-000113,-0.396241549325767
ACH-000116,-0.778618404378828
ACH-000118,-0.5024324826464782
ACH-000120,-0.3855954727647266
ACH-000123,-0.5354556592550963
ACH-000127,-0.4598310472144648
ACH-000128,-0.3363219402191023
ACH-000132,-0.2234441644989756
ACH-000133,-0.3155710045852198
ACH-000137,-0.7388378447663808
ACH-000138,-0.3965409784019888
ACH-000142,-0.4851413409597538
ACH-000143,-0.380111863093461
ACH-000146,-0.16866974105969748
ACH-000148,-0.3087417011904116
ACH-000150,-0.3355614982709361
ACH-000152,-0.4788187826862654
ACH-000153,-1.1442310307927162
ACH-000159,-0.4635998733741126
ACH-000160,-0.4432584343134661
ACH-000163,-0.6036020810181437
ACH-000167,0.010148874332930238
ACH-000168,-0.6489365689568277
ACH-000169,-0.3270600073275128
ACH-000178,-0.1606055590964195
ACH-000183,-0.7902010682808202
ACH-000188,-0.25467648445132784
ACH-000189,-0.4924120190161465
ACH-000190,-0.788202350089612
ACH-000198,-0.5571549827379265
ACH-000203,-0.76227742335674
ACH-000204,-0.5844829342286215
ACH-000206,-0.6894133064763794
ACH-000207,-0.18125332105936692
ACH-000208,0.07526420297075022
ACH-000210,-0.601361709001177
ACH-000211,-0.5350950436394285
ACH-000215,-0.2112077855825574
ACH-000221,-0.9267742563703976
ACH-000222,-0.3596299204348185
ACH-000223,-0.6742665680527321
ACH-000226,-0.5261169332170115
ACH-000227,-0.6167621806141722
ACH-000228,-0.24796942664429816
ACH-000231,-0.3320683217159559
ACH-000232,-0.22991575854545898
ACH-000233,-0.7338652510869591
ACH-000234,-0.1362851560683675
ACH-000235,0.06999649529329695
ACH-000237,-0.5129119021915246
ACH-000238,-0.22054943068004265
ACH-000242,-0.23721014949409486
ACH-000243,-0.5256509369786646
ACH-000244,-0.4936257427812952
ACH-000246,-0.384212777643806
ACH-000248,-0.30767250964705484
ACH-000250,-0.27411571752572755
ACH-000251,-1.0233683033872083
ACH-000252,-0.3941892399537101
ACH-000253,-0.3686196041246501
ACH-000255,-0.14601659416885918
ACH-000256,-0.4345711911184095
ACH-000257,-0.2915278301961811
ACH-000258,-0.6800519095560542
ACH-000259,-0.551113201264814
ACH-000260,-0.5928058649000328
ACH-000261,-0.5492123612751
ACH-000262,0.0227896931202168
ACH-000263,-0.5462101616525321
ACH-000264,-0.6082844398550894
ACH-000265,-0.2940453987473104
ACH-000266,-0.517110820454706
ACH-000272,-0.39428228706182383
ACH-000274,-0.6749839697050604
ACH-000277,-0.4742107971264907
ACH-000278,-0.3997903683835303
ACH-000279,-0.20144922949931046
ACH-000280,0.0029823768102088173
ACH-000281,-0.5250659233633572
ACH-000288,0.02412252200353478
ACH-000291,-0.5942789252525744
ACH-000293,-0.4871598305878313
ACH-000294,-0.1319287032593563
ACH-000295,-0.4749321749435384
ACH-000296,-0.9043694759622269
ACH-000302,-0.4529753533062688
ACH-000304,-0.3445037783921013
ACH-000307,-0.4709430768079861
ACH-000308,-0.4762736710246157
ACH-000310,-0.5131740911729701
ACH-000311,-0.17944231167856747
ACH-000312,-0.5472864158822032
ACH-000315,-0.5510630632460376
ACH-000316,-0.21751065110683224
ACH-000317,-0.9418516389795876
ACH-000318,-0.3679941400919951
ACH-000319,-0.1243115092387589
ACH-000320,-0.4603051140704306
ACH-000322,-0.4500079490993672
ACH-000323,-0.8442168665103357
ACH-000324,-0.17106191539605328
ACH-000329,-0.0756633904688916
ACH-000330,-0.551925818936699
ACH-000331,-0.7843655155678749
ACH-000332,-0.19601888094123407
ACH-000334,-0.5621731210385702
ACH-000335,-0.4329415503468131
ACH-000336,-0.4827605008795216
ACH-000337,-0.4945615438366667
ACH-000338,-0.5772853160243551
ACH-000339,-0.3684825552465735
ACH-000341,-0.2624665224762677
ACH-000348,-0.4247458678636857
ACH-000350,-0.24260929486567265
ACH-000352,-0.5821261866080488
ACH-000356,-0.5928192175271473
ACH-000361,-0.047382882815624944
ACH-000362,-0.2107695147958409
ACH-000363,-0.8230365068429647
ACH-000364,-0.3756522463762743
ACH-000365,-0.5063049028828377
ACH-000366,-0.5767705485560211
ACH-000368,-0.3775288923722555
ACH-000374,-0.7911099520338346
ACH-000375,-0.5314934451973982
ACH-000376,-0.4466422689186728
ACH-000381,-0.3961222793597167
ACH-000383,-0.3471271704380897
ACH-000387,-0.9501130194699576
ACH-000389,-0.15424493566559647
ACH-000390,-0.31247888515147965
ACH-000393,-0.7478097061034608
ACH-000395,-0.5703147817714139
ACH-000396,-0.1791127086259372
ACH-000397,-0.6947590775607754
ACH-000401,-0.2426414659953202
ACH-000402,-0.3705913843247092
ACH-000403,-0.2337210964571489
ACH-000404,-0.08849223637498195
ACH-000406,-0.7592830952761014
ACH-000407,-0.4420222381713935
ACH-000408,-0.1721200942027472
ACH-000410,-0.10201446086277824
ACH-000411,-0.10850667397929034
ACH-000414,-0.02233364007974072
ACH-000415,-0.6762144948049448
ACH-000416,-0.4451163430832821
ACH-000420,-0.2777930398039639
ACH-000421,-0.5445244668808696
ACH-000424,-0.7557046657905916
ACH-000425,-0.2317201364986056
ACH-000426,-0.3344631294491153
ACH-000427,-0.3642815022106613
ACH-000433,0.07832325592773315
ACH-000435,-0.6505137463477721
ACH-000436,-0.6333618023927658
ACH-000444,-0.2325408112922901
ACH-000445,0.007336017297039681
ACH-000448,-0.0493868205448753
ACH-000450,-0.3681962703820645
ACH-000452,-0.5505785418143208
ACH-000454,-0.5521277639262158
ACH-000458,-0.4535538021831584
ACH-000459,-0.4834328855866868
ACH-000460,-0.4412982929984429
ACH-000461,-0.05123030513387904
ACH-000463,-0.258468968443695
ACH-000464,-0.04007802372069697
ACH-000466,-0.4712071325219564
ACH-000467,-0.5937051581557865
ACH-000468,-0.4816842928428828
ACH-000469,-0.04027293343822653
ACH-000470,-0.6197449730697377
ACH-000471,0.009869650522384948
ACH-000472,-0.8638785917488091
ACH-000473,-0.9082426148073782
ACH-000475,-0.30694553351449866
ACH-000476,-0.5778821779362312
ACH-000477,-0.2947140251185625
ACH-000479,-0.2591074020118069
ACH-000480,-0.160842583262297
ACH-000481,-0.2386708520713555
ACH-000483,-1.09580720715828
ACH-000484,-0.8967950484572899
ACH-000485,-0.5333476793870614
ACH-000486,-0.4992517346936055
ACH-000487,-0.7291716017441745
ACH-000488,-0.6595699233914445
ACH-000490,-0.4838177672416955
ACH-000491,-0.3701318489041801
ACH-000495,-0.4003430565036881
ACH-000496,-0.4399689103842984
ACH-000499,-0.28579648826246873
ACH-000500,-0.6090499021114949
ACH-000502,-0.3156268612587887
ACH-000503,-0.7913522034497124
ACH-000505,-0.6022634094627198
ACH-000507,-0.5937622829043246
ACH-000510,-0.351415865456253
ACH-000511,-0.3826259658882277
ACH-000512,-0.5256348386995999
ACH-000516,-0.7874276273626263
ACH-000517,-0.18068299353995326
ACH-000518,-0.6386722073610227
ACH-000520,-0.3563813036278376
ACH-000521,-0.06758576623078458
ACH-000522,-0.6211151592092636
ACH-000524,-0.37783817868209296
ACH-000527,-0.5202417583815175
ACH-000528,-0.5584527975953177
ACH-000537,-0.049017981791901706
ACH-000541,-0.7082571645863555
ACH-000542,-0.4702721930675516
ACH-000544,-0.4562613334999476
ACH-000545,-0.4150420174010492
ACH-000547,-0.5550156174323424
ACH-000548,-0.4895546734835897
ACH-000549,-0.7841585793271432
ACH-000550,-0.05473138985933729
ACH-000552,-0.4636056975823882
ACH-000556,-0.3423541709426526
ACH-000557,-0.5761186960824738
ACH-000569,-0.7537615765576167
ACH-000570,0.10830372184491482
ACH-000571,-0.5276478254514279
ACH-000573,-0.2411185322748633
ACH-000576,-0.8016256242574739
ACH-000579,-0.7431933679308343
ACH-000580,-0.43053133455246106
ACH-000584,-0.5333031364317832
ACH-000585,-0.4866673887993676
ACH-000588,-0.4521858100878101
ACH-000589,-0.6259776382564306
ACH-000591,-0.0593368161658453
ACH-000593,-0.2154956292485776
ACH-000600,-0.4144845126907301
ACH-000601,-0.3345310451488039
ACH-000605,-0.4141544331503494
ACH-000606,-0.4483497859602158
ACH-000608,0.02444960494668845
ACH-000614,-0.3597678144823659
ACH-000616,-0.5992939320146285
ACH-000618,-0.5902042919509841
ACH-000619,-0.5531575559454915
ACH-000620,-0.4765994020113512
ACH-000621,-0.5060184010311091
ACH-000622,-0.7224147314885483
ACH-000623,-0.2258025182449948
ACH-000624,-0.3782578760235344
ACH-000627,-0.5106913171041155
ACH-000630,-0.552564078471669
ACH-000631,-0.10132156613028664
ACH-000632,-0.3004913155859064
ACH-000633,-0.2956031167086252
