,ANG (283)
ACH-000004,-0.2672305986148635
ACH-000005,-0.08843833349710786
ACH-000007,-0.09238376831576567
ACH-000009,-0.18369290024132212
ACH-000011,-0.07187439319269852
ACH-000012,-0.09047044167717484
ACH-000013,-0.15156228071864944
ACH-000014,-0.20265413756720574
ACH-000015,-0.009308545759922926
ACH-000017,-0.21205678643175885
ACH-000018,-0.3053964410330467
ACH-000019,-0.0028419807973100145
ACH-000021,-0.23881008035711584
ACH-000022,-0.18473343647187326
ACH-000025,-0.2695347938159456
ACH-000028,-0.07265811713029686
ACH-000030,-0.1792541506828824
ACH-000035,-0.25135980302795
ACH-000036,-0.23749794597641985
ACH-000037,-0.2372829905631477
ACH-000039,-0.10344750239276174
ACH-000040,-0.04035340141053127
ACH-000041,-0.24346493360961366
ACH-000042,-0.00784327279463089
ACH-000045,-0.12842578097112306
ACH-000047,-0.3299001231706257
ACH-000052,-0.04654169695836557
ACH-000053,-0.13422574107262322
ACH-000054,-0.03535255125131684
ACH-000055,0.0924826508168527
ACH-000060,-0.2032425001226075
ACH-000067,-0.172694110904297
ACH-000070,-0.0964633591559152
ACH-000075,-0.18959982867945155
ACH-000078,0.009572184334168505
ACH-000082,-0.15226552982209712
ACH-000085,-0.22151326465520174
ACH-000086,-0.165694405220764
ACH-000087,-0.10780578096498547
ACH-000092,-0.1945471331718319
ACH-000095,0.123125636332152
ACH-000097,-0.20767850444163533
ACH-000098,-0.12405176048654662
ACH-000099,-0.08879386036229801
ACH-000108,0.028765233027313836
ACH-000113,-0.2880878298149117
ACH-000116,-0.14655663103751582
ACH-000118,-0.3237142931693142
ACH-000120,-0.15045898320823398
ACH-000123,-0.2634818170778703
ACH-000127,-0.13575871400807674
ACH-000128,-0.10764272790461424
ACH-000132,-0.07563867957302453
ACH-000133,-0.18166812749798064
ACH-000137,-0.15133285686690398
ACH-000138,-0.02757616736202504
ACH-000142,-0.28914050875130737
ACH-000143,-0.2050519325531904
ACH-000146,-0.07610399375325072
ACH-000148,-0.21751237109600266
ACH-000150,0.06758397401913102
ACH-000152,-0.16956776031812662
ACH-000153,-0.17894653413308742
ACH-000159,-0.25538628540556635
ACH-000160,-0.3184228490529589
ACH-000163,-0.004738860538480806
ACH-000167,0.39255618896730654
ACH-000168,-0.36815016406984175
ACH-000169,-0.10695396438333253
ACH-000178,-0.1184703220533284
ACH-000183,-0.241509052050962
ACH-000188,-0.1247737634843476
ACH-000189,-0.19301782223976996
ACH-000190,-0.1511881682196603
ACH-000198,-0.1760574376744934
ACH-000203,0.0663584035684108
ACH-000204,-0.04382363281423079
ACH-000206,0.13226422845841393
ACH-000207,-0.14245834774880725
ACH-000208,-0.2471969699208922
ACH-000210,-0.1674498475578147
ACH-000211,-0.12092247455488993
ACH-000215,-0.16889481465799386
ACH-000221,-0.11444168664914645
ACH-000222,-0.12875402283877954
ACH-000223,-0.13207677512881008
ACH-000226,-0.26630308372518313
ACH-000227,-0.1166407490867478
ACH-000228,-0.2057674593336152
ACH-000231,-0.1408932790347275
ACH-000232,-0.1145357804686322
ACH-000233,-0.22734925461290306
ACH-000234,-0.05377931286517878
ACH-000235,-0.12925132059154726
ACH-000237,0.04730349920185402
ACH-000238,-0.06832442915987727
ACH-000242,-0.6888424795472122
ACH-000243,-0.30490238119072954
ACH-000244,-0.07675427086432776
ACH-000246,-0.22882642946089554
ACH-000248,-0.2336984308485619
ACH-000250,-0.20113934235025627
ACH-000251,0.20630847932812
ACH-000252,-0.3495895768322183
ACH-000253,0.007895251652343765
ACH-000255,0.01773178224100464
ACH-000256,-0.16868205294452748
ACH-000257,-0.3240118984721194
ACH-000258,-0.15497079521143858
ACH-000259,-0.16078753932669235
ACH-000260,-0.11656931609978315
ACH-000261,-0.19960913319717266
ACH-000262,-0.014860694733788959
ACH-000263,-0.16430277318739378
ACH-000264,-0.19267932072403327
ACH-000265,-0.1455841256120585
ACH-000266,-0.1558335727400364
ACH-000272,-0.12916642238768372
ACH-000274,-0.019326572392607197
ACH-000277,-0.24039249078173144
ACH-000278,-0.24280635445336016
ACH-000279,-0.11732198560906172
ACH-000280,-0.13186335585033473
ACH-000281,0.1162276676469182
ACH-000288,-0.21759000821655006
ACH-000291,-0.014686288409614522
ACH-000293,-0.037784288325593315
ACH-000294,-0.1755770630974589
ACH-000295,0.04071960713384303
ACH-000296,-0.032225446380392035
ACH-000302,-0.10835073504628838
ACH-000304,-0.008143823306501742
ACH-000307,-0.1381469437018166
ACH-000308,-0.11422136006039202
ACH-000310,0.03341127588867055
ACH-000311,-0.2571205294311009
ACH-000312,-0.0882010310766072
ACH-000315,0.07004458772668964
ACH-000316,-0.16327636271564452
ACH-000317,-0.2674916921848775
ACH-000318,-0.3339396446543565
ACH-000319,-0.03285601556648494
ACH-000320,-0.19980088979420765
ACH-000322,-0.18741853702090486
ACH-000323,-0.18440393402318767
ACH-000324,-0.17681102716145475
ACH-000329,-0.08309258226936071
ACH-000330,0.04017771773785746
ACH-000331,0.10539125840589504
ACH-000332,-0.12254740522338685
ACH-000334,-0.3466280559216464
ACH-000335,0.006331952245209604
ACH-000336,-0.21959994434003327
ACH-000337,-0.2382024739496992
ACH-000338,-0.5416443513862086
ACH-000339,-0.21282218385339852
ACH-000341,-0.04218934361638594
ACH-000348,-0.13948158871216998
ACH-000350,-0.1320270461850625
ACH-000352,-0.0438669479343262
ACH-000356,-0.2842585467137542
ACH-000361,-0.17856476633795135
ACH-000362,-0.16007327050558845
ACH-000363,-0.0887306733591411
ACH-000364,-0.03172804634385973
ACH-000365,-0.14570333571783806
ACH-000366,-0.1214909147142502
ACH-000368,-0.28035670368414284
ACH-000374,-0.05100482630471097
ACH-000375,-0.3106236742915087
ACH-000376,-0.16966874353806233
ACH-000381,-0.15518622010962152
ACH-000383,-0.12972118426123358
ACH-000387,-0.16041969632301942
ACH-000389,-0.25090761745267176
ACH-000390,-0.16444947366985715
ACH-000393,-0.2124051482511521
ACH-000395,-0.11450315134991465
ACH-000396,-0.15311784938735698
ACH-000397,-0.2260601224584655
ACH-000401,-0.017656492653374784
ACH-000402,0.1822316233517217
ACH-000403,-0.2106344795991544
ACH-000404,-0.4350025511399622
ACH-000406,-0.17637714527211576
ACH-000407,-0.060604952403908174
ACH-000408,0.05451256428065375
ACH-000410,-0.06764035993356153
ACH-000411,-0.1128313110000096
ACH-000414,-0.1260220115096627
ACH-000415,-0.15318258790853292
ACH-000416,-0.18014052569088235
ACH-000420,0.07067019327789405
ACH-000421,-0.15311877989306802
ACH-000424,-0.23095565804520216
ACH-000425,-0.17359857105771753
ACH-000426,-0.007503457256187539
ACH-000427,-0.11202610329654372
ACH-000433,0.04957153970735061
ACH-000435,-0.3122228754481065
ACH-000436,0.031013672897941533
ACH-000444,-0.10051002387595624
ACH-000445,-0.3715991314249405
ACH-000448,-0.22089097593892976
ACH-000450,-0.3873516855058025
ACH-000452,-0.07905669230455646
ACH-000454,-0.45796483172857794
ACH-000458,-0.2304100126907785
ACH-000459,-0.14752535760151236
ACH-000460,-0.18558059828352966
ACH-000461,0.0019533489250953048
ACH-000463,-0.1484000407773587
ACH-000464,-0.22450173153305086
ACH-000466,0.005336796329624004
ACH-000467,-0.2359587091458808
ACH-000468,-0.010916656722500074
ACH-000469,-0.0981144272690987
ACH-000470,0.020101550891208467
ACH-000471,-0.16716016729735006
ACH-000472,-0.16345470970830248
ACH-000473,-0.23955331759749615
ACH-000475,-0.1253273817137392
ACH-000476,-0.166594821671543
ACH-000477,-0.07505533651815903
ACH-000479,-0.16168075825393946
ACH-000480,-0.19068043563099726
ACH-000481,-0.30944013778248153
ACH-000483,-0.1853136676074234
ACH-000484,-0.2054832246191861
ACH-000485,-0.2083536327701061
ACH-000486,-0.2263848035976454
ACH-000487,0.0023170297319672927
ACH-000488,-0.09053843831806772
ACH-000490,-0.16931689317549206
