,RCCD1 (91433)
ACH-000004,-0.020668779620908184
ACH-000005,0.31150672582065986
ACH-000007,0.042298451055438835
ACH-000009,0.05940585141017191
ACH-000011,0.12104636448003535
ACH-000012,0.06051042517893316
ACH-000013,0.03437877670442622
ACH-000014,-0.019399019838401026
ACH-000015,0.11476884995521515
ACH-000017,0.07345269046848399
ACH-000018,0.07440194602996959
ACH-000019,0.037414169597222616
ACH-000021,0.10475662823423698
ACH-000022,-0.0032735114555583603
ACH-000025,0.2937386258710513
ACH-000028,0.06655783701550108
ACH-000030,0.1076748694739456
ACH-000035,0.03434959747952945
ACH-000036,-0.0386280624160389
ACH-000037,0.23731041740981335
ACH-000039,0.0016277673565736294
ACH-000040,0.1621654302853164
ACH-000041,0.07835148151642586
ACH-000042,0.1128015692515505
ACH-000045,-0.012955861307178058
ACH-000047,0.10854264548790928
ACH-000052,-0.04468085763748099
ACH-000053,0.0006783882609026883
ACH-000054,0.07834442925833253
ACH-000055,0.17458040899702776
ACH-000060,0.07901908499652784
ACH-000067,0.06845751626788223
ACH-000070,0.05163604274127402
ACH-000075,0.18404242080888916
ACH-000078,0.08489525260781253
ACH-000082,0.1528392686154175
ACH-000085,0.10099706751707337
ACH-000086,-0.0388566666823458
ACH-000087,-0.05658930989140835
ACH-000092,0.08504842094353618
ACH-000095,-0.012786451987724852
ACH-000097,0.06130812483943895
ACH-000098,0.15873083657690282
ACH-000099,0.06947931920124133
ACH-000108,0.07481799031670355
ACH-000113,0.0707186759762762
ACH-000116,-0.027614124937802426
ACH-000118,-0.04265128586762
ACH-000120,-0.058080406323277114
ACH-000123,0.10462548266953747
ACH-000127,0.14243981632112
ACH-000128,-0.025400610589709792
ACH-000132,0.14887124327803086
ACH-000133,0.2363019099056584
ACH-000137,0.01155307318333664
ACH-000138,0.10179892065315313
ACH-000142,0.06235527666615472
ACH-000143,-0.1272644881846441
ACH-000146,0.005127276001840791
ACH-000148,0.007023740995021034
ACH-000150,0.08123995624106034
ACH-000152,0.07474057100867235
ACH-000153,0.06034825826382045
ACH-000159,0.16921352810066995
ACH-000160,0.023032440660261437
ACH-000163,-0.07956195252256157
ACH-000167,0.17750030814555334
ACH-000168,0.08404363925862858
ACH-000169,0.04606687465329762
ACH-000178,0.09690446527258093
ACH-000183,-0.09511325902035936
ACH-000188,-0.012071702029841256
ACH-000189,0.051704330623144515
ACH-000190,0.1536456688190274
ACH-000198,0.009288370238978992
ACH-000203,0.3681882919740749
ACH-000204,0.09785738390320232
ACH-000206,0.1856135504658713
ACH-000207,-0.036271796554887055
ACH-000208,0.2887949633403475
ACH-000210,-0.1342701408836228
ACH-000211,0.04773605244237861
ACH-000215,0.15704706329521034
ACH-000221,-0.12074862765845085
ACH-000222,0.0598316863854789
ACH-000223,0.15515788158762867
ACH-000226,0.11330810126062515
ACH-000227,-0.07037068550578973
ACH-000228,-0.17846114791166912
ACH-000231,0.058656158960394826
ACH-000232,0.1211300368488029
ACH-000233,-0.014721760753821575
ACH-000234,0.12033607661631945
ACH-000235,0.010683446498026085
ACH-000237,0.05449039685593717
ACH-000238,0.05563172408619099
ACH-000242,0.12237439345184392
ACH-000243,0.030943723244871518
ACH-000244,0.09699234399623302
ACH-000246,0.059487440423006514
ACH-000248,0.07056673607491888
ACH-000250,0.08766191570567736
ACH-000251,0.18296016520889927
ACH-000252,-0.06751434547182893
ACH-000253,0.0918626395166673
ACH-000255,0.004895198094126283
ACH-000256,0.01856065058963055
ACH-000257,0.2403329872050373
ACH-000258,-0.1663047396157445
ACH-000259,0.10718925214949286
ACH-000260,-0.06299388972443687
ACH-000261,0.07476892424724434
ACH-000262,0.22929957338593696
ACH-000263,0.01687009930878727
ACH-000264,0.09994192939997186
ACH-000265,-0.017574086488536873
ACH-000266,0.08695096991454089
ACH-000272,0.09232192718051263
ACH-000274,-0.036391422984120084
ACH-000277,-0.006573474447959409
ACH-000278,0.16722462697594506
ACH-000279,0.04377210849047575
ACH-000280,-0.01758381208479428
ACH-000281,-0.2048164829191398
ACH-000288,0.05291301113759488
ACH-000291,0.08227204572396549
ACH-000293,0.06519728467696323
ACH-000294,-0.006945242099806355
