,IMPA2 (3613)
ACH-000004,-0.290922358016609
ACH-000005,-0.1506519506634095
ACH-000007,-0.12953193653124606
ACH-000009,-0.18715758115549386
ACH-000011,-0.13103542532688675
ACH-000012,-0.26875975942015984
ACH-000013,-0.06257835945114826
ACH-000014,-0.5671416607412955
ACH-000015,-0.143619425979726
ACH-000017,-0.2953278221016685
ACH-000018,-0.17865216749586638
ACH-000019,0.018710883097164892
ACH-000021,-0.21857266961972344
ACH-000022,-0.13575073958492495
ACH-000025,-0.34009936216716324
ACH-000028,-0.2939950667453087
ACH-000030,-0.17528447110642745
ACH-000035,-0.21715472530275914
ACH-000036,-0.2669680517625496
ACH-000037,-0.2618957840430881
ACH-000039,-0.18357689295048507
ACH-000040,-0.41474180865272897
ACH-000041,-0.28987106769308
ACH-000042,-0.4292347706378296
ACH-000045,-0.3109340462715093
ACH-000047,-0.12121726433589645
ACH-000052,-0.2570820344347161
ACH-000053,-0.2846718780170212
ACH-000054,-0.316662954645376
ACH-000055,-0.3397974645715793
ACH-000060,-0.2461383333823107
ACH-000067,-0.2493912060868709
ACH-000070,-0.32368977863516546
ACH-000075,-0.483703309757137
ACH-000078,-0.1175234463707274
ACH-000082,-0.33535485634886075
ACH-000085,-0.19610668962756303
ACH-000086,-0.2457195793114509
ACH-000087,-0.3142297931439488
ACH-000092,-0.3030653683270117
ACH-000095,-0.21906679521501732
ACH-000097,-0.28172985518143506
ACH-000098,-0.22843119499921485
ACH-000099,-0.3062225111415849
ACH-000108,-0.1960178576280482
ACH-000113,-0.18866176510684896
ACH-000116,-0.34552622300527297
ACH-000118,-0.31609765245947985
ACH-000120,-0.0413752066154992
ACH-000123,-0.02905226394099683
ACH-000127,-0.1701095765819398
ACH-000128,-0.2252338238898642
ACH-000132,-0.2335955441169493
ACH-000133,-0.22658483888172615
ACH-000137,-0.2344572009359809
ACH-000138,-0.26783607833973866
ACH-000142,-0.2523284751576692
ACH-000143,-0.28874977445869743
ACH-000146,-0.22555274371635514
ACH-000148,-0.2402774273647269
ACH-000150,-0.4288907469470452
ACH-000152,-0.4286930577042993
