,CRTC2 (200186)
ACH-000004,-0.12881945985057972
ACH-000005,-0.17114577509640738
ACH-000007,-0.06737123231633622
ACH-000009,-0.23965224011866146
ACH-000011,-0.13057677744152574
ACH-000012,-0.19492908407561396
ACH-000013,-0.2315933385800166
ACH-000014,-0.4008254224330185
ACH-000015,-0.15573980042857766
ACH-000017,-0.5647239066869665
ACH-000018,-0.052782562042806534
ACH-000019,-0.4127197876216305
ACH-000021,-0.11576278937348385
ACH-000022,-0.15281418094183594
ACH-000025,-0.302337343426999
ACH-000028,-0.3119410683104881
ACH-000030,-0.21468597312508853
ACH-000035,-0.18489813691815096
ACH-000036,0.02909487292829728
ACH-000037,-0.25520096398263065
ACH-000039,-0.3395644942432217
ACH-000040,-0.15732697552685854
ACH-000041,-0.09204832778321766
ACH-000042,-0.11490214127989055
ACH-000045,-0.05266188303115791
ACH-000047,-0.07589898358580878
ACH-000052,-0.09635945204096648
ACH-000053,-0.13972011065680548
ACH-000054,-0.20129737029422365
ACH-000055,-0.07209323061370408
ACH-000060,-0.04244482984706674
ACH-000067,-0.12690421928620402
ACH-000070,-0.1482005799750026
ACH-000075,0.12168041162472405
ACH-000078,-0.1201040231892703
ACH-000082,-0.0534082996467688
ACH-000085,-0.4268168013859796
ACH-000086,-0.2558048541861232
ACH-000087,-0.13535073743293316
ACH-000092,-0.2542780184507001
ACH-000095,-0.19555260461466
ACH-000097,-0.2753155542045277
ACH-000098,-0.22367017488967686
ACH-000099,-0.25961499490987344
ACH-000108,0.1026663256695154
ACH-000113,-0.0864724541049607
ACH-000116,-0.056691602510725726
ACH-000118,0.13214280909581586
ACH-000120,-0.012235437556678913
ACH-000123,-0.06156400650412293
ACH-000127,-0.05161894125161237
ACH-000128,-0.28219162981623924
ACH-000132,-0.13119499713104452
ACH-000133,-0.1262613401526005
ACH-000137,-0.13100572990549392
ACH-000138,-0.049096178701489884
ACH-000142,-0.05279169413779957
ACH-000143,-0.14175916698875454
ACH-000146,-0.14611950731773582
ACH-000148,-0.19329535251567456
ACH-000150,-0.1416481542499917
ACH-000152,-0.16603476533986744
ACH-000153,0.017489712072518537
ACH-000159,-0.0484212094245554
ACH-000160,-0.1268799153634283
ACH-000163,-0.2205128481489077
ACH-000167,-0.23672478377164796
ACH-000168,-0.2016399247864016
ACH-000169,-0.0563206045422279
ACH-000178,-0.04598802941733497
ACH-000183,-0.2748515658859845
ACH-000188,-0.1150926966286829
ACH-000189,-0.2581890815032489
ACH-000190,-0.050027953346856315
ACH-000198,-0.060100646627331486
ACH-000203,-0.07186532324768047
ACH-000204,-0.4245096658296925
ACH-000206,-0.2906551782004797
ACH-000207,-0.08080889351313626
ACH-000208,0.04031723547299481
ACH-000210,-0.17014744859245975
ACH-000211,-0.16051429116875573
ACH-000215,-0.1301450695295988
ACH-000221,-0.07357455057161742
ACH-000222,-0.3206779574637781
ACH-000223,-0.24204179974726206
ACH-000226,-0.12422602876751693
ACH-000227,-0.07555138476284907
ACH-000228,-0.14090063420988547
ACH-000231,-0.23057048846329045
ACH-000232,-0.3173227695764401
ACH-000233,-0.18391801947227934
ACH-000234,-0.1268076688234329
ACH-000235,-0.10314284237859456
ACH-000237,-0.13079028460345704
ACH-000238,-0.18578639738501687
ACH-000242,-0.1506734622711755
ACH-000243,-0.035265328145174114
ACH-000244,-0.35635382378391656
ACH-000246,-0.07643659626146322
ACH-000248,-0.7726820858257789
ACH-000250,-0.08961516157807818
ACH-000251,-0.12035759370693873
ACH-000252,-0.2569123101541269
ACH-000253,-0.15492700985696573
ACH-000255,0.0294449318061617
ACH-000256,-0.27472903054212466
ACH-000257,0.1947053102160187
ACH-000258,0.036810985835092784
ACH-000259,-0.11343729461080422
ACH-000260,-0.2692620544242734
ACH-000261,-0.04419933411956572
ACH-000262,-0.19219580677721732
ACH-000263,-0.13564531246667375
ACH-000264,-0.2535843746745167
ACH-000265,-0.04799543641363087
ACH-000266,-0.1051801975832883
ACH-000272,-0.07632697145789982
ACH-000274,-0.11823539304090325
ACH-000277,-0.09816319396530324
ACH-000278,-0.271786102536548
ACH-000279,-0.14992129106257693
ACH-000280,-0.2564775638064263
ACH-000281,0.05251347669088426
ACH-000288,-0.12775573720675346
ACH-000291,-0.1880004484107904
ACH-000293,-0.2507591812481056
ACH-000294,-0.20757665563635155
ACH-000295,-0.2891181266301481
ACH-000296,-0.13080219805054968
ACH-000302,-0.09698131744971288
ACH-000304,-0.3215503098831697
ACH-000307,-0.0005615950940074663
ACH-000308,-0.15083495328946678
ACH-000310,-0.1818725203673416
ACH-000311,-0.4714302811276035
ACH-000312,-0.1260254581609146
ACH-000315,-0.19761929403191564
ACH-000316,-0.19250807288934246
ACH-000317,-0.09634436380663672
ACH-000318,-0.10714029049096573
ACH-000319,-0.3184535655596134
ACH-000320,0.17272280482394162
ACH-000322,-0.1491762172828444
ACH-000323,-0.02781822895209321
ACH-000324,-0.198426246591362
ACH-000329,-0.04088939826829443
ACH-000330,-0.2237086581565963
ACH-000331,-0.2141845722096805
ACH-000332,-0.19740597864529694
ACH-000334,-0.24369595846071185
ACH-000335,-0.1819709937336599
ACH-000336,-0.7114027783213815
ACH-000337,-0.05204477520805117
ACH-000338,-0.5031057381213253
ACH-000339,-0.09403006870931116
ACH-000341,-0.2405692597525316
ACH-000348,-0.30206240954049124
ACH-000350,-0.08533838187594871
