,SON (6651)
ACH-000004,-0.8181421697674361
ACH-000005,-1.0752803055824856
ACH-000007,-0.5988774137947078
ACH-000009,-0.7804208899662365
ACH-000011,-1.3066130710058272
ACH-000012,-0.988119561291382
ACH-000013,-0.9129900812077271
ACH-000014,-0.3857878532811216
ACH-000015,-0.8754578245862039
ACH-000017,-1.1326961095812784
ACH-000018,-1.0195752200578725
ACH-000019,-1.2028193241439074
ACH-000021,-0.7165207273034185
ACH-000022,-0.768661659969897
ACH-000025,-0.6907489078920321
ACH-000028,-1.0116178672315066
ACH-000030,-1.0896376426240626
ACH-000035,-0.3848090878110221
ACH-000036,-0.7425910785257204
ACH-000037,-0.7557949738201387
ACH-000039,-1.0704424548672964
ACH-000040,-0.7901738602282796
ACH-000041,-0.7003210355681466
ACH-000042,-0.9649025354627896
ACH-000045,-1.0783129414304513
ACH-000047,-0.9763377076006401
ACH-000052,-0.5396432379576728
ACH-000053,-0.5872865248060494
ACH-000054,-0.94680139440806
ACH-000055,-0.9152115012834272
ACH-000060,-1.0810472932968938
ACH-000067,-0.8748294813575599
ACH-000070,-0.8596642894776956
ACH-000075,-0.9120647851524282
ACH-000078,-0.7186884785762678
ACH-000082,-1.0954352384032997
ACH-000085,-0.9489369258628112
ACH-000086,-0.9683988002277985
ACH-000087,-1.0850727512155351
ACH-000092,-1.0967484193964154
ACH-000095,-0.7923709979286754
ACH-000097,-0.9501177458232632
ACH-000098,-0.6622861439586607
ACH-000099,-0.9157156219940104
ACH-000108,-1.0403770062676554
ACH-000113,-0.7674226444586224
ACH-000116,-1.1089452216915907
ACH-000118,-0.7919840669459408
ACH-000120,-0.6642340202632706
ACH-000123,-0.9097719792738554
ACH-000127,-0.9722943213246245
ACH-000128,-0.6787275793681352
ACH-000132,-0.8741890219737006
ACH-000133,-0.9789835611299356
ACH-000137,-0.6235339058832694
ACH-000138,-0.6451540358358906
ACH-000142,-1.014254039876199
ACH-000143,-0.7555344971344387
ACH-000146,-0.8569623385588854
ACH-000148,-0.8283815090586749
ACH-000150,-1.0292218389277223
ACH-000152,-0.8029969065116913
ACH-000153,-0.5772990555109931
ACH-000159,-0.9977763002195268
ACH-000160,-0.8038420984995386
ACH-000163,-0.9178339004087968
ACH-000167,-1.3740439517270011
ACH-000168,-0.7847665967241779
ACH-000169,-0.6960203965917342
ACH-000178,-0.8064543806402128
ACH-000183,-0.8789045923496575
ACH-000188,-1.0335777356093896
ACH-000189,-1.0018468059107557
ACH-000190,-1.0094391226915658
ACH-000198,-0.9629635062826986
ACH-000203,-1.1978641962976646
ACH-000204,-0.8047283448025009
ACH-000206,-1.2220988301502855
ACH-000207,-1.0833379355753838
ACH-000208,-0.6932283555882665
ACH-000210,-0.5726668611917911
ACH-000211,-0.7974565003206102
ACH-000215,-0.9041619377235324
ACH-000221,-1.095069356523726
ACH-000222,-0.7698213864378609
ACH-000223,-1.0031311986820413
ACH-000226,-0.9969393992022736
ACH-000227,-0.8336061619247129
ACH-000228,-0.628438923512125
ACH-000231,-0.952077407250056
ACH-000232,-0.6181820679596639
ACH-000233,-0.9649942550437504
