,HSF4 (3299)
ACH-000004,-0.08904570582422182
ACH-000005,-0.03480354538060728
ACH-000007,-0.13036401366927375
ACH-000009,-0.13463899335808507
ACH-000011,-0.18365646434584693
ACH-000012,-0.20806882876543448
ACH-000013,-0.21314388953383429
ACH-000014,0.004405208363685298
ACH-000015,0.0003353098584729236
ACH-000017,-0.0580586164682014
ACH-000018,-0.16810452976203208
ACH-000019,-0.19721500143989665
ACH-000021,-0.16825042892288966
ACH-000022,-0.09334162570772572
ACH-000025,-0.19781522793447484
ACH-000028,-0.0035904811649128654
ACH-000030,-0.15422311876822553
ACH-000035,-0.1483460769036321
ACH-000036,-0.2631495588655197
ACH-000037,-0.2528985671759726
ACH-000039,-0.1811197954542361
ACH-000040,-0.14818898674449504
ACH-000041,-0.1959844706322472
ACH-000042,-0.07099830418813789
ACH-000045,-0.1604351788802914
ACH-000047,-0.126219039997655
ACH-000052,-0.20007752258642086
ACH-000053,-0.16029646386519775
ACH-000054,-0.1183227244673546
ACH-000055,-0.13656565779507807
ACH-000060,-0.2166300793254964
ACH-000067,-0.14579890947625326
ACH-000070,-0.1115623490817476
ACH-000075,0.011760476579567494
ACH-000078,-0.2387514949926477
ACH-000082,-0.1143882397710416
ACH-000085,-0.21741760064821086
ACH-000086,-0.06740113259270923
ACH-000087,-0.06719890107319951
ACH-000092,-0.1652934807746273
ACH-000095,-0.22876533348753925
ACH-000097,-0.026012309802328663
ACH-000098,-0.3033944114114721
ACH-000099,-0.10227790581514597
ACH-000108,0.00922418076207114
ACH-000113,-0.12792322298535735
ACH-000116,-0.06198533371297329
ACH-000118,-0.14532718758557145
ACH-000120,-0.16630779258726142
ACH-000123,-0.1619769813482484
ACH-000127,-0.1521774918857155
ACH-000128,-0.23304102961014875
ACH-000132,-0.2706288196837781
ACH-000133,-0.21434460512316855
ACH-000137,-0.2105584525163917
ACH-000138,-0.016498117706178518
ACH-000142,-0.14541834452496638
ACH-000143,-0.05737661739771635
ACH-000146,-0.15839673843278287
ACH-000148,-0.22282575251833156
ACH-000150,-0.09849640103381432
ACH-000152,-0.1181068695042089
ACH-000153,-0.0024588051690735547
ACH-000159,-0.16027895703985248
ACH-000160,-0.09569366042289908
ACH-000163,0.006101028292706852
ACH-000167,-0.1102788208604236
ACH-000168,-0.12311459808064205
ACH-000169,-0.23811752583775503
ACH-000178,-0.16446088500277475
ACH-000183,-0.08270095870646503
ACH-000188,-0.12652553236512384
ACH-000189,-0.17558566845478918
ACH-000190,0.07275428437290532
ACH-000198,-0.17483528352387812
ACH-000203,-0.12422480105969405
ACH-000204,-0.06233937073745824
ACH-000206,-0.2383196151579633
ACH-000207,-0.17164663364528435
ACH-000208,-0.3941684692258037
ACH-000210,-0.033732967185826315
ACH-000211,-0.15155258516695946
ACH-000215,-0.1139081128644059
ACH-000221,-0.2868243327661376
ACH-000222,0.025643272096035164
ACH-000223,-0.09859368911091533
ACH-000226,-0.21236429499687806
ACH-000227,-0.1265722521881566
ACH-000228,-0.1880614183465134
ACH-000231,-0.2661739039318857
ACH-000232,-0.16298772396657926
ACH-000233,-0.10308123097803586
ACH-000234,-0.19590164372198549
ACH-000235,-0.19913438805439526
ACH-000237,-0.1390938895559983
ACH-000238,-0.22621339258000636
ACH-000242,-0.20182224065221094
ACH-000243,-0.034331129915953135
ACH-000244,-0.10960744392001052
ACH-000246,-0.028112092810646628
ACH-000248,-0.11951288358959013
ACH-000250,-0.12400421919212395
ACH-000251,0.1469800124171422
ACH-000252,-0.2660097736140621
ACH-000253,-0.2829268478595523
ACH-000255,-0.08644828584938179
ACH-000256,-0.0658789348024837
ACH-000257,-0.026071756736031272
ACH-000258,-0.013069225330102468
ACH-000259,-0.1227360506766558
ACH-000260,-0.18989636443124566
ACH-000261,-0.1756797737766604
ACH-000262,0.09620453729932124
ACH-000263,-0.06476085792905542
ACH-000264,-0.09795780674255217
ACH-000265,-0.08050859096767421
ACH-000266,-0.14161800403898367
ACH-000272,0.0017146086475690054
ACH-000274,-0.04598662139787172
ACH-000277,-0.09587059409073967
ACH-000278,-0.08087453132316967
ACH-000279,-0.18951937405936015
ACH-000280,-0.09658372729976034
ACH-000281,-0.35619445943836986
ACH-000288,-0.2470512182876409
ACH-000291,0.053378400484575636
ACH-000293,-0.17835503056477864
ACH-000294,-0.07828163747556854
ACH-000295,-0.42563065152581697
ACH-000296,-0.12837882714100046
ACH-000302,-0.13574706074755358
ACH-000304,-0.21408429954790864
ACH-000307,-0.23754372224411666
ACH-000308,-0.06590676655935067
ACH-000310,-0.34735099923472473
ACH-000311,-0.025473794456467372
ACH-000312,-0.09505241474782547
ACH-000315,-0.20377505166044613
ACH-000316,-0.3467162730278327
ACH-000317,-0.2027126262467725
ACH-000318,0.0012442994960471382
ACH-000319,-0.2529444421003048
ACH-000320,-0.387598063826922
ACH-000322,-0.2469739133466447
ACH-000323,-0.055300100582566264
ACH-000324,-0.14619653099306695
ACH-000329,-0.17122441043711212
ACH-000330,-0.1668568087194008
ACH-000331,-0.04312209008666836
ACH-000332,-0.05402585265261645
ACH-000334,0.06491088323522151
ACH-000335,-0.4607219728666527
ACH-000336,-0.12726179289808254
ACH-000337,-0.1621322908831562
ACH-000338,-0.10095954165730664
ACH-000339,-0.2198605843658284
ACH-000341,-0.2734965487939647
ACH-000348,-0.06015216084895325
ACH-000350,-0.09302861734302524
ACH-000352,-0.05907281413517813
ACH-000356,-0.11300878094782728
ACH-000361,-0.22342992801092812
ACH-000362,-0.2471699693147003
ACH-000363,0.020596664544832437
ACH-000364,0.07378594044596756
ACH-000365,-0.003195369181592385
ACH-000366,-0.08472241356595991
ACH-000368,-0.2580712684115474
ACH-000374,0.010105180757867436
ACH-000375,-0.031236839853410237
ACH-000376,-0.1066259116176669
ACH-000381,-0.31955933399249264
ACH-000383,-0.05369047814164901
ACH-000387,-0.14798850513650147
ACH-000389,-0.1746428715344064
ACH-000390,-0.1142031637655029
ACH-000393,-0.27816261745120785
ACH-000395,-0.17217619774280404
ACH-000396,-0.15298686904954345
ACH-000397,-0.15073090593337568
ACH-000401,-0.1463372214892683
ACH-000402,0.07460839670724148
ACH-000403,-0.12126677346140945
ACH-000404,-0.0365397041427246
ACH-000406,-0.1938121353770645
ACH-000407,-0.027083120407710874
ACH-000408,-0.3113394499736229
ACH-000410,-0.12540054820332694
ACH-000411,0.02970021012489185
ACH-000414,-0.11399968458767053
ACH-000415,-0.07736086493755195
ACH-000416,-0.3449608963076036
ACH-000420,-0.2572946450401737
ACH-000421,-0.15020045391664472
ACH-000424,0.0757930682345303
ACH-000425,-0.1486701206255469
ACH-000426,0.019526622919380933
ACH-000427,-0.2741216207413281
ACH-000433,-0.22016605241664602
ACH-000435,0.3876665145503152
ACH-000436,-0.13075439754572254
ACH-000444,0.009700353670550318
ACH-000445,-0.09035900718625964
ACH-000448,-0.24244216795082985
ACH-000450,0.2910801727733269
ACH-000452,-0.1488853602704104
ACH-000454,-0.3253598721071029
ACH-000458,-0.16173515079086875
ACH-000459,0.0965752159413905
ACH-000460,-0.18783149181223105
ACH-000461,-0.12446744352322585
ACH-000463,-0.0381727157732507
ACH-000464,-0.08071062695316022
ACH-000466,-0.1186076394241216
ACH-000467,-0.11391248761179952
ACH-000468,-0.212622997819984
ACH-000469,-0.18231040578548705
ACH-000470,0.06981122724307047
ACH-000471,-0.14484651151274086
ACH-000472,-0.13160757792278927
ACH-000473,-0.2711508419031339
ACH-000475,-0.13506822256901124
ACH-000476,-0.26502772255003554
ACH-000477,-0.2273606544749401
ACH-000479,-0.3167062706421088
ACH-000480,-0.1582088991224284
ACH-000481,-0.1631406805810353
ACH-000483,-0.26263638820097096
ACH-000484,-0.06955228929787699
ACH-000485,0.01088279989795989
ACH-000486,-0.0734825647792334
ACH-000487,0.0011491749523548384
ACH-000488,-0.0921500051043481
ACH-000490,-0.10217186537433444
ACH-000491,0.0005187665398510018
ACH-000495,-0.07387991505256802
ACH-000496,-0.17863698467565006
ACH-000499,0.10118819237385876
ACH-000500,0.012285885381792387
ACH-000502,-0.06643699938654507
ACH-000503,-0.02706565817178614
ACH-000505,-0.24958078429509126
ACH-000507,-0.14898902214837792
ACH-000510,-0.11099331710228327
ACH-000511,-0.1538224632799757
ACH-000512,-0.008110156302630516
ACH-000516,-0.25902278826264624
ACH-000517,-0.2324839351409703
ACH-000518,-0.11143664084587816
ACH-000520,-0.2475286608332321
ACH-000521,-0.1862277101538338
ACH-000522,-0.1777349467683178
ACH-000524,-0.29208042356501523
ACH-000527,-0.06925260724410058
ACH-000528,-0.19616224477895086
ACH-000537,-0.10057224080445074
ACH-000541,-0.2930332304321337
ACH-000542,-0.1550048957856026
ACH-000544,-0.20340623943715067
ACH-000545,-0.15715166459895116
ACH-000547,0.1180274558345331
ACH-000548,-0.2750702430473841
ACH-000549,-0.3785898573155552
ACH-000550,-0.19962988911099688
ACH-000552,-0.19539241199352086
ACH-000556,-0.2225250533306851
ACH-000557,-0.17075564567658238
ACH-000569,-0.2350239204710313
ACH-000570,-0.21997209695159808
ACH-000571,-0.14189755040067992
ACH-000573,-0.09879735397996056
ACH-000576,-0.17469723654355068
ACH-000579,-0.07967511108826518
ACH-000580,-0.17623172364547254
ACH-000584,-0.1272006863843375
ACH-000585,-0.15681194345059055
ACH-000588,-0.08000817462800505
ACH-000589,-0.11138648991640523
ACH-000591,-0.13796390477907672
ACH-000593,-0.0771179323821021
ACH-000600,-0.1159438653745555
ACH-000601,-0.1731005391695064
ACH-000605,-0.07738806479757987
ACH-000606,0.06684056275789392
ACH-000608,-0.18893002736477846
ACH-000614,-0.06448025532187797
ACH-000616,-0.2665100476255785
ACH-000618,-0.23878449275671584
ACH-000619,-0.13878550440431225
ACH-000620,-0.13567915995388374
ACH-000621,-0.3216021153025617
ACH-000622,-0.15261239722428024
ACH-000623,-0.20201780852902526
ACH-000624,-0.1818536273379429
ACH-000627,-0.13606143130665554
ACH-000630,-0.13435131537259629
ACH-000631,-0.16725062404366375
ACH-000632,-0.16351582278732296
ACH-000633,-0.027786748368129652
ACH-000637,-0.3158435514425221
ACH-000638,0.017954356385183955
ACH-000646,-0.25101244307869985
ACH-000647,-0.2509945883206682
ACH-000648,-0.12634506855046618
ACH-000649,-0.07675713901380453
ACH-000651,-0.4396609867030096
ACH-000652,-0.2020236944907613
ACH-000653,-0.06999142171975041
ACH-000657,-0.06924820819345151
ACH-000658,-0.10573279363052704
ACH-000661,-0.2281404073566812
ACH-000662,-0.19707849516202933
ACH-000663,-0.2146072123416958
ACH-000665,-0.07657999274197097
ACH-000671,-0.11325855521733255
ACH-000672,-0.1284855145853188
ACH-000673,-0.08598071535246593
ACH-000676,-0.054881248404006364
ACH-000677,-0.1331048894027876
ACH-000681,-0.01277300297849008
ACH-000683,-0.21879686573349053
ACH-000684,-0.16957136930957728
ACH-000688,-0.13245916586622233
ACH-000693,-0.09166802496416657
ACH-000694,-0.060419158722840975
ACH-000695,-0.09444330468716436
ACH-000696,-0.10985751692517673
ACH-000697,-0.2861155230527311
ACH-000699,-0.0947578488726005
ACH-000701,-0.0988682452664228
ACH-000706,-0.0526314957277308
ACH-000711,-0.10747587308996034
ACH-000713,0.021883147040212818
ACH-000714,-0.1360695465758361
ACH-000718,0.09290779099489277
ACH-000720,-0.11912031288631347
