,HIST3H2BB (128312)
ACH-000004,-0.06174436747610885
ACH-000005,0.08107567408985816
ACH-000007,-0.09595906288636492
ACH-000009,-0.16727877492879956
ACH-000011,-0.09194145138878992
ACH-000012,-0.16970139902395107
ACH-000013,-0.035011982509462594
ACH-000014,-0.14253418755786038
ACH-000015,0.03583857772737474
ACH-000017,-0.09700979246447396
ACH-000018,-0.07644917621899196
ACH-000019,-0.20551839096796048
ACH-000021,-0.10252501241486514
ACH-000022,-0.12477928421776005
ACH-000025,-0.2717996022287466
ACH-000028,-0.10442295721780567
ACH-000030,-0.18821420278076648
ACH-000035,-0.0729937429289016
ACH-000036,-0.12408424240262675
ACH-000037,0.05430472943505275
ACH-000039,0.031740929419612436
ACH-000040,-0.07183278220124151
ACH-000041,-0.17921337773957796
ACH-000042,-0.1755626731560629
ACH-000045,-0.11459600269783585
ACH-000047,0.01281988653333429
ACH-000052,-0.09648778694165924
ACH-000053,-0.11533553570816645
ACH-000054,-0.05694822438882675
ACH-000055,-0.1435292586120562
ACH-000060,-0.1306480320258434
ACH-000067,-0.13724950728999366
ACH-000070,-0.13496204127512634
ACH-000075,-0.10761252299250047
ACH-000078,-0.02222602448912529
ACH-000082,-0.20669093082918655
ACH-000085,-0.11980864784465807
ACH-000086,-0.15003268968965697
ACH-000087,0.06047257308811979
ACH-000092,-0.2190206639583287
ACH-000095,-0.2963319434656944
ACH-000097,-0.10134199045932173
ACH-000098,-0.11802634387949802
ACH-000099,-0.12335560490506582
ACH-000108,-0.13855289514938152
ACH-000113,-0.08075791050330586
ACH-000116,-0.030354011440994973
ACH-000118,-0.12877245148800748
ACH-000120,-0.15043676783400234
ACH-000123,-0.03936188630111809
ACH-000127,-0.02045771033042369
ACH-000128,-0.08050422022604439
ACH-000132,-0.05640682611243459
ACH-000133,-0.2619389328834795
ACH-000137,-0.13047999494755508
ACH-000138,-0.069731373583942
ACH-000142,-0.0825218402626838
ACH-000143,-0.1900299805346581
ACH-000146,0.09269400672478176
ACH-000148,-0.09284588476157407
ACH-000150,-0.07691040785830977
ACH-000152,-0.18987520109919695
ACH-000153,-0.3030313292365713
ACH-000159,-0.054077594519919565
ACH-000160,0.2529989639701571
ACH-000163,-0.034382760618753644
ACH-000167,0.3604370854378823
ACH-000168,0.03567679308110948
ACH-000169,-0.18336405186429125
ACH-000178,-0.18097477569189813
ACH-000183,-0.034772951157818165
ACH-000188,0.02214200254466823
ACH-000189,-0.04314302801463009
ACH-000190,0.14075959820868286
ACH-000198,0.07799415922943755
ACH-000203,-0.19046828802848356
ACH-000204,-0.1427293212046679
ACH-000206,-0.2780457605844789
ACH-000207,-0.09687566270786784
ACH-000208,0.164960900171448
ACH-000210,-0.061316346866819665
ACH-000211,-0.11789888648716147
ACH-000215,-0.03907032457430738
ACH-000221,-0.19989547101401206
ACH-000222,-0.05140649582445207
ACH-000223,-0.2214429687789017
ACH-000226,-0.3805053616017954
ACH-000227,-0.13942543824066053
ACH-000228,-0.2489819777079632
ACH-000231,-0.17584556912763402
ACH-000232,-0.03565712067122935
ACH-000233,-0.3878284939068624
ACH-000234,0.04043215761669704
ACH-000235,-0.18302707279142166
ACH-000237,-0.07130220947339623
ACH-000238,-0.15563678533410913
ACH-000242,-0.12399560138902956
ACH-000243,-0.019125573716595203
ACH-000244,-0.10683937979457096
ACH-000246,-0.12297211941602107
ACH-000248,-0.1671560094603104
