,ARL6IP5 (10550)
ACH-000004,-0.04999236250957196
ACH-000005,-0.2320561838395185
ACH-000007,0.04218404946574245
ACH-000009,-0.11222585901880776
ACH-000011,-0.1352109146494672
ACH-000012,-0.08648342701051655
ACH-000013,0.026574592496325454
ACH-000014,-0.21178421413092466
ACH-000015,-0.22023060931543492
ACH-000017,-0.12574904032127335
ACH-000018,-0.21926912766397225
ACH-000019,-0.026075843358593573
ACH-000021,-0.11930428694484135
ACH-000022,0.014208586835270409
ACH-000025,-0.14253048406465488
ACH-000028,-0.1611111844682712
ACH-000030,-0.2167162298121587
ACH-000035,-0.1416261318657937
ACH-000036,-0.05724161124273746
ACH-000037,0.06945816536165958
ACH-000039,0.10813493721194556
ACH-000040,-0.04351281852293548
ACH-000041,-0.16635901659684674
ACH-000042,-0.03660062044008333
ACH-000045,-0.002087368886341602
ACH-000047,0.008910958620972895
ACH-000052,-0.31703737998286435
ACH-000053,-0.19233534927571214
ACH-000054,-0.20013331734265005
ACH-000055,-0.07285957217698581
ACH-000060,-0.15934259172918955
ACH-000067,-0.12736400488036825
ACH-000070,-0.06456575446301581
ACH-000075,0.1719111190524282
ACH-000078,-0.10964111575071914
ACH-000082,-0.048217631425194515
ACH-000085,-0.16660943666550107
ACH-000086,-0.1403808971207327
ACH-000087,-0.15460173966570048
ACH-000092,-0.018054517161705943
ACH-000095,-0.16013951439786225
ACH-000097,-0.07299803059207052
ACH-000098,-0.09475713747382528
ACH-000099,-0.10211972996853236
ACH-000108,-0.03389225724511764
ACH-000113,-0.25985846823826275
ACH-000116,-0.047282779132497926
ACH-000118,0.02061887225086927
ACH-000120,0.0068986781121279424
ACH-000123,-0.19232807283133355
ACH-000127,-0.062485267466489136
ACH-000128,0.003908047967346722
ACH-000132,-0.18523251647475492
ACH-000133,-0.1114178052845835
ACH-000137,0.00024191708171590048
ACH-000138,-0.005683868864640575
ACH-000142,0.0270952093390148
ACH-000143,-0.09854951997604806
ACH-000146,-0.1846889936572811
ACH-000148,-0.09048384431086963
ACH-000150,-0.1740413394020332
ACH-000152,-0.13441609996317458
ACH-000153,-0.039698531946752894
ACH-000159,-0.14807001297586184
ACH-000160,-0.2743396462167735
ACH-000163,-0.2467901877530483
ACH-000167,-0.18056453530879055
ACH-000168,-0.14117533141918584
ACH-000169,-0.11987385131584093
ACH-000178,-0.03163102694550198
ACH-000183,-0.07217974802833223
ACH-000188,-0.1944251707930436
ACH-000189,-0.4171067832162067
ACH-000190,-0.2885900154579465
ACH-000198,-0.20103023410396534
ACH-000203,0.1243708817081932
ACH-000204,0.018729014897810217
ACH-000206,-0.12580225196234207
ACH-000207,-0.2441772299665613
ACH-000208,-0.1958251687923689
ACH-000210,-0.2343820891676055
ACH-000211,-0.1656860605757724
ACH-000215,-0.21849444525996464
ACH-000221,-0.18115102778980044
ACH-000222,-0.0293762553185661
ACH-000223,-0.15461165390982512
ACH-000226,-0.0779099513132068
ACH-000227,-0.2576269155707439
ACH-000228,-0.32459485703535834
ACH-000231,-0.13035941524718347
ACH-000232,-0.1992061994285272
ACH-000233,-0.16104336276160616
ACH-000234,-0.2082975574674104
ACH-000235,-0.21027555775912712
ACH-000237,-0.08273229414071907
ACH-000238,-0.003588695170276553
ACH-000242,0.20469360419603566
ACH-000243,-0.06275206774709995
ACH-000244,-0.059465248068550976
ACH-000246,-0.093903240495734
ACH-000248,-0.12983331247755348
ACH-000250,-0.19165047712380087
ACH-000251,-0.1479217610167826
ACH-000252,0.032958535165243885
ACH-000253,-0.2433354735404933
ACH-000255,-0.24903142662642525
ACH-000256,-0.10306125434359747
ACH-000257,-0.04486727010342402
