,BPIFB4 (149954)
ACH-000004,-0.42311412060302267
ACH-000005,-0.08158458100883245
ACH-000007,0.02329714712433833
ACH-000009,-0.21754894048643605
ACH-000011,-0.0247089091917407
ACH-000012,0.01840724875101788
ACH-000013,-0.09472701482570946
ACH-000014,-0.029993379224990364
ACH-000015,-0.0788126426958721
ACH-000017,0.03865512907040073
ACH-000018,0.08259119646385685
ACH-000019,-0.18133176880744772
ACH-000021,-0.09600501399530674
ACH-000022,-0.027795893325559262
ACH-000025,-0.06923066244259239
ACH-000028,-0.05782948315742915
ACH-000030,-0.2149783964566588
ACH-000035,-0.18306168298635145
ACH-000036,-0.05709148504115531
ACH-000037,0.005885724875745535
ACH-000039,-0.13721906424709207
ACH-000040,-0.14204656610185815
ACH-000041,-0.14018096558965018
ACH-000042,-0.1898544197727882
ACH-000045,-0.12387132930062755
ACH-000047,-0.2060828144924691
ACH-000052,-0.030225232070684532
ACH-000053,-0.07591379219937286
ACH-000054,-0.10357351559420287
ACH-000055,0.06555973611071372
ACH-000060,-0.13957041085973645
ACH-000067,-0.10074137018335144
ACH-000070,-0.11510980411274913
ACH-000075,-0.08695735968300068
ACH-000078,-0.003015226977987144
ACH-000082,-0.08669044394543136
ACH-000085,-0.10581440337586942
ACH-000086,-0.16922444940798492
ACH-000087,-0.3206418330393633
ACH-000092,-0.1226727874776092
ACH-000095,-0.07709848240737267
ACH-000097,-0.1574434823774868
ACH-000098,0.05441676757742837
ACH-000099,-0.20696761851801448
ACH-000108,-0.1614329915906153
ACH-000113,-0.03917688397869764
ACH-000116,-0.15791348095528274
ACH-000118,-0.1683557406778941
ACH-000120,-0.2444867058072615
ACH-000123,-0.15173202665980864
ACH-000127,-0.027772935878331826
ACH-000128,-0.1335871934176444
ACH-000132,-0.00698477874612259
ACH-000133,-0.2026455053868671
ACH-000137,0.013767622410861994
ACH-000138,-0.08711202015930519
ACH-000142,0.012253854065590842
ACH-000143,-0.1603373325503435
ACH-000146,-0.13098854845575025
ACH-000148,-0.13064836784096956
ACH-000150,0.11460535986123367
ACH-000152,-0.06828193963407511
ACH-000153,-0.19713682094840446
ACH-000159,-0.03761441796581234
ACH-000160,-0.15852924460090329
ACH-000163,-0.16802226940777956
ACH-000167,0.06181166225097719
ACH-000168,-0.0473777204847479
ACH-000169,-0.2886306382814025
ACH-000178,-0.2653960126521072
ACH-000183,-0.04291735989364405
ACH-000188,-0.17216447868421933
ACH-000189,-0.17817940784412548
ACH-000190,-0.1489303644681898
ACH-000198,0.006070917016133352
ACH-000203,-0.10246297567740388
ACH-000204,-0.026315320397907432
ACH-000206,-0.07420931631233105
ACH-000207,-0.1859347556104033
ACH-000208,-0.07528513651509823
ACH-000210,0.006638196542690866
ACH-000211,-0.06680124954376779
ACH-000215,-0.10058231385513873
ACH-000221,-0.1797913554223731
ACH-000222,-0.2936836004383675
