,RELA (5970)
ACH-000004,-0.18230193255761407
ACH-000005,-0.4506529081276138
ACH-000007,-0.34731621750508024
ACH-000009,-0.09562787925343598
ACH-000011,-0.36596006392302377
ACH-000012,-0.3878959264648029
ACH-000013,-0.4900425983954525
ACH-000014,-0.4786338864797095
ACH-000015,-0.2699296872850108
ACH-000017,-0.373877635546007
ACH-000018,-0.4773442281611562
ACH-000019,-0.26416966961190264
ACH-000021,-0.2929599436511629
ACH-000022,-0.22785441367734444
ACH-000025,-0.4424848950923481
ACH-000028,-0.384274479386696
ACH-000030,-0.4495595252635872
ACH-000035,-0.1187873442622772
ACH-000036,0.012926411213973458
ACH-000037,-0.43392825502629206
ACH-000039,-0.3629902179383157
ACH-000040,-0.29918445574978425
ACH-000041,-0.2444470974494691
ACH-000042,-0.37270263623383376
ACH-000045,-0.35857415276227345
ACH-000047,-0.21898825218929832
ACH-000052,-0.27395330242797805
ACH-000053,-0.3172948747388448
ACH-000054,-0.19138521955720367
ACH-000055,-0.3960179249407441
ACH-000060,-0.4533502118058148
ACH-000067,-0.30610401743891064
ACH-000070,-0.3265498157472143
ACH-000075,-0.4318638998951576
ACH-000078,-0.30927738297284485
ACH-000082,-0.4143525934311265
ACH-000085,-0.4804330213097136
ACH-000086,-0.4580557762898122
ACH-000087,-0.5338920052308193
ACH-000092,-0.40074941468180747
ACH-000095,-0.23577755551143656
ACH-000097,-0.24422070574748106
ACH-000098,-0.5350161517289245
ACH-000099,-0.21114726525164776
ACH-000108,-0.3356928260420202
ACH-000113,-0.1134009726143693
ACH-000116,-0.3608446757646768
ACH-000118,-0.43670996076075097
ACH-000120,-0.15685843276065534
ACH-000123,-0.2922311280874265
ACH-000127,-0.20174881734108568
ACH-000128,-0.06638696362638617
ACH-000132,-0.4553739029452611
ACH-000133,-0.4347803917187835
ACH-000137,-0.6838690932079939
ACH-000138,-0.4765653730558262
ACH-000142,-0.3810710934186824
ACH-000143,-0.252266350100695
ACH-000146,-0.2825211401929105
ACH-000148,-0.2463943022359475
ACH-000150,-0.5693157410106716
ACH-000152,-0.22336597066683428
ACH-000153,-0.3627363043739186
ACH-000159,-0.1581735973263282
ACH-000160,-0.4581981469574498
ACH-000163,-0.3940407919188072
ACH-000167,-0.5787771851895255
ACH-000168,-0.3341978580541028
ACH-000169,-0.09418047976453513
ACH-000178,-0.4761232533170218
ACH-000183,-0.8453758727595005
ACH-000188,-0.5558212672048415
ACH-000189,-0.4497526045486176
ACH-000190,-0.3235085666339948
ACH-000198,-0.08389516849632955
ACH-000203,-0.11002211580143713
ACH-000204,-0.6137647563031995
ACH-000206,-0.8033612768736565
ACH-000207,-0.5768979897431913
ACH-000208,-0.34076547191346296
ACH-000210,-0.3688478548019261
ACH-000211,-0.5451874465262682
ACH-000215,-0.22667899377726924
ACH-000221,-0.32900136255702794
ACH-000222,-0.13940936955865532
ACH-000223,-0.1948070422373796
ACH-000226,-0.3953119911673315
ACH-000227,-0.2486733366591897
ACH-000228,-0.5122316927991933
ACH-000231,-0.35084487117782104
ACH-000232,-0.1905748838414616
ACH-000233,-0.5055796649253482
ACH-000234,-0.340836938201502
ACH-000235,-0.20418806857822627
ACH-000237,-0.5643395990119284
ACH-000238,-0.6202092635886257
ACH-000242,-0.5376002809125534
ACH-000243,-0.17145628153430234
ACH-000244,-0.30405207227762515
ACH-000246,-0.4344554994429798
ACH-000248,-0.1686603023359779
ACH-000250,-0.4194030479047284
ACH-000251,-0.4185945524485633
ACH-000252,-0.21758027426981133
ACH-000253,-0.4085601557192208
ACH-000255,-0.6677125267256873
ACH-000256,-0.7520438250870821
ACH-000257,-0.31940772466219186
ACH-000258,0.04738815565897698
ACH-000259,-0.26980166215396634
ACH-000260,-0.2948108800765477
ACH-000261,-0.2658237618214977
ACH-000262,-0.4432189065273085
ACH-000263,-0.2195112784560772
ACH-000264,-0.20290675871199496
ACH-000265,-0.2055784120731984
ACH-000266,-0.5137349790143312
ACH-000272,-0.510364248748515
ACH-000274,-0.2195558806426779
ACH-000277,-0.3870734948296304
ACH-000278,-0.1714962545742356
ACH-000279,-0.2415654067713029
ACH-000280,-0.32921795964330564
ACH-000281,-0.4719406561623502
