,SORD (6652)
ACH-000004,0.034616428101024964
ACH-000005,-0.07049618687839265
ACH-000007,0.08774185828785445
ACH-000009,-0.03634981882513032
ACH-000011,0.15858707783886206
ACH-000012,-0.03387856090264624
ACH-000013,0.02011547574269443
ACH-000014,-0.14745823496652527
ACH-000015,-0.027665254959737744
ACH-000017,0.049342440713094717
ACH-000018,0.20139304048077986
ACH-000019,-0.0007452096990999511
ACH-000021,0.07709678064909417
ACH-000022,0.08873213131570701
ACH-000025,0.02418293598532159
ACH-000028,-0.021556124229752414
ACH-000030,-0.039501556045488814
ACH-000035,0.10848722314161276
ACH-000036,0.10408029362934727
ACH-000037,-0.16425359458764532
ACH-000039,0.300725284056935
ACH-000040,0.08569178756057373
ACH-000041,0.21831640910814532
ACH-000042,0.03231866238107688
ACH-000045,0.04263961856001343
ACH-000047,0.0017747878987074551
ACH-000052,0.07763469273454908
ACH-000053,0.08322546408907623
ACH-000054,-0.028686336896987238
ACH-000055,-0.05838923564293681
ACH-000060,0.044046209652674674
ACH-000067,-0.04741722743175451
ACH-000070,-0.13180725811798588
ACH-000075,0.025647650149093936
ACH-000078,0.2391858358344838
ACH-000082,0.09254356561639014
ACH-000085,0.21373492074285927
ACH-000086,-0.0016426316848763298
ACH-000087,0.11306171467968125
ACH-000092,-0.042136590471612966
ACH-000095,-0.11165888330009943
ACH-000097,-0.09762941786129356
ACH-000098,0.06096714206975615
ACH-000099,0.0997258744421007
ACH-000108,0.06382131471513902
ACH-000113,-0.023036962109959543
ACH-000116,-0.012050663867442916
ACH-000118,0.1388408699399922
ACH-000120,0.07659087973819431
ACH-000123,-0.0017547217866873744
ACH-000127,0.08521110373329605
ACH-000128,-0.04079851039319387
ACH-000132,-0.1282158108250778
ACH-000133,0.027371984830134127
ACH-000137,-0.06232201285291113
ACH-000138,0.07134227851947159
ACH-000142,0.15509854491858985
ACH-000143,0.0414146109639745
ACH-000146,0.007115115636268827
ACH-000148,0.053275274867890604
ACH-000150,-0.02338616869364313
ACH-000152,-0.02763122905978677
ACH-000153,0.047676522796602325
ACH-000159,-0.06722376945055937
ACH-000160,0.029878003487756162
ACH-000163,0.03406574447329856
ACH-000167,-0.2963340425525706
ACH-000168,0.1867297799005154
ACH-000169,0.007841738794912276
ACH-000178,0.08136277625730243
ACH-000183,-0.09140150523557514
ACH-000188,0.11626567671190312
ACH-000189,0.08612622918200202
ACH-000190,-0.08873078516694466
ACH-000198,0.023624179273989868
ACH-000203,-0.14341533862347805
ACH-000204,-0.22050838389582209
ACH-000206,0.03873307631041634
ACH-000207,0.05875746464550125
ACH-000208,-0.0705743953363002
ACH-000210,0.183407954674025
ACH-000211,-0.02171593881339484
ACH-000215,0.16182687410050453
ACH-000221,0.00987136058323464
ACH-000222,0.13831119058008193
ACH-000223,-0.060636785686361126
ACH-000226,-0.03578836074873035
ACH-000227,0.03244106570685724
ACH-000228,-0.04030325721246737
ACH-000231,0.04385179686763956
ACH-000232,0.09086630499573936
ACH-000233,0.08042443190886474
ACH-000234,0.030921059462016374
ACH-000235,0.017295823734102225
ACH-000237,0.022205856987994464
ACH-000238,-0.002280056816739232
ACH-000242,0.3878217788544318
ACH-000243,0.046365437254852176
ACH-000244,-0.1244460758066051
ACH-000246,0.04226348319995009
ACH-000248,-0.032741101766188385
ACH-000250,0.060932685420673136
ACH-000251,0.061001167471409636
ACH-000252,-0.07557194427103626
ACH-000253,-0.051175181450879535
ACH-000255,-0.03604260888470813
ACH-000256,-0.046776419979380916
ACH-000257,0.22590192351718374
ACH-000258,0.03352516965425268
ACH-000259,0.10171483756705693
ACH-000260,0.010084200662352005
ACH-000261,-0.03595098391154534
ACH-000262,0.24622115563069416
ACH-000263,-0.06050684320690353
