,HMCES (56941)
ACH-000374,-0.2175099513829464
ACH-000375,-0.043920818564369316
ACH-000376,-0.3591590472593645
ACH-000381,-0.1973890112049655
ACH-000383,-0.21602927978933573
ACH-000387,-0.15848607410101664
ACH-000389,-0.3177543890215023
ACH-000390,-0.2568761630769955
ACH-000393,-0.3054363530322986
ACH-000395,-0.14770794793629413
ACH-000396,-0.14430212201293086
ACH-000397,-0.4359065082729804
ACH-000401,-0.3026166933947645
ACH-000402,-0.336612899741833
ACH-000403,-0.2627368258551926
ACH-000404,-0.4282148856316826
ACH-000406,-0.11446528909712453
ACH-000407,-0.21501065082233764
ACH-000408,-0.038704117677953336
ACH-000410,-0.4093011560556221
ACH-000411,-0.22389518101404493
ACH-000414,-0.3842562227608879
ACH-000415,-0.3424795185298881
ACH-000416,-0.17820648866005845
ACH-000420,-0.34335149950763594
ACH-000421,-0.22559718726612016
ACH-000424,-0.2402589465595503
ACH-000425,-0.2257588078205769
ACH-000426,-0.2737739210420676
ACH-000427,-0.19448659914068786
ACH-000433,-0.2023967880020452
ACH-000435,-0.2264927988372324
ACH-000436,-0.3463662416332895
ACH-000444,-0.3188355309680977
ACH-000445,-0.1939250304688633
ACH-000448,-0.3573936918092657
ACH-000450,-0.22181814225586946
ACH-000452,-0.35771822494676186
ACH-000454,-0.03202268486646305
ACH-000458,-0.2490532096663469
ACH-000459,-0.1080513353683212
ACH-000460,-0.1883373746214229
ACH-000461,-0.05589191957771475
ACH-000463,-0.25571737666565697
ACH-000464,-0.22484663921273876
ACH-000466,-0.1217084126739996
ACH-000467,-0.2015353778127976
ACH-000468,-0.1028671538344016
ACH-000469,-0.14640780780582746
ACH-000470,-0.4930575718423955
ACH-000471,-0.2544373304645219
ACH-000472,-0.20018829664776652
ACH-000473,-0.1992482414337456
ACH-000475,-0.30034176835214577
ACH-000476,-0.2560213776989365
ACH-000477,-0.08488265658995826
ACH-000479,-0.44227136057399535
ACH-000480,-0.2463893112679976
ACH-000481,-0.3248696617160474
ACH-000483,-0.13553018584579254
ACH-000484,-0.18492857011719227
ACH-000485,-0.28297506621749136
ACH-000486,-0.21342135548269836
ACH-000487,-0.029837133918131482
ACH-000488,-0.1968248738835798
ACH-000490,-0.2908406247402046
ACH-000491,-0.19937366182303196
ACH-000495,-0.29941101183667795
ACH-000496,-0.2831364017959389
ACH-000499,-0.15784369320484587
ACH-000500,0.13479791033564126
ACH-000502,-0.2359120078728876
ACH-000503,-0.3096012332866219
ACH-000505,-0.1609752862433252
ACH-000507,-0.17440671932638174
ACH-000510,-0.17064187229513758
ACH-000511,-0.2271205633173129
ACH-000512,-0.21401087142457573
ACH-000516,-0.325612959319634
ACH-000517,-0.31698811277890543
ACH-000518,-0.20514238767877535
ACH-000520,-0.37270067909051097
ACH-000521,-0.2820662740836229
ACH-000522,-0.2912727817354166
ACH-000524,-0.30400290585106826
ACH-000527,-0.2277794439389537
ACH-000528,-0.2399714567443192
ACH-000537,-0.2379508033428369
ACH-000541,-0.4192280320021216
ACH-000542,-0.25288763373481604
ACH-000544,-0.20418585794572905
ACH-000545,-0.32958657314143625
ACH-000547,-0.29627092786691306
ACH-000548,-0.35365887261191364
ACH-000549,-0.3155149656558984
ACH-000550,-0.268160823856263
ACH-000552,-0.1723492355229878
ACH-000556,-0.2040935702895366
ACH-000557,-0.21847865965709848
ACH-000569,-0.2401467139930993
ACH-000570,-0.3232898040565911
ACH-000571,-0.1628040540703572
ACH-000573,-0.36933866422440187
ACH-000576,-0.3282503588761211
ACH-000579,-0.12606751546278694
ACH-000580,-0.1627002779592743
ACH-000584,-0.401389382412038
ACH-000585,-0.2399490742813295
ACH-000588,-0.15845586965409125
ACH-000589,-0.15083936576490542
ACH-000591,0.05255300625446838
ACH-000593,-0.3467041912100381
ACH-000600,-0.4078172440321992
ACH-000601,-0.20309255624257005
ACH-000605,-0.2846189693161863
ACH-000606,-0.16706552480640718
ACH-000608,-0.2108830356311822
ACH-000614,-0.04739736751122927
ACH-000616,-0.22672963740385274
ACH-000618,-0.1612738936812461
ACH-000619,-0.3481336984482261
ACH-000620,-0.2002049273366838
ACH-000621,-0.2585024503311525
ACH-000622,-0.29579508988079634
ACH-000623,-0.13097121709344867
ACH-000624,-0.2228117101587176
ACH-000627,-0.2560518506474213
ACH-000630,-0.3620879846994455
ACH-000631,-0.39610689869247817
ACH-000632,-0.19828888060783376
ACH-000633,-0.154039168091806
ACH-000637,-0.2258610202244353
ACH-000638,-0.19239002792523927
ACH-000646,-0.1954314336903936
ACH-000647,-0.2094339040724851
ACH-000648,-0.3036811898324661
ACH-000649,-0.23361084930938514
ACH-000651,-0.11339626454483705
ACH-000652,-0.1972963089029672
ACH-000653,-0.35776108676968105
ACH-000657,-0.2804308877162663
ACH-000658,-0.2307259132287125
ACH-000661,-0.16634085592040124
ACH-000662,-0.4492740125369348
ACH-000663,-0.36858823726488776
ACH-000665,-0.32438771397235105
ACH-000671,-0.20423790905445915
ACH-000672,-0.4946381852106488
ACH-000673,-0.3063051180654397
ACH-000676,-0.16258938990583896
ACH-000677,-0.18353648826271585
ACH-000681,-0.17636703742265375
ACH-000683,-0.11392472958842285
ACH-000684,-0.18428079873314945
ACH-000688,-0.15695938550433505
ACH-000693,-0.18163952265406488
ACH-000694,-0.2584270488820796
ACH-000695,-0.25995919840886483
ACH-000696,-0.5036874468146829
ACH-000697,-0.3117422691241841
ACH-000699,-0.2955230178353836
ACH-000701,-0.24561104047689705
ACH-000706,-0.2226662679296146
ACH-000711,-0.2001734661771817
ACH-000713,-0.09453284587713216
ACH-000714,-0.2657122903283047
ACH-000718,-0.2484685389134053
ACH-000720,-0.35879544348714154
ACH-000721,-0.26424451795465714
ACH-000724,-0.2261288926367211
ACH-000725,-0.16132035495075064
ACH-000732,-0.416162684572812
ACH-000734,-0.1549431050584828
ACH-000735,-0.2804232605047794
ACH-000736,-0.6376447662451824
ACH-000738,-0.20225732643437536
ACH-000746,-0.06443305541638544
ACH-000747,-0.22775249939503184
ACH-000748,-0.2456477998500648
ACH-000753,-0.2290349075080645
ACH-000756,-0.3367980635277724
ACH-000757,-0.2941491824060805
ACH-000758,-0.2358451003127538
ACH-000760,-0.301772872818505
ACH-000762,-0.37827634727569387
ACH-000763,-0.4133775135766096
ACH-000764,-0.3235888507655232
ACH-000765,-0.18974935615489436
ACH-000766,-0.2420995654115691
ACH-000767,-0.19922084480537244
ACH-000768,-0.20146812636599676
ACH-000769,-0.24436019289747585
ACH-000770,-0.21375387371790752
ACH-000771,-0.4236885159122519
ACH-000773,-0.26330495357476685
ACH-000776,-0.33542078757524163
ACH-000777,-0.12133300675922393
ACH-000778,-0.12423476105473667
ACH-000781,-0.2510969130535721
ACH-000782,-0.14554066214312186
ACH-000783,-0.2714241613269677
ACH-000784,-0.1639007677599394
ACH-000785,-0.342107619832731
ACH-000787,-0.16861667960872787
ACH-000788,-0.269737842899542
ACH-000791,-0.30730086864946915
ACH-000792,-0.2871649163553786
ACH-000794,-0.1568625347063727
ACH-000796,-0.3246320976838406
ACH-000798,-0.4299606969758392
ACH-000799,-0.4684769406043598
ACH-000800,-0.4551420483433412
ACH-000802,-0.16293073453300225
ACH-000804,-0.3447871143520086
ACH-000805,-0.3327284029121512
ACH-000809,-0.17519745260563285
ACH-000810,-0.3525041530315376
ACH-000811,-0.23353988784142204
ACH-000817,-0.1144041148877256
ACH-000819,-0.3905585969414365
ACH-000820,-0.3741134316073339
ACH-000821,-0.2777023884970594
ACH-000822,-0.1834581334285474
ACH-000823,-0.1972327145955389
ACH-000824,-0.3769624728584416
ACH-000827,-0.30084173211113496
ACH-000829,-0.24926060701091346
ACH-000831,-0.2188172412144704
ACH-000832,-0.3314304833279673
ACH-000833,-0.28561438304221953
ACH-000834,-0.2652859492134957
ACH-000835,-0.3009925282301296
ACH-000836,-0.024157333424206975
ACH-000837,-0.17992037081231513
ACH-000838,-0.16346275460148713
ACH-000839,-0.3094111552112571
ACH-000840,-0.28803580827958664
ACH-000841,-0.2753210150177755
ACH-000843,-0.1945575788994728
ACH-000846,-0.3201725087723493
ACH-000847,-0.2252117002561935
ACH-000848,-0.2158866559215711
ACH-000849,-0.2400347736432547
ACH-000851,-0.20525893982055665
ACH-000855,-0.3313607925100088
ACH-000856,-0.14968824902602015
ACH-000858,-0.33194580444417565
ACH-000859,-0.3021347854351638
ACH-000861,-0.33977988621869243
ACH-000862,-0.30320300187464794
ACH-000865,-0.2989035389907127
ACH-000866,-0.18488189944929648
ACH-000867,-0.3865225786435145
ACH-000869,-0.3455842583292623
ACH-000872,-0.2720178202388604
ACH-000873,-0.49051627691737
ACH-000876,-0.3028695304297123
ACH-000878,-0.29442120659822724
ACH-000880,-0.1665855755886013
ACH-000881,-0.3428672489279946
ACH-000882,-0.24466326044453784
ACH-000884,-0.1574980893761252
ACH-000885,-0.3606756075692234
ACH-000887,-0.20860304576974334
ACH-000889,-0.1921746634780531
ACH-000896,-0.13748309187776345
ACH-000898,-0.3200665536720018
ACH-000900,-0.4003311682082384
ACH-000901,-0.2501456211458752
ACH-000905,-0.4314605647920798
ACH-000906,-0.2515380977819581
ACH-000907,-0.2222998113607288
ACH-000910,-0.15088384617962985
ACH-000911,-0.16941680184622435
ACH-000912,-0.2173355200388231
ACH-000913,-0.25826167863750216
ACH-000915,-0.3096844753856569
ACH-000916,-0.3771521074175978
ACH-000917,-0.25412220915186545
ACH-000920,-0.3614721658253254
ACH-000921,-0.3901157110706578
ACH-000924,-0.14566404318918874
ACH-000926,-0.09364568502987597
ACH-000928,-0.397837848481278
ACH-000929,-0.19993673020302727
ACH-000932,-0.16185444434506932
ACH-000935,-0.18959617275932086
ACH-000936,-0.2650158597151077
ACH-000937,-0.14610114514344005
ACH-000938,-0.25025943178410875
ACH-000939,0.11364690375541715
ACH-000941,-0.25721982569236285
ACH-000943,-0.2337341179796743
ACH-000946,-0.35068590044970405
ACH-000947,-0.18478822012681426
ACH-000948,-0.431376999839708
ACH-000950,-0.28881133162208394
ACH-000953,-0.24979178565856386
ACH-000954,-0.40224666317700586
ACH-000957,-0.33731702965470817
ACH-000958,-0.126345125351051
ACH-000960,-0.2345908322552533
ACH-000963,-0.3793752976441787
ACH-000968,-0.11936402524274005
ACH-000969,-0.18764396209382364
ACH-000972,-0.4253901758456072
ACH-000973,-0.31773039839817685
ACH-000974,-0.26782154563207355
ACH-000978,-0.31073595094851986
ACH-000984,-0.15108654177342645
ACH-000986,-0.22873473581699186
ACH-000988,-0.2758941692725472
ACH-000993,-0.2719970290968457
ACH-000994,-0.1796803413199123
ACH-000996,-0.11240011321924652
ACH-001001,-0.31116653664170096
ACH-001020,-0.3070970162449345
ACH-001028,-0.2757276939596802
ACH-001031,-0.3634385807569223
ACH-001038,-0.2290474250329421
ACH-001048,-0.28451205754478315
ACH-001050,-0.2144267218638014
ACH-001053,-0.2466673957538165
ACH-001054,-0.33678207796438464
ACH-001061,-0.21584586835250671
ACH-001067,-0.1862188141158666
ACH-001075,-0.3750761292267754
ACH-001096,-0.1472811737456451
ACH-001111,0.04394969517637353
ACH-001119,-0.28307204113688544
ACH-001128,0.5471307672194005
ACH-001134,-0.4107188260924601
ACH-001151,-0.1480152238984926
ACH-001163,-0.010669321543306758
ACH-001164,-0.2320046763927498
ACH-001183,-0.26403164767863696
ACH-001192,-0.1954669784342231
ACH-001193,-0.12795953808437466
ACH-001196,-0.33308985631047155
ACH-001197,-0.2862640798633161
ACH-001205,-0.3398022831839384
ACH-001211,-0.18222230314633586
ACH-001212,-0.3526116411734587
ACH-001228,-0.2552096574445242
ACH-001232,-0.26051888146454977
ACH-001239,-0.16387812592304768
ACH-001270,-0.0936040494587965
ACH-001274,-0.1155047640641457
ACH-001275,-0.3262633270367285
ACH-001277,-0.2499819842254847
ACH-001278,-0.24497580435255545
ACH-001280,-0.03560191618553731
ACH-001283,-0.22378486203218315
ACH-001289,-0.14101092268879686
ACH-001300,-0.10344274953044527
ACH-001301,-0.30879446843113245
ACH-001302,-0.07690023681864681
ACH-001306,-0.1874653836576068
ACH-001318,-0.21167366936974605
ACH-001322,-0.016963679794264226
ACH-001328,-0.2827943987905669
ACH-001332,-0.3037098383384981
ACH-001336,-0.381924429045114
ACH-001346,-0.23080016107506404
ACH-001353,-0.15762454333646636
ACH-001354,-0.5186492736374682
ACH-001367,-0.3670256401152583
ACH-001368,-0.22014484693841888
ACH-001374,-0.16225866839469008
ACH-001377,-0.3769925330161273
ACH-001380,-0.2382661604708863
ACH-001391,-0.21719800990530566
ACH-001408,-0.25640555653475394
ACH-001430,-0.22603218682187626
ACH-001431,-0.1783138883994669
ACH-001450,-0.08535318177530155
ACH-001496,-0.24866854936153798
ACH-001500,-0.08285481085012529
ACH-001523,-0.34152626997099106
ACH-001532,-0.3105117610326904
ACH-001550,-0.04503924281715019
ACH-001552,-0.1537399488775191
ACH-001554,-0.2389725451244457
ACH-001654,-0.2892142665970806
ACH-001735,-0.17123340815271426
ACH-001736,-0.30696895603663754
ACH-001737,-0.05575100393107254
ACH-001740,-0.08315505323571848
ACH-001745,-0.18622590243854306
ACH-001765,-0.2822541073886725
