,NCS1 (23413)
ACH-000004,-0.4963232338274011
ACH-000005,0.07849571534554575
ACH-000007,0.14310062697599146
ACH-000009,-0.180834236760183
ACH-000011,-0.005139315624857025
ACH-000012,-0.09077796090664272
ACH-000013,-0.04293639311640212
ACH-000014,0.03853133306734335
ACH-000015,-0.017047706065681522
ACH-000017,-0.027957458515926032
ACH-000018,0.13000940284328674
ACH-000019,-0.07335001881506538
ACH-000021,-0.08870700895031876
ACH-000022,-0.054739715245836144
ACH-000025,0.003113831273988674
ACH-000028,0.10351104568866124
ACH-000030,-0.045679113836830175
ACH-000035,0.022563972149810256
ACH-000036,-0.028169660767705218
ACH-000037,0.0041010269895807635
ACH-000039,0.1930445985794592
ACH-000040,-0.057050243591049335
ACH-000041,0.020930942427468586
ACH-000042,-0.11419241332543008
ACH-000045,-0.03987469008251618
ACH-000047,-0.049007883457048915
ACH-000052,-0.15667489185364214
ACH-000053,-0.1368603506100797
ACH-000054,-0.10209883654301788
ACH-000055,0.049263398906569666
ACH-000060,-0.16625080368634373
ACH-000067,-0.08934495060607851
ACH-000070,0.09608204104554004
ACH-000075,0.004703680404283942
ACH-000078,-0.10049883922019308
ACH-000082,-0.03619144700735512
ACH-000085,-0.25052943890411483
ACH-000086,-0.20383597117750216
ACH-000087,-0.06588803244102172
ACH-000092,-0.06410805431052283
ACH-000095,0.01070112931226414
ACH-000097,0.12055534764611996
ACH-000098,-0.035013336040551575
ACH-000099,-0.08041319690421644
ACH-000108,-0.029274719222222176
ACH-000113,-0.13054694891751825
ACH-000116,0.03757803193408228
ACH-000118,-0.18364169177556547
ACH-000120,-0.04666885248618983
ACH-000123,0.1023943205140516
ACH-000127,-0.011375656267563776
ACH-000128,-0.09688857874506432
ACH-000132,0.17359712328841512
ACH-000133,-0.03361632532659616
ACH-000137,0.2067644392718174
ACH-000138,-0.10312346161714568
ACH-000142,0.09399003853014624
ACH-000143,-0.11672266581092205
ACH-000146,0.01025538274688313
ACH-000148,-0.0009007858555187498
ACH-000150,-0.03888742497685223
ACH-000152,-0.015289643309657078
ACH-000153,-0.08296622865019987
ACH-000159,-0.11494451473814715
ACH-000160,-0.21492065326759072
ACH-000163,-0.07164848876273404
ACH-000167,0.13845257891338947
ACH-000168,-0.007500784585250876
ACH-000169,-0.08593358104122198
ACH-000178,-0.07659348203565483
ACH-000183,-0.16282231638713066
ACH-000188,-0.026653874594141463
ACH-000189,0.2558407084754175
ACH-000190,-0.08905243497242135
ACH-000198,0.10030960113074368
ACH-000203,-0.6567071986337463
ACH-000204,-0.11395577116756872
ACH-000206,-0.05276848489487098
ACH-000207,-0.0834626756543911
ACH-000208,-0.13628478454600687
ACH-000210,0.1854256531334115
ACH-000211,-0.03677965458171943
ACH-000215,0.03675123831388287
ACH-000221,0.030777971709533995
ACH-000222,-0.056411891605515185
ACH-000223,-0.009466067257215565
ACH-000226,0.061368806655762324
ACH-000227,-0.07601177471580578
ACH-000228,-0.3058590794043444
ACH-000231,0.11349962153691663
ACH-000232,-0.030674411931163117
ACH-000233,0.06981340970453828
ACH-000234,-0.02360062697815897
ACH-000235,-0.0317172756055602
ACH-000237,-0.013579869218232123
ACH-000238,-0.24121039058435914
ACH-000242,-0.3038730322185383
ACH-000243,-0.04111467898642435
ACH-000244,0.10321382300560243
ACH-000246,0.0640788772681949
ACH-000248,-0.11345007124818668
ACH-000250,-0.0514766674978353
ACH-000251,0.06405736213346454
ACH-000252,-0.04875892661882162
ACH-000253,-0.06908107908003773
ACH-000255,-0.10851322353292277
ACH-000256,0.1181248156836612
ACH-000257,-0.03299079478586328
ACH-000258,-0.08298715208101197
ACH-000259,0.006065588298543236
ACH-000260,-0.0013835720210916215
ACH-000261,0.3160412305040216
ACH-000262,-0.1263624951343239
ACH-000263,0.09790474095765696
ACH-000264,-0.07227624976397276
ACH-000265,-0.06816710848373317
ACH-000266,-0.1101473056994975
ACH-000272,-0.0258135597613422
ACH-000274,-0.05431111353226452
ACH-000277,-0.061419138310375626
ACH-000278,-0.003198634343979511
ACH-000279,-0.024998276019258487
ACH-000280,-0.0782133322391963
ACH-000281,-0.0401477517254346
ACH-000288,0.027073890754660417
ACH-000291,-0.207750986872467
ACH-000293,-0.11192418243332676
ACH-000294,-0.07479399581558062
ACH-000295,-0.08411388965447214
ACH-000296,0.08701926477481395
ACH-000302,0.04911659497306441
ACH-000304,0.1364837328989915
ACH-000307,-0.048478840451320566
ACH-000308,0.00819649775732695
ACH-000310,-0.18971406993659776
ACH-000311,0.03665306720552987
ACH-000312,-0.003332661961109748
ACH-000315,0.10960564580324446
ACH-000316,0.07339321486305088
ACH-000317,0.01388588620056189
ACH-000318,0.021704555268694768
ACH-000319,0.12564267926726305
ACH-000320,0.17226379051571225
ACH-000322,0.3610933864819492
ACH-000323,-0.16375470636319853
ACH-000324,-0.0529217877043967
ACH-000329,-0.009623761413446542
ACH-000330,0.10775613945783924
ACH-000331,0.14808842901569533
ACH-000332,-0.03344733758968925
ACH-000334,0.05603142691691022
ACH-000335,0.18597352083555369
ACH-000336,0.03686170703217179
ACH-000337,0.23396913202410324
ACH-000338,-0.2948724279242089
ACH-000339,-0.13284581624609626
ACH-000341,-0.17754457039411814
ACH-000348,-0.11259295022335322
ACH-000350,-0.0978071106789202
ACH-000352,0.06629816580071554
ACH-000356,0.03734597701917301
ACH-000361,-0.04905834386592076
ACH-000362,-0.03964120950521924
ACH-000363,0.05525622248423938
ACH-000364,-0.16458107574708827
ACH-000365,0.028993458512204032
ACH-000366,-0.11747525084413285
ACH-000368,-0.08613728433294744
ACH-000374,0.010840075741917284
ACH-000375,-0.1348952196695916
ACH-000376,-0.02405385769955216
ACH-000381,0.010561995047017492
ACH-000383,-0.020667413051386047
ACH-000387,-0.19827238034414651
ACH-000389,-0.0003365962385813036
ACH-000390,0.047338755947213235
ACH-000393,0.02292012146394086
ACH-000395,0.0049841573040131475
ACH-000396,0.07256085936782937
ACH-000397,0.06611279964706455
ACH-000401,-0.11473880284497212
ACH-000402,-0.1285789602451841
ACH-000403,-0.07174952875362985
ACH-000404,-0.2439682971410996
ACH-000406,-0.09162843023540193
ACH-000407,-0.06640805516531756
ACH-000408,-0.13773959448523745
ACH-000410,0.03088680538319088
ACH-000411,0.009047288507341815
ACH-000414,0.10251129489726757
ACH-000415,-0.038669617247333116
ACH-000416,-0.01625976042184174
ACH-000420,-0.07917345247273268
ACH-000421,0.012552512968070698
ACH-000424,-0.19360166603342416
ACH-000425,-0.05489498423531553
ACH-000426,0.08196804618243621
ACH-000427,0.14410317142326226
ACH-000433,-0.17656637818848012
ACH-000435,0.1769196797941064
ACH-000436,-0.04769046192668791
ACH-000444,0.060771308342087174
ACH-000445,0.0736868092494588
ACH-000448,0.005585443221440936
ACH-000450,-0.0629972705788121
ACH-000452,0.061281702501281884
ACH-000454,-0.05560138627428552
ACH-000458,-0.13822448743919982
ACH-000459,-0.03722837230426445
ACH-000460,-0.020091872250989372
ACH-000461,-0.1893199220725219
ACH-000463,-0.00934768096117362
ACH-000464,0.1466863755572359
ACH-000466,-0.03946270199151263
ACH-000467,-0.009633880847120944
ACH-000468,0.1480524048361797
ACH-000469,0.057450656935116
ACH-000470,-0.1606974972188261
ACH-000471,0.0016471886993652616
ACH-000472,0.0068444518702218855
ACH-000473,0.16704626289784594
ACH-000475,-0.03152948669836222
ACH-000476,0.06856668788971891
ACH-000477,0.0985116572990595
ACH-000479,-0.05892129544181796
ACH-000480,0.04664881769055732
ACH-000481,-0.09192336194505653
ACH-000483,0.017264899341437927
ACH-000484,-0.0061828401794494356
ACH-000485,0.049574155395676736
ACH-000486,-0.0675827199741089
ACH-000487,-0.01041133293530464
ACH-000488,0.03464510395031159
ACH-000490,0.04940890372949293
ACH-000491,-0.003700801248326004
ACH-000495,0.01244188224077986
ACH-000496,-0.01895726257064914
ACH-000499,0.12723175670574646
ACH-000500,0.13242163771331075
ACH-000502,0.05682812922804885
ACH-000503,-0.02109718775274589
ACH-000505,0.056001876567688284
ACH-000507,-0.0247591066170896
ACH-000510,-0.03626890699192961
ACH-000511,-0.14314471064752898
ACH-000512,-0.27665972157595864
ACH-000516,-0.014764452350074666
ACH-000517,-0.08935125094948088
ACH-000518,-0.13790245572566204
