,PRKCA (5578)
ACH-000004,-0.0871934088643275
ACH-000005,0.3436121205075341
ACH-000007,-0.2591735242488288
ACH-000009,-0.2872441327743545
ACH-000011,-0.15323326957926092
ACH-000012,-0.17071802340344408
ACH-000013,-0.09452197828028497
ACH-000014,-0.1186981311338431
ACH-000015,-0.10558781673410787
ACH-000017,-0.3067515072105165
ACH-000018,0.13210342530514022
ACH-000019,-0.4254918653836946
ACH-000021,-0.0674203527630798
ACH-000022,-0.20793224270026106
ACH-000025,-0.06283240877215178
ACH-000028,-0.2339352679372357
ACH-000030,-0.0798123388215743
ACH-000035,-0.24593833581862085
ACH-000036,-0.16718706260244912
ACH-000037,-0.2316698919536997
ACH-000039,-0.240095807422372
ACH-000040,-0.3841922465592875
ACH-000041,-0.1796439668477939
ACH-000042,-0.16971900082905322
ACH-000045,0.007959177868664314
ACH-000047,-0.09037894861584504
ACH-000052,-0.21661288518839714
ACH-000053,-0.061240011857959874
ACH-000054,-0.16132531627539826
ACH-000055,-0.21078046579034151
ACH-000060,-0.12617959331896142
ACH-000067,-0.2587720657345747
ACH-000070,0.037761903223841896
ACH-000075,-0.14591777278109672
ACH-000078,-0.3033903200621911
ACH-000082,-0.14363616860278805
ACH-000085,-0.049243723309084164
ACH-000086,-0.19168705222069246
ACH-000087,-0.2302145633819567
ACH-000092,-0.06886871963687878
ACH-000095,-0.07311633339751776
ACH-000097,-0.09571896362514247
ACH-000098,-0.12151739296776268
ACH-000099,-0.30749183588365425
ACH-000108,0.002618591006292307
ACH-000113,0.0053401896663304105
ACH-000116,-0.08814080295141677
ACH-000118,-0.04315097525344446
ACH-000120,-0.4105895055301947
ACH-000123,-0.09036954976390772
ACH-000127,-0.26318667026466785
ACH-000128,-0.2279117429589013
ACH-000132,-0.102002947214733
ACH-000133,-0.08231434789809197
ACH-000137,0.044589837624141884
ACH-000138,-0.11686226708744195
ACH-000142,-0.10639286814677527
ACH-000143,-0.1661001572370971
ACH-000146,-0.0060554843678292105
ACH-000148,-0.07106077322193803
ACH-000150,-0.3699769901020306
ACH-000152,-0.20939069753858788
ACH-000153,0.0003044255172700289
ACH-000159,-0.053474864144569936
ACH-000160,0.15349318126165604
ACH-000163,-0.1775101952364502
ACH-000167,0.12919946069312202
ACH-000168,-0.13529778337192447
ACH-000169,-0.13907115034268938
ACH-000178,-0.06936758191270631
ACH-000183,-0.115161503328609
ACH-000188,-0.13439354783558688
ACH-000189,-0.2743792193183559
ACH-000190,0.1948266952751316
ACH-000198,-0.03889756970581285
ACH-000203,0.02506762465067857
ACH-000204,-0.003790438058063839
ACH-000206,0.0040612531489440115
ACH-000207,-0.1318150300075017
ACH-000208,-0.3514691088477781
ACH-000210,-0.15601148531997766
ACH-000211,-0.19557089017891036
ACH-000215,-0.08853479606185505
ACH-000221,-0.20575294253931145
ACH-000222,-0.13867660526787765
ACH-000223,-0.11195617064348602
ACH-000226,-0.09098547279952053
ACH-000227,-0.124969524716127
ACH-000228,0.02533917865098477
ACH-000231,-0.06527257739571653
ACH-000232,-0.07753903119169354
ACH-000233,-0.029813618588579182
ACH-000234,-0.16809599971788747
ACH-000235,-0.06528702517134799
ACH-000237,-0.006722277778779479
ACH-000238,-0.3449820858391357
ACH-000242,-0.2684289411574639
ACH-000243,-0.21228172915083
ACH-000244,0.000977804953827269
ACH-000246,-0.1766253998508424
ACH-000248,-0.3231412476706522
ACH-000250,-0.21965506867819426
ACH-000251,-0.1882001326884368
ACH-000252,-0.0469886623614602
ACH-000253,-0.12420922977970232
ACH-000255,-0.1917181136458964
ACH-000256,-0.2018155907289043
ACH-000257,-0.15236341115254254
ACH-000258,-0.2805949067726896
ACH-000259,-0.13468239371786905
ACH-000260,-0.16477084312781848
ACH-000261,-0.1871849507908827
ACH-000262,-0.20961307417604133
ACH-000263,-0.2824151301793184
ACH-000264,-0.11874926159840105
ACH-000265,-0.13713141854608998
ACH-000266,-0.1337923598600438
ACH-000272,-0.05535984010038099
ACH-000274,-0.15799114640058706
ACH-000277,-0.18034027249170145
ACH-000278,-0.22490636140269024
ACH-000279,0.017113960729042154
ACH-000280,-0.06205431222287588
ACH-000281,-0.16694729220539686
ACH-000288,-0.18210413085671345
ACH-000291,-0.10419940391671977
ACH-000293,-0.2514422978393834
ACH-000294,-0.07350055867389192
ACH-000295,-0.06589320304490172
ACH-000296,-0.09068298361479543
ACH-000302,-0.08043907119011742
ACH-000304,-0.04337383062232094
ACH-000307,-0.17834893502842408
ACH-000308,-0.06740508135673247
ACH-000310,-0.43832727875253374
ACH-000311,0.03390895893874974
ACH-000312,-0.18587130479436448
ACH-000315,-0.04645706914150245
ACH-000316,-0.15392623179929288
ACH-000317,0.03842684434418617
ACH-000318,-0.014104149333544603
ACH-000319,-0.033234316404617915
ACH-000320,0.03833536776011148
ACH-000322,0.04082498292563465
ACH-000323,-0.10784948617349384
ACH-000324,-0.07993036143890513
ACH-000329,-0.09340675381202916
ACH-000330,0.03431062165655005
ACH-000331,-0.2664835676920182
ACH-000332,-0.1746506669849093
ACH-000334,-0.1837149739717442
ACH-000335,-0.008314417545640725
ACH-000336,-0.06217486144550392
ACH-000337,-0.3568083484107734
ACH-000338,-0.3807192693353015
ACH-000339,-0.1148405161404081
ACH-000341,-0.09414097476333896
ACH-000348,-0.11972846222338356
ACH-000350,-0.2081564303624432
ACH-000352,-0.15201679514010502
ACH-000356,-0.2067705386970093
ACH-000361,0.022315107807301258
ACH-000362,-0.050730990997696714
ACH-000363,-0.09941988862361026
ACH-000364,-0.021981912044483142
ACH-000365,-0.11145436595515433
ACH-000366,-0.13982996444175289
ACH-000368,-0.1349435467881874
ACH-000374,-0.02699831805539193
ACH-000375,-0.11063916514316527
ACH-000376,-0.1260998246295764
ACH-000381,-0.023786570190392452
ACH-000383,-0.08040486542988087
ACH-000387,-0.06876878091791676
ACH-000389,-0.20862640824899867
ACH-000390,-0.13664225993430454
ACH-000393,-0.05322023951800617
ACH-000395,-0.10055156612095684
ACH-000396,-0.12012565108640808
ACH-000397,-0.09820482314204973
ACH-000401,-0.3133960022236193
ACH-000402,0.013604780817931593
ACH-000403,-0.11443317001532947
ACH-000404,-0.25908173910493604
ACH-000406,-0.046477662544624175
ACH-000407,-0.2986095222371015
ACH-000408,-0.08949903884306985
ACH-000410,-0.16837483863266053
ACH-000411,-0.1891685962346949
ACH-000414,-0.030154117586672236
ACH-000415,-0.1491856973726654
ACH-000416,-0.2056752654339244
ACH-000420,-0.0034107164729271088
ACH-000421,0.054265536490706534
ACH-000424,-0.08672143852001453
ACH-000425,-0.09846461873786676
ACH-000426,0.07675404649616513
ACH-000427,-0.2250736026136083
ACH-000433,-0.12537590973867613
ACH-000435,-0.20099689631329504
ACH-000436,-0.16665028784123742
ACH-000444,-0.23892317897455695
ACH-000445,-0.2159175439047624
ACH-000448,-0.12722439124940502
ACH-000450,-0.03253408394500884
ACH-000452,-0.04940985763760919
ACH-000454,-0.041245917856692224
ACH-000458,-0.06993841579744546
ACH-000459,0.14986083024221875
ACH-000460,-0.16416428222288368
ACH-000461,-0.031542701918738064
ACH-000463,-0.02098176719800903
ACH-000464,-0.32578894027469923
ACH-000466,-0.14847413631691986
ACH-000467,-0.11896968363070674
ACH-000468,-0.10098395239336698
ACH-000469,-0.1893013609798924
ACH-000470,-0.13450356032707164
ACH-000471,-0.0333984239940641
ACH-000472,-0.10658041721160556
ACH-000473,-0.2427132373964629
ACH-000475,-0.1369529776122932
ACH-000476,-0.1631814504326921
ACH-000477,-0.10325922767851327
ACH-000479,-0.1281618712765239
ACH-000480,-0.15129571296956626
ACH-000481,0.07999064287219043
ACH-000483,-0.014918665357091118
ACH-000484,-0.15914010977752646
ACH-000485,-0.12945760145837487
ACH-000486,-0.10169022139574192
ACH-000487,0.08569831677674601
ACH-000488,-0.2452008545110901
ACH-000490,-0.0030429279707355475
ACH-000491,-0.10559649838558864
ACH-000495,-0.10865593943754974
ACH-000496,-0.024541047528493908
ACH-000499,-0.2430116542447342
ACH-000500,0.11644884442158206
ACH-000502,-0.2028076587976991
ACH-000503,-0.03529155224599902
ACH-000505,-0.1823354896020921
ACH-000507,-0.11889986020473495
ACH-000510,-0.03513605552440592
ACH-000511,-0.2807383037454145
ACH-000512,0.19733451478845904
ACH-000516,-0.0928095847457979
ACH-000517,-0.1021477785549654
ACH-000518,-0.0071503811383276045
ACH-000520,-0.2228870331174884
ACH-000521,-0.1160490449216816
ACH-000522,-0.07150240042580774
ACH-000524,-0.05697455132467031
ACH-000527,-0.10726740580328463
ACH-000528,0.003871736291965557
ACH-000537,0.08251036548379942
ACH-000541,-0.040883557922463364
ACH-000542,-0.13225638895338734
ACH-000544,-0.19283444966879407
ACH-000545,-0.04559714863071785
ACH-000547,-0.018428908108784243
ACH-000548,-0.16594784931884712
ACH-000549,-0.02755535234906182
ACH-000550,-0.06431051378637065
ACH-000552,-0.18006728888049567
ACH-000556,-0.20769795021733467
ACH-000557,-0.015104173859695737
ACH-000569,-0.2667371759216901
ACH-000570,-0.17115330444996885
ACH-000571,-0.0979582412692221
ACH-000573,-0.10905783216138187
ACH-000576,-0.0999962930479338
ACH-000579,0.012243569945778993
ACH-000580,-0.17870853761150962
ACH-000584,-0.11967404715883763
ACH-000585,-0.05426324318922718
ACH-000588,-0.004313782328775188
ACH-000589,-0.1290839874646361
ACH-000591,-0.19728577733492156
ACH-000593,-0.0985202011045135
ACH-000600,-0.1021375984562593
ACH-000601,-0.16750854840947674
ACH-000605,-0.04747023886303938
ACH-000606,-0.16021112860728284
ACH-000608,-0.07870231833996542
ACH-000614,-0.00893361109527925
ACH-000616,-0.2871729217634828
ACH-000618,-0.033070250564590745
ACH-000619,-0.007467876844988674
ACH-000620,0.03423126145488554
ACH-000621,-0.3574553439398774
ACH-000622,-0.06497304422111462
ACH-000623,-0.22115892687784947
ACH-000624,-0.22546385086503334
ACH-000627,-0.09396387547110728
ACH-000630,-0.16377261802019846
ACH-000631,0.04240488807637503
ACH-000632,-0.2451040231250708
ACH-000633,-0.15322832669949066
ACH-000637,-0.2518573050944636
ACH-000638,-0.04253607185682634
ACH-000646,-0.3892605675418836
ACH-000647,-0.13978989374077858
ACH-000648,0.011059782255007276
ACH-000649,-0.1368659093052901
ACH-000651,-0.2313795888309509
ACH-000652,-0.1275694440925824
ACH-000653,-0.08230553148945502
ACH-000657,-0.1902751453541253
ACH-000658,-0.043337724593617316
