,CTDSPL2 (51496)
ACH-000004,-0.020636119137691384
ACH-000005,0.0042961487409728895
ACH-000007,-0.3825344831648512
ACH-000009,-0.3192438533852796
ACH-000011,-0.29073365943071006
ACH-000012,-0.4726244712259453
ACH-000013,0.051760292541479895
ACH-000014,-0.12363782090008067
ACH-000015,-0.2706777807859283
ACH-000017,0.16394457715525912
ACH-000018,0.08158920877625722
ACH-000019,-0.2075516613847577
ACH-000021,-0.13867348581237313
ACH-000022,-0.4304724028865257
ACH-000025,-0.06569217694223417
ACH-000028,-0.021436885197721276
ACH-000030,-0.1595344252328163
ACH-000035,-0.07052562222819514
ACH-000036,-0.21017104167292108
ACH-000037,-0.15111319039391996
ACH-000039,-0.17826801078721802
ACH-000040,0.16647881886808022
ACH-000041,-0.06687757524685936
ACH-000042,-0.09440894959466514
ACH-000045,-0.3633130024078272
ACH-000047,0.12281897386658885
ACH-000052,-0.1822946231244819
ACH-000053,-0.4836615239652498
ACH-000054,0.019515901669598282
ACH-000055,-0.027353022043291708
ACH-000060,0.08708035717098951
ACH-000067,-0.09050711260175397
ACH-000070,-0.25930298925742723
ACH-000075,-0.058149638219742235
ACH-000078,-0.26774630769247393
ACH-000082,-0.04533535547718244
ACH-000085,-0.006630882288508412
ACH-000086,0.09423470375748096
ACH-000087,-0.3511953307245909
ACH-000092,-0.08980222108529957
ACH-000095,-0.09328861639392276
ACH-000097,-0.0375305337659762
ACH-000098,0.042107279020321416
ACH-000099,-0.3590997055222623
ACH-000108,0.07959210660130175
ACH-000113,-0.2675458489855752
ACH-000116,-0.10686637364739512
ACH-000118,0.17238375924214375
ACH-000120,-0.30632389863080184
ACH-000123,-0.3932824978711881
ACH-000127,-0.05132067655424162
ACH-000128,0.03263365442280358
ACH-000132,0.29589535291107244
ACH-000133,-0.1070243337715552
ACH-000137,-0.2335624493416233
ACH-000138,-0.05802938767217805
ACH-000142,-0.1972037194663327
ACH-000143,-0.1133303034317829
ACH-000146,-0.1764593833915319
ACH-000148,-0.1755875894254777
ACH-000150,0.09113245573700283
ACH-000152,-0.06711804684222414
ACH-000153,-0.15361134344452626
ACH-000159,-0.25368729212318936
ACH-000160,-0.2408033278860384
ACH-000163,-0.2262392379331405
ACH-000167,-0.20294438616377627
ACH-000168,-0.1143639291877676
ACH-000169,-0.2646146404834259
ACH-000178,-0.15938921199539782
ACH-000183,-0.2391500410332148
ACH-000188,-0.4025630730019279
ACH-000189,0.054487623778599135
ACH-000190,-0.5523606690454671
ACH-000198,-0.26862483176374113
ACH-000203,-0.08496102523213861
ACH-000204,0.017190754174551248
ACH-000206,-0.015758940851617505
ACH-000207,-0.11907028553873605
ACH-000208,-0.4781419061544153
ACH-000210,0.12176491212337084
ACH-000211,0.007544272484987364
ACH-000215,-0.3261812714871166
ACH-000221,-0.13769048138803067
ACH-000222,-0.2349074381248827
ACH-000223,-0.10086615481728567
ACH-000226,-0.11340988734313888
ACH-000227,-0.2037379157445414
ACH-000228,-0.30098041447553225
ACH-000231,-0.21202334745327284
ACH-000232,-0.048504469201068
ACH-000233,-0.4635918342836034
ACH-000234,-0.2422822684592641
ACH-000235,0.08186938445310828
ACH-000237,-0.5551067004172391
ACH-000238,-0.4660078135787531
ACH-000242,0.4614010831324161
ACH-000243,-0.14180798848894066
ACH-000244,-0.28914601378570165
ACH-000246,-0.25549393475559323
ACH-000248,-0.034375278385550725
ACH-000250,-0.029426037157509438
ACH-000251,-0.3522644998286838
ACH-000252,-0.3844613058730556
ACH-000253,-0.4809016516834559
ACH-000255,-0.2611134648952825
ACH-000256,-0.418121142787738
ACH-000257,-0.23882838197319506
ACH-000258,-0.1886852164884366
ACH-000259,5.196824315300248e-05
ACH-000260,-0.29875660543362714
ACH-000261,-0.05383954993364083
ACH-000262,-0.1827520741161216
ACH-000263,-0.1494267320599382
ACH-000264,-0.3055581078741936
ACH-000265,-0.20997500344799952
ACH-000266,0.2978961986939691
ACH-000272,-0.035739176084774116
ACH-000274,-0.13843188947460894
ACH-000277,-0.3683900158093437
ACH-000278,-0.2113847745949107
ACH-000279,-0.2567279748900182
ACH-000280,-0.05763003962288711
ACH-000281,0.21169434056723266
ACH-000288,-0.344759560498206
ACH-000291,-0.30426951197538143
ACH-000293,-0.3370175763745139
ACH-000294,-0.6152451192904692
ACH-000295,-0.29710739549010345
ACH-000296,-0.5983049724043527
ACH-000302,-0.020358471006486627
ACH-000304,-0.2041255149533978
ACH-000307,-0.09248273219746936
ACH-000308,-0.150259781303753
ACH-000310,-0.03824942713477291
ACH-000311,-0.3982296087968551
ACH-000312,0.011613758651097523
ACH-000315,-0.10749743861068664
ACH-000316,-0.10028849777074693
ACH-000317,-0.02209834639366539
ACH-000318,-0.2661241837860905
ACH-000319,-0.010195081187124977
ACH-000320,-0.05497125567430455
ACH-000322,-0.15713908416706193
ACH-000323,0.059864917412235624
ACH-000324,-0.3442360083563741
ACH-000329,-0.15847770771166195
ACH-000330,-0.0394245661380082
ACH-000331,-0.14910782041337706
ACH-000332,-0.12017973422437392
ACH-000334,-0.2591217065454956
ACH-000335,-0.19188232797200366
ACH-000336,-0.06939688100306485
ACH-000337,-0.1773846084891856
ACH-000338,-0.2647606978944625
ACH-000339,0.02185048120966816
ACH-000341,-0.02459320084776569
ACH-000348,-0.04180414167377082
ACH-000350,-0.09879836725959168
ACH-000352,-0.08877239474443299
ACH-000356,0.04332127531994317
ACH-000361,-0.146745837605554
ACH-000362,-0.4330130588402356
ACH-000363,-0.306552045111936
ACH-000364,0.4194520242609167
ACH-000365,-0.12601282435034994
ACH-000366,0.10439162031964773
ACH-000368,0.06291329254456239
ACH-000374,-0.16131867779886574
ACH-000375,-0.2917756784191319
ACH-000376,-0.4185156527283862
ACH-000381,-0.3579203438016104
ACH-000383,-0.2537335239778734
ACH-000387,-0.1162908184693478
ACH-000389,-0.4354962066910183
ACH-000390,-0.21023823780751127
ACH-000393,-0.1186598179053714
ACH-000395,-0.17293131215945115
ACH-000396,-0.1572861276706802
ACH-000397,-0.2372053468464327
ACH-000401,-0.2724293437167481
ACH-000402,-0.11922448421126852
ACH-000403,0.0821530102470649
ACH-000404,-0.3922120339900907
ACH-000406,-0.2608782874056109
ACH-000407,-0.4237549410314975
ACH-000408,-0.3366520656341326
ACH-000410,-0.1518327832453238
ACH-000411,-0.02657217641218205
ACH-000414,-0.2496645943880392
ACH-000415,-0.0140330162747848
ACH-000416,-0.2879292490610305
ACH-000420,-0.1563478129648254
ACH-000421,0.06385103476856886
ACH-000424,-0.04374352454333175
ACH-000425,-0.061545172637896224
ACH-000426,0.2555000191332695
ACH-000427,0.13436216325274464
ACH-000433,-0.0062936348100894384
ACH-000435,-0.3341219582779301
ACH-000436,-0.1710746958384903
ACH-000444,-0.16250844593345526
ACH-000445,0.01063779844230827
ACH-000448,-0.1956708100494231
ACH-000450,-0.011515054025642516
ACH-000452,-0.05350163042856619
ACH-000454,-0.08744184070381449
