,ERICH5 (203111)
ACH-000004,-0.1489072797855674
ACH-000005,-0.3402066886292276
ACH-000007,-0.10957916631913472
ACH-000009,-0.11126218843786337
ACH-000011,-0.2072024930515951
ACH-000012,-0.3091130243131588
ACH-000013,-0.12075786409953207
ACH-000014,-0.06814788164982992
ACH-000015,-0.0638382374054992
ACH-000017,-0.31427095019089923
ACH-000018,-0.0957456818878231
ACH-000019,-0.4432785213775996
ACH-000021,-0.1859493210176
ACH-000022,-0.15611152099366304
ACH-000025,-0.2447136700622156
ACH-000028,-0.20970131760647215
ACH-000030,-0.10851644872814684
ACH-000035,-0.2693534626863782
ACH-000036,-0.23389959196141566
ACH-000037,-0.12820832809217275
ACH-000039,-0.3249250520000557
ACH-000040,-0.2308366226398061
ACH-000041,-0.3154648173113429
ACH-000042,-0.19686974137170066
ACH-000045,-0.1719117558783311
ACH-000047,-0.25920854805979704
ACH-000052,-0.1058363853418451
ACH-000053,-0.14810829194382066
ACH-000054,-0.2861459503546701
ACH-000055,-0.4656400007956468
ACH-000060,-0.2336068737231573
ACH-000067,-0.19147472572410487
ACH-000070,-0.11672617730191034
ACH-000075,-0.045823043120630284
ACH-000078,-0.2554992703300841
ACH-000082,-0.3188192820908364
ACH-000085,-0.09603021594258207
ACH-000086,-0.14331033847393704
ACH-000087,-0.319984796111742
ACH-000092,-0.282085082750593
ACH-000095,-0.34919042246709064
ACH-000097,-0.3822803481146804
ACH-000098,-0.12287066920293452
ACH-000099,-0.22888991147743
ACH-000108,-0.11194158191925938
ACH-000113,-0.13956105792189455
ACH-000116,-0.13949916421589645
ACH-000118,-0.12123061738088706
ACH-000120,-0.13124892379991926
ACH-000123,0.0004233233658621381
ACH-000127,-0.14681049719778014
ACH-000128,-0.17891281419192168
ACH-000132,-0.25271621559206103
ACH-000133,-0.2812293229957974
ACH-000137,-0.10076191830661088
ACH-000138,-0.07220003416227687
ACH-000142,-0.2499469147119577
ACH-000143,-0.13098640276417184
ACH-000146,-0.2679794679510736
ACH-000148,-0.11346224362923595
ACH-000150,-0.4032039127801436
ACH-000152,-0.1373088457077377
ACH-000153,-0.10774568605250057
ACH-000159,-0.15766217335409008
ACH-000160,-0.1531889548838442
ACH-000163,-0.03801447898247829
ACH-000167,0.16918786553231396
ACH-000168,-0.21585000425171588
ACH-000169,-0.21588068989174608
ACH-000178,-0.26505918856126304
ACH-000183,-0.2814032843205198
ACH-000188,-0.2397683261385987
ACH-000189,-0.07941684323294859
ACH-000190,-0.055576028797231135
ACH-000198,-0.2780416526508368
ACH-000203,-0.6416319209682105
ACH-000204,-0.04396688252667641
ACH-000206,-0.09317592431157587
ACH-000207,-0.3043055370593547
ACH-000208,-0.2535312258894543
ACH-000210,-0.3165712884807441
ACH-000211,-0.1747954979983352
ACH-000215,-0.2143135637476731
ACH-000221,-0.13037424556621915
ACH-000222,-0.2480320307224032
ACH-000223,-0.2606521228400652
ACH-000226,-0.2889589712463202
ACH-000227,-0.04237369746470795
ACH-000228,-0.19800315007514974
ACH-000231,-0.22061585734601424
ACH-000232,-0.22189702206983689
ACH-000233,-0.14546101003827885
