,ARID3B (10620)
ACH-000004,-0.609286915336184
ACH-000005,-0.5141359377402278
ACH-000007,-0.32594114438152616
ACH-000009,-0.3048462845488044
ACH-000011,-0.11855423691584176
ACH-000012,-0.24893619270263825
ACH-000013,-0.19553374729798725
ACH-000014,-0.15923809756225707
ACH-000015,-0.1935278376233288
ACH-000017,-0.14540587666492955
ACH-000018,-0.11560666780216418
ACH-000019,-0.03789275027579587
ACH-000021,-0.035212993637768926
ACH-000022,-0.29596510930348874
ACH-000025,-0.16036962136089836
ACH-000028,-0.2587744843522525
ACH-000030,-0.2270321887501664
ACH-000035,-0.3815051643276777
ACH-000036,-0.09616173388291573
ACH-000037,-0.09974580707961987
ACH-000039,-0.3391247259210681
ACH-000040,-0.1921678401571556
ACH-000041,-0.2650389988874685
ACH-000042,-0.18379619633277916
ACH-000045,-0.24529647781164055
ACH-000047,-0.1907167550423253
ACH-000052,-0.1235226912156262
ACH-000053,-0.1361074658681514
ACH-000054,-0.13188680025768715
ACH-000055,-0.15298366898129842
ACH-000060,-0.22058719820119693
ACH-000067,-0.2703782630972437
ACH-000070,-0.4537564669131775
ACH-000075,-0.09230836156694368
ACH-000078,-0.3587806311313809
ACH-000082,-0.2654036308292452
ACH-000085,-0.3837355569420761
ACH-000086,-0.2472190541211188
ACH-000087,0.0540950830566457
ACH-000092,-0.17480068720258768
ACH-000095,-0.28508620677155705
ACH-000097,-0.06219158125801266
ACH-000098,-0.12990163560847062
ACH-000099,-0.3441651160628802
ACH-000108,-0.13566300519897878
ACH-000113,-0.09878485982277288
ACH-000116,-0.4212662025482641
ACH-000118,-0.10968241211572716
ACH-000120,-0.14605632020093506
ACH-000123,-0.13922284187824335
ACH-000127,-0.2329548141373161
ACH-000128,-0.1914415304943292
ACH-000132,-0.21230811232749847
ACH-000133,-0.3038317245907997
ACH-000137,-0.4005454832439578
ACH-000138,-0.05144780778723265
ACH-000142,-0.2344721235360813
ACH-000143,-0.1826997044362092
ACH-000146,-0.0235984750996911
ACH-000148,-0.13046557404855266
ACH-000150,-0.2598756884189816
ACH-000152,-0.33370878791293684
ACH-000153,-0.020552767495937728
ACH-000159,-0.11976804806632554
ACH-000160,0.06966008035200077
ACH-000163,-0.10485213817418876
ACH-000167,0.3874654337277803
ACH-000168,-0.2280082149478876
ACH-000169,-0.3751135676464444
ACH-000178,-0.22691043777939696
ACH-000183,-0.6119076324821977
