,IVNS1ABP (10625)
ACH-000004,0.1241483870038405
ACH-000005,-0.07514071953477486
ACH-000007,0.07888275163521008
ACH-000009,-0.050611105465439114
ACH-000011,0.08167444086662998
ACH-000012,-0.07858311436390966
ACH-000013,0.08203127256464622
ACH-000014,0.06624073456607933
ACH-000015,0.14915850586660154
ACH-000017,0.008787583871439318
ACH-000018,0.09834001401686196
ACH-000019,0.05149256957913756
ACH-000021,0.060229372451160175
ACH-000022,0.09108994020826104
ACH-000025,0.03440840378990653
ACH-000028,0.11337853642399885
ACH-000030,0.03673654231737384
ACH-000035,0.033790007863619534
ACH-000036,0.10874729867336044
ACH-000037,0.016656763068919916
ACH-000039,0.2029703831675905
ACH-000040,0.0781097766739516
ACH-000041,0.021658207814957163
ACH-000042,0.07588691601120172
ACH-000045,0.10172030269981053
ACH-000047,-0.059058223303643034
ACH-000052,-0.05808225380523872
ACH-000053,0.007807741800064104
ACH-000054,0.04947237971434554
ACH-000055,0.07396465551950937
ACH-000060,0.09876986344290026
ACH-000067,0.07812034775254913
ACH-000070,-0.11654733819977588
ACH-000075,-0.0805081756235679
ACH-000078,0.09056698021395622
ACH-000082,-0.011531385412939884
ACH-000085,-0.012043896713462328
ACH-000086,-0.06427491816710039
ACH-000087,-0.1582300797479754
ACH-000092,-0.0006186388695766508
ACH-000095,0.011693050832114577
ACH-000097,0.03115647221530958
ACH-000098,-0.016464445229520373
ACH-000099,-0.06653806489182475
ACH-000108,0.0393146167967612
ACH-000113,-0.1901428518685574
ACH-000116,0.04248369505057431
ACH-000118,0.16354156510080295
ACH-000120,0.12160532987765535
ACH-000123,0.1166706563053056
ACH-000127,0.12773791224984052
ACH-000128,0.1607117064126781
ACH-000132,-0.055976112776249407
ACH-000133,0.04446206696781187
ACH-000137,0.11827830451891745
ACH-000138,0.055373868797736835
ACH-000142,-0.014656271764545075
ACH-000143,0.001566776751723918
ACH-000146,-0.037052207069821735
ACH-000148,-0.05617343909001965
ACH-000150,0.11985154065487995
ACH-000152,-0.02347682863980183
ACH-000153,0.03368271017161612
ACH-000159,-0.03455308050683005
ACH-000160,0.04211025516416503
ACH-000163,-0.05947506854998915
ACH-000167,-0.07700205288818524
ACH-000168,0.04393497418295974
ACH-000169,0.037456682632920346
ACH-000178,0.019410519465260644
ACH-000183,0.1455753539802212
ACH-000188,0.10979629978666956
ACH-000189,0.02294239337190124
ACH-000190,0.15708123622099635
ACH-000198,0.09745050524429016
ACH-000203,-0.13236404612875238
ACH-000204,-0.2427968941926839
ACH-000206,0.13356733948172042
ACH-000207,0.12950990819977898
ACH-000208,0.11461256185498568
ACH-000210,0.2961802894547608
ACH-000211,0.15679295749989794
ACH-000215,0.037760696427535115
ACH-000221,0.08035569408241933
ACH-000222,0.0116478846500789
ACH-000223,0.024242061161397748
ACH-000226,0.004221521253095456
ACH-000227,0.061048709100414086
ACH-000228,-0.01652934438489631
ACH-000231,0.06348725823956983
ACH-000232,0.14212293074423615
ACH-000233,0.015100982337686713
ACH-000234,-0.01933761442459266
ACH-000235,-0.06296044867614822
ACH-000237,0.028249649705353368
ACH-000238,0.07254112362476188
ACH-000242,0.18776646101189973
ACH-000243,0.1602565367090118
ACH-000244,-0.00767590487929657
ACH-000246,0.06825406418508469
ACH-000248,0.029971424971600862
ACH-000250,0.09203749320002852
ACH-000251,-0.08449245379835874
ACH-000252,0.1502046894429734
ACH-000253,0.09508390888925417
ACH-000255,0.07272404271933229
ACH-000256,0.010741161609411735
ACH-000257,0.03285601332913893
ACH-000258,0.03116546401217388
ACH-000259,0.06341973671413546
ACH-000260,0.08739574355291299
ACH-000261,0.04992087309917546
ACH-000262,0.057436237264356274
ACH-000263,0.0643842877543826
ACH-000264,-0.011741017557945786
ACH-000265,0.14445563550134047
ACH-000266,-0.019145474935862758
ACH-000272,-0.01573531724678986
ACH-000274,0.07787095604502367
ACH-000277,-0.10149709739212724
ACH-000278,0.096626849099872
ACH-000279,0.022310959050944004
ACH-000280,0.09318088494722557
ACH-000281,0.030050550607929
ACH-000288,-0.01698517751535291
ACH-000291,0.029469425775337805
ACH-000293,0.11250645215924106
ACH-000294,0.09742131743858146
ACH-000295,0.009835534275951966
ACH-000296,0.00912309505784767
ACH-000302,0.16528866320210306
ACH-000304,-0.1445792318769839
ACH-000307,0.035472089573978266
ACH-000308,-0.040986514839144825
ACH-000310,0.06925834873873267
ACH-000311,-0.010594459846925057
ACH-000312,0.09094656129289264
ACH-000315,0.12333660137506725
ACH-000316,0.04059298045424654
ACH-000317,0.055755323214149145
ACH-000318,-0.10952787842031292
ACH-000319,0.07987382109595385
ACH-000320,0.009091296261220072
ACH-000322,-0.11930732164489677
ACH-000323,0.011125629172042052
ACH-000324,-0.04335698235626788
ACH-000329,0.04646299770461888
ACH-000330,0.18876337442124186
ACH-000331,0.03885715443469343
ACH-000332,-0.017681395599474885
ACH-000334,0.09876593354244216
ACH-000335,0.188530137504962
ACH-000336,0.07872338901713215
ACH-000337,-0.003666628607382725
ACH-000338,0.2090396480580155
ACH-000339,-0.061167029512196165
ACH-000341,-0.043143935855768215
ACH-000348,0.11838651865324185
ACH-000350,-0.0394116420730784
ACH-000352,0.17205613494461294
ACH-000356,-0.11140036139227463
ACH-000361,0.043429486602449184
ACH-000362,0.06427324687135896
ACH-000363,0.049628685224554166
ACH-000364,0.14279157222897673
ACH-000365,0.1403408814968962
ACH-000366,0.1164192285340556
ACH-000368,0.11830248673570955
ACH-000374,0.1181147697205209
ACH-000375,0.014808583978474506
ACH-000376,0.18397055129368106
ACH-000381,-0.021981642744856436
ACH-000383,-0.00598410322682885
ACH-000387,0.04362959129682233
ACH-000389,-0.014890841363510425
ACH-000390,-0.03226095963593645
ACH-000393,0.08469585199564787
ACH-000395,0.030876357473302533
ACH-000396,0.2204954469426531
ACH-000397,-0.015807834883281732
ACH-000401,-0.059890752390557585
ACH-000402,0.18733552875312656
ACH-000403,0.06370339085022476
ACH-000404,0.05459128785362537
