,MCM3AP (8888)
ACH-000004,-0.9321843686363532
ACH-000005,-0.7564888053261073
ACH-000007,-0.5985597895185056
ACH-000009,-0.7486603790222073
ACH-000011,-0.6018387349083955
ACH-000012,-0.8620398073652459
ACH-000013,-0.6018426590945366
ACH-000014,-0.6075111229810016
ACH-000015,-0.8199406086841046
ACH-000017,-0.9879423478978744
ACH-000018,-0.9327169466390424
ACH-000019,-0.715603673409345
ACH-000021,-0.5050765960739757
ACH-000022,-0.920002719833658
ACH-000025,-0.5190539055586675
ACH-000028,-0.5983015410743932
ACH-000030,-0.8917192797818059
ACH-000035,-0.7839581761300678
ACH-000036,-0.8583406862340193
ACH-000037,-0.7797350473095876
ACH-000039,-0.7270418394975292
ACH-000040,-0.7037828102664695
ACH-000041,-0.744907296245622
ACH-000042,-0.7345704287131595
ACH-000045,-0.8298111285716899
ACH-000047,-0.8664606757554429
ACH-000052,-0.503639098522375
ACH-000053,-0.734458068993086
ACH-000054,-0.6245783717263373
ACH-000055,-0.9401064501480996
ACH-000060,-0.926677427643594
ACH-000067,-0.7388415886054139
ACH-000070,-0.6505064171752182
ACH-000075,-0.7896908430094618
ACH-000078,-0.8155626992249875
ACH-000082,-0.8078824352571515
ACH-000085,-0.8949765746900908
ACH-000086,-0.821255799209997
ACH-000087,-0.7581806652804304
ACH-000092,-0.7513917229370626
ACH-000095,-0.7697388762782178
ACH-000097,-0.8733810829745141
ACH-000098,-0.5917180200979311
ACH-000099,-0.8075569584212979
ACH-000108,-0.7889596501518206
ACH-000113,-0.8510253324767936
ACH-000116,-0.80067431885932
ACH-000118,-0.7102750452798584
ACH-000120,-0.8256541545683331
ACH-000123,-0.8293640401436619
ACH-000127,-0.8721100469129008
ACH-000128,-0.8586585433602718
ACH-000132,-0.9011961742733224
ACH-000133,-0.7197664704861045
ACH-000137,-0.8180532390916119
ACH-000138,-0.6626636920158633
ACH-000142,-0.7849277449809979
ACH-000143,-0.7786846571746859
ACH-000146,-0.8650220670917029
ACH-000148,-0.6227662271427421
ACH-000150,-0.7513720532124416
ACH-000152,-0.8445472749399985
ACH-000153,-0.7001366879908809
ACH-000159,-0.7238561943970214
ACH-000160,-0.7216619460822393
ACH-000163,-0.7815411858371754
ACH-000167,-0.7213856591616452
ACH-000168,-0.8509215421965439
ACH-000169,-0.8457122662933674
ACH-000178,-0.7028856056799025
ACH-000183,-0.8344526754660206
ACH-000188,-0.6853579900856428
ACH-000189,-0.8532530016861501
ACH-000190,-0.6314491836338494
ACH-000198,-0.8284985637738115
ACH-000203,-0.4641134973845743
ACH-000204,-0.8453864974528587
ACH-000206,-0.8572289962072142
ACH-000207,-0.8497686614508514
ACH-000208,-0.6807062768662161
ACH-000210,-0.7386610132343004
ACH-000211,-0.7209853911171553
ACH-000215,-0.6890137143679199
ACH-000221,-1.1073123138191625
ACH-000222,-0.7669459185428921
ACH-000223,-0.8905540951752591
ACH-000226,-0.7651952235387178
ACH-000227,-0.687709120408026
ACH-000228,-0.7513894855044619
