,TMEFF1 (8577)
ACH-000004,0.3036441243430188
ACH-000005,0.11687647437936236
ACH-000007,-0.04472693260893173
ACH-000009,0.12486620051646788
ACH-000011,0.08248673051446917
ACH-000012,-0.032587968814592465
ACH-000013,0.12865168693032375
ACH-000014,0.026094891827300598
ACH-000015,-0.005339820584627049
ACH-000017,0.09585596073440013
ACH-000018,0.11225889361473904
ACH-000019,-0.1020427148669596
ACH-000021,-0.02367008333150041
ACH-000022,0.033181827553617566
ACH-000025,0.045109702956553865
ACH-000028,0.12302551947830055
ACH-000030,0.06869552242463642
ACH-000035,0.11025856686796616
ACH-000036,0.07236434985785062
ACH-000037,0.10953147425035016
ACH-000039,-0.005816180640891404
ACH-000040,-0.044615186860195416
ACH-000041,-0.15432538702299545
ACH-000042,0.01810117152250188
ACH-000045,0.009242156902899031
ACH-000047,0.12410411439187323
ACH-000052,0.23486605503751445
ACH-000053,0.1122091087317805
ACH-000054,-0.061345559867286736
ACH-000055,0.15004097991701335
ACH-000060,-0.1228050352238604
ACH-000067,0.17715113748211722
ACH-000070,0.06893726591544294
ACH-000075,0.10042686104342982
ACH-000078,0.005080789375785331
ACH-000082,0.03406439672246788
ACH-000085,0.009805250484743112
ACH-000086,0.008623526365932192
ACH-000087,0.08701893163460306
ACH-000092,0.0952176678473404
ACH-000095,-0.043917741314528254
ACH-000097,0.14953721301287526
ACH-000098,0.031498819329718535
ACH-000099,-0.008173795486910579
ACH-000108,0.002028376141379201
ACH-000113,0.08713383241066043
ACH-000116,0.13271536003122356
ACH-000118,0.14037966844744834
ACH-000120,0.08718468698414178
ACH-000123,0.12964790423848882
ACH-000127,0.05326457897412561
ACH-000128,0.14570589110628648
ACH-000132,0.049340684246456566
ACH-000133,0.04750916263889167
ACH-000137,-0.03519578736035465
ACH-000138,0.06394255936071698
ACH-000142,0.09480718884663653
ACH-000143,-0.11339231811673953
ACH-000146,-0.008865371758049675
ACH-000148,0.058607705810567484
ACH-000150,0.29025421107235244
ACH-000152,0.12720920730251525
ACH-000153,0.012194552040890422
ACH-000159,0.001977336763954209
ACH-000160,-0.033911599685803366
ACH-000163,-0.013684732957671022
ACH-000167,0.2483498376954289
ACH-000168,0.09022332959124794
ACH-000169,0.05509675456652713
