,C6 (729)
ACH-000004,0.23457471755619666
ACH-000005,-0.047487655656302384
ACH-000007,-0.012442604310023841
ACH-000009,-0.00815234685411734
ACH-000011,0.037980791485621015
ACH-000012,0.11567749269328514
ACH-000013,0.1348675976343612
ACH-000014,0.10846529967345006
ACH-000015,-0.012986566461511782
ACH-000017,0.023011126948052803
ACH-000018,0.2614617731030829
ACH-000019,0.18772140984891506
ACH-000021,0.18170440266706533
ACH-000022,0.07912175753289305
ACH-000025,0.22626833465516025
ACH-000028,-0.049429377388422825
ACH-000030,0.2067270676465175
ACH-000035,0.07722653757746285
ACH-000036,-0.06633479484170975
ACH-000037,-0.017307726316955242
ACH-000039,0.07113234679413942
ACH-000040,0.02396299129696996
ACH-000041,-0.08247145123504232
ACH-000042,0.17551585447233242
ACH-000045,-0.047160943439213884
ACH-000047,0.017215506230532498
ACH-000052,0.03708401640711865
ACH-000053,0.10804921577280037
ACH-000054,0.032858659332634134
ACH-000055,0.06967251447547326
ACH-000060,0.11640687978273748
ACH-000067,0.09730045285847394
ACH-000070,-0.013182902162083815
ACH-000075,-0.039601874249207684
ACH-000078,0.10456182280058426
ACH-000082,0.04551388453781399
ACH-000085,-0.1047805027383574
ACH-000086,0.09408313922556644
ACH-000087,0.1415961889988549
ACH-000092,0.0240570913627247
ACH-000095,0.055519226252629714
ACH-000097,0.07946663052094431
ACH-000098,0.15605312685658254
ACH-000099,0.028331732468952733
ACH-000108,0.1695652433638977
ACH-000113,-0.0017805755960379067
ACH-000116,-0.10252254078031263
ACH-000118,0.038813680257460285
ACH-000120,-0.043943478747131434
ACH-000123,0.062090920773210524
ACH-000127,0.061105684818731035
ACH-000128,0.06423090735774707
ACH-000132,-0.11890841234680205
ACH-000133,0.03689650373666016
ACH-000137,0.13459327048161396
ACH-000138,0.1957205616990121
ACH-000142,0.11784211870396084
ACH-000143,0.16758823750198926
ACH-000146,-0.10641925494988634
ACH-000148,0.07012973855743802
ACH-000150,0.2391082528459825
ACH-000152,0.046775030188794
ACH-000153,-0.10177316861874627
ACH-000159,0.06805440162654293
ACH-000160,-0.02245883831122471
ACH-000163,0.03378792657272628
ACH-000167,-0.13295918021078235
ACH-000168,-0.13491872663630572
ACH-000169,-0.0017398605964267214
ACH-000178,0.007534563786227952
ACH-000183,0.12161427853316902
ACH-000188,0.11914312960696888
ACH-000189,0.1345432110967308
ACH-000190,0.07403966118978741
ACH-000198,-0.029995938752567917
ACH-000203,0.5201130819487954
ACH-000204,-0.1477062980581256
ACH-000206,0.013233247470345513
ACH-000207,0.0678867847335766
ACH-000208,0.1838920265393361
ACH-000210,0.15113302858717784
ACH-000211,-0.0067678557020815645
ACH-000215,0.058101015166992
ACH-000221,-0.14616425539515324
ACH-000222,0.09820491550892947
ACH-000223,0.06236877607307995
ACH-000226,-0.12241075686688005
ACH-000227,-0.026598282071660408
ACH-000228,0.07067153943259101
ACH-000231,0.1151948514780699
ACH-000232,0.04664049936440781
ACH-000233,0.18309507114946366
ACH-000234,0.023542235401073256
ACH-000235,0.038586020139802654
ACH-000237,0.12336275415233025
ACH-000238,-0.052436802478504206
ACH-000242,0.014699371175883713
ACH-000243,0.027722889959265654
ACH-000244,0.2928767856986977
ACH-000246,0.11585850680293087
ACH-000248,0.006399407335342348
ACH-000250,0.1045742897339228
ACH-000251,0.07501652680007746
ACH-000252,0.21800720973415272
ACH-000253,0.14943173913518426
ACH-000255,0.12579178565764887
ACH-000256,0.0033142395312239464
ACH-000257,-0.101061272424635
ACH-000258,0.0646434368143694
ACH-000259,-0.013535560811916677
ACH-000260,0.1479689595276863
ACH-000261,-0.03154086571706655
ACH-000262,0.010788977172385323
ACH-000263,-0.08718932650018846
ACH-000264,0.010819568624038912
ACH-000265,0.02424931034596061
ACH-000266,-0.0037628517019217852
ACH-000272,0.051713927648023024
ACH-000274,0.03011791020590282
ACH-000277,-0.018543602926559242
ACH-000278,0.19185962860402836
ACH-000279,-0.009390937895486758
ACH-000280,0.19615780201589486
ACH-000281,0.2909595550180005
ACH-000288,0.07251986774863692
ACH-000291,-0.026474870660212115
ACH-000293,0.061286211435439227
ACH-000294,0.1235043472822391
ACH-000295,0.3528727097904687
ACH-000296,0.12756053004376428
ACH-000302,0.06919409985731605
ACH-000304,0.09290643184254853
ACH-000307,0.10933160047644193
ACH-000308,-0.006256525894064776
ACH-000310,0.06878154131139279
ACH-000311,0.056187159009356634
ACH-000312,0.1670278037846793
ACH-000315,0.2355128406668341
ACH-000316,0.03448214363359441
ACH-000317,0.09304695287433024
ACH-000318,-0.00880796785482076
ACH-000319,0.05285043466311395
ACH-000320,-0.11972610857452393
ACH-000322,0.17774131159491455
ACH-000323,-0.056638494258330764
ACH-000324,0.09892074122730556
ACH-000329,0.018400718676116385
ACH-000330,-0.05792383725083292
ACH-000331,0.05302381528037639
ACH-000332,0.06707448148638565
ACH-000334,0.04227755988835948
ACH-000335,-0.03276780202609577
ACH-000336,-0.14706904082566638
ACH-000337,0.007605064462265075
ACH-000338,0.15155415773909434
ACH-000339,0.10885023953388877
ACH-000341,0.06870849403239465
ACH-000348,0.12034308565408615
ACH-000350,0.15003305833043473
ACH-000352,0.019840458099715918
ACH-000356,0.1317477561457565
ACH-000361,0.07271770830219336
ACH-000362,0.10268986979525883
ACH-000363,0.050804723661048136
ACH-000364,0.07004939389369634
ACH-000365,0.0497405591470381
ACH-000366,0.197449548113902
ACH-000368,0.05401123064590603
ACH-000374,0.12547961425784876
ACH-000375,0.0664263524813154
ACH-000376,0.03837626191574205
ACH-000381,-0.04346411223860254
ACH-000383,0.01598025663011294
ACH-000387,0.17198550811068308
ACH-000389,0.04672605607617169
ACH-000390,0.046318703919131135
ACH-000393,0.009481579330060616
ACH-000395,0.02647144008644561
ACH-000396,-0.16980251634636245
ACH-000397,0.1425131900221462
ACH-000401,0.08564741097136289
ACH-000402,-0.4018716156121724
ACH-000403,0.18091718722259106
ACH-000404,-0.021944536561684387
ACH-000406,0.03877171225992049
ACH-000407,0.2559276780254256
ACH-000408,0.1874231274535357
ACH-000410,0.07204823254649803
ACH-000411,0.10930243334078026
ACH-000414,0.00249219321038083
ACH-000415,0.18953258204422585
ACH-000416,-0.04072799747694405
ACH-000420,-0.054966593717069606
ACH-000421,0.04155752693954863
ACH-000424,-0.0176495996906993
ACH-000425,0.008651799062262365
ACH-000426,-0.056336764490149
ACH-000427,0.024283951468441832
ACH-000433,-0.008810120069653576
ACH-000435,-0.07091796997657598
ACH-000436,0.13308290155904778
ACH-000444,0.11295408475386358
