,IQCD (115811)
ACH-000004,-0.1385817295264531
ACH-000005,-0.23658644539302656
ACH-000007,-0.02570696252834415
ACH-000009,-0.044621861639434685
ACH-000011,-0.01412056717251666
ACH-000012,0.002440508116199521
ACH-000013,0.04480522743296607
ACH-000014,0.05762869294409985
ACH-000015,0.013916694413157146
ACH-000017,-0.06567954409687264
ACH-000018,0.06886068587406059
ACH-000019,0.07355815500729053
ACH-000021,-0.15967758594787507
ACH-000022,-0.03145991405253313
ACH-000025,-0.0966483168056046
ACH-000028,-0.04135193141979617
ACH-000030,0.057804585718242624
ACH-000035,-0.11675289856569447
ACH-000036,0.010016389694981491
ACH-000037,-0.1522462995885171
ACH-000039,0.033258413034726056
ACH-000040,-0.11020466173669928
ACH-000041,-0.2064751255958928
ACH-000042,-0.06014049985082893
ACH-000045,0.0023864707224257498
ACH-000047,-0.03552681229805177
ACH-000052,-0.24206876888525064
ACH-000053,0.04883604858647401
ACH-000054,-0.09332331548003064
ACH-000055,0.1172003956079582
ACH-000060,-0.16687430958767646
ACH-000067,-0.16647907939905685
ACH-000070,-0.10941464868660793
ACH-000075,-0.13832735440588706
ACH-000078,0.03280092830612336
ACH-000082,-0.026702849547435084
ACH-000085,0.04723557775349978
ACH-000086,-0.11539145835233865
ACH-000087,-0.15868336107992226
ACH-000092,-0.03072180716265423
ACH-000095,-0.08422784739800135
ACH-000097,-0.08620311040440791
ACH-000098,0.006586212595920946
ACH-000099,0.011851695112761369
ACH-000108,0.0078602824989634
ACH-000113,0.04815665842126225
ACH-000116,-0.07696533376972936
ACH-000118,-0.09002515569388067
ACH-000120,0.06068029272965016
ACH-000123,-0.016550416390158376
ACH-000127,0.02823711978795484
ACH-000128,0.05286699879981356
ACH-000132,0.05257552254099068
ACH-000133,0.06252048766327914
ACH-000137,-0.11646459510174645
ACH-000138,-0.028161885728517806
ACH-000142,-0.10189699649910752
ACH-000143,0.029317459254269495
ACH-000146,-0.02334907437177032
ACH-000148,0.00024501693679831093
ACH-000150,0.09103965744435852
ACH-000152,-0.03742712280994204
ACH-000153,-0.13344972016381196
ACH-000159,-0.02588182418373715
ACH-000160,-0.16561508742403805
ACH-000163,-0.015237906486373931
ACH-000167,-0.04737846028999551
ACH-000168,-0.07204223176079626
ACH-000169,-0.09984699809351234
ACH-000178,0.008306662632149919
ACH-000183,-0.042218782287292166
ACH-000188,-0.03110875967370497
ACH-000189,0.108913794341694
ACH-000190,-0.15484130571328433
ACH-000198,-0.13078857202883445
ACH-000203,-0.28531017704897343
ACH-000204,0.14959848790985456
