,NPSR1 (387129)
ACH-000004,0.247197036090436
ACH-000005,-0.003636433658503457
ACH-000007,-0.0007437560478668133
ACH-000009,0.15546436934195046
ACH-000011,0.04049394520459502
ACH-000012,0.1572498339849765
ACH-000013,0.2072027051490734
ACH-000014,0.10362296572621436
ACH-000015,0.13014741192469867
ACH-000017,0.2269945920923145
ACH-000018,0.2078487549019456
ACH-000019,0.1541198097471462
ACH-000021,0.21559563414129773
ACH-000022,-0.029016279407969487
ACH-000025,0.10332848007268527
ACH-000028,0.23464630648711604
ACH-000030,0.16246093915015514
ACH-000035,0.009993574637564088
ACH-000036,0.2672092871739988
ACH-000037,0.19568834378474267
ACH-000039,0.19642431364216376
ACH-000040,0.13717221718680644
ACH-000041,0.19849368259564645
ACH-000042,0.14779626576669647
ACH-000045,0.001987642207545237
ACH-000047,0.12294557707786385
ACH-000052,0.044053025453602096
ACH-000053,0.09376327300429058
ACH-000054,0.08763979434260356
ACH-000055,0.16811067784935815
ACH-000060,0.1813270051906212
ACH-000067,0.12262969574310333
ACH-000070,0.10216347253152616
ACH-000075,0.1167055083828929
ACH-000078,0.007706231441230125
ACH-000082,0.0525345004960441
ACH-000085,0.3563838500876566
ACH-000086,0.18515613201056624
ACH-000087,0.33764457786830243
ACH-000092,0.19311523603892872
ACH-000095,0.10046786059703704
ACH-000097,0.22400202457039453
ACH-000098,0.2339289986222083
ACH-000099,0.12522304561201386
ACH-000108,0.1923658309683236
ACH-000113,0.1186356807332384
ACH-000116,0.13807213039959296
ACH-000118,0.2102279695175841
ACH-000120,0.160482429101217
ACH-000123,0.09614588196791853
ACH-000127,0.17883837722118726
ACH-000128,0.0409784963742723
ACH-000132,0.2782899304206778
ACH-000133,0.13248107429388606
ACH-000137,0.13804355381210154
ACH-000138,0.16423647903019922
ACH-000142,-0.029125370322131118
ACH-000143,0.12471029671380846
ACH-000146,0.0389518341745036
ACH-000148,0.12121533069673775
ACH-000150,-0.13026957530213398
ACH-000152,0.16445930887598326
ACH-000153,-0.018146202949764403
ACH-000159,0.08441863210216045
ACH-000160,0.09618281382250272
ACH-000163,0.16581091506469392
ACH-000167,-0.04275023375489466
ACH-000168,0.14508557767465602
ACH-000169,0.1095605999767118
ACH-000178,0.2263282685907688
ACH-000183,0.21626008110100245
ACH-000188,0.16913211832306368
ACH-000189,-0.14985307314440913
ACH-000190,0.01544033921170824
ACH-000198,0.15230769281226567
ACH-000203,-0.02705849509746146
ACH-000204,0.2565319700394869
ACH-000206,0.1283220308665152
ACH-000207,0.12948649835397022
ACH-000208,0.20518653657878091
ACH-000210,0.4384709815973751
ACH-000211,0.17635638735107026
ACH-000215,0.19698554250160075
ACH-000221,0.22394033303074384
ACH-000222,0.10458301706963136
ACH-000223,0.21503963795500194
ACH-000226,0.009970565614579985
ACH-000227,0.09512190784051064
ACH-000228,0.12720505336117702
ACH-000231,0.09707440319683562
ACH-000232,0.15726232702464035
ACH-000233,0.20551928098591107
ACH-000234,0.2539641598985105
ACH-000235,0.12759920092531551
ACH-000237,0.07075299689906896
ACH-000238,0.12907505107205008
ACH-000242,0.1135953461475194
ACH-000243,0.12649182786609697
ACH-000244,0.15793741372637854
ACH-000246,0.15484042242304338
ACH-000248,0.12724950992158596
