,CATSPERG (57828)
ACH-000004,-0.187121867135404
ACH-000005,-0.3882828573060316
ACH-000007,-0.2921809207471393
ACH-000009,-0.11133563518679078
ACH-000011,-0.18354404490301185
ACH-000012,-0.17280386902112374
ACH-000013,-0.4823744028146149
ACH-000014,-0.013232072721412427
ACH-000015,-0.1950087663931001
ACH-000017,-0.11096417016130243
ACH-000018,-0.1105816318432348
ACH-000019,-0.02918502174283617
ACH-000021,-0.056404786676809725
ACH-000022,-0.1367784525498046
ACH-000025,-0.09508611093566192
ACH-000028,-0.10439254163805972
ACH-000030,-0.2106640192509293
ACH-000035,-0.35006825412261405
ACH-000036,-0.060937376826808325
ACH-000037,-0.08318272090341651
ACH-000039,0.08365650024676126
ACH-000040,0.05410606809220906
ACH-000041,-0.1391327914484631
ACH-000042,-0.11744627086522147
ACH-000045,-0.17986567589087935
ACH-000047,-0.030132190816812086
ACH-000052,0.04953005920833509
ACH-000053,-0.20243496621410087
ACH-000054,-0.05760605077606745
ACH-000055,-0.023788622144009224
ACH-000060,-0.009749848691192164
ACH-000067,-0.03777316650023038
ACH-000070,-0.10977379419057852
ACH-000075,-0.11004298461807303
ACH-000078,-0.043304639454129615
ACH-000082,-0.1396460503898022
ACH-000085,-0.028761509309221587
ACH-000086,-0.07430448410401902
ACH-000087,-0.2583935130743382
ACH-000092,-0.20562888586552164
ACH-000095,-0.12388577371053165
ACH-000097,-0.20171822554608812
ACH-000098,-0.27974051252158066
ACH-000099,-0.0603794247170238
ACH-000108,-0.13307266864578465
ACH-000113,-0.055717329145705256
ACH-000116,-0.14527668103215166
ACH-000118,-0.07751051375500109
ACH-000120,-0.07133340363826952
ACH-000123,-0.18232567527263124
ACH-000127,-0.10579364900172053
ACH-000128,-0.033209636487041484
ACH-000132,-0.06608040357913905
ACH-000133,-0.16013967229834175
ACH-000137,-0.2340662517653993
ACH-000138,-0.16929738426713312
ACH-000142,-0.29972828683828856
ACH-000143,-0.14151813386745538
ACH-000146,-0.14639051353192206
ACH-000148,0.002663886089762017
ACH-000150,-0.06465378599372387
ACH-000152,-0.1988541752899483
ACH-000153,-0.16894832634776405
ACH-000159,-0.1373529472958216
ACH-000160,-0.0625728160316903
ACH-000163,-0.19153766915024906
ACH-000167,-0.24449989616988246
ACH-000168,-0.018252106293545563
ACH-000169,-0.18610456329251912
ACH-000178,-0.15161885845813158
ACH-000183,-0.05942537399937725
ACH-000188,-0.2467986513876739
ACH-000189,-0.27022218889705496
ACH-000190,-0.259656841496589
ACH-000198,-0.15759619215006662
ACH-000203,-0.7018602615131212
ACH-000204,-0.15905624069511132
ACH-000206,-0.21618720541801265
ACH-000207,-0.2207742210123884
ACH-000208,0.15715789071913888
ACH-000210,0.08208375686984895
ACH-000211,-0.08576471206381503
ACH-000215,-0.1444592105941954
ACH-000221,-0.17491939291072794
ACH-000222,-0.03171026914094483
ACH-000223,-0.026207612666226024
ACH-000226,-0.2636455204941749
ACH-000227,-0.1727749205146789
ACH-000228,-0.1579935410224013
ACH-000231,-0.04020270876711175
ACH-000232,-0.13048639794699826
ACH-000233,-0.1120373565889442
ACH-000234,-0.12404937056929954
ACH-000235,-0.16325709961940216
ACH-000237,-0.10243645728599343
ACH-000238,-0.008620591074538301
ACH-000242,0.01641464799928555
ACH-000243,-0.14300712876512542
ACH-000244,-0.12451866212748687
ACH-000246,-0.18609629860394256
ACH-000248,-0.03690033509796837
ACH-000250,-0.15833942375564147
ACH-000251,-0.9267898995851304
ACH-000252,-0.18157560021671626
ACH-000253,-0.14040551395160028
ACH-000255,-0.232819378376424
ACH-000256,-0.1719394623667798
ACH-000257,-0.11816891692939947
ACH-000258,0.058644845410950525
ACH-000259,-0.16514238585456206
ACH-000260,-0.19216359020003085
ACH-000261,-0.17407263188644412
ACH-000262,-0.2605689190403102
ACH-000263,-0.0870421869430765
ACH-000264,-0.061536508484416975
ACH-000265,-0.2279758235026915
ACH-000266,-0.1670028151876262
ACH-000272,-0.11258259897035476
ACH-000274,-0.11534154988940612
ACH-000277,0.002842396271167603
ACH-000278,-0.17180805944281335
ACH-000279,0.001651319703897342
ACH-000280,-0.2724502512854333
ACH-000281,0.030262029161829507
ACH-000288,-0.013047552858731087
ACH-000291,-0.37449714853189664
ACH-000293,-0.5963665679516424
ACH-000294,-0.2413403559189977
ACH-000295,-0.13029439852507713
ACH-000296,-0.17277251018342396
ACH-000302,-0.3313294960053615
ACH-000304,-0.10111458321746362
ACH-000307,0.005084866132596297
ACH-000308,-0.17263464518117666
ACH-000310,-0.16159358749148908
ACH-000311,-0.2328135576159612
ACH-000312,-0.02949640400309935
ACH-000315,-0.3087239682955754
ACH-000316,-0.04879022431690703
ACH-000317,0.024693647786354796
ACH-000318,-0.2388747503569568
ACH-000319,-0.14446222280565946
ACH-000320,0.0208787657206411
ACH-000322,0.03722517517371497
ACH-000323,-0.22510718366505045
ACH-000324,-0.3033415722327128
ACH-000329,-0.1169651246701635
ACH-000330,-0.2508815340698367
ACH-000331,0.06361667669641187
ACH-000332,-0.2337439192801788
ACH-000334,-0.20406284573128364
ACH-000335,0.008416830635649391
ACH-000336,0.08869426468910459
ACH-000337,0.06914387669862053
ACH-000338,-0.18317403327438408
ACH-000339,-0.22338049070454985
ACH-000341,-0.12216287120977108
ACH-000348,-0.11702672928152233
ACH-000350,-0.10057196728411898
ACH-000352,0.061678797487319866
ACH-000356,-0.17193435567182966
ACH-000361,-0.15532158854589648
ACH-000362,-0.2456674742864541
ACH-000363,-0.10103956286707004
ACH-000364,-0.3351679518500913
ACH-000365,-0.1622543682965283
ACH-000366,-0.18129933878970456
ACH-000368,0.09525116328167367
ACH-000374,0.06335488256890429
ACH-000375,-0.14273256574542642
ACH-000376,0.02560686331363472
ACH-000381,-0.20608968090215748
ACH-000383,-0.09196534447476902
ACH-000387,-0.4259626758146993
ACH-000389,-0.3646330071395567
ACH-000390,-0.15483409826815994
ACH-000393,-0.08338532323536638
ACH-000395,-0.37156650721620976
ACH-000396,-0.27944787182263864
ACH-000397,-0.10535688419232782
ACH-000401,0.0015099458049545268
ACH-000402,-0.06551679605456281
ACH-000403,-0.13562511829355764
ACH-000404,-0.08163650651780592
ACH-000406,-0.12349864836051375
ACH-000407,-0.16006772640164432
ACH-000408,-0.2864577436371004
ACH-000410,-0.003527798577349425
ACH-000411,-0.12948005131373405
ACH-000414,-0.1675028315838863
ACH-000415,-0.020456083409734784
ACH-000416,-0.18686336147041155
ACH-000420,-0.1832005144982051
ACH-000421,-0.15697840699085794
ACH-000424,0.07790960672351586
ACH-000425,-0.01464298148131141
ACH-000426,-0.27890825143640663
ACH-000427,-0.23416979875927135
ACH-000433,-0.10842407663561353
ACH-000435,-0.2679485538669565
ACH-000436,-0.02797734345288671
ACH-000444,-0.2210989392730059
ACH-000445,-0.06096870780695422
ACH-000448,-0.13760857308352978
ACH-000450,-0.06406215505468632
ACH-000452,-0.07828035392955883
ACH-000454,-0.4248911270391039
ACH-000458,-0.06457058416893029
ACH-000459,-0.17521873524831544
ACH-000460,-0.18402717530411014
ACH-000461,-0.21762472489485107
ACH-000463,-0.0761495674614309
ACH-000464,-0.13234974167341332
ACH-000466,-0.1176649172775598
ACH-000467,-0.06792193467069581
ACH-000468,-0.15829003915516987
ACH-000469,-0.15962351817545636
ACH-000470,-0.08876698212433948
ACH-000471,-0.15864373264530948
ACH-000472,-0.18342832846133966
ACH-000473,-0.08230275147437817
ACH-000475,-0.08125409744879929
ACH-000476,-0.1082664201208408
ACH-000477,-0.21151935661252025
ACH-000479,0.04248701925349194
ACH-000480,-0.09985119350788567
ACH-000481,-0.17474361795086502
ACH-000483,0.1872164243713321
ACH-000484,-0.3640233694287388
ACH-000485,-0.09430086049598176
ACH-000486,-0.2522697498264795
ACH-000487,-0.25636023539106445
ACH-000488,-0.0939335264405387
ACH-000490,-0.14256802364721147
ACH-000491,-0.007380511156450509
ACH-000495,-0.017921895663295283
ACH-000496,-0.14027215498579698
ACH-000499,-0.4520806055693802
ACH-000500,-0.03281803654109723
ACH-000502,-0.22071628651929096
ACH-000503,-0.3408744880806217
ACH-000505,-0.1152039083429812
ACH-000507,-0.10144772078307933
ACH-000510,-0.4104618283439495
ACH-000511,-0.19548359135573126
ACH-000512,-0.37056257607965454
ACH-000516,-0.2173966091648288
ACH-000517,-0.2126501919165432
ACH-000518,-0.12525404176283814
ACH-000520,-0.18947547148662228
ACH-000521,-0.033456499037836616
ACH-000522,-0.08903997766929649
