,IGF1 (3479)
ACH-000004,0.03946600380248783
ACH-000005,-0.035383022096058515
ACH-000007,-0.12602922822958695
ACH-000009,-0.09883913662248783
ACH-000011,-0.0792410009967506
ACH-000012,0.12662959582760153
ACH-000013,-0.03225107070512585
ACH-000014,-0.15196050978271936
ACH-000015,-0.08471100763528139
ACH-000017,-0.024369828096200242
ACH-000018,0.0733039927355596
ACH-000019,0.030681640790913588
ACH-000021,-0.14551967786044787
ACH-000022,-0.1881673117546067
ACH-000025,-0.07005201140895767
ACH-000028,-0.02466716124368049
ACH-000030,-0.049648330030191874
ACH-000035,0.028745432897688338
ACH-000036,-0.09675210228747193
ACH-000037,-0.1742497122673028
ACH-000039,-0.1045719823271663
ACH-000040,-0.07246738345191146
ACH-000041,-0.014307228259359268
ACH-000042,-0.1063101847220585
ACH-000045,-0.015225087023038625
ACH-000047,-0.023950145005656398
ACH-000052,-0.18706912506286047
ACH-000053,-0.06556268762906899
ACH-000054,-0.08276124713430434
ACH-000055,-0.07017289497599434
ACH-000060,-0.15470438684919954
ACH-000067,-0.09074973907372774
ACH-000070,0.10381964135909946
ACH-000075,0.02720645652681624
ACH-000078,0.13704021843946054
ACH-000082,-0.1418843283968029
ACH-000085,-0.17704664327785247
ACH-000086,-0.007226195019400377
ACH-000087,0.11439806421520755
ACH-000092,-0.03733579080671602
ACH-000095,-0.03014482726947045
ACH-000097,-0.08419897401044005
ACH-000098,-0.13298439332224188
ACH-000099,-0.003955010973371367
ACH-000108,0.010882066108167115
ACH-000113,-0.051684434047952456
ACH-000116,-0.04139328586116011
ACH-000118,-0.12021231426005913
ACH-000120,-0.09784227386053478
ACH-000123,-0.07154091025026871
ACH-000127,-0.05475205085530621
ACH-000128,-0.09864653547803
ACH-000132,0.14106762079528307
ACH-000133,-0.01052922685689959
ACH-000137,-0.1246304071280547
ACH-000138,-0.04547798922441002
ACH-000142,-0.004747957263728971
ACH-000143,-0.03773984287861002
ACH-000146,-0.07241168689432746
ACH-000148,-0.07063986256669037
ACH-000150,-0.04846709839792281
ACH-000152,-0.2924491276144578
ACH-000153,-0.017074491702071915
ACH-000159,-0.024279292375779263
ACH-000160,0.024344891776218642
ACH-000163,-0.14886965477285166
ACH-000167,-0.5528163408959901
ACH-000168,-0.0008094142907912268
ACH-000169,-0.17419391893895686
ACH-000178,-0.030971673277909388
ACH-000183,0.005509598105787984
ACH-000188,-0.0758420867082472
ACH-000189,-0.2794369676885016
ACH-000190,-0.18276796439840132
ACH-000198,-0.07757157979140847
ACH-000203,0.0501813301388758
ACH-000204,-0.18812720978131325
ACH-000206,0.1260689712363342
ACH-000207,0.1513422522789777
ACH-000208,-0.020446443927995703
ACH-000210,-0.016436891690051858
ACH-000211,-0.040833024591948736
ACH-000215,-0.0986910055368901
ACH-000221,-0.1557739327990915
ACH-000222,0.067896679921953
ACH-000223,-0.2088298845245776
ACH-000226,-0.05189445854424162
ACH-000227,-0.025380753957291103
ACH-000228,0.06810953628002857
ACH-000231,-0.07618682064557739
ACH-000232,-0.06956662021292527
ACH-000233,0.07401401901315609
ACH-000234,-0.027664605024650245
ACH-000235,-0.10159928722347553
ACH-000237,-0.08245910335561568
ACH-000238,-0.11819508540439135
ACH-000242,-0.09629071873614498
ACH-000243,-0.04596154584561672
ACH-000244,0.05422771748358622
ACH-000246,-0.11010461890467184
ACH-000248,-0.08431611686826324
ACH-000250,0.009390302492973544
ACH-000251,-0.09765617755683488
ACH-000252,0.033751092091806864
ACH-000253,-0.16176445795217026
ACH-000255,-0.08249081237895879
ACH-000256,-0.2014034184033793
ACH-000257,0.11417467097092213
ACH-000258,-0.32969661737286354
ACH-000259,-0.10891629670000703
ACH-000260,-0.04214243158112407
ACH-000261,-0.16230596722078505
ACH-000262,0.07841272860028403
ACH-000263,-0.1645297190503177
ACH-000264,-0.08685355587181484
ACH-000265,-0.09714378314793258
ACH-000266,-0.1520765495539542
ACH-000272,0.006504938393419525
ACH-000274,-0.02458761700084566
ACH-000277,-0.3065430151018356
ACH-000278,-0.15940316254888393
ACH-000279,-0.14303054444120747
ACH-000280,-0.06721226551285303
ACH-000281,-0.12250289977906273
ACH-000288,-0.09917043786335472
ACH-000291,-0.07511028499172694
ACH-000293,-0.02501848244877301
ACH-000294,0.024095945133537463
ACH-000295,0.10672439348654464
ACH-000296,-0.01546253878048552
ACH-000302,-0.11611306008649976
ACH-000304,0.1949324695378836
ACH-000307,-0.07098732571569573
ACH-000308,-0.07150255657867073
ACH-000310,-0.14796303995404247
ACH-000311,-0.12158035066252446
ACH-000312,-0.038668746794040434
ACH-000315,-0.17884082130006532
ACH-000316,0.04287650346359777
ACH-000317,-0.026179329009176223
ACH-000318,0.03747403921141488
ACH-000319,-0.008431002098479481
ACH-000320,-0.0801627982499595
ACH-000322,-0.04816078985298873
ACH-000323,-0.2271722214308105
ACH-000324,-0.13174488982213672
ACH-000329,-0.06894699085672988
ACH-000330,-0.22106765922758334
ACH-000331,-0.01691284271901703
ACH-000332,-0.08867205476734366
ACH-000334,-0.03584608283678545
ACH-000335,-0.09451181135131946
ACH-000336,0.09996588957870677
ACH-000337,-0.058228659252452464
ACH-000338,0.12845661632509994
ACH-000339,-0.001397292844459092
ACH-000341,-0.058895421659168036
ACH-000348,-0.14492294800820518
ACH-000350,-0.04435640829431168
ACH-000352,-0.2299586178644531
ACH-000356,-0.10155345181451987
ACH-000361,-0.04868135834219228
ACH-000362,-0.11893741907371193
ACH-000363,-0.07782716839161087
ACH-000364,0.047228765885122814
ACH-000365,-0.014871612789147538
ACH-000366,-0.036420315623841897
ACH-000368,-0.08750588237235507
ACH-000374,-0.1360764884074818
ACH-000375,-0.08176535277752217
ACH-000376,-0.060347289267573864
ACH-000381,0.05819365464280438
ACH-000383,-0.06430277111589455
ACH-000387,-0.024192176267002496
ACH-000389,-0.15790144107475834
ACH-000390,-0.02435816161555719
ACH-000393,0.0607930730177604
ACH-000395,-0.1563124961018155
ACH-000396,-0.5278467991254208
ACH-000397,-0.006021789235123719
ACH-000401,-0.2458260224599868
ACH-000402,-0.08641477991139772
ACH-000403,-0.08679767841862149
ACH-000404,-0.2684650259267816
ACH-000406,-0.08143113997319952
ACH-000407,-0.05365041585929187
ACH-000408,-0.026025234022690497
ACH-000410,-0.1077229746405694
ACH-000411,0.060146155636422234
ACH-000414,-0.17652298533441435
ACH-000415,-0.007875778069177624
ACH-000416,-0.0958446608761732
ACH-000420,-0.06549034729142438
ACH-000421,-0.15535019542249232
ACH-000424,0.06538527629001467
ACH-000425,-0.034959609102945294
ACH-000426,0.058323378248472474
ACH-000427,-0.05323328148199223
ACH-000433,0.00844246905762272
ACH-000435,-0.3217255712098987
ACH-000436,-0.1273945929310414
ACH-000444,-0.045268571329279216
ACH-000445,-0.04491448752881495
ACH-000448,-0.15526124483539366
ACH-000450,-0.08463347130612976
ACH-000452,-0.1545927149903509
ACH-000454,-0.17636769939685512
ACH-000458,-0.00390826728728695
ACH-000459,-0.2759509751931845
ACH-000460,-0.027891410795138263
ACH-000461,-0.23920403846877875
ACH-000463,-0.07255354380209189
ACH-000464,0.04471274745826667
ACH-000466,-0.13623805730044244
ACH-000467,-0.06552527569568521
ACH-000468,-0.03624995567777635
ACH-000469,-0.07837189014183575
ACH-000470,0.04888124836001135
ACH-000471,-0.1317846544612953
ACH-000472,-0.01139026765719826
ACH-000473,0.01720373632430472
ACH-000475,-0.12730771102464145
ACH-000476,-0.008061089855566469
ACH-000477,-0.24788951443299134
ACH-000479,-0.049824832289872695
ACH-000480,-0.2698374406743634
ACH-000481,-0.10102593520390264
ACH-000483,-0.19269585176750606
ACH-000484,-0.20415323099901614
ACH-000485,-0.07680723945893993
ACH-000486,-0.0957199088762406
ACH-000487,-0.10433607293856552
ACH-000488,-0.07726334987664356
ACH-000490,0.0663643318742208
ACH-000491,-0.03678693951710897
ACH-000495,0.08585806859574258
ACH-000496,-0.07878676686078923
ACH-000499,-0.32642452399089616
ACH-000500,-0.1963900666943784
ACH-000502,-0.08821823167959528
ACH-000503,-0.2110187528433289
ACH-000505,-0.031164595594946862
ACH-000507,-0.1384218117482209
ACH-000510,0.005840720992200375
ACH-000511,-0.08864798573833503
ACH-000512,0.08873967676991547
ACH-000516,0.005347937635364647
ACH-000517,-0.010118507739778002
ACH-000518,0.061588384260542785
ACH-000520,-0.14657742444218308
ACH-000521,0.039121923159357835
ACH-000522,-0.011113740660816804
ACH-000524,0.09553794491794712
ACH-000527,-0.06776467522522138
ACH-000528,-0.13024039296558018
ACH-000537,-0.02805870823106921
ACH-000541,-0.03083149444947705
ACH-000542,-0.1607208461754335
ACH-000544,-0.1990477710611812
ACH-000545,-0.11994177302952097
ACH-000547,-0.019410156192273847
ACH-000548,0.03522445467320425
ACH-000549,0.07043280916889244
ACH-000550,-0.016477985832375124
ACH-000552,-0.020724760084430752
ACH-000556,-0.07273532882416825
ACH-000557,-0.059240568223169414
ACH-000569,-0.22495099900011895
ACH-000570,-0.0009345939557287534
ACH-000571,-0.08089330741864137
ACH-000573,-0.04858462261507046
ACH-000576,0.015432875422709744
ACH-000579,-0.029309089471220073
ACH-000580,-0.047922776816883915
ACH-000584,-0.04299662821297615
ACH-000585,-0.04603427005725432
ACH-000588,0.049257114926166926
ACH-000589,-0.15548779750071454
ACH-000591,-0.16659907163388465
ACH-000593,-0.05554902672001458
ACH-000600,-0.027789121827997604
ACH-000601,-0.10591518810867373
ACH-000605,-0.09494130931530992
ACH-000606,0.10351504683202734
ACH-000608,-0.10584003035366536
ACH-000614,-0.15414112575089525
ACH-000616,-0.06349565118388653
ACH-000618,-0.09948900889292953
ACH-000619,-0.0435128673871388
ACH-000620,-0.08042845519520099
ACH-000621,-0.08136202737622801
ACH-000622,-0.01942055321893894
ACH-000623,-0.12326291406623695
ACH-000624,-0.00026149619399620143
ACH-000627,0.035811193803101965
ACH-000630,-0.05839399953874315
ACH-000631,-0.11374776305377693
ACH-000632,0.013138738740370852
ACH-000633,-0.1536160106180329
ACH-000637,-0.13270137848836053
ACH-000638,-0.07788662381053242
ACH-000646,0.000605500015747085
ACH-000647,-0.05143872374466372
ACH-000648,-0.0358128189374121
ACH-000649,-0.17166830969398292
ACH-000651,-0.10623993605489504
ACH-000652,-0.041641595323930566
ACH-000653,-0.1007408447442739
ACH-000657,-0.10630274101348372
ACH-000658,-0.022064904425099768
ACH-000661,0.029987181957112075
ACH-000662,0.11792938802568692
ACH-000663,-0.0496789968786478
ACH-000665,-0.02151894956896907
ACH-000671,-0.1137640773997585
ACH-000672,0.3831916098136247
ACH-000673,-0.03900358860336023
ACH-000676,-0.19096322756158474
ACH-000677,-0.09330719146459736
ACH-000681,-0.06281240683248583
ACH-000683,-0.06678603497649371
ACH-000684,-0.09223501583042182
ACH-000688,0.032539887055259134
ACH-000693,-0.09693003555160937
ACH-000694,-0.04094644233853699
ACH-000695,-0.28819804370992225
ACH-000696,-0.10087328244687643
ACH-000697,-0.1959962916489329
ACH-000699,-0.07815116523215808
ACH-000701,-0.11670456550026755
ACH-000706,-0.05925948491151147
ACH-000711,-0.06683858393533029
ACH-000713,-0.025625219982404284
ACH-000714,-0.03903136848511271
ACH-000718,-0.14834796131389594
ACH-000720,-0.01806291424138389
ACH-000721,-0.01799215308880179
ACH-000724,0.10318128973256377
ACH-000725,0.19209365139008133
ACH-000732,-0.0962163080481013
ACH-000734,-0.17309744816521697
ACH-000735,-0.14351787831708301
ACH-000736,0.008567511137466994
ACH-000738,-0.0843109911330529
ACH-000746,-0.04374086469903811
ACH-000747,-0.23361064218141395
ACH-000748,-0.12182701154636864
ACH-000753,-0.13634415795269714
ACH-000756,0.14138306907914305
ACH-000757,-0.03341875696024785
ACH-000758,-0.12046677067293313
ACH-000760,-0.059738096305367715
ACH-000762,-0.1031127667100663
