,NCBP2 (22916)
ACH-000946,-1.3467705354553807
ACH-000947,-1.3370867969042537
ACH-000948,-1.4349513726558776
ACH-000950,-1.5562745505473468
ACH-000953,-1.4320642070180143
ACH-000954,-1.004003500673093
ACH-000957,-1.1991029446966694
ACH-000958,-1.367442232644516
ACH-000960,-1.2746367676209789
ACH-000963,-1.652734132461761
ACH-000968,-1.438456890491275
ACH-000969,-1.299279294555773
ACH-000972,-0.8833219407683119
ACH-000973,-1.4331447146980971
ACH-000974,-1.2080741882122292
ACH-000978,-1.7130772270790449
ACH-000984,-1.1967352864098646
ACH-000986,-1.3826451702785127
ACH-000988,-2.1347550538988838
ACH-000993,-1.5930165366300997
ACH-000994,-1.60394622305504
ACH-000996,-1.3189272361605586
ACH-001001,-1.2324701001211644
ACH-001020,-1.2117185003456294
ACH-001028,-1.1471542529456626
ACH-001031,-1.4874471099455218
ACH-001038,-1.2831267762425898
ACH-001048,-1.1517111441881207
ACH-001050,-1.2672024455387862
ACH-001053,-1.4993184130227395
ACH-001054,-1.1883982901336176
ACH-001061,-1.3084993945553725
ACH-001067,-1.1653332696534866
ACH-001075,-1.3335643896385685
ACH-001096,-1.2292178356755203
ACH-001111,-1.481969243969636
ACH-001119,-1.0925260667096308
ACH-001128,-0.7952625221434589
ACH-001134,-1.1237294343713342
ACH-001151,-1.3292372780037016
ACH-001163,-1.304893586131731
ACH-001164,-1.2070428454177489
ACH-001183,-1.3529990900393003
ACH-001192,-1.587496036045279
ACH-001193,-1.4106684848571471
ACH-001196,-1.5430128632346207
ACH-001197,-1.3870323531034103
ACH-001205,-1.0988339132783311
ACH-001211,-1.204501009566347
ACH-001212,-1.3155441965655943
ACH-001228,-1.3518121569649229
ACH-001232,-1.516856350098055
ACH-001239,-1.163738985764992
ACH-001270,-1.0813227249471182
ACH-001274,-1.3119915216010278
ACH-001275,-1.356452556080335
ACH-001277,-1.1103895838268305
ACH-001278,-1.2188747842337149
ACH-001280,-0.9815093474501893
ACH-001283,-1.4534655257899871
ACH-001289,-1.3293036293546308
ACH-001300,-1.1337207464606125
ACH-001301,-1.2384973018847294
ACH-001302,-1.178177369509687
ACH-001306,-1.1756969452829975
ACH-001318,-1.7105226469057142
ACH-001322,-1.2582875537150784
ACH-001328,-1.3349562439155642
ACH-001332,-1.0739570975603336
ACH-001336,-1.3326251762498345
ACH-001346,-1.0936450654833767
ACH-001353,-1.1967014587120797
ACH-001354,-1.458747757676708
ACH-001367,-1.0855969195556212
ACH-001368,-1.5562407135668774
ACH-001374,-1.1148741268097715
ACH-001377,-1.182935946668491
ACH-001380,-1.538932294886955
ACH-001391,-1.2003887268183653
ACH-001408,-1.6385732250768836
ACH-001430,-1.1218146970464913
ACH-001431,-1.2751329073363726
ACH-001450,-1.4238840783524438
ACH-001496,-1.1993647498777096
ACH-001500,-1.2035917556063218
ACH-001523,-1.5274347561255022
ACH-001532,-1.3519003008232149
ACH-001550,-0.8116928005709168
ACH-001552,-1.2953375478852898
ACH-001554,-1.3983161801808053
ACH-001654,-1.4248802063596944
ACH-001735,-1.5280847726914886
ACH-001736,-1.6141341387749708
ACH-001737,-1.7487610324373917
ACH-001740,-1.4626654390128764
ACH-001745,-1.3597322165709154
ACH-001765,-1.5813870717412262
