,PPHLN1 (51535)
ACH-000004,-0.317696067196426
ACH-000005,-0.07139090420509467
ACH-000007,-0.4352154813641489
ACH-000009,-0.3448339325914414
ACH-000011,-0.1962274727181369
ACH-000012,-0.23087002447874316
ACH-000013,-0.3794708330138067
ACH-000014,-0.2997017915081233
ACH-000015,-0.2558071469559429
ACH-000017,-0.20502416424770634
ACH-000018,-0.2609418313411853
ACH-000019,-0.3503630958337297
ACH-000021,-0.23804592416693576
ACH-000022,-0.18141416830784884
ACH-000025,-0.3469332171393637
ACH-000028,-0.3140013233176888
ACH-000030,-0.2445387039729992
ACH-000035,-0.22743638541727965
ACH-000036,-0.5486690727245939
ACH-000037,-0.3674055431945388
ACH-000039,-0.3100943087103573
ACH-000040,-0.4739496242711101
ACH-000041,-0.304705711314279
ACH-000042,-0.2662439950313718
ACH-000045,-0.31301217809123305
ACH-000047,-0.30045390415479584
ACH-000052,-0.4872265971122927
ACH-000053,-0.19575087873305566
ACH-000054,-0.3277919087448384
ACH-000055,-0.470900726070879
ACH-000060,-0.2233754278450391
ACH-000067,-0.3938131200237738
ACH-000070,-0.2030413390216572
ACH-000075,-0.2754913546734034
ACH-000078,-0.2743939489971294
ACH-000082,-0.17143430158826153
ACH-000085,-0.5055904288143123
ACH-000086,-0.4821896960545374
ACH-000087,-0.35849107624094506
ACH-000092,-0.18800953950241492
ACH-000095,-0.17948041993902775
ACH-000097,-0.27762268210735724
ACH-000098,-0.2250207619955912
ACH-000099,-0.4374436199504375
ACH-000108,-0.14264197497420586
ACH-000113,-0.5411423894813634
ACH-000116,-0.3617378516988298
ACH-000118,-0.19158403963064127
ACH-000120,-0.19919730214677492
ACH-000123,-0.28869081401459623
ACH-000127,-0.3619829515750527
ACH-000128,-0.34951093804841177
ACH-000132,-0.12313159716914775
ACH-000133,-0.31753363937986706
ACH-000137,-0.5605124886259085
ACH-000138,-0.21633522867375912
ACH-000142,-0.3437920049248533
ACH-000143,-0.15457618932393227
ACH-000146,-0.4576600613038974
ACH-000148,-0.3052563881010349
ACH-000150,-0.31304976365632553
ACH-000152,-0.42275799478233134
ACH-000153,-0.4757451732708491
ACH-000159,-0.2429614457199648
ACH-000160,-0.376673471822224
ACH-000163,-0.2515071917036604
ACH-000167,-0.16786610601707252
ACH-000168,-0.4404036731592185
ACH-000169,-0.3574545307528549
ACH-000178,-0.2686019750200864
ACH-000183,-0.3645964687871469
ACH-000188,-0.21184569374950535
ACH-000189,-0.12700400596854675
ACH-000190,-0.14678538572714864
ACH-000198,-0.2634263260881078
ACH-000203,-0.31435829934176396
ACH-000204,-0.3125127777246541
ACH-000206,-0.22120768349718176
ACH-000207,-0.2941734062489911
ACH-000208,-0.4464728032089391
ACH-000210,-0.5833464205283347
ACH-000211,-0.3776093705937056
ACH-000215,-0.32196907019629495
ACH-000221,-0.17075488433822467
ACH-000222,-0.0865264207659381
ACH-000223,-0.5690900928887066
ACH-000226,-0.2979584963996063
ACH-000227,-0.4778701725316376
ACH-000228,-0.2596570164886299
ACH-000231,-0.3460552403668211
ACH-000232,-0.3660141187003069
ACH-000233,-0.3143876399983309
ACH-000234,-0.29801989405995755
ACH-000235,-0.31582677765381145
ACH-000237,-0.3160431467020336
ACH-000238,-0.4635231253996713
ACH-000242,0.055909235301149565
ACH-000243,-0.2860485497163973
ACH-000244,-0.32235772662290674
ACH-000246,-0.2578689609707242
ACH-000248,-0.35543042027439165
ACH-000250,-0.2348414270132381
ACH-000251,-0.3582098681819597
ACH-000252,-0.25334204987059666
ACH-000253,-0.2732340733456581
ACH-000255,-0.0043998348202379045
ACH-000256,-0.3789496070565607
ACH-000257,-0.03235099052357097
ACH-000258,-0.2013345294657997
ACH-000259,-0.11886983557427262
ACH-000260,-0.24351608261312704
ACH-000261,-0.4480622554092679
ACH-000262,-0.442049752754518
ACH-000263,-0.3724695433662042
ACH-000264,-0.4678558159780523
ACH-000265,-0.2314595441310329
ACH-000266,-0.4586363344520238
ACH-000272,-0.4075290542977495
ACH-000274,-0.3051267620219458
ACH-000277,-0.3001299328253686
ACH-000278,-0.3954524277286856
ACH-000279,-0.3558029584156532
ACH-000280,-0.2701547483061546
ACH-000281,-0.2823610297555001
ACH-000288,-0.14991604178581114
ACH-000291,-0.21346345930756502
ACH-000293,-0.2554724470418544
ACH-000294,-0.20420981526137091
ACH-000295,-0.3294291295246039
ACH-000296,-0.4187371459739224
ACH-000302,-0.3289968614468745
ACH-000304,-0.31879744703495794
ACH-000307,-0.26418539373097377
ACH-000308,-0.3710565652366229
ACH-000310,-0.3645927989923892
ACH-000311,-0.15545198580243152
ACH-000312,-0.1821454559704453
ACH-000315,-0.344600735663871
ACH-000316,-0.3006275086958257
ACH-000317,-0.10119020637255426
ACH-000318,-0.3063455212310509
ACH-000319,-0.3085991571204811
ACH-000320,-0.23148395704847746
ACH-000322,-0.2255631099410711
ACH-000323,-0.3084345628536195
ACH-000324,-0.34100672634528506
ACH-000329,-0.2595036597055829
ACH-000330,-0.2784053454053779
ACH-000331,-0.2697308338080529
ACH-000332,-0.27767859991760463
ACH-000334,-0.22068774540188765
ACH-000335,-0.3121678544661554
ACH-000336,-0.2256255823497506
ACH-000337,-0.2849341676463272
ACH-000338,-0.35964108684726576
ACH-000339,-0.24339770368639105
ACH-000341,-0.34820106378295906
ACH-000348,-0.4931877612591232
ACH-000350,-0.20229368238102946
ACH-000352,-0.29702162525944503
ACH-000356,-0.4093454625570971
ACH-000361,-0.23663413312487616
ACH-000362,-0.18695871084140475
ACH-000363,-0.12128890507158785
ACH-000364,-0.2588001094082093
ACH-000365,-0.3703364976654804
ACH-000366,-0.3602666332749057
ACH-000368,-0.3016214448098437
ACH-000374,-0.4330595520559447
ACH-000375,-0.15405968202746784
ACH-000376,-0.33016663691525683
ACH-000381,-0.19334038069904175
ACH-000383,-0.22132044553162925
ACH-000387,-0.2690054942521853
ACH-000389,-0.3960951521045279
ACH-000390,-0.12180628149872925
ACH-000393,-0.3290596474393501
ACH-000395,-0.4505379025820673
ACH-000396,-0.14659832340512752
ACH-000397,-0.10730988145021964
ACH-000401,-0.40059350361219803
ACH-000402,-0.09520225430313048
ACH-000403,-0.2378796037413075
ACH-000404,-0.5340617326461616
ACH-000406,-0.18747828670934386
ACH-000407,-0.2633000227507488
ACH-000408,-0.2358570255937535
ACH-000410,-0.3368753185126112
ACH-000411,-0.3320796362213351
ACH-000414,-0.1873169910278032
ACH-000415,-0.28349610618149784
ACH-000416,-0.3183809059895364
ACH-000420,-0.3292977933215725
ACH-000421,-0.43809896100793616
ACH-000424,-0.2150983472552569
ACH-000425,-0.2584080025650635
ACH-000426,-0.2450858211674109
ACH-000427,-0.24945908731594435
ACH-000433,-0.14491694031970526
ACH-000435,-0.5784209235751769
ACH-000436,-0.2597891508811681
ACH-000444,-0.3329722838459461
ACH-000445,-0.48505006017698793
ACH-000448,-0.2892266905705229
ACH-000450,-0.24304348529203454
ACH-000452,-0.28523860373161203
ACH-000454,-0.3870073800960514
ACH-000458,-0.2624122398430053
ACH-000459,-0.2305175525065058
ACH-000460,-0.3092828855377308
ACH-000461,-0.26096435908950616
ACH-000463,-0.29791836011147005
ACH-000464,-0.4991440753790679
ACH-000466,-0.2852555420165474
ACH-000467,-0.3710855506138085
ACH-000468,-0.4527507185319741
ACH-000469,-0.2475050518264293
ACH-000470,-0.2322742320310683
ACH-000471,-0.25099009418621193
ACH-000472,-0.3504650899433634
ACH-000473,-0.41798491717408204
ACH-000475,-0.20541678004910985
ACH-000476,-0.21678930803914806
ACH-000477,-0.3724914936785608
ACH-000479,-0.3903126354013473
ACH-000480,-0.3483769319265481
ACH-000481,-0.2626831383428733
ACH-000483,-0.2860197090070605
ACH-000484,-0.4066714680458044
ACH-000485,-0.1256306607877567
ACH-000486,-0.4536595345035955
ACH-000487,-0.21322621555554136
ACH-000488,-0.3937216660740399
ACH-000490,-0.36985896287784426
ACH-000491,-0.09557773396639742
ACH-000495,-0.3173911345990336
ACH-000496,-0.3914522919771574
ACH-000499,-0.3195664491225829
ACH-000500,0.300271030145019
ACH-000502,-0.1818636001119212
ACH-000503,-0.5241487754882266
ACH-000505,-0.2760076989883071
ACH-000507,-0.2397528731358945
ACH-000510,-0.1112640688396919
ACH-000511,-0.2598505724814114
ACH-000512,-0.3043135825287269
ACH-000516,-0.2798536106690316
ACH-000517,-0.2249791200988752
ACH-000518,-0.32845760780529515
ACH-000520,-0.2903407459359489
ACH-000521,-0.22898770653636996
ACH-000522,-0.2546790469574957
ACH-000524,-0.3618090739380347
ACH-000527,-0.3974690824099786
ACH-000528,-0.2165345818388837
ACH-000537,-0.31755177073987384
ACH-000541,-0.10531620803821336
ACH-000542,-0.5251278280873731
ACH-000544,-0.08777384332069815
ACH-000545,-0.27909691665855657
ACH-000547,-0.36197084015698666
ACH-000548,-0.2430825915499235
ACH-000549,-0.3194732218795551
ACH-000550,-0.5096983731120659
ACH-000552,-0.2457378766512237
ACH-000556,-0.2457557896024768
ACH-000557,-0.10743340216329222
ACH-000569,-0.6175502713646591
ACH-000570,-0.2650182373949353
ACH-000571,-0.2188845626382206
ACH-000573,-0.3095774172162722
ACH-000576,-0.11878627395085894
ACH-000579,-0.3468310714764085
ACH-000580,-0.3715207636009615
ACH-000584,-0.2574066958675257
ACH-000585,-0.30914515258855185
ACH-000588,-0.27365417704315675
ACH-000589,-0.13805518361943225
ACH-000591,-0.3886168929326369
ACH-000593,-0.1714622396313211
ACH-000600,-0.3140073200182045
ACH-000601,-0.28067580121711805
ACH-000605,-0.3439701870016336
ACH-000606,-0.4541071200654018
ACH-000608,-0.3268682135670849
ACH-000614,-0.4033554784867729
ACH-000616,-0.3840757860467255
ACH-000618,-0.17898212295664134
ACH-000619,-0.3416297482694572
ACH-000620,-0.2923532784809926
ACH-000621,-0.3537401129735515
ACH-000622,-0.3246474914248684
ACH-000623,-0.2706990777838146
ACH-000624,-0.2505089407254621
ACH-000627,-0.31649390938742483
ACH-000630,-0.3244822068260331
ACH-000631,-0.4670248952226748
ACH-000632,-0.33227862330052554
ACH-000633,-0.271362887016632
ACH-000637,-0.09565529626087044
ACH-000638,-0.20095137528831405
ACH-000646,-0.3285119232244233
ACH-000647,-0.36970881032583774
ACH-000648,-0.4058125915118454
ACH-000649,-0.3749599921183896
ACH-000651,-0.3185448630280055
ACH-000652,-0.2392576166563004
ACH-000653,-0.2807076096625287
ACH-000657,-0.22481603187400645
ACH-000658,-0.18766822050583168
ACH-000661,-0.33503406006469305
ACH-000662,-0.3448487392176696
ACH-000663,-0.23148772518684665
ACH-000665,-0.3312336560692263
ACH-000671,-0.13722437896370604
ACH-000672,-0.3901730726079191
ACH-000673,-0.223636072014792
ACH-000676,-0.4736510280321671
ACH-000677,-0.3361842050595837
ACH-000681,-0.26198757312868465
ACH-000683,-0.20311968489651164
ACH-000684,-0.17328320025189525
ACH-000688,-0.33308188487825563
ACH-000693,-0.3358739487125425
ACH-000694,-0.3346453838973696
ACH-000695,-0.5839151378580862
ACH-000696,-0.3206153218770581
ACH-000697,-0.39329655040263617
ACH-000699,-0.24070990661403785
ACH-000701,-0.3439540115592536
ACH-000706,-0.17364084651506065
ACH-000711,-0.2319105612147895
ACH-000713,-0.2390108613334451
ACH-000714,-0.4130058819174414
ACH-000718,-0.2455823869513013
ACH-000720,-0.25931869510100075
ACH-000721,-0.14643848180905467
ACH-000724,-0.1070336241353428
ACH-000725,-0.17781294275258958
ACH-000732,-0.1677234812581944
ACH-000734,-0.3046200105280633
ACH-000735,-0.3539774308439436
ACH-000736,-0.1877000719478888
ACH-000738,-0.2472619823368821
ACH-000746,-0.1610533645551951
ACH-000747,-0.5538617381731321
ACH-000748,-0.2617694717046725
ACH-000753,-0.3019975290153234
ACH-000756,-0.2010285223547844
ACH-000757,-0.1203582170381802
ACH-000758,-0.3855646583650505
ACH-000760,-0.2759248972931902
ACH-000762,-0.0744253777762522
ACH-000763,-0.16344082341033678
ACH-000764,-0.2292330680269928
ACH-000765,-0.5248646113596644
ACH-000766,-0.22907340293167444
ACH-000767,-0.21782778129560296
ACH-000768,-0.3911611279481621
ACH-000769,-0.4041205582860057
ACH-000770,-0.18174836855417786
ACH-000771,-0.24864605430518424
ACH-000773,-0.29325206421320515
ACH-000776,-0.17867605774690354
ACH-000777,-0.3344042133066278
ACH-000778,-0.16855911305313664
ACH-000781,-0.12196418590581078
ACH-000782,-0.1860469383607287
ACH-000783,-0.3334855910009452
ACH-000784,-0.3580307521322439
ACH-000785,-0.13782413762629542
ACH-000787,-0.2937588773864941
ACH-000788,-0.32110404851589025
ACH-000791,-0.17363259523420585
ACH-000792,-0.2949794986768696
ACH-000794,-0.7568899523778833
ACH-000796,-0.32522177261438057
ACH-000798,-0.10737523785680426
ACH-000799,-0.2499824036759432
ACH-000800,-0.18714617575884626
ACH-000802,-0.3322716190555548
ACH-000804,-0.3314058954195801
ACH-000805,-0.31843477592448644
ACH-000809,-0.2328144730627237
ACH-000810,-0.29840807476002673
ACH-000811,-0.2298362625202087
ACH-000817,-0.3635099233192753
ACH-000819,-0.2973716662727043
ACH-000820,-0.3339263996729361
ACH-000821,-0.28674618944550656
ACH-000822,-0.4537275556825077
ACH-000823,-0.24342751783955235
ACH-000824,-0.14712857954919786
ACH-000827,-0.3042819141078242
ACH-000829,-0.3553508651692754
ACH-000831,-0.32710369779731024
ACH-000832,-0.3256114138514389
ACH-000833,-0.31504585415657665
ACH-000834,-0.2738475588339571
ACH-000835,-0.2867289883054496
ACH-000836,-0.21956076720998136
ACH-000837,-0.1884189626164124
ACH-000838,-0.21562576687303364
ACH-000839,-0.3741915300777296
ACH-000840,-0.3450839743057901
ACH-000841,-0.24804088954845716
ACH-000843,-0.1889793446189604
ACH-000846,-0.2661867501248397
ACH-000847,-0.4141676632674388
ACH-000848,-0.2479146561530612
ACH-000849,-0.2259867238427938
ACH-000851,-0.3648094215075096
ACH-000855,-0.33302853708958513
ACH-000856,-0.2397721049107734
ACH-000858,-0.2971146211110248
ACH-000859,-0.06509767453301903
ACH-000861,-0.2656686832067548
ACH-000862,-0.08047217267561155
ACH-000865,-0.3791209047101051
ACH-000866,-0.19877931842750046
ACH-000867,-0.20666662499955654
ACH-000869,-0.2910640918856733
ACH-000872,-0.17094779528222198
ACH-000873,-0.26424980778517715
ACH-000876,-0.30324149222302704
ACH-000878,-0.2450241025559061
ACH-000880,-0.15547737029540756
ACH-000881,-0.19342802526709352
ACH-000882,-0.3017997241567695
ACH-000884,-0.15720358815976024
ACH-000885,-0.3607860324220569
ACH-000887,-0.4208753235975614
ACH-000889,-0.2416434943054798
ACH-000896,-0.2124253105630613
ACH-000898,-0.19930179535813755
ACH-000900,-0.4889652196905419
ACH-000901,-0.22543640055619746
ACH-000905,-0.13638779858015926
ACH-000906,-0.38126863179158177
ACH-000907,-0.24832000624173786
ACH-000910,-0.21235237652289496
ACH-000911,-0.383485742269689
ACH-000912,-0.38382182376339735
ACH-000913,-0.29986582476057666
ACH-000915,-0.1882528121381394
ACH-000916,-0.4829142683056106
ACH-000917,-0.2678355320977497
ACH-000920,-0.26724183725062783
ACH-000921,-0.32914381116675395
ACH-000924,-0.2088129886072108
ACH-000926,-0.29382168910189504
ACH-000928,-0.35910005279383506
ACH-000929,-0.3039797897580315
ACH-000932,-0.14417152506855754
ACH-000935,-0.22989516393432796
ACH-000936,-0.2973142542953704
ACH-000937,-0.22462273381658404
ACH-000938,-0.30342803379445576
ACH-000939,-0.19196915573957687
ACH-000941,-0.20003933675705965
ACH-000943,-0.24470114851993954
ACH-000946,-0.4893425463033732
ACH-000947,-0.33351111249906484
ACH-000948,-0.2702842531030515
ACH-000950,-0.03146035792486724
ACH-000953,-0.2325833836122256
ACH-000954,-0.2884609742660065
ACH-000957,-0.4494947489092411
ACH-000958,-0.276943470592441
ACH-000960,-0.2175329579282612
ACH-000963,-0.16821298983660762
ACH-000968,-0.248910272849065
ACH-000969,-0.3595214347121767
ACH-000972,-0.23047746523748625
ACH-000973,-0.3616976860076
ACH-000974,-0.3903765745840541
ACH-000978,0.00025601909557903955
ACH-000984,-0.3263115799267249
ACH-000986,-0.4206816910548065
ACH-000988,-0.2367894843720935
ACH-000993,-0.07050881090608786
ACH-000994,-0.2933813540506419
ACH-000996,-0.43685941213521307
ACH-001001,-0.3132975851479557
ACH-001020,-0.1944796907597616
ACH-001028,-0.34685483979645343
ACH-001031,-0.083898686238339
ACH-001038,-0.3379319819691545
ACH-001048,-0.2899018611232705
ACH-001050,-0.21462442265162196
ACH-001053,-0.3884428604934286
ACH-001054,-0.2868874578196909
ACH-001061,-0.24323688500244284
ACH-001067,-0.212790417224861
ACH-001075,-0.1980081411032472
ACH-001096,-0.179454005014774
ACH-001111,-0.3833719928285727
ACH-001119,-0.343817134779064
ACH-001128,-0.4802300732353811
ACH-001134,-0.48951480907407
ACH-001151,-0.4026139326869628
ACH-001163,-0.43894070529732704
ACH-001164,-0.278359132191444
ACH-001183,-0.33622854448889944
ACH-001192,-0.31318252230622634
ACH-001193,-0.2539743706445175
ACH-001196,-0.33538323936358
ACH-001197,-0.5613450472866411
ACH-001205,-0.4186536978520875
ACH-001211,-0.3703629061847798
ACH-001212,-0.2989615429059317
ACH-001228,-0.2993761427669752
ACH-001232,-0.16222568911361288
ACH-001239,-0.3595245551510306
ACH-001270,-0.0983242385075244
ACH-001274,-0.2252659656347472
ACH-001275,-0.4168279752292531
ACH-001277,-0.4203256582747282
ACH-001278,-0.2655309939392589
ACH-001280,-0.25802998335385824
ACH-001283,-0.3273882867812009
ACH-001289,-0.3185515753065651
ACH-001300,-0.2903931496677369
ACH-001301,-0.3752425446351743
ACH-001302,-0.1827731628709375
ACH-001306,-0.3051391367921609
ACH-001318,-0.3112054647925161
ACH-001322,-0.5128238811823195
ACH-001328,-0.3530091639003836
ACH-001332,-0.4610740282610593
ACH-001336,-0.3187343602909862
ACH-001346,-0.26806159627230924
ACH-001353,-0.31425304487666944
ACH-001354,-0.321752542161348
ACH-001367,-0.3178698164993181
ACH-001368,-0.16583184938399134
ACH-001374,-0.2619463515496445
ACH-001377,-0.2650404138321671
ACH-001380,-0.2776579100265003
ACH-001391,-0.252278350031747
ACH-001408,-0.3043474504987101
ACH-001430,-0.4356046134740776
ACH-001431,-0.3191028080187871
ACH-001450,-0.23843066301163635
ACH-001496,-0.2344739009337652
ACH-001500,-0.2923196315815094
ACH-001523,-0.44092630708524383
ACH-001532,-0.3853339268699564
ACH-001550,-0.36510379346335614
ACH-001552,-0.03659653186023791
ACH-001554,-0.22911511089044376
ACH-001654,-0.2998858476238284
ACH-001735,-0.2611566429455597
ACH-001736,-0.20050844520058694
ACH-001737,-0.3043680503230526
ACH-001740,-0.31162194058920883
ACH-001745,-0.4091245614359185
ACH-001765,-0.3267344074019717
