,KCND2 (3751)
ACH-000004,-0.018716514973521208
ACH-000005,-0.3637686160456689
ACH-000007,-0.23267113836321365
ACH-000009,0.015215477199196453
ACH-000011,-0.07045596315479043
ACH-000012,-0.004042925269575884
ACH-000013,0.09635931821868553
ACH-000014,-0.06401970273222772
ACH-000015,0.0627555795819178
ACH-000017,-0.0869106784000152
ACH-000018,0.04137586302989325
ACH-000019,0.004481511202154899
ACH-000021,-0.1377048059685467
ACH-000022,-0.05824952782848467
ACH-000025,-0.04120301010614945
ACH-000028,0.02030405978421996
ACH-000030,0.04044689541386514
ACH-000035,-0.09617524113712383
ACH-000036,-0.10558533623170137
ACH-000037,-0.08603581546200546
ACH-000039,0.01748006785830344
ACH-000040,0.06090829708212703
ACH-000041,-0.08148860534529337
ACH-000042,-0.028860453822018156
ACH-000045,0.0996785457357266
ACH-000047,0.04907235158744925
ACH-000052,-0.09060476324271746
ACH-000053,-0.06071127890433799
ACH-000054,-0.17171729620542547
ACH-000055,-0.20640311034771774
ACH-000060,-0.006521798836607676
ACH-000067,0.01618275190977994
ACH-000070,-0.009190670665869457
ACH-000075,-0.07487826118332319
ACH-000078,0.06845030525844424
ACH-000082,-0.06756228594063078
ACH-000085,0.031514259724925615
ACH-000086,0.139416715992639
ACH-000087,-0.19956224400941716
ACH-000092,0.07105115618228668
ACH-000095,-0.035602686808991306
ACH-000097,-0.017657756945526994
ACH-000098,-0.058095621424665476
ACH-000099,0.04359707257868764
ACH-000108,-0.060263818838610525
ACH-000113,-0.03592349857958412
ACH-000116,0.058059571960983374
ACH-000118,0.03164947902870695
ACH-000120,-0.0395864595238297
ACH-000123,-0.17659302531101287
ACH-000127,0.01232005396741356
ACH-000128,-0.1907084095019662
ACH-000132,-0.08435665633939975
ACH-000133,0.009533274989432768
ACH-000137,0.0022561585500960623
ACH-000138,0.06667632462282982
ACH-000142,0.08614971009609086
ACH-000143,0.17570053586320686
ACH-000146,-0.007540903415921596
ACH-000148,0.012033519649496284
ACH-000150,0.07974380979489222
ACH-000152,0.02576219063478536
ACH-000153,-0.020729232095573254
ACH-000159,-0.04299117436165623
ACH-000160,0.06803171325123876
ACH-000163,0.02370744962348768
ACH-000167,0.035791968473515866
ACH-000168,-0.022539938818714043
ACH-000169,0.08746239923225682
ACH-000178,-0.07095203954100693
ACH-000183,0.04298640442063637
ACH-000188,-0.05388198950823518
ACH-000189,0.002927214487771473
ACH-000190,-0.1560098200072451
ACH-000198,-0.010153734843493177
ACH-000203,-0.013551506999633176
ACH-000204,-0.17765254242590106
ACH-000206,0.12494370923992175
ACH-000207,0.18143364346231328
ACH-000208,-0.005022644140789665
ACH-000210,0.12926492389891533
ACH-000211,0.009073495741169257
ACH-000215,-0.07020497122985449
ACH-000221,0.11799847357308793
ACH-000222,0.077308705381172
ACH-000223,0.02879889461356835
ACH-000226,-0.037311213597924234
ACH-000227,0.09730713599792463
ACH-000228,0.08573566532243566
ACH-000231,0.02193995146139385
ACH-000232,-0.2162048499205261
ACH-000233,0.05846413093317966
ACH-000234,-0.03173367625776932
ACH-000235,-0.051372473380875264
ACH-000237,-0.0347863079623058
ACH-000238,0.04901946705072843
ACH-000242,-0.013503829083775785
ACH-000243,-0.08058091220045233
ACH-000244,-0.13171224983436716
ACH-000246,-0.11403723252800405
ACH-000248,-0.1824413258835808
ACH-000250,-0.06729882478443676
ACH-000251,-0.05527524034515716
ACH-000252,-0.0868672244269381
ACH-000253,0.025213959541351024
ACH-000255,0.09103774401395036
ACH-000256,0.12072159212546225
ACH-000257,0.09733976207217217
ACH-000258,-0.0056661101676274755
ACH-000259,-0.05479240636074141
ACH-000260,-0.049262893435481764
ACH-000261,0.06163977608547695
ACH-000262,0.19194780720962984
ACH-000263,0.02478629884747131
ACH-000264,0.008725201420953274
ACH-000265,0.15391428601822396
ACH-000266,0.010957054860834285
ACH-000272,-0.0713888266980282
ACH-000274,-0.06866083132429847
ACH-000277,-0.032779387480597284
ACH-000278,-0.04432436767586765
ACH-000279,-0.12083376896717088
ACH-000280,-0.0003589136357616726
ACH-000281,0.012221603732677805
ACH-000288,0.0009230228372083076
ACH-000291,0.0671971971158767
ACH-000293,0.030255367469689588
ACH-000294,-0.01802229330707229
ACH-000295,-0.26016835841479385
ACH-000296,-0.06563048592712124
ACH-000302,-0.11545885910920213
ACH-000304,0.2342477295303436
ACH-000307,-0.0732498473299052
ACH-000308,-0.038405038867875184
ACH-000310,0.09721509884235384
ACH-000311,0.08835279002226666
ACH-000312,0.12905842182395766
ACH-000315,-0.10321610407227727
ACH-000316,-0.03483657797724718
ACH-000317,-0.119824195907255
ACH-000318,-0.09473753114065188
ACH-000319,-0.024662206119899072
ACH-000320,0.11382187064089627
ACH-000322,0.04034489562408127
ACH-000323,-0.08880358340683081
ACH-000324,-0.06858396266651152
ACH-000329,0.028679063966625108
ACH-000330,-0.07397555375143801
ACH-000331,0.04900330905604057
ACH-000332,-0.007640894226252931
ACH-000334,0.07603674972220811
ACH-000335,-0.03783957527287243
ACH-000336,0.0015408811930950337
ACH-000337,-0.08912526262977293
ACH-000338,0.31954670016840864
ACH-000339,-0.15464382924278822
ACH-000341,0.001653793737032926
ACH-000348,-0.08136533070444255
ACH-000350,-0.07091803146868708
ACH-000352,0.02325105003083729
ACH-000356,-0.2324377528295362
ACH-000361,0.013923147915284165
ACH-000362,0.0004059343456758264
ACH-000363,0.06684085490605546
ACH-000364,0.023598933787798176
ACH-000365,-0.255217843154995
ACH-000366,0.13191618902395194
ACH-000368,-0.1907114652944912
ACH-000374,-0.04668932501271707
ACH-000375,-0.19723805000470893
ACH-000376,-0.029372248869828376
ACH-000381,0.011226163198922685
ACH-000383,-0.22358352885192376
ACH-000387,-0.13155614035217145
ACH-000389,-0.1304869454154243
ACH-000390,-0.0899582889833291
ACH-000393,0.03226835715211133
ACH-000395,0.22469732711430312
ACH-000396,0.2729813018570826
ACH-000397,-0.02272908132056212
ACH-000401,-0.10409202881481668
ACH-000402,-0.027169829039133158
ACH-000403,-0.04446906542172936
ACH-000404,-0.3709089890684916
ACH-000406,-0.07916970881863346
ACH-000407,-0.012590406007476063
ACH-000408,0.029143994006202125
ACH-000410,-0.0184621969280857
ACH-000411,0.023969700864476508
