,PABPC1 (26986)
ACH-000004,-0.6233428064580575
ACH-000005,-0.8469507093934726
ACH-000007,-0.9442487798465028
ACH-000009,-0.9689422273429219
ACH-000011,-0.8475563591401375
ACH-000012,-0.7429544129801009
ACH-000013,-0.8699293417051392
ACH-000014,-0.5699765494356694
ACH-000015,-0.7861168496757821
ACH-000017,-0.990367581701619
ACH-000018,-0.89569257789192
ACH-000019,-0.6840522289187836
ACH-000021,-0.5138995679054743
ACH-000022,-0.9239830305405091
ACH-000025,-0.7228926348015993
ACH-000028,-0.6539289381178681
ACH-000030,-0.5301162767305273
ACH-000035,-0.6882632053241923
ACH-000036,-0.7300905861740359
ACH-000037,-0.8424863091506717
ACH-000039,-0.7315546022928985
ACH-000040,-1.0312438573494764
ACH-000041,-0.8091874745529516
ACH-000042,-0.8051444227024535
ACH-000045,-0.5705055811427464
ACH-000047,-0.5570581807398387
ACH-000052,-1.1094257334401385
ACH-000053,-1.1123626790322791
ACH-000054,-0.4562100542057493
ACH-000055,-0.7546376163406093
ACH-000060,-0.7486744057142347
ACH-000067,-0.9251885610171451
ACH-000070,-0.6786583488374561
ACH-000075,-0.7077079451803767
ACH-000078,-0.44565746312663984
ACH-000082,-0.655762334957239
ACH-000085,-0.8290546018731124
ACH-000086,-0.8526379000958391
ACH-000087,-0.902743886618572
ACH-000092,-1.035059746585366
ACH-000095,-0.8981340735433205
ACH-000097,-0.8453444235190156
ACH-000098,-1.1619022665120322
ACH-000099,-0.9561541842410328
ACH-000108,-0.89929566681023
ACH-000113,-0.7783193851345387
ACH-000116,-0.1705330178984569
ACH-000118,-0.787910042179615
ACH-000120,-0.8037713750106378
ACH-000123,-0.7550408240706983
ACH-000127,-0.9970200719895173
ACH-000128,-1.0397966908105691
ACH-000132,-0.6814573632664634
ACH-000133,-1.0851077789667096
ACH-000137,-0.6435524003975213
ACH-000138,-0.9735925108366326
ACH-000142,-1.051326006941086
ACH-000143,-1.0541037704406298
ACH-000146,-0.2688818261752169
ACH-000148,-0.8881288444138308
ACH-000150,-0.6752516309198601
ACH-000152,-1.0134040549401169
ACH-000153,-0.9117159373655432
ACH-000159,-0.8903330840153751
ACH-000160,-0.8935164969189692
ACH-000163,-0.8998184706896191
ACH-000167,-0.5122662340330252
ACH-000168,-0.7893322218620202
ACH-000169,-0.6976692499697162
ACH-000178,-0.4363599179198796
ACH-000183,-0.8608239379895471
ACH-000188,-0.9164945659965336
ACH-000189,-0.959041809298366
ACH-000190,-0.9306301033450668
ACH-000198,-0.7824921886876789
ACH-000203,-0.5452525497807852
ACH-000204,-0.5573173085242356
ACH-000206,-0.8289051631844285
ACH-000207,-0.9068920169725762
ACH-000208,-0.7230668865690945
ACH-000210,-0.7532244431214605
ACH-000211,-0.8024797150068412
ACH-000215,-0.9428035118652236
ACH-000221,-1.0131955900633658
ACH-000222,-0.8118816636894522
ACH-000223,-0.8798807640670491
ACH-000226,-0.971196447722106
ACH-000227,-0.9468318492976756
ACH-000228,-0.6833593413497071
ACH-000231,-1.0391842331027172
ACH-000232,-1.02368841977626
ACH-000233,-0.9138737082443
ACH-000234,-0.7250301544509002
ACH-000235,-0.8145144026380043
ACH-000237,-1.001391381990527
ACH-000238,-0.5398942413678327
ACH-000242,-0.5345065034231796
ACH-000243,-0.9181291829062318
ACH-000244,-0.6341018815373441
ACH-000246,-0.7358505635582647
ACH-000248,-0.9332500784853376
ACH-000250,-0.9255689064496538
ACH-000251,-1.1208040977267284
ACH-000252,-1.0382103096104622
ACH-000253,-0.8207914346040671
ACH-000255,-0.7293194821148544
ACH-000256,-1.0076426315910352
ACH-000257,-1.0398371753801947
ACH-000258,-0.581346047686296
ACH-000259,-1.0151258571789374
ACH-000260,-0.9349410344776647
ACH-000261,-0.8377015189355805
ACH-000262,-0.7392220780579026
ACH-000263,-1.0985658888253724
ACH-000264,-0.8526417747117868
ACH-000265,-0.8747201224599888
ACH-000266,-0.7061334872071439
ACH-000272,-0.8450958849579209
ACH-000274,-0.9103843951255796
ACH-000277,-0.8688910984048547
ACH-000278,-1.2045699062664028
ACH-000279,-0.8849606971243444
ACH-000280,-0.4398999625369179
ACH-000281,-0.9864570079667224
ACH-000288,-0.4291694921904947
ACH-000291,-0.7639892332786383
ACH-000293,-0.4463374329733429
ACH-000294,-0.8421907696396383
ACH-000295,-0.9726802860115152
ACH-000296,-0.7668473806873148
ACH-000302,-0.6228918867408167
ACH-000304,-0.6105925956071457
ACH-000307,-0.6254549845669667
ACH-000308,-0.8446000568901946
ACH-000310,-0.9710953865831892
ACH-000311,-0.6603370542760708
ACH-000312,-0.9516462701086577
ACH-000315,-0.9830441972330982
ACH-000316,-0.9122317083492454
ACH-000317,-0.6616425897855174
ACH-000318,-0.7321125541723323
ACH-000319,-0.964763431594016
ACH-000320,-0.7771522749930413
ACH-000322,-0.7641175299213157
ACH-000323,-0.9644530124365426
ACH-000324,-0.6616712735671709
ACH-000329,-0.9358928910965444
ACH-000330,-0.5849926783958365
ACH-000331,-0.8272249664262974
ACH-000332,-0.7452044728925071
ACH-000334,-0.7921784325808953
ACH-000335,-0.9580639762750088
ACH-000336,-0.6290916892909599
ACH-000337,-0.9315384753641326
ACH-000338,-0.6186965828491386
ACH-000339,-0.945519812881453
ACH-000341,-1.3360800070488328
ACH-000348,-0.8208882200407448
ACH-000350,-0.7973841108018123
ACH-000352,-0.5354700734377168
ACH-000356,-0.7914339206556023
ACH-000361,-0.7728887986938082
ACH-000362,-0.6519829766354514
ACH-000363,-0.4556260464268202
ACH-000364,-0.9113698285347416
ACH-000365,-0.9347471439764306
ACH-000366,-1.1517451185449317
ACH-000368,-0.9306363176049044
ACH-000374,-0.5629073255833303
ACH-000375,-1.0175825086462744
ACH-000376,-1.0726980094370189
ACH-000381,-0.8896085028262771
ACH-000383,-1.1248933730770565
ACH-000387,-0.5719990408759197
ACH-000389,-0.6062951775030434
ACH-000390,-0.8438451800140883
ACH-000393,-0.733663171946879
ACH-000395,-0.8839184974022093
ACH-000396,-0.9714810975193277
ACH-000397,-0.850037164429466
ACH-000401,-0.8232708621326412
ACH-000402,-0.7501207853503762
ACH-000403,-0.9121083486330794
ACH-000404,-0.3740424581168693
ACH-000406,-0.9172397661588768
ACH-000407,-0.8040998450066305
ACH-000408,-0.8610133354049585
ACH-000410,-1.1180700835225383
ACH-000411,-0.6475670030347433
ACH-000414,-0.6599689801638313
ACH-000415,-0.9343979999145671
ACH-000416,-0.9243462115635408
ACH-000420,-0.7849806491026902
ACH-000421,-0.5928784572420644
ACH-000424,-0.7996317317232652
ACH-000425,-0.34142869012475763
ACH-000426,-1.0184944087707295
ACH-000427,-0.5037087471535019
ACH-000433,-0.5910439612120345
ACH-000435,-0.5108075705862932
ACH-000436,-0.3650303642574881
ACH-000444,-0.9285886269141748
ACH-000445,-0.5734526179103985
ACH-000448,-0.4395154445929137
ACH-000450,-0.4369223112025932
ACH-000452,-0.9132347200949468
ACH-000454,-0.9298720265076325
ACH-000458,-0.6950721651097613
ACH-000459,-0.7418321095510512
ACH-000460,-0.8581277571158037
ACH-000461,-0.5976823257469047
ACH-000463,-0.8527036121040914
ACH-000464,-0.7251812945161178
ACH-000466,-0.4854897249806848
ACH-000467,-0.7894170053595001
ACH-000468,-0.6771280094895294
ACH-000469,-0.8661432631119682
ACH-000470,-0.5769016257767717
ACH-000471,-1.0615697262016237
ACH-000472,-0.9802692578365152
ACH-000473,-0.8702233709921544
ACH-000475,-0.803337106942896
ACH-000476,-0.3288208330222168
ACH-000477,-0.7157380667438876
ACH-000479,-1.083913803817838
ACH-000480,-1.0477458774124626
ACH-000481,-0.8693869081776284
ACH-000483,-0.6872090917411187
ACH-000484,-0.3098807437253283
ACH-000485,-0.7961214407109568
ACH-000486,-0.851418299207101
ACH-000487,-0.8624589089544267
ACH-000488,-0.7390837178186327
ACH-000490,-1.049882377358606
ACH-000491,-0.900742060015498
ACH-000495,-0.7808925580676254
ACH-000496,-0.9485251374797048
ACH-000499,-1.074802183464416
ACH-000500,-1.0336260331226164
ACH-000502,-0.9277197928906444
ACH-000503,-1.1801549779100604
ACH-000505,-0.8264406583271796
ACH-000507,-0.8026109000491669
ACH-000510,-0.5883320288405236
ACH-000511,-0.8037228580920729
ACH-000512,-0.873365912310183
ACH-000516,-0.8452815042840146
ACH-000517,-0.8856205370207899
ACH-000518,-0.7354923470302138
ACH-000520,-1.1356023703142355
ACH-000521,-0.9712338731388734
ACH-000522,-0.991551039579994
ACH-000524,-0.5521492776817863
ACH-000527,-0.30186231296675564
ACH-000528,-0.07787897948277228
ACH-000537,-0.8815841344415428
ACH-000541,-0.6716912852211894
ACH-000542,-0.7485136648475647
ACH-000544,-0.9333106134636364
ACH-000545,-0.97499869826224
ACH-000547,-0.7284000949654182
ACH-000548,-0.7463381583232856
ACH-000549,-0.8037514706380431
ACH-000550,-1.0752138022856417
ACH-000552,-0.7583922051140392
ACH-000556,-0.7567208713635544
ACH-000557,-0.5786509045652025
ACH-000569,-0.8293331698306678
ACH-000570,-0.9542183654213152
ACH-000571,-0.5796975956721412
ACH-000573,-0.3591826582906406
ACH-000576,-0.4507509069572842
ACH-000579,-0.2865228744164537
ACH-000580,-0.3748124599088408
ACH-000584,-0.8424618586435074
ACH-000585,-1.13855558026657
ACH-000588,-0.8963016276488586
ACH-000589,-0.9427207715889192
ACH-000591,-1.1851247622485246
ACH-000593,-0.568677889792655
ACH-000600,-0.7717791857139642
ACH-000601,-0.8813965827949458
ACH-000605,-0.8195750599017055
ACH-000606,-0.7780601448123841
ACH-000608,-0.4632252022474019
ACH-000614,-0.9152065026776096
ACH-000616,-0.8452903689506533
ACH-000618,-0.9372504015332984
ACH-000619,-0.8882280506739438
ACH-000620,-0.7428921173404988
ACH-000621,-0.2966692797504543
ACH-000622,-0.9766315883222546
ACH-000623,-0.9748149601807872
ACH-000624,-0.7866648067617198
ACH-000627,-0.7607100734900485
ACH-000630,-0.921595339874182
ACH-000631,-0.6090379865969845
ACH-000632,-0.9476328890813764
ACH-000633,-0.3869052824595505
ACH-000637,-0.6734390888659656
ACH-000638,-0.6779088132634562
ACH-000646,-0.7595189238563993
ACH-000647,-0.6561082140756581
ACH-000648,-0.8733881420573059
ACH-000649,-0.7095554388448081
ACH-000651,-0.8779728101101388
ACH-000652,-0.8233981911836481
ACH-000653,-0.6796681598934059
ACH-000657,-0.7219255727945555
ACH-000658,-0.6812061541269893
ACH-000661,-0.7402595289582856
ACH-000662,-0.6595430408905162
ACH-000663,-0.9639517077675448
ACH-000665,-0.722056934293938
ACH-000671,-0.6629334558912855
ACH-000672,-0.7206039956845435
ACH-000673,-0.848422091454572
ACH-000676,-0.8010419287184366
ACH-000677,-0.7226951823919278
ACH-000681,-0.9646515597503384
ACH-000683,-0.8968985633887379
ACH-000684,-0.8907457069997453
