,UBE4B (10277)
ACH-000251,-0.18825824705422065
ACH-000252,-0.608907839895124
ACH-000253,-0.2716040211468004
ACH-000255,-0.3255684000437415
ACH-000256,-0.3917743802456615
ACH-000257,-0.4223367406635288
ACH-000258,-0.2829931513557727
ACH-000259,-0.08285157356494915
ACH-000260,-0.23229033168472274
ACH-000261,-0.040070059681687566
ACH-000262,-0.5995151255870934
ACH-000263,-0.561499203514586
ACH-000264,-0.19365079794665813
ACH-000265,-0.3030594956915937
ACH-000266,-0.2271734502435948
ACH-000272,-0.3547712073821122
ACH-000274,-0.36848051557563255
ACH-000277,-0.053563542496001065
ACH-000278,-0.09726669203652748
ACH-000279,-0.6171634354528925
ACH-000280,-0.41364810071205865
ACH-000281,-0.5230992038740166
ACH-000288,-0.5139250584463321
ACH-000291,-0.2953702102267971
ACH-000293,-0.36721666028493205
ACH-000294,-0.4270694463739593
ACH-000295,-0.27170974662833725
ACH-000296,-0.591803776412031
ACH-000302,-0.31620858350258235
ACH-000304,-0.3303756002897281
ACH-000307,-0.29591974666720056
ACH-000308,-0.37696467697484415
ACH-000310,-0.2947329466163934
ACH-000311,-0.5227844491186079
ACH-000312,-0.2906376872198799
ACH-000315,-0.4952429829992244
ACH-000316,-0.3861212383759137
ACH-000317,-0.2239587203269141
ACH-000318,-0.3688911338800582
ACH-000319,-0.4685165158105294
ACH-000320,-0.14324129213186634
ACH-000322,-0.2159775842447309
ACH-000323,-0.6723530185400222
ACH-000324,-0.28060903009243865
ACH-000329,-0.30628642557794833
ACH-000330,-0.06528774446728501
ACH-000331,-0.1081398153672214
ACH-000332,-0.33789187378983576
ACH-000334,-0.5900160386708715
ACH-000335,-0.2538886037694478
ACH-000336,-0.26890206265469435
ACH-000337,-0.3772203017890771
ACH-000338,-0.7462734631437763
ACH-000339,-0.3418652613753011
ACH-000341,-0.2697259535103368
ACH-000348,-0.36211706790331616
ACH-000350,-0.3361800267921156
ACH-000352,-0.4733318107799129
ACH-000356,-0.110227212471013
ACH-000361,-0.4812678178671248
ACH-000362,-0.2835257576727053
ACH-000363,-0.3590941221295276
ACH-000364,-0.4516920442970155
ACH-000365,-0.24228748849100146
ACH-000366,-0.17464550396925546
ACH-000368,-0.1615823504829932
ACH-000374,-0.1055938890878238
ACH-000375,-0.3783159247390246
ACH-000376,-0.39384566112472175
ACH-000381,-0.11379719909843328
ACH-000383,-0.15814078271414772
ACH-000387,-0.3774608434900029
ACH-000389,-0.3251800854341337
ACH-000390,-0.35093899205733536
ACH-000393,-0.2004526037790936
ACH-000395,-0.5582816822736142
ACH-000396,-0.4797590745467683
ACH-000397,-0.3574046645147988
ACH-000401,-0.37227702187965417
ACH-000402,0.06077965632804189
ACH-000403,-0.265640162391625
ACH-000404,-0.3672546796648736
ACH-000406,-0.3511822481745501
ACH-000407,-0.4246989517570087
ACH-000408,-0.3951828026452214
ACH-000410,-0.06591086173155399
ACH-000411,-0.1955073904151354
ACH-000414,-0.4331903356395578
ACH-000415,-0.21105706350303285
ACH-000416,-0.31871958307769915
ACH-000420,-0.04655508903429075
ACH-000421,-0.34191172523322605
ACH-000424,-0.5048948665373174
ACH-000425,-0.3432500214447199
ACH-000426,-0.5079920858750445
ACH-000427,-0.19746962157197265
ACH-000433,-0.4789945310233032
ACH-000435,-0.5896878188269162
ACH-000436,-0.5015771642424421
ACH-000444,-0.3218663725199192
ACH-000445,-0.4302009747229696
ACH-000448,-0.4650059322766045
ACH-000450,-0.1050171003627772
ACH-000452,-0.3574245317475259
ACH-000454,-0.4751052557820931
ACH-000458,-0.4093011913411839
ACH-000459,-0.08940525593752659
ACH-000460,-0.20316779013659675
ACH-000461,-0.5248141412940242
ACH-000463,-0.3482827988609789
ACH-000464,-0.402360652159867
ACH-000466,-0.4854673058844531
ACH-000467,-0.1918777210806298
ACH-000468,-0.3397238021635076
ACH-000469,-0.40976945910051416
ACH-000470,-0.28803674570946125
ACH-000471,-0.3126424202663011
ACH-000472,-0.2691098230160164
ACH-000473,-0.22022976553878415
ACH-000475,-0.3809216693662374
ACH-000476,-0.009870113059191964
ACH-000477,-0.30085080243095597
ACH-000479,-0.3812391689563426
ACH-000480,-0.4417248646240417
ACH-000481,-0.2995185037428029
ACH-000483,-0.1219851848437894
ACH-000484,-0.5422775912881612
ACH-000485,-0.2666428608423221
ACH-000486,-0.20131451271475967
ACH-000487,-0.4348413733583079
ACH-000488,-0.2443830140208907
ACH-000490,-0.3766875355547313
ACH-000491,-0.2759042294742371
ACH-000495,-0.2573595434210821
ACH-000496,-0.5808556135711006
ACH-000499,-0.3134648526466934
ACH-000500,-0.5034497029389643
ACH-000502,-0.3187920526353781
ACH-000503,-0.37633092176808025
ACH-000505,-0.4768638119030389
ACH-000507,-0.17866303900693795
ACH-000510,-0.3975487631264541
ACH-000511,-0.3793361616815947
ACH-000512,-0.24899830473982715
ACH-000516,-0.39285419667584265
ACH-000517,-0.5173637837738925
ACH-000518,-0.031291927824374094
ACH-000520,-0.2152973703983772
ACH-000521,-0.3842652374073693
ACH-000522,-0.3886977168648496
ACH-000524,-0.20404415393989755
ACH-000527,-0.3300006927484436
ACH-000528,-0.22096871937751866
ACH-000537,-0.15801894489164692
ACH-000541,-0.11431951668341875
ACH-000542,-0.4369678645612498
ACH-000544,-0.25715622920574066
ACH-000545,-0.21983882039789931
ACH-000547,-0.8042793064690195
ACH-000548,-0.2371411300828524
ACH-000549,-0.4484810654221428
ACH-000550,-0.4003712541571055
ACH-000552,-0.111007681980122
ACH-000556,-0.09093359548321124
ACH-000557,-0.3672676490153148
ACH-000569,-0.7692468410625913
ACH-000570,-0.6725410752209422
ACH-000571,-0.26399640057983537
ACH-000573,-0.1858871890943676
ACH-000576,-0.7106635025711137
ACH-000579,-0.4298535609935717
ACH-000580,-0.4755202075300502
ACH-000584,-0.25763595633439884
ACH-000585,-0.10239401527855392
ACH-000588,-0.2801122009652737
ACH-000589,-0.4081865176028448
ACH-000591,-0.07940622845318801
ACH-000593,-0.4913456294206633
ACH-000600,-0.1283919556396467
ACH-000601,-0.28563993017377604
ACH-000605,-0.3596313406091909
ACH-000606,0.059337242535922874
ACH-000608,-0.26378477922452026
ACH-000614,-0.6022667885331077
ACH-000616,-0.4819664619895521
ACH-000618,-0.2781056795896455
ACH-000619,-0.5022586627785989
ACH-000620,-0.2273375694075693
ACH-000621,-0.22157958699615385
ACH-000622,-0.2614135226726649
ACH-000623,-0.252506728904256
ACH-000624,-0.250944397197855
ACH-000627,-0.6433162057175789
ACH-000630,-0.4982558682461031
ACH-000631,-0.4032552713656726
ACH-000632,-0.5878738478839461
ACH-000633,-0.3563597341443381
ACH-000637,-0.411981703657498
ACH-000638,-0.2704812566916165
ACH-000646,-0.3032770544616963
ACH-000647,-0.26109222036981217
ACH-000648,-0.16091882247827544
ACH-000649,-0.29828629822696645
ACH-000651,-0.10724789768310296
ACH-000652,-0.18181162315661134
ACH-000653,-0.4851841172452893
ACH-000657,-0.2766636193681321
ACH-000658,-0.4295725535859807
ACH-000661,-0.15781767075668812
ACH-000662,-0.3315032601797564
ACH-000663,-0.25773448311046465
ACH-000665,-0.2402225733497537
ACH-000671,-0.4389600596599252
ACH-000672,0.15636766009998698
ACH-000673,-0.5277645902887629
ACH-000676,-0.2014148994405824
ACH-000677,-0.30377177801172617
ACH-000681,-0.3144727356482242
ACH-000683,-0.21452352454307372
ACH-000684,-0.2588244152157345
ACH-000688,-0.4661713819406565
ACH-000693,-0.2668251524178344
ACH-000694,-0.16378906488447292
ACH-000695,-0.1999277420587584
ACH-000696,-0.41580756092022775
ACH-000697,-0.3449439629707429
ACH-000699,-0.3333363072391444
ACH-000701,-0.3754042822214877
ACH-000706,-0.2435722547593123
ACH-000711,-0.16069581988486384
ACH-000713,-0.4108510588839197
ACH-000714,-0.6249563283926544
ACH-000718,-0.19417736943133568
ACH-000720,-0.4614087173260482
ACH-000721,-0.3270086815191013
ACH-000724,-0.1902045776032137
ACH-000725,-0.20626946052916045
ACH-000732,-0.5420738081642558
ACH-000734,-0.3074988086014599
ACH-000735,-0.3000461191534664
ACH-000736,-0.2563447703582609
ACH-000738,-0.26909688525821285
ACH-000746,-0.4241016056969688
ACH-000747,-0.29240183741100245
ACH-000748,-0.3626755874314836
ACH-000753,-0.5387436826272236
ACH-000756,-0.5167517919157639
ACH-000757,-0.3008010953106213
ACH-000758,-0.09942143814496966
ACH-000760,-0.4658607467446951
ACH-000762,-0.5540245768523421
ACH-000763,-0.3962375487274351
ACH-000764,-0.5041101820759359
ACH-000765,-0.4690392321186597
ACH-000766,-0.38036528196615293
ACH-000767,-0.26920148353719114
ACH-000768,-0.3600331295186414
ACH-000769,-0.13831624709829424
ACH-000770,-0.2630758463148067
ACH-000771,-0.5923938817394169
ACH-000773,-0.4645448693324269
ACH-000776,-0.3419605588213168
ACH-000777,-0.4486016426932393
ACH-000778,-0.14166582490397422
ACH-000781,-0.4566619834780469
ACH-000782,-0.4614283712478118
ACH-000783,-0.2426624425765596
ACH-000784,-0.29216204214383795
ACH-000785,-0.3592940477046416
ACH-000787,-0.21021113768747346
ACH-000788,-0.4968232456910375
ACH-000791,-0.4099354272403214
ACH-000792,-0.4721317828581748
ACH-000794,-0.18467669804941575
ACH-000796,-0.30609801411279586
ACH-000798,-0.3763075762022763
ACH-000799,0.07647110690088793
ACH-000800,-0.2380091160887073
ACH-000802,-0.37928099885369604
ACH-000804,-0.3061636318792569
ACH-000805,-0.40193874855333456
ACH-000809,-0.2230662444205181
ACH-000810,-0.33745953098149184
ACH-000811,-0.29587896363639443
ACH-000817,-0.7060217749571505
ACH-000819,-0.3092229288334529
ACH-000820,0.0462732720980979
ACH-000821,-0.3729672469776877
ACH-000822,-0.35014802060833905
ACH-000823,-0.11660143256852215
ACH-000824,-0.22782416271734135
ACH-000827,-0.2420027876765199
ACH-000829,-0.458227557499463
ACH-000831,-0.26964680945495123
ACH-000832,-0.3028452451753199
ACH-000833,-0.4008967910749572
ACH-000834,-0.05684424499074262
ACH-000835,-0.4049603232343117
ACH-000836,-0.4697362759711799
ACH-000837,-0.2359499766637056
ACH-000838,-0.5483482633668076
ACH-000839,-0.3884665351480736
ACH-000840,-0.5043084508599094
ACH-000841,-0.414589855437202
ACH-000843,-0.08376115146019808
ACH-000846,-0.30073839440776073
ACH-000847,-0.4676048003456856
ACH-000848,-0.19809944220693654
ACH-000849,-0.15902217582656167
ACH-000851,-0.132699694319191
ACH-000855,-0.049448179499663764
ACH-000856,0.06755694825253149
ACH-000858,-0.19789838656299774
ACH-000859,-0.5143230358352342
ACH-000861,-0.3148910990607384
ACH-000862,-0.303685965708255
ACH-000865,-0.18227356046914744
ACH-000866,-0.20112420353262425
ACH-000867,-0.10603551750074798
ACH-000869,-0.5230554389399672
ACH-000872,-0.4993180335988223
ACH-000873,-0.5700985634559521
ACH-000876,-0.5154873174443242
ACH-000878,-0.3075454165046281
ACH-000880,-0.3585571162513115
ACH-000881,-0.4099469973216558
ACH-000882,-0.20698266697723156
ACH-000884,-0.24550935069027546
ACH-000885,0.043523843931003364
ACH-000887,-0.3389232135708742
ACH-000889,-0.5579455562372299
ACH-000896,-0.1111626315851054
ACH-000898,-0.3233848653550677
ACH-000900,-0.4291689996718077
ACH-000901,-0.26035052490725136
ACH-000905,-0.317687462900215
ACH-000906,-0.35830496506902515
ACH-000907,-0.1784033126188404
ACH-000910,-0.2317543814658507
ACH-000911,-0.17208134918147136
ACH-000912,0.13295335250187534
ACH-000913,-0.3271266767682313
ACH-000915,-0.34600557446777025
ACH-000916,-0.4734823480549046
ACH-000917,-0.3520524277278957
ACH-000920,-0.3952285385198553
ACH-000921,-0.3094672211802245
ACH-000924,-0.304556391153926
ACH-000926,-0.3739546301144791
ACH-000928,-0.3830133555654702
ACH-000929,-0.3776868385047537
ACH-000932,-0.3267126238498863
ACH-000935,-0.3290177166714693
ACH-000936,-0.4511786149305521
ACH-000937,-0.2690637986068509
ACH-000938,-0.2918519087234376
ACH-000939,-0.09333299011917053
ACH-000941,-0.16996519433134685
ACH-000943,-0.2543920420813399
ACH-000946,-0.200662492722232
ACH-000947,-0.4048788564058624
ACH-000948,-0.19451500076948705
ACH-000950,-0.4331078318675663
ACH-000953,-0.2634172747408346
ACH-000954,-0.3084260321904186
ACH-000957,-0.2499784442084165
ACH-000958,-0.32245254007468543
ACH-000960,-0.25650116667095874
ACH-000963,-0.30995643716852306
ACH-000968,-0.5362339434725111
ACH-000969,-0.19303469426415149
ACH-000972,-0.10527996799814764
ACH-000973,-0.35881275879524305
ACH-000974,-0.2511855807049553
ACH-000978,-0.4310094977707287
ACH-000984,-0.2268716275149137
ACH-000986,-0.009345383537768277
ACH-000988,-0.08279160999427783
ACH-000993,-0.33504596763779576
ACH-000994,-0.3325731598747029
ACH-000996,-0.24028940849369185
ACH-001001,-0.33045053289252674
ACH-001020,0.0895386854812671
ACH-001028,-0.1819357754316148
ACH-001031,-0.5013820640436841
ACH-001038,-0.3820401882291343
ACH-001048,-0.3545907650562149
ACH-001050,-0.12436919127073973
ACH-001053,-0.5748847326768588
ACH-001054,-0.3497325543209425
ACH-001061,-0.2010260491378981
ACH-001067,-0.4810596873677416
ACH-001075,-0.27713231617614464
ACH-001096,-0.2995066294334996
ACH-001111,-0.6695092997146712
ACH-001119,-0.3083720450459042
ACH-001128,-0.4566812170951823
ACH-001134,-0.11241971116409608
ACH-001151,-0.1604125249629148
ACH-001163,-0.2785191403607027
ACH-001164,-0.4511594124436656
ACH-001183,-0.30032173853021643
ACH-001192,-0.4067019719758645
ACH-001193,-0.1295780416301287
ACH-001196,-0.08208974231857691
ACH-001197,-0.36009367502358763
ACH-001205,-0.5630240427305783
ACH-001211,-0.21748329392889856
ACH-001212,-0.2601671225220613
ACH-001228,-0.5064428882053807
ACH-001232,-0.3486289462621629
ACH-001239,-0.27556104976617235
ACH-001270,-0.07931129095274334
ACH-001274,-0.3226556917208238
ACH-001275,-0.2915065549066495
ACH-001277,-0.18056631773529586
ACH-001278,-0.1854798290291954
ACH-001280,-0.11392181283641525
ACH-001283,-0.3367095235247413
ACH-001289,-0.4063607702393899
ACH-001300,0.05716937052896572
ACH-001301,-0.2105428992990836
ACH-001302,-0.3715538183962682
ACH-001306,-0.3445845658260892
ACH-001318,-0.010316519354455742
ACH-001322,-0.3729386758172464
ACH-001328,-0.11051098111390208
ACH-001332,0.016802871369275364
ACH-001336,-0.3593636299959972
ACH-001346,-0.25151193952080503
ACH-001353,-0.4327516903850113
ACH-001354,0.21118201124510366
ACH-001367,-0.21007948814605387
ACH-001368,-0.4123759381910915
ACH-001374,-0.21935177808972184
ACH-001377,-0.32173106171733984
ACH-001380,-0.3148310675018816
ACH-001391,-0.08246324500896128
ACH-001408,-0.20295911825583252
ACH-001430,-0.5571558422236379
ACH-001431,-0.6138115681784931
ACH-001450,-0.1887395203328612
ACH-001496,-0.2290842264220518
ACH-001500,-0.3627123750279323
ACH-001523,-0.16563450535065888
ACH-001532,-0.3381623459203421
ACH-001550,-0.25389678115318304
ACH-001552,-0.2280809143153885
ACH-001554,-0.2478470221948475
ACH-001654,-0.28740801009895434
ACH-001735,-0.2864326839712745
ACH-001736,-0.07735647997102214
ACH-001737,-0.3563723312673613
ACH-001740,-0.3380747944598278
ACH-001745,-0.31357274697345905
ACH-001765,-0.15553450527555351
