,IL12RB2 (3595)
ACH-000330,-0.2367707293261516
ACH-000331,-0.4019393711012792
ACH-000332,-0.28672928965597355
ACH-000334,-0.3586950318332132
ACH-000335,-0.23054378714137866
ACH-000336,-0.3731844320912304
ACH-000337,-0.17571727173469318
ACH-000338,0.2686756412025737
ACH-000339,-0.16193334927946948
ACH-000341,-0.27425991539495786
ACH-000348,-0.15631358920868482
ACH-000350,-0.13890836722196184
ACH-000352,-0.199486523305316
ACH-000356,-0.16857012915424166
ACH-000361,-0.03746370565591494
ACH-000362,-0.1943448495512154
ACH-000363,-0.18983737898963648
ACH-000364,-0.3565928076547247
ACH-000365,-0.2438547446130223
ACH-000366,-0.27247575159268994
ACH-000368,-0.4514806931933639
ACH-000374,-0.2218850485183564
ACH-000375,-0.34204377336821007
ACH-000376,-0.2885674570609273
ACH-000381,-0.12797062481759094
ACH-000383,-0.25892153673979484
ACH-000387,-0.10102969129461156
ACH-000389,-0.3439600872462946
ACH-000390,-0.16893304611685767
ACH-000393,-0.16503883276615836
ACH-000395,-0.183908786349881
ACH-000396,-0.300080406286065
ACH-000397,-0.2201126699376636
ACH-000401,-0.29113422434171954
ACH-000402,-0.3608127824797072
ACH-000403,-0.3349694174614116
ACH-000404,-0.3858793069628884
ACH-000406,-0.183248303228678
ACH-000407,-0.3852107699491297
ACH-000408,-0.1884574944753523
ACH-000410,-0.3117812566307485
ACH-000411,-0.30357763891442063
ACH-000414,-0.26511403356246355
ACH-000415,-0.2022598470121893
ACH-000416,-0.16747314428885074
ACH-000420,-0.006886113809606123
ACH-000421,-0.17941635269217404
ACH-000424,-0.2107476622978274
ACH-000425,-0.2848815813245387
ACH-000426,-0.13877491935275174
ACH-000427,-0.17742627005345055
ACH-000433,-0.21754050601581387
ACH-000435,-0.2669305317873719
ACH-000436,-0.3677712245932003
ACH-000444,-0.27595173692291564
ACH-000445,-0.1621469863506417
ACH-000448,-0.3010690834964679
ACH-000450,-0.3597284510258485
ACH-000452,-0.13144035251183528
ACH-000454,-0.1542151443221104
ACH-000458,-0.42094932613346303
ACH-000459,-0.2931851637550032
ACH-000460,-0.3179868136221806
ACH-000461,-0.2365687640783597
ACH-000463,-0.310620612885769
ACH-000464,-0.4449665835362177
ACH-000466,-0.14671077037545366
ACH-000467,-0.19985145683408095
ACH-000468,-0.14636699555854807
ACH-000469,-0.10201307838615928
ACH-000470,-0.00571909178424859
ACH-000471,-0.19704378214750806
ACH-000472,-0.21594371623229536
ACH-000473,-0.31650287978145336
ACH-000475,-0.21898760388778532
ACH-000476,-0.22434493343984915
ACH-000477,-0.4280212412699558
ACH-000479,-0.18643638317928066
ACH-000480,-0.2496153385285503
ACH-000481,-0.2402488730272837
ACH-000483,-0.2423440175124323
ACH-000484,-0.26757936979240976
ACH-000485,-0.3811889482521905
ACH-000486,-0.26482269028974664
ACH-000487,-0.3090936029214346
ACH-000488,-0.23158573326667986
ACH-000490,-0.3214497685886327
ACH-000491,-0.21652484667713556
ACH-000495,-0.16293533190850865
ACH-000496,-0.3309898168201433
ACH-000499,-0.2946539522907845
ACH-000500,-0.1696992464498107
ACH-000502,-0.2645353730578803
ACH-000503,-0.18050940794587167
ACH-000505,-0.268759983426545
ACH-000507,-0.1579925555342199
ACH-000510,-0.2499513560295525
ACH-000511,-0.348982769163839
ACH-000512,-0.18513977342348148
ACH-000516,-0.1648938706122443
ACH-000517,-0.26683576902263484
ACH-000518,-0.2917276735017714
ACH-000520,-0.3628239161235409
ACH-000521,-0.36432345789987103
ACH-000522,-0.2850086491436441
ACH-000524,-0.34776763565863394
ACH-000527,-0.2296433272881032
ACH-000528,-0.19264848047363786
ACH-000537,-0.1858022278205825
ACH-000541,-0.456514696097561
ACH-000542,-0.2932375217038957
ACH-000544,-0.27480578885268064
ACH-000545,-0.1965008523955277
ACH-000547,-0.3761740815347321
ACH-000548,-0.2626728202963432
ACH-000549,-0.10190007532253714
ACH-000550,-0.199206372404794
ACH-000552,-0.2346636952844965
ACH-000556,-0.2536800120669755
ACH-000557,-0.18656997666772696
ACH-000569,-0.23271128349558384
ACH-000570,-0.3042215210333411
ACH-000571,-0.2565180233313668
ACH-000573,-0.2523396781874627
ACH-000576,-0.13752617719061971
ACH-000579,-0.08920698758464454
ACH-000580,-0.19958438736932507
ACH-000584,-0.19970392658009425
ACH-000585,-0.3642309660849995
ACH-000588,-0.27783838865187505
ACH-000589,-0.2657775773206482
ACH-000591,-0.1788618302596482
ACH-000593,-0.22482498323012934
ACH-000600,-0.27745553768553466
ACH-000601,-0.2347946411455815
ACH-000605,-0.30848871811873113
ACH-000606,-0.2527385720469909
ACH-000608,-0.3441750451400334
ACH-000614,-0.09629552146319034
ACH-000616,-0.21246083942289387
ACH-000618,-0.17751716692646927
ACH-000619,-0.2340643947422288
ACH-000620,-0.35450466032686284
ACH-000621,-0.3333213837766373
ACH-000622,-0.2991907175230779
ACH-000623,-0.21103013257667927
ACH-000624,-0.2958364471049651
ACH-000627,-0.24820265560095636
ACH-000630,-0.2949557361223649
ACH-000631,-0.020599923323877743
ACH-000632,-0.3089847001902844
ACH-000633,-0.21842335220159625
ACH-000637,-0.2291911306940609
ACH-000638,-0.3422426503057589
ACH-000646,-0.17806023469013635
ACH-000647,-0.15233982508454888
ACH-000648,-0.40142104199062295
ACH-000649,-0.17327420270395488
ACH-000651,-0.2677970186825842
ACH-000652,-0.0990779479012356
ACH-000653,-0.3638363169894268
ACH-000657,-0.2231532151148415
ACH-000658,-0.2292072642301812
ACH-000661,-0.23312561768348103
ACH-000662,-0.2283319851869753
ACH-000663,-0.07221759802199673
ACH-000665,-0.26967834552186737
ACH-000671,-0.1804638972662037
ACH-000672,-0.4029695638781335
ACH-000673,-0.2638043067521169
ACH-000676,-0.1606776934747888
ACH-000677,-0.2404854448299536
ACH-000681,-0.17986905066923567
ACH-000683,-0.3905666534011658
ACH-000684,-0.2394441778166528
ACH-000688,-0.2637526916378938
ACH-000693,-0.12859631021812082
ACH-000694,-0.2314960440073606
ACH-000695,-0.16808953260115836
ACH-000696,-0.24593770465932194
ACH-000697,-0.20248294284372
ACH-000699,-0.24723985034999996
ACH-000701,-0.3542531613356725
ACH-000706,-0.2104221487272824
ACH-000711,-0.3178093052478126
ACH-000713,-0.36973965997723857
ACH-000714,-0.3879303223497665
ACH-000718,-0.26632436475736976
ACH-000720,-0.2233858346711738
ACH-000721,-0.2570545880486071
ACH-000724,-0.24387112203493616
ACH-000725,-0.3839633718202886
ACH-000732,-0.12237281219672398
ACH-000734,-0.2089175832165483
ACH-000735,-0.2562661024077697
ACH-000736,-0.22987102034469356
ACH-000738,-0.11885504555508145
ACH-000746,-0.15451666944285064
ACH-000747,-0.2181273093500112
ACH-000748,-0.2282581075905827
ACH-000753,-0.1980458936474884
ACH-000756,-0.2445827590386664
ACH-000757,-0.29829784604079995
ACH-000758,-0.18332528942117413
ACH-000760,-0.2771906175017633
ACH-000762,-0.1761976804187412
ACH-000763,-0.5050265073960104
ACH-000764,-0.12392573641765205
ACH-000765,-0.18878326428475126
ACH-000766,-0.22478917895088146
ACH-000767,-0.30664104651473073
ACH-000768,-0.18150794132041492
ACH-000769,-0.0541110588067441
ACH-000770,-0.22478846733055804
ACH-000771,-0.1426303090439414
ACH-000773,-0.1835483423141645
ACH-000776,-0.3230510129727965
ACH-000777,-0.26778377229604994
ACH-000778,-0.2899674907025051
ACH-000781,-0.21670488681889272
ACH-000782,-0.30197580534340096
ACH-000783,-0.365904361655042
ACH-000784,-0.1933123633451168
ACH-000785,-0.256860352017796
ACH-000787,-0.09165896137355994
ACH-000788,-0.20467238244874592
ACH-000791,-0.3660802373665274
ACH-000792,-0.20360937768957016
ACH-000794,-0.1934053916859842
ACH-000796,-0.09890920046843404
ACH-000798,-0.29161546461319704
ACH-000799,-0.3201944246962093
ACH-000800,-0.3309535111743985
ACH-000802,-0.2204267229665664
ACH-000804,-0.2260229474732035
ACH-000805,-0.34160794850291065
ACH-000809,-0.17050437875343458
ACH-000810,-0.21286188842909584
ACH-000811,-0.17967038779014652
ACH-000817,-0.1709766238873006
ACH-000819,-0.16717192336624864
ACH-000820,-0.21927541369940048
ACH-000821,-0.1374230651350212
ACH-000822,-0.10755887128357633
ACH-000823,-0.2657613487574629
ACH-000824,-0.24844654996762985
ACH-000827,-0.19845095627135112
ACH-000829,-0.2206274108803984
ACH-000831,-0.2434387537846006
ACH-000832,-0.1452675085623788
ACH-000833,-0.07918188349180053
ACH-000834,-0.24702402969965576
ACH-000835,-0.11148861320533343
ACH-000836,-0.1367939040581061
ACH-000837,-0.22610124082403135
ACH-000838,-0.1076156676531596
ACH-000839,-0.3538734009723724
ACH-000840,-0.2799792730505461
ACH-000841,-0.15603527240008658
ACH-000843,-0.14143276617076547
ACH-000846,-0.06063733411931485
ACH-000847,-0.06826974978479597
ACH-000848,-0.11454621641935638
ACH-000849,-0.2604123574736977
ACH-000851,-0.16655733960516378
ACH-000855,-0.3112992480442677
ACH-000856,-0.2391015135249301
ACH-000858,-0.3746810292974206
ACH-000859,-0.04873870107505509
ACH-000861,-0.3051456142249516
ACH-000862,-0.2070194512050212
ACH-000865,-0.15834759984137944
ACH-000866,-0.27400066209787344
ACH-000867,-0.2321755883579005
ACH-000869,-0.28674147708047265
ACH-000872,-0.36533260464272027
ACH-000873,-0.18655081673480692
ACH-000876,-0.22559791224432066
ACH-000878,-0.05276993448026634
ACH-000880,-0.14784902105723755
ACH-000881,-0.13475938559443246
ACH-000882,-0.2877859167968957
ACH-000884,-0.08436486078910957
ACH-000885,-0.20399723888243196
ACH-000887,-0.2354725798706369
ACH-000889,-0.1998129325966754
ACH-000896,-0.2584817988369712
ACH-000898,-0.3753782389279763
ACH-000900,-0.3564734295558289
ACH-000901,-0.3161820330760973
ACH-000905,-0.208641048291916
ACH-000906,-0.15682835171830908
ACH-000907,-0.4362607086325091
ACH-000910,-0.22473705064960228
ACH-000911,-0.19885867112612027
ACH-000912,-0.1572444027655358
ACH-000913,-0.1946860077252026
ACH-000915,-0.2499946723585621
ACH-000916,-0.161468529583211
ACH-000917,-0.27468428785091004
ACH-000920,-0.23311140846202585
ACH-000921,-0.18313623593533992
ACH-000924,-0.1786152476785719
ACH-000926,-0.0984906506323796
ACH-000928,-0.2489250300849249
ACH-000929,-0.018912073947943836
ACH-000932,-0.2816304107323959
ACH-000935,-0.12064272233078314
ACH-000936,-0.2548705121035218
ACH-000937,-0.3272510461615414
ACH-000938,-0.2367387698625227
ACH-000939,-0.24233072238815515
ACH-000941,-0.2727215081737344
ACH-000943,-0.2415104092195844
ACH-000946,-0.2019437550122428
ACH-000947,-0.21649697006704188
ACH-000948,-0.2213868900289495
ACH-000950,-0.18401550546937567
ACH-000953,-0.2976394176645722
ACH-000954,-0.1915242657692032
ACH-000957,-0.22187744099110093
ACH-000958,-0.3432967596297489
ACH-000960,-0.2976125393706637
ACH-000963,-0.21993564805524585
ACH-000968,-0.18946174628315107
ACH-000969,-0.3362098042302874
ACH-000972,-0.09222604006458067
ACH-000973,-0.2775208665777162
ACH-000974,-0.2457585634200013
ACH-000978,-0.22531492819141216
ACH-000984,-0.12031146154569995
ACH-000986,-0.2999316051850157
ACH-000988,-0.14605460537682094
ACH-000993,-0.3443637519339969
ACH-000994,-0.32777138588786503
ACH-000996,-0.2651071519403059
ACH-001001,-0.26715952829313644
ACH-001020,-0.3342907514575251
ACH-001028,-0.21213759431237056
ACH-001031,-0.1570949783645354
ACH-001038,-0.20197750333548695
ACH-001048,-0.33399443067066154
ACH-001050,-0.2480906888004311
ACH-001053,-0.18352583419299925
ACH-001054,-0.0772308473218606
ACH-001061,-0.1932721760836849
ACH-001067,-0.3107987668386627
ACH-001075,-0.12946531829387567
ACH-001096,-0.2421025711905093
ACH-001111,-0.383516738850804
ACH-001119,-0.2514882175493817
ACH-001128,-0.2825985272932953
ACH-001134,-0.06794896445745327
ACH-001151,-0.2050514892055154
ACH-001163,-0.22206332274259785
ACH-001164,-0.16006728926228905
ACH-001183,-0.21804399079053846
ACH-001192,-0.20840801365330625
ACH-001193,-0.32922961260845124
ACH-001196,-0.1542062938258444
ACH-001197,-0.5223574083155789
ACH-001205,-0.1947682891436756
ACH-001211,-0.2509111036337369
ACH-001212,-0.21996933385668807
ACH-001228,-0.23539716934807145
ACH-001232,-0.27790637690953424
ACH-001239,-0.3449076485413225
ACH-001270,-0.08150052019804155
ACH-001274,-0.2374773484110653
ACH-001275,-0.15483374999367142
ACH-001277,-0.07691976342589939
ACH-001278,-0.2511657806932695
ACH-001280,-0.32471461560187354
ACH-001283,-0.1370380730299686
ACH-001289,-0.21532467846535802
ACH-001300,-0.15573740824544566
ACH-001301,-0.13339146731702325
ACH-001302,-0.4099333448985612
ACH-001306,-0.27005259690755823
ACH-001318,-0.20835182663821852
ACH-001322,-0.25330501485669804
ACH-001328,-0.3217699275653924
ACH-001332,-0.20317020488972687
ACH-001336,-0.19863794429776707
ACH-001346,-0.30145177250094146
ACH-001353,-0.2281914277853513
ACH-001354,-0.4287618203150973
ACH-001367,-0.4815756725594893
ACH-001368,-0.17750218521955152
ACH-001374,-0.03949347679493331
ACH-001377,-0.07589116871179984
ACH-001380,-0.21213248757929212
ACH-001391,-0.3582850812429347
ACH-001408,-0.3288709580753761
ACH-001430,-0.2660196848763582
ACH-001431,-0.23374826234166945
ACH-001450,-0.3956981892527872
ACH-001496,-0.28109682911912953
ACH-001500,-0.2036432340189145
ACH-001523,-0.3416224873326125
ACH-001532,-0.316988889657781
ACH-001550,-0.26815389386245003
ACH-001552,-0.4450734582790359
ACH-001554,-0.2208622859709154
ACH-001654,-0.22314232076320364
ACH-001735,-0.2157925859152401
ACH-001736,-0.1841716268545078
ACH-001737,-0.34913033140959376
ACH-001740,-0.21623881097861855
ACH-001745,-0.16928341115440707
ACH-001765,-0.09622508622071473
