,GOLGA8B (440270)
ACH-000004,0.118005225267136
ACH-000005,0.5818666465717579
ACH-000007,-0.15891932532291553
ACH-000009,0.07975547612805771
ACH-000011,0.2109767287483609
ACH-000012,-0.050923031060118286
ACH-000013,0.1893377879042805
ACH-000014,-0.0305819221431408
ACH-000015,0.16029684182558412
ACH-000017,0.15356656232691165
ACH-000018,0.22860839581994116
ACH-000019,0.12347576583393055
ACH-000021,0.2120644455259544
ACH-000022,0.121964625366366
ACH-000025,0.03836194547734936
ACH-000028,0.1846826890235729
ACH-000030,0.20644011895620915
ACH-000035,0.16666945608335532
ACH-000036,0.2279686193719764
ACH-000037,0.2332637406738025
ACH-000039,0.2634410763503713
ACH-000040,0.13148130984531722
ACH-000041,0.2812624988144283
ACH-000042,0.2835105234953825
ACH-000045,0.08104752105417024
ACH-000047,0.17303973162630026
ACH-000052,0.10098661115342802
ACH-000053,0.13089268632107529
ACH-000054,0.14492943833383748
ACH-000055,-0.006956402617173717
ACH-000060,0.22375433207425333
ACH-000067,0.1173708610675422
ACH-000070,0.14742937274408593
ACH-000075,0.23538260676994385
ACH-000078,0.15349088370574707
ACH-000082,0.16119379396483535
ACH-000085,0.1360515310852817
ACH-000086,0.1371851259895452
ACH-000087,0.11793278264676765
ACH-000092,0.13645982803661924
ACH-000095,0.33504278783240504
ACH-000097,0.20297199559575502
ACH-000098,0.17128711760492207
ACH-000099,0.16100286132201455
ACH-000108,0.2225099645708444
ACH-000113,0.13622242059464684
ACH-000116,0.19566061129563336
ACH-000118,0.2055009654547812
ACH-000120,0.1467228744129537
ACH-000123,0.15628762502875465
ACH-000127,0.07304433454171272
ACH-000128,0.15526150648953715
ACH-000132,0.08725830362830816
ACH-000133,0.12816871638401714
ACH-000137,0.14123076167956292
ACH-000138,0.22253367291212536
ACH-000142,0.1811696774630088
ACH-000143,0.15549157346902154
ACH-000146,0.06934682177338994
ACH-000148,0.17435662126546342
ACH-000150,0.22163568135781406
ACH-000152,0.0979608013627456
ACH-000153,-0.01290859551048275
ACH-000159,0.17663442422460807
ACH-000160,0.23874674162723197
ACH-000163,0.21491474624677945
ACH-000167,0.09425297152557027
ACH-000168,0.29569614879717865
ACH-000169,0.1583857280872331
ACH-000178,0.1099873539704284
ACH-000183,0.11448428664896755
ACH-000188,0.2267786246003505
ACH-000189,-0.06020714229075778
ACH-000190,-0.13931924939664556
ACH-000198,0.0976361454836597
ACH-000203,0.1122302874438925
ACH-000204,-0.005579883731485761
ACH-000206,0.23927809354428575
ACH-000207,0.2164268908088446
ACH-000208,0.04600193696345228
ACH-000210,-0.08869492709498837
ACH-000211,0.18428511446329576
ACH-000215,0.15457755169177384
ACH-000221,0.1140460064671504
ACH-000222,0.15979330569237782
ACH-000223,0.06553139779310248
ACH-000226,0.05715892142220591
ACH-000227,0.2248727750892764
ACH-000228,0.22821501364714195
ACH-000231,0.148126909823865
ACH-000232,0.3223173818268881
ACH-000233,0.134170890346506
ACH-000234,0.17989058089815255
ACH-000235,0.11092491511760798
ACH-000237,0.0771950731140276
ACH-000238,0.09607160288900383
ACH-000242,0.0004688257684894054
ACH-000243,0.11892122380056484
ACH-000244,0.19258108199953727
ACH-000246,0.180102516595371
ACH-000248,0.1976574193778036
ACH-000250,0.21845237144923285
ACH-000251,0.33192476071647264
ACH-000252,-0.0890856525371737
ACH-000253,0.2322389756388183
ACH-000255,0.1274704173318825
ACH-000256,0.11632445498633855
ACH-000257,-0.03918494475178602
ACH-000258,0.2628249821266416
ACH-000259,0.20150756513606544
ACH-000260,0.1395713450562171
ACH-000261,0.19493523616615288
ACH-000262,0.2286599514508993
ACH-000263,0.2611609983735572
ACH-000264,0.04719740914518946
ACH-000265,0.08892692336322243
ACH-000266,0.09405785350493512
ACH-000272,0.10365031770818467
ACH-000274,0.1388451877696283
ACH-000277,0.12802105573605307
ACH-000278,0.226120219093243
ACH-000279,0.0987499162588688
ACH-000280,0.19395073277006375
ACH-000281,0.3928651683434928
ACH-000288,0.06893030936986815
ACH-000291,0.161884986290875
ACH-000293,0.16044775742422934
ACH-000294,-0.08774505442998826
ACH-000295,0.2206075841364583
ACH-000296,0.04862284265225994
ACH-000302,0.1532009778141371
ACH-000304,0.18210253113022
ACH-000307,0.1596686036958494
ACH-000308,0.1703060284869507
ACH-000310,0.14803083502308112
ACH-000311,0.2121604120634144
ACH-000312,0.2666608466311354
ACH-000315,0.047481077900024204
ACH-000316,0.2366337217931707
ACH-000317,0.23140373685894125
ACH-000318,0.1569094198190511
ACH-000319,0.11557779661668713
ACH-000320,0.09441272507829213
ACH-000322,0.15614998775643654
ACH-000323,0.1954345866049663
ACH-000324,0.20784903651726372
ACH-000329,0.16797062102109594
ACH-000330,0.2037888989715465
ACH-000331,0.16644770096467956
ACH-000332,0.21443343935988132
ACH-000334,0.14696959171924293
ACH-000335,-0.0417041990187029
ACH-000336,0.29794761642533524
ACH-000337,0.27034809812511634
ACH-000338,0.11638190530193313
ACH-000339,0.2850396471521614
ACH-000341,0.0873379083103421
ACH-000348,0.12431763345832444
ACH-000350,0.03822928930928485
ACH-000352,0.04603782545985139
ACH-000356,0.15769638277958026
ACH-000361,0.14382810387889305
ACH-000362,0.12270312226818755
ACH-000363,0.10734258819917687
ACH-000364,0.040264838734299535
ACH-000365,0.16710472449824507
ACH-000366,0.150943001378519
ACH-000368,0.13988721452347927
ACH-000374,0.005766402138615102
ACH-000375,0.06860980907725284
ACH-000376,0.11235502888366936
ACH-000381,0.23011302610214365
ACH-000383,0.0943618980157536
ACH-000387,0.17858926737313538
ACH-000389,0.11521757466961065
ACH-000390,0.22634156193026364
ACH-000393,0.20610634842837647
ACH-000395,0.09249935594330852
ACH-000396,0.0705531217988943
ACH-000397,0.08877799050035881
ACH-000401,0.1804295396907472
ACH-000402,0.0180733296661475
ACH-000403,0.14213771312454568
ACH-000404,-0.12275387440877072
ACH-000406,0.2756528647106513
ACH-000407,0.029797002595269476
ACH-000408,0.03865107578544112
ACH-000410,0.07836808648502074
ACH-000411,0.28347223208628713
ACH-000414,0.26634674255755825
ACH-000415,0.20365882231459684
ACH-000416,0.1400325657826862
ACH-000420,0.11886963223295223
ACH-000421,0.2386209987426049
ACH-000424,0.03046995534534975
ACH-000425,0.027775603102149642
ACH-000426,0.15459156161003
ACH-000427,0.13798937497984354
ACH-000433,0.0816868758584062
ACH-000435,-0.010542388084563968
ACH-000436,0.08164386222908003
ACH-000444,0.11987058427324812
ACH-000445,-0.03568457072555078
ACH-000448,0.05586328027476388
ACH-000450,0.2542921187462836
ACH-000452,0.07534923905843678
ACH-000454,0.1881179473326913
ACH-000458,0.1666203557954061
ACH-000459,0.19652702860672555
ACH-000460,0.11629509299844047
ACH-000461,-0.005820679024375726
ACH-000463,0.10902555169037892
ACH-000464,0.05332835243314614
ACH-000466,0.21341774725192472
ACH-000467,0.14939626419250074
ACH-000468,0.1670273152866391
ACH-000469,0.12834791265318346
ACH-000470,0.11867850681621175
ACH-000471,0.16039969700687004
ACH-000472,0.131946748495257
ACH-000473,0.18815922919289127
ACH-000475,0.1840462971513853
ACH-000476,0.3196914167584217
ACH-000477,0.12622861460930768
ACH-000479,-0.05861662908304385
ACH-000480,0.2133268593251263
ACH-000481,0.0015485722984994144
ACH-000483,0.025284069118110587
ACH-000484,0.17000616780129513
ACH-000485,0.14779955830166655
ACH-000486,0.1348978896136615
ACH-000487,0.07693344020198749
ACH-000488,0.07813840619036737
ACH-000490,0.19304592385172145
ACH-000491,0.1788184514751657
ACH-000495,0.06373621310494827
ACH-000496,0.10145811522123173
ACH-000499,0.07041328662897367
ACH-000500,0.20331655096975446
ACH-000502,0.1591148654984494
ACH-000503,-0.01805495082405936
ACH-000505,0.07400734205529005
ACH-000507,0.1672514514441317
ACH-000510,0.17215934775573685
ACH-000511,0.1442368353316367
ACH-000512,-0.11983386826480298
