,SH3GL1 (6455)
ACH-000004,-0.20549699089813656
ACH-000005,-0.19651015690103474
ACH-000007,-0.4158989417472556
ACH-000009,-0.15988381415161165
ACH-000011,-0.1650920880081254
ACH-000012,-0.18009174529833175
ACH-000013,-0.3098597493523418
ACH-000014,-0.2469640939455669
ACH-000015,-0.017530002641814525
ACH-000017,-0.5415149148874626
ACH-000018,-0.0998440052918734
ACH-000019,-0.3502758001998737
ACH-000021,-0.2872657491571906
ACH-000022,-0.1819948986088124
ACH-000025,-0.08013546750058374
ACH-000028,-0.25561151440347
ACH-000030,-0.18562231689390352
ACH-000035,-0.24998059211864995
ACH-000036,0.08989913013211466
ACH-000037,-0.250227399215916
ACH-000039,-0.1613076900475805
ACH-000040,-0.23765431406510545
ACH-000041,-0.21891348433699664
ACH-000042,-0.2467822403046309
ACH-000045,-0.3560060000988292
ACH-000047,-0.1525248663637258
ACH-000052,-0.2924900680046981
ACH-000053,-0.6818304643412882
ACH-000054,-0.10967037809288764
ACH-000055,-0.08572365160764259
ACH-000060,0.07973509445573038
ACH-000067,0.02469329661904276
ACH-000070,-0.4661314598215054
ACH-000075,-0.32479534529816106
ACH-000078,-0.3071225732199925
ACH-000082,-0.2965708642668533
ACH-000085,-0.2098321696081029
ACH-000086,-0.20351618292754256
ACH-000087,-0.05362905824547799
ACH-000092,-0.2542130211094839
ACH-000095,-0.2603348270361889
ACH-000097,-0.19743557883008686
ACH-000098,-0.2315955188302277
ACH-000099,-0.3181932615091712
ACH-000108,-0.13688774063473513
ACH-000113,-0.1835640471686173
ACH-000116,-0.18992139056190327
ACH-000118,0.0008705084223761517
ACH-000120,-0.23536853541074085
ACH-000123,-0.3712247962819066
ACH-000127,-0.2965551111273277
ACH-000128,-0.2407042501056252
ACH-000132,-0.306250606608877
ACH-000133,-0.2022452498813268
ACH-000137,-0.13643652689632346
ACH-000138,-0.14193491477678147
ACH-000142,-0.2535987261413195
ACH-000143,0.09474109617866283
ACH-000146,-0.2306582656716285
ACH-000148,-0.19313232696195184
ACH-000150,-0.2477914261292423
ACH-000152,-0.1847035344052431
ACH-000153,-0.11950135524767087
ACH-000159,-0.277049243008383
ACH-000160,-0.2331741790916357
ACH-000163,-0.16782213900326914
ACH-000167,-0.7251382715737876
ACH-000168,-0.3176983731783217
ACH-000169,-0.16933188046963113
ACH-000178,-0.1704579445986496
ACH-000183,-0.4652059822781018
ACH-000188,-0.4037513643875209
ACH-000189,-0.3784859045985898
ACH-000190,-0.405011818535827
ACH-000198,-0.22174285142432892
ACH-000203,0.050556268381453766
ACH-000204,-0.2895328126436012
ACH-000206,-0.5387699243669205
ACH-000207,-0.32077760642538394
ACH-000208,-0.1886503412367858
ACH-000210,-0.1453411685399726
ACH-000211,-0.1831148541832245
ACH-000215,-0.25676991124474313
ACH-000221,-0.20610464891207486
ACH-000222,-0.2051563656669172
ACH-000223,-0.13407568486577742
ACH-000226,-0.14698612008583015
ACH-000227,-0.2324731643002929
ACH-000228,-0.3627953402365639
ACH-000231,-0.18942797335776046
ACH-000232,-0.09001517116279457
ACH-000233,-0.16897771226281286
ACH-000234,-0.11390073620383412
ACH-000235,-0.2396934191500553
ACH-000237,-0.2038512774543031
ACH-000238,-0.13810165971906638
ACH-000242,-0.5139674778269829
ACH-000243,-0.32746885187596025
ACH-000244,-0.31126849306580706
ACH-000246,-0.15575050921872147
ACH-000248,-0.1898795829512131
ACH-000250,-0.2290645376906449
ACH-000251,0.06896309527258894
ACH-000252,-0.002033103282354461
ACH-000253,-0.10588078797373973
ACH-000255,-0.2558067016125756
ACH-000256,-0.4036875231453273
ACH-000257,-0.2801363942697274
ACH-000258,-0.1703542699469529
ACH-000259,-0.34204247463920645
ACH-000260,-0.19052739061470628
ACH-000261,-0.28196461559662644
ACH-000262,0.08476866515285954
ACH-000263,-0.4377228878169345
ACH-000264,-0.2492064670982249
ACH-000265,-0.1963444205138368
ACH-000266,-0.15681635818227255
ACH-000272,-0.11603325525494265
ACH-000274,-0.2362174416109736
ACH-000277,-0.09172630869947818
ACH-000278,-0.22339641784544664
ACH-000279,-0.23607878616599764
ACH-000280,-0.14540338548491158
ACH-000281,-0.26604229032986737
ACH-000288,-0.4634303654143695
ACH-000291,-0.10076377950302087
ACH-000293,-0.19489429205113776
ACH-000294,-0.9087686404859424
ACH-000295,-0.3260920004860212
ACH-000296,-0.28276190005960944
ACH-000302,-0.2690448862839516
ACH-000304,0.038517092051559766
ACH-000307,-0.15776241701894236
ACH-000308,-0.249578744863712
ACH-000310,-0.14082671686260528
ACH-000311,-0.11577074059181275
ACH-000312,-0.27403603584875824
ACH-000315,-1.0169605991273962
ACH-000316,-0.12228110462270388
ACH-000317,-0.20071690865843508
ACH-000318,-0.14756716458727984
ACH-000319,-0.26044210449727245
ACH-000320,-0.22250063143679866
ACH-000322,-0.1266465565645042
ACH-000323,-0.124092733238096
ACH-000324,-0.1825443013184514
ACH-000329,-0.20439551395702707
ACH-000330,-0.28224975279573994
ACH-000331,-0.17475706108207156
ACH-000332,-0.17856994913386975
ACH-000334,-0.93008998009526
ACH-000335,-0.18640360669952288
ACH-000336,-0.0007046554691891781
ACH-000337,-0.0404529919818469
ACH-000338,-0.21453206486715906
ACH-000339,-0.14885578324500434
ACH-000341,-0.4043384783071441
ACH-000348,-0.2166420206941557
ACH-000350,-0.2725290865844492
ACH-000352,-0.23806661433011764
ACH-000356,0.1181803140799388
ACH-000361,-0.28213474088636203
ACH-000362,-0.4839915280868566
ACH-000363,-0.2832322006786254
ACH-000364,0.040229524210985065
ACH-000365,-0.17569488595522487
ACH-000366,-0.3557638915504222
ACH-000368,-0.2586595138487668
ACH-000374,-0.13700928370056134
ACH-000375,-0.5437641510378693
ACH-000376,-0.00626446172486001
ACH-000381,-0.21737841719598225
ACH-000383,-0.18526895411253747
ACH-000387,-0.19260988268961207
ACH-000389,-0.17440416803844852
ACH-000390,-0.12773407587909272
ACH-000393,-0.34363733273891484
ACH-000395,-0.15669091942387867
ACH-000396,-0.480523033621482
ACH-000397,-0.2214045423043112
