,BTNL3 (10917)
ACH-000004,0.034410940491070366
ACH-000005,-0.08618997573449659
ACH-000007,0.2129756133056143
ACH-000009,-0.1418744321099092
ACH-000011,0.018266543144773814
ACH-000012,0.06184483641960557
ACH-000013,0.03658180096732453
ACH-000014,-0.08344385281508954
ACH-000015,-0.11865619051659447
ACH-000017,0.05167854986843545
ACH-000018,-0.14979346346791805
ACH-000019,-0.025711833181916072
ACH-000021,0.06832108960894842
ACH-000022,-0.00942391884057599
ACH-000025,0.006606473494088305
ACH-000028,0.03622108633049149
ACH-000030,-0.1041885089951544
ACH-000035,-0.1137817664172281
ACH-000036,0.03332570650577808
ACH-000037,-0.0496703069540955
ACH-000039,0.010430778868568514
ACH-000040,-0.029618760059716236
ACH-000041,0.10158354592335422
ACH-000042,0.06484520944584128
ACH-000045,-0.1220615877132697
ACH-000047,-0.01990601738235407
ACH-000052,-0.03645087938578522
ACH-000053,0.0005296697189110134
ACH-000054,0.09042801138611216
ACH-000055,0.10581460564438007
ACH-000060,0.09523759450084136
ACH-000067,-0.25961469578587165
ACH-000070,-0.061344957044826176
ACH-000075,-0.044611778473243865
ACH-000078,0.0929925590057962
ACH-000082,-0.1476068715331909
ACH-000085,-0.11495785361125535
ACH-000086,-0.02436863511843784
ACH-000087,-0.09827551734493167
ACH-000092,0.11066990057562567
ACH-000095,-0.17058399420117756
ACH-000097,-0.023083708179465624
ACH-000098,-0.03290495669177605
ACH-000099,-0.07578808696043109
ACH-000108,-0.03621221221182589
ACH-000113,0.027816079536061453
ACH-000116,0.09044829849237783
ACH-000118,0.08935115932770067
ACH-000120,0.15350557004940196
ACH-000123,-0.10978293555612878
ACH-000127,-0.0706286645818789
ACH-000128,-0.0714374815230449
ACH-000132,-0.016077571939157667
ACH-000133,0.039033056442462764
ACH-000137,0.02197463248666369
ACH-000138,0.12942688639104769
ACH-000142,0.061141574605748476
ACH-000143,0.022392805408312386
ACH-000146,-0.014329474685414987
ACH-000148,-0.07755061261660581
ACH-000150,-0.03455715899476916
ACH-000152,-0.00189303487013812
ACH-000153,-0.08804639391392964
ACH-000159,0.0820659949113236
ACH-000160,0.22641393857299624
ACH-000163,0.11217980933654607
ACH-000167,0.1703406331932996
ACH-000168,0.03579000551005535
ACH-000169,0.047228292910220925
ACH-000178,-0.03362387962504562
ACH-000183,-0.16658448111706073
ACH-000188,0.03546837649290357
ACH-000189,0.049259920802813585
ACH-000190,-0.03099579920129068
ACH-000198,-0.10752671568113092
ACH-000203,0.1642987141843807
ACH-000204,-0.3908623091916145
ACH-000206,0.03252174726663759
ACH-000207,0.0909254012856634
ACH-000208,-0.1887837397291246
ACH-000210,-0.16852725435024998
ACH-000211,0.015816750223802824
ACH-000215,0.05166383008270757
ACH-000221,-0.011726638564570128
ACH-000222,0.1332763675450547
ACH-000223,0.14546880498774648
ACH-000226,0.018208465418291457
ACH-000227,0.12012142601091914
ACH-000228,0.08040609063218489
ACH-000231,-0.023534308836275025
ACH-000232,-0.20106240037882867
ACH-000233,-0.12287848486067365
ACH-000234,-0.08797236953071431
ACH-000235,0.0433106896175892
ACH-000237,0.011679445100739106
ACH-000238,0.031182227186719126
ACH-000242,0.16333284841272214
ACH-000243,-0.03794086598398493
ACH-000244,0.11908338107508215
ACH-000246,-0.16347389412970725
ACH-000248,0.04114632901716106
ACH-000250,0.014929129973724609
ACH-000251,-0.16475630672340538
ACH-000252,0.10933724092568052
ACH-000253,0.014590813750787152
ACH-000255,-0.0856312005634469
ACH-000256,-0.2102541402739519
ACH-000257,0.049745622621190935
ACH-000258,-0.09759669221074703
ACH-000259,0.035322476647409166
ACH-000260,-0.06201866382087845
ACH-000261,-0.03538075715559166
ACH-000262,-0.1835596771553338
ACH-000263,-0.13777514208578814
ACH-000264,-0.07399962562379979
ACH-000265,0.19236015161316827
