,ICA1 (3382)
ACH-000004,0.12004006917121254
ACH-000005,0.11970716560870945
ACH-000007,0.029663992167785626
ACH-000009,-0.0175063769987362
ACH-000011,-0.16501390901950685
ACH-000012,0.021542096245884698
ACH-000013,0.04542712287294359
ACH-000014,-0.009769063869388842
ACH-000015,0.07434474326725009
ACH-000017,0.14422016651668135
ACH-000018,-0.06352293795608853
ACH-000019,0.007594577780121628
ACH-000021,0.09738508592200007
ACH-000022,-0.03605380797520776
ACH-000025,-0.10014027933006754
ACH-000028,-0.018472259640644417
ACH-000030,0.00974122227982648
ACH-000035,0.03870212752588365
ACH-000036,-0.09359377139452303
ACH-000037,-0.1183229971072809
ACH-000039,0.12342882558755244
ACH-000040,-0.10103450743357813
ACH-000041,0.00755167958376154
ACH-000042,-0.05989577720582789
ACH-000045,0.038831723723026984
ACH-000047,-0.04503621006321337
ACH-000052,0.14186640955908586
ACH-000053,0.001417142800151303
ACH-000054,-0.1348940767624592
ACH-000055,0.08611959811637902
ACH-000060,0.13409918501784546
ACH-000067,0.04511784108218048
ACH-000070,-0.07810271327390722
ACH-000075,-0.08628014621933025
ACH-000078,-0.09766243738387544
ACH-000082,-0.1317979957414419
ACH-000085,0.2693092986849671
ACH-000086,0.09777930365107357
ACH-000087,0.10881523936746523
ACH-000092,-0.12020536563247868
ACH-000095,-0.05816274799136049
ACH-000097,-0.0758259594000707
ACH-000098,0.06742796829598853
ACH-000099,-0.015616431211680791
ACH-000108,-0.016508797687825233
ACH-000113,0.04877414616783523
ACH-000116,0.020792126695025216
ACH-000118,0.04205538434034721
ACH-000120,0.09858714456628632
ACH-000123,0.02586171400992344
ACH-000127,-0.029089974279061313
ACH-000128,0.09580723563533908
ACH-000132,0.09288204433827922
ACH-000133,0.053765762245100365
ACH-000137,0.14754513227813876
ACH-000138,0.02482203195229555
ACH-000142,-0.06993208197758156
ACH-000143,-0.007169600975058681
ACH-000146,0.016155846168367308
ACH-000148,-0.018526338671004432
ACH-000150,0.004817011892928346
ACH-000152,0.10384096889075252
ACH-000153,-0.1051056669226121
ACH-000159,-0.021375530716948626
ACH-000160,-0.0012229953363825249
ACH-000163,0.126351767263013
ACH-000167,-0.28081194514584257
ACH-000168,-0.17245189481744325
ACH-000169,0.049683515809354914
ACH-000178,0.002264730513334683
ACH-000183,0.017875436938742502
ACH-000188,-0.0051260693531638615
ACH-000189,0.12405011708098215
ACH-000190,0.23543261956600506
ACH-000198,-0.044155933018479324
