,GBF1 (8729)
ACH-000004,-0.8186144277104676
ACH-000005,-0.6452134476202765
ACH-000007,-0.7013805278766676
ACH-000009,-0.6761187875281319
ACH-000011,-0.5301362529449076
ACH-000012,-0.8850426247385637
ACH-000013,-0.7126322838760857
ACH-000014,-0.8708645940980871
ACH-000015,-0.8417047037808151
ACH-000017,-0.9050612153050688
ACH-000018,-0.6747526266486835
ACH-000019,-0.8279549963789341
ACH-000021,-0.7810292098183796
ACH-000022,-0.744550931995048
ACH-000025,-0.5764096549069316
ACH-000028,-0.7707455755096321
ACH-000030,-0.7631379715148997
ACH-000035,-0.8475159361252181
ACH-000036,-0.6181957005975115
ACH-000037,-0.7129565943613168
ACH-000039,-0.8198029767386167
ACH-000040,-0.6862025805455484
ACH-000041,-0.7467579948539464
ACH-000042,-0.6896939093913111
ACH-000045,-0.7051970726482714
ACH-000047,-0.8630624511554662
ACH-000052,-0.592943648630934
ACH-000053,-1.0354931553720064
ACH-000054,-0.8369388823539563
ACH-000055,-0.8219576009888855
ACH-000060,-0.5494479827180712
ACH-000067,-0.9195557648988484
ACH-000070,-0.6250239146393689
ACH-000075,-0.9846096881833624
ACH-000078,-0.7443982044485391
ACH-000082,-0.8711387640899813
ACH-000085,-0.8662778815933058
ACH-000086,-0.8800044950688248
ACH-000087,-0.6810881076695684
ACH-000092,-0.6963301860248744
ACH-000095,-0.7705247750522434
ACH-000097,-0.7603275499705155
ACH-000098,-0.6142626250678175
ACH-000099,-0.6568223875479834
ACH-000108,-0.8246755567193769
ACH-000113,-0.7855788062502691
ACH-000116,-0.8995506081604699
ACH-000118,-1.0111833269752066
ACH-000120,-0.8571150031361091
ACH-000123,-0.8126174716138662
ACH-000127,-0.718126049708348
ACH-000128,-0.7713188884342211
ACH-000132,-0.7632996929400954
ACH-000133,-0.7781481275438992
ACH-000137,-0.8870314370063637
ACH-000138,-0.5513582637313011
ACH-000142,-0.6261617875998737
ACH-000143,-0.8449365104402031
ACH-000146,-0.7518546613974743
ACH-000148,-0.8128209642817341
ACH-000150,-0.9035084419276472
ACH-000152,-0.8255133155079917
ACH-000153,-0.7395261487011485
ACH-000159,-0.6681552272816187
ACH-000160,-0.8056600272784419
ACH-000163,-0.8207223107662517
ACH-000167,-1.0068005401603934
ACH-000168,-0.7768344297302022
ACH-000169,-0.7021523718049768
ACH-000178,-0.7835224610672262
ACH-000183,-0.8777893893509933
ACH-000188,-0.48847389706128397
ACH-000189,-0.7738104790041535
ACH-000190,-0.9301124346752868
ACH-000198,-0.728779587984537
ACH-000203,-1.1163401608468322
ACH-000204,-0.7368429679877776
ACH-000206,-0.5985068293679527
ACH-000207,-0.8654103526172302
ACH-000208,-1.2254890155447358
ACH-000210,-0.8148672154653493
ACH-000211,-0.5810427561091294
ACH-000215,-0.6614928101464177
ACH-000221,-0.7815577624307265
ACH-000222,-0.5853684037956467
ACH-000223,-1.0313478319354394
ACH-000226,-0.5165919898725506
ACH-000227,-1.0257367608171335
ACH-000228,-0.952544854878398
ACH-000231,-0.7084513940060397
ACH-000232,-0.6367982644775624
ACH-000233,-0.7210704499806929
ACH-000234,-0.5894807875654654
ACH-000235,-0.6264441468514689
ACH-000237,-0.6364008482641391
ACH-000238,-0.6755913597841661
ACH-000242,-0.744006992502393
ACH-000243,-0.7985667218599838
ACH-000244,-0.9235987432996348
ACH-000246,-0.634392085432183
ACH-000248,-0.9456651519951349
ACH-000250,-0.6257322439067572
ACH-000251,-0.5452680947971797
ACH-000252,-0.7938794246434515
ACH-000253,-0.6365049498584231
ACH-000255,-0.6507500435985306
ACH-000256,-0.6379473026350037
ACH-000257,-0.7098559215776827
ACH-000258,-0.7587584689459541
