,GNAS (2778)
ACH-000004,0.1324554988602833
ACH-000005,-0.077910369434001
ACH-000007,-0.020844383134090663
ACH-000009,-0.07044543974986987
ACH-000011,-0.1278240420120143
ACH-000012,-0.056510037451346674
ACH-000013,0.059916065727009825
ACH-000014,-0.08593858755551308
ACH-000015,0.012606307313478214
ACH-000017,-0.19099459879088054
ACH-000018,-0.1035146382783478
ACH-000019,-0.2246041271561475
ACH-000021,0.011756150393332618
ACH-000022,0.03150502051326743
ACH-000025,-0.09172742924738822
ACH-000028,-0.3142854486132056
ACH-000030,-0.10533612534625993
ACH-000035,0.11377098611906394
ACH-000036,-0.11014936711907827
ACH-000037,-0.06821211847857626
ACH-000039,-0.054870366093847496
ACH-000040,-0.0721731021426248
ACH-000041,-0.06125068695221021
ACH-000042,-0.1191676599495067
ACH-000045,0.0003566164222166145
ACH-000047,-0.10774463474679756
ACH-000052,-0.2614596566411529
ACH-000053,-0.0516173794687118
ACH-000054,-0.1462251667808784
ACH-000055,-0.10950913558836343
ACH-000060,-0.16806733714218225
ACH-000067,0.08296046363457434
ACH-000070,-0.10158321203312536
ACH-000075,-0.174248932268833
ACH-000078,-0.100454384372518
ACH-000082,-0.09616147126366123
ACH-000085,-0.12676914972753356
ACH-000086,-0.01820805286506916
ACH-000087,0.18139811973265707
ACH-000092,-0.06640050058937381
ACH-000095,-0.15101372294819373
ACH-000097,-0.0473760265755165
ACH-000098,0.01489450771475655
ACH-000099,-0.14128126477184208
ACH-000108,-0.04618793451419118
ACH-000113,-0.0746675316041828
ACH-000116,-0.12917321467219553
ACH-000118,0.055170561581619836
ACH-000120,-0.1875977483725016
ACH-000123,-0.11231066927344732
ACH-000127,0.06675372031992759
ACH-000128,0.1449547223548083
ACH-000132,-0.10421866194360747
ACH-000133,-0.209010246040902
ACH-000137,0.21972994569991985
ACH-000138,-0.040423447451374696
ACH-000142,-0.04790133540452818
ACH-000143,-0.01033517319099142
ACH-000146,-0.09543476264082644
ACH-000148,-0.091750743570558
ACH-000150,-0.01730618440184763
ACH-000152,-0.11598138938201095
ACH-000153,-0.08223725306243301
ACH-000159,0.07621783951409124
ACH-000160,-0.023082842269545826
ACH-000163,0.007430134177944523
ACH-000167,-0.03797930652286599
ACH-000168,-0.008650618557914647
ACH-000169,-0.056775972778525134
ACH-000178,-0.1550330267573423
ACH-000183,0.02564397480893783
ACH-000188,-0.018453991650653808
ACH-000189,-0.11133368615080813
ACH-000190,0.15128132538063965
ACH-000198,-0.06993748849575468
ACH-000203,-0.06270951955659057
ACH-000204,-0.16179500207889508
ACH-000206,-0.003328265726037827
ACH-000207,0.0016849184623567502
ACH-000208,-0.09367450361698396
ACH-000210,-0.11047926676413923
ACH-000211,-0.09068317146718596
ACH-000215,-0.0613192388774475
ACH-000221,0.122398067057241
ACH-000222,-0.01035064722323586
ACH-000223,-0.18571705599939528
ACH-000226,-0.08763056293771493
ACH-000227,-0.2441077250331825
ACH-000228,0.051511795818978384
ACH-000231,-0.03806853468673302
ACH-000232,-0.027926475716486498
ACH-000233,-0.10425796813646812
ACH-000234,-0.08859467294464099
ACH-000235,0.003266032384398796
ACH-000237,-0.08187756335191393
ACH-000238,-0.2113580451473131
ACH-000242,-0.12399292423592835
ACH-000243,-0.01727811218069614
ACH-000244,0.0026014385235917648
ACH-000246,-0.1420021619574408
ACH-000248,-0.051758833518251585
ACH-000250,-0.10163472779283793
ACH-000251,-0.209756905690688
ACH-000252,-0.06456235526657313
ACH-000253,-0.11909829428475738
ACH-000255,0.05750529219612641
ACH-000256,-0.11813963654157406
ACH-000257,-0.13000862439297053
ACH-000258,-0.10462614225303808
ACH-000259,-0.09600056604534214
ACH-000260,-0.1693549024836917
ACH-000261,-0.01647367796697247
ACH-000262,0.1247887977793752
ACH-000263,-0.01716223882514924
ACH-000264,-0.14427215519271427
ACH-000265,-0.037207285293078624
ACH-000266,-0.06318841382649018
ACH-000272,-0.030144842836376837
ACH-000274,-0.12843484824323348
ACH-000277,-0.6991353207584197
ACH-000278,-0.18958490191642768
ACH-000279,-0.042473891473029664
ACH-000280,0.01659951301505891
ACH-000281,0.007931358174463055
ACH-000288,-0.023580323262227646
ACH-000291,-0.002074202496214861
ACH-000293,-0.1147956225242172
ACH-000294,-0.05474579911544475
ACH-000295,0.16039579210541766
ACH-000296,-0.0074331168440091785
ACH-000302,0.016537001330668575
ACH-000304,-0.0256996041709954
ACH-000307,-0.016615812378370103
ACH-000308,-0.09219898996177832
ACH-000310,-0.1770404908290367
ACH-000311,-0.1003168429436418
ACH-000312,-0.05334529274783922
ACH-000315,-0.18389961675282893
ACH-000316,-0.1413728803224212
ACH-000317,-0.180601645472171
ACH-000318,0.16413356755125852
ACH-000319,0.04623528919973503
ACH-000320,0.04257204082425842
ACH-000322,-0.4615958543191021
ACH-000323,0.06873787900364313
ACH-000324,-0.08920838074859479
ACH-000329,-0.02576251967296984
ACH-000330,0.06667842061969595
ACH-000331,-0.0904963880160835
ACH-000332,-0.07098165371712031
ACH-000334,0.027363904087800518
ACH-000335,-0.06684335464623826
ACH-000336,-0.1856135717152124
ACH-000337,-0.08049383107013404
ACH-000338,-0.4425741672212876
ACH-000339,-0.016542746416184712
ACH-000341,-0.02539660593095144
ACH-000348,-0.1126260889261366
ACH-000350,-0.14575104643586076
ACH-000352,-0.1462736822499224
ACH-000356,0.21148451249803776
ACH-000361,0.10082660475553457
ACH-000362,0.02449473039696273
ACH-000363,-0.1741387932207833
ACH-000364,-0.09401748667658713
ACH-000365,-0.03394554158089585
ACH-000366,-0.025745896461947658
ACH-000368,-0.10271119122094312
ACH-000374,0.07355659259203826
ACH-000375,-0.0732569501413133
ACH-000376,-0.0124209455628697
ACH-000381,-0.07901572316930301
ACH-000383,-0.10357364516597926
ACH-000387,-0.012344011111553406
ACH-000389,-0.13589721798384355
ACH-000390,-0.05891791671095065
ACH-000393,0.09524825809158056
ACH-000395,-0.05433981741075925
ACH-000396,-0.3600757371195345
ACH-000397,0.0021120172434311558
ACH-000401,-0.1550594557040553
ACH-000402,0.21948698624918656
ACH-000403,-0.13885842678220686
ACH-000404,-0.2023397838114523
ACH-000406,-0.004324034829143621
ACH-000407,0.01530912840515257
ACH-000408,-0.0134780304661197
ACH-000410,-0.09039298089442607
ACH-000411,-0.17702151933146726
ACH-000414,-0.1390881159674288
ACH-000415,-0.12140086033505006
ACH-000416,-0.04524454743006563
ACH-000420,-0.09479164043964368
ACH-000421,-0.11815594320762154
ACH-000424,0.007747810755526422
ACH-000425,-0.10976778313280466
ACH-000426,-0.016057861977227746
ACH-000427,-0.2477200943825452
ACH-000433,0.0365784457601724
ACH-000435,0.02419126169792333
ACH-000436,-0.010991643813846921
ACH-000444,-0.037671095990009895
ACH-000445,-0.06676985789201655
ACH-000448,0.011799409616804118
ACH-000450,-0.016204051523994484
ACH-000452,-0.06569370014271324
ACH-000454,-0.04045023576306631
ACH-000458,-0.06847282976570422
ACH-000459,-0.03782140508853555
ACH-000460,-0.1614221521105613
ACH-000461,0.05475050915612675
ACH-000463,0.009845736733370313
ACH-000464,-0.2772141987218867
ACH-000466,-0.11244251321872176
ACH-000467,-0.28473432494635925
ACH-000468,-0.014915758890850613
ACH-000469,-0.0017638597117741247
ACH-000470,-0.19572702538193526
ACH-000471,-0.07762651955958105
ACH-000472,-0.0375447545216728
ACH-000473,-0.049606441181341915
ACH-000475,-0.013273313092858795
ACH-000476,0.03037523897444468
ACH-000477,0.16950859780812408
ACH-000479,-0.3018179947814059
ACH-000480,-0.07287875608226488
ACH-000481,-0.026791027659828198
ACH-000483,-0.12846472398507053
ACH-000484,0.025703462657525045
ACH-000485,-0.08199558063832903
ACH-000486,0.003988686835987185
ACH-000487,-0.034026965715531265
ACH-000488,-0.10012386875965217
ACH-000490,0.00019747883958653317
ACH-000491,-0.10301831021468504
ACH-000495,0.05706309338468096
ACH-000496,-0.03462186037833219
ACH-000499,0.18929427416653907
ACH-000500,-0.11908374590691895
