,STIL (6491)
ACH-000004,-0.5000669331099477
ACH-000005,-0.5614497889853606
ACH-000007,-0.5280783613901907
ACH-000009,-0.6286471194199902
ACH-000011,-0.7447132093114743
ACH-000012,-0.7427577594059702
ACH-000013,-0.8499407723384473
ACH-000014,-0.5119873607003392
ACH-000015,-0.6879837898889293
ACH-000017,-0.7128254034921303
ACH-000018,-0.753652809701072
ACH-000019,-0.6429059837014509
ACH-000021,-0.6622509485307928
ACH-000022,-0.8221291065681956
ACH-000025,-0.4017348689286172
ACH-000028,-0.6623713126239925
ACH-000030,-0.6559680795976398
ACH-000035,-0.6731309507102703
ACH-000036,-0.4815018899460847
ACH-000037,-0.3522867008104425
ACH-000039,-0.37157734656924496
ACH-000040,-0.2451119754833269
ACH-000041,-0.5292275698399865
ACH-000042,-0.7869435109958718
ACH-000045,-0.5442930665235401
ACH-000047,-0.3804389147845447
ACH-000052,-0.6102836237499573
ACH-000053,-0.6786312218929613
ACH-000054,-0.6107676691748803
ACH-000055,-0.5909039650353635
ACH-000060,-0.7518615787167219
ACH-000067,-0.4136426859143221
ACH-000070,-0.4794056634557603
ACH-000075,-0.2321196799661409
ACH-000078,-0.3533612827025882
ACH-000082,-0.5317648438294297
ACH-000085,-0.7539935960417375
ACH-000086,-0.45580275581372603
ACH-000087,-0.5218466568904343
ACH-000092,-0.3851184822171162
ACH-000095,-0.5822709556826884
ACH-000097,-0.7529213326379203
ACH-000098,-0.5685299211189762
ACH-000099,-0.4287860360176318
ACH-000108,-0.5320455580010851
ACH-000113,-0.5110074006614104
ACH-000116,-0.7143886620568426
ACH-000118,-0.5188911902827774
ACH-000120,-0.8303622370869321
ACH-000123,-0.4146902662138541
ACH-000127,-0.6451416649563652
ACH-000128,-0.41339948409916494
ACH-000132,-0.4697269014226644
ACH-000133,-0.36618222037612747
ACH-000137,-0.7069695911787346
ACH-000138,-0.6624902985296613
ACH-000142,-0.526877998226145
ACH-000143,-0.7139102394555895
ACH-000146,-0.2186661308256296
ACH-000148,-0.5367542831494578
ACH-000150,-0.5845921283233628
ACH-000152,-0.4382878384461065
ACH-000153,-0.7799850168109465
ACH-000159,-0.5992942195967791
ACH-000160,-1.05300044205036
ACH-000163,-0.4175848829787128
ACH-000167,-0.6666854826043185
ACH-000168,-0.1585046671756975
ACH-000169,-0.7141503298489272
ACH-000178,-0.5080589880641109
ACH-000183,-0.6712390812458338
ACH-000188,-0.538950884977229
ACH-000189,-0.7921624728937474
ACH-000190,-0.5850796803385651
ACH-000198,-0.5539835651764633
ACH-000203,-1.0406922635008766
ACH-000204,-0.30797321018209595
ACH-000206,-0.5363785787142009
ACH-000207,-0.3285221706266051
ACH-000208,-0.7879966576970123
ACH-000210,-0.5361909483229981
ACH-000211,-0.5717884754642727
ACH-000215,-0.4929437328851782
ACH-000221,-0.5923133975961832
ACH-000222,-0.5907894218130798
ACH-000223,-0.4051884489424569
ACH-000226,-0.5710774667237232
ACH-000227,-0.4807269063207548
ACH-000228,-0.7903702833782479
ACH-000231,-0.4102813405682255
ACH-000232,-0.6107604433493725
ACH-000233,-0.7303587972657065
ACH-000234,-0.5810934554898476
ACH-000235,-0.7313639214385024
ACH-000237,-0.6537738248855091
ACH-000238,-0.5145923073505031
ACH-000242,-0.1303620754239769
ACH-000243,-0.6726860038949376
ACH-000244,-0.9550563805067708
ACH-000246,-0.5387406336595686
ACH-000248,-0.6901373700242994
ACH-000250,-0.7689703080305788
ACH-000251,-0.9122934168823836
ACH-000252,-0.6603811985083491
ACH-000253,-0.6923099888895042
ACH-000255,-0.6853973730101885
ACH-000256,-0.3477103050673384
ACH-000257,-0.15662263973715734
ACH-000258,-0.6342976802922532
ACH-000259,-0.5651556625210654
ACH-000260,-0.7372087822262896
ACH-000261,-0.3199506195513441
ACH-000262,-0.6039413882440566
ACH-000263,-0.7410997117940143
ACH-000264,-0.5267577726511298
ACH-000265,-0.6669772316233445
ACH-000266,-0.5162309271719097
ACH-000272,-0.6237272436383002
ACH-000274,-0.6282284919579078
ACH-000277,-0.14054305196385178
ACH-000278,-0.6100271413806522
ACH-000279,-0.5689608231811877
ACH-000280,-0.7872617736678311
ACH-000281,-0.518434057256712
ACH-000288,-0.3517445393029542
ACH-000291,-0.6438725275523477
ACH-000293,-0.4889176443878424
ACH-000294,-0.6790136145148482
ACH-000295,-0.5753228890364996
ACH-000296,-0.4503773968451375
ACH-000302,-0.7671192880920189
ACH-000304,-0.4680106489155646
ACH-000307,-1.0118407189213674
ACH-000308,-0.7255722580419994
ACH-000310,-0.9215273176526786
ACH-000311,-0.5917750603775331
ACH-000312,-0.6870673052828613
ACH-000315,-0.3907440109942548
ACH-000316,-0.6056362050166477
ACH-000317,-0.7901587414665491
ACH-000318,-0.7584757117669235
ACH-000319,-0.6507510001721882
ACH-000320,-0.4440132250881972
ACH-000322,-0.6231486568402685
ACH-000323,-0.5822013531099203
ACH-000324,-0.6415680942256365
ACH-000329,-0.3687879093588359
ACH-000330,-0.5144886017337896
ACH-000331,-0.8744921819274502
ACH-000332,-0.8756573515647602
ACH-000334,-0.05896823085270508
ACH-000335,-0.559070603879062
ACH-000336,-0.2291828223878655
ACH-000337,-0.3646755865312805
ACH-000338,-0.2865697439292814
ACH-000339,-0.5483771251186609
ACH-000341,-0.6856421322408691
ACH-000348,-0.1724252322642925
ACH-000350,-0.7434921990957694
ACH-000352,-0.760762426787968
ACH-000356,-0.8017425721793531
ACH-000361,-0.6788447107173193
ACH-000362,-0.3251723034306858
ACH-000363,-0.8041287956580668
ACH-000364,-0.7754682974922364
ACH-000365,-0.6351273166531259
ACH-000366,-0.6672300483450512
ACH-000368,-0.3861770063215794
ACH-000374,-0.5241886700218427
ACH-000375,-0.5187839380285365
ACH-000376,-0.4652417717636005
ACH-000381,-0.6482366890940743
ACH-000383,-0.7525661134231507
ACH-000387,-0.5538321937052141
ACH-000389,-0.6015115202090487
ACH-000390,-0.9513276205907004
ACH-000393,-0.5231774435773894
ACH-000395,-0.4965081806724052
ACH-000396,-0.5027841540391985
ACH-000397,-0.9293294575869931
ACH-000401,-0.5212151282651275
ACH-000402,-0.8762876356762611
ACH-000403,-0.5085255155691599
ACH-000404,-0.6252879294859764
ACH-000406,-0.6504811070594929
ACH-000407,-0.5886755594894382
ACH-000408,-0.7223589384882575
ACH-000410,-0.5851058515276242
ACH-000411,-0.7934414877799657
ACH-000414,-0.916308202866703
ACH-000415,-0.7580488248863039
ACH-000416,-0.6232963712980821
ACH-000420,-0.6249528755901465
ACH-000421,-0.8762844590461641
ACH-000424,-0.6728043595892325
ACH-000425,-0.4867353227195326
ACH-000426,-1.6585725553087771
ACH-000427,-0.7824626763447142
ACH-000433,-0.6688315377804244
ACH-000435,-0.8841554493667946
ACH-000436,-0.995625364707832
ACH-000444,-0.9583352061464157
ACH-000445,-0.31061898909836944
ACH-000448,-0.6186198365981229
ACH-000450,-0.336746584682183
ACH-000452,-0.7012839962781513
ACH-000454,-0.5949676439038123
ACH-000458,-0.7484331936329669
ACH-000459,-0.6138290751018115
ACH-000460,-0.6134404998045985
ACH-000461,-0.7328787339345675
ACH-000463,-0.6543456964824703
ACH-000464,-0.3549562673696381
ACH-000466,-0.5722205854688468
ACH-000467,-0.6191416698503919
ACH-000468,-0.504196946263822
ACH-000469,-0.4097130251295773
ACH-000470,-0.5527169372005084
ACH-000471,-0.8854026040988298
ACH-000472,-0.6213018324766291
ACH-000473,-0.8477139216861195
ACH-000475,-0.7746593005934308
ACH-000476,-0.6122931430422069
ACH-000477,-0.5765036727562615
ACH-000479,-0.33758005716024825
ACH-000480,-0.6780268395119424
ACH-000481,-0.6280845169421533
ACH-000483,-0.5387782061709829
ACH-000484,-0.6282122952707121
ACH-000485,-0.5604072755371634
ACH-000486,-0.5778515768776239
ACH-000487,-0.4249362976708864
ACH-000488,-0.4599504603187412
ACH-000490,-0.6626644931159785
ACH-000491,-0.3589427062910963
ACH-000495,-0.4347527120222723
ACH-000496,-0.4591546384600279
ACH-000499,-0.4020821481774852
ACH-000500,-0.7901055342164052
ACH-000502,-0.7413797329715797
ACH-000503,-0.6760305111736192
ACH-000505,-0.4999517843448156
ACH-000507,-0.6229464980848181
ACH-000510,-0.5412947951402056
ACH-000511,-0.2352533479063397
ACH-000512,-0.4079668616450036
ACH-000516,-0.4641623061646776
ACH-000517,-0.4804757530730083
ACH-000518,-0.8769656365010436
ACH-000520,-0.390793454978275
ACH-000521,-0.6211748350011096
ACH-000522,-0.5949323674574057
ACH-000524,-0.3743232295884761
ACH-000527,-0.7347399049378477
ACH-000528,-0.8650138892503114
ACH-000537,-0.640488709530405
ACH-000541,-0.5905430420587279
ACH-000542,-0.4320264585788284
ACH-000544,-0.7323183286035071
ACH-000545,-0.5749083103800586
ACH-000547,-0.7924887415885761
ACH-000548,-0.7270313709849398
ACH-000549,-0.6316534692420746
ACH-000550,-0.6993386996115604
ACH-000552,-0.7769955495595221
ACH-000556,-0.4512948056672234
ACH-000557,-0.5143009633764768
ACH-000569,-0.362164335190794
ACH-000570,-0.5321731346359444
ACH-000571,-0.12275979580959435
ACH-000573,-0.3684010931760662
ACH-000576,-0.7592289738554202
ACH-000579,-0.7233445116210173
ACH-000580,-0.7784761813622474
ACH-000584,-0.7253040695032592
ACH-000585,-0.6305094518753657
ACH-000588,-0.6962286596096651
ACH-000589,-0.6383839016982253
ACH-000591,-0.5867810419589171
ACH-000593,-0.4547588770979415
ACH-000600,-0.6033802729815233
ACH-000601,-0.550174703836322
ACH-000605,-0.6453954701419177
ACH-000606,-0.6933543246760123
ACH-000608,-0.26682845344756423
ACH-000614,-0.5931433005141203
ACH-000616,-0.4644095320771478
ACH-000618,-0.7644933744070397
ACH-000619,-0.5442284739054567
ACH-000620,-0.7359271043907083
ACH-000621,-0.3719337404762772
ACH-000622,-0.3186638643797309
ACH-000623,-0.3034286466792878
ACH-000624,-0.7418200777217041
ACH-000627,-0.5020195564002375
ACH-000630,-0.7664486337849745
ACH-000631,-0.368978177193332
ACH-000632,-0.4747607323331391
ACH-000633,-0.5175537056803448
ACH-000637,-0.8217469597520044
ACH-000638,-0.552729241458768
ACH-000646,-0.3812175160476713
ACH-000647,-0.5149451812747523
ACH-000648,-0.6924635083338637
ACH-000649,-0.5076314995467788
ACH-000651,-0.6224807163372773
ACH-000652,-0.3503517712942764
ACH-000653,-0.42697464282865055
ACH-000657,-0.6071932201776292
ACH-000658,-0.4789671724872426
ACH-000661,-0.7215537765705021
ACH-000662,-0.3380446186075536
ACH-000663,-0.8656037381864268
ACH-000665,-0.6715227972940254
ACH-000671,-0.6629832935781618
ACH-000672,-0.8127094783302019
ACH-000673,-0.6232616872575419
ACH-000676,-0.5054204421396974
ACH-000677,-0.8878742020935433
ACH-000681,-0.8789951680486825
ACH-000683,-0.19798155309996654
ACH-000684,-0.5270394602544246
ACH-000688,-0.13045823269423046
ACH-000693,-0.7110579802652485
ACH-000694,-0.7941663189004978
ACH-000695,-0.6660480537451547
ACH-000696,-0.6047119848654835
ACH-000697,-0.6882580436375693
ACH-000699,-0.2489126399290437
ACH-000701,-0.7520079543636886
ACH-000706,-0.7898813794374119
ACH-000711,-0.6900525571605608
ACH-000713,-0.4568429831354461
ACH-000714,-0.42853330650464905
ACH-000718,-0.3342264549066429
ACH-000720,-0.6419437212346847
ACH-000721,-0.4927077477280247
ACH-000724,-0.6294840513119933
ACH-000725,-0.6439400620024797
ACH-000732,-0.6546073354672741
ACH-000734,-0.7184647107491937
ACH-000735,-0.6567860461827895
ACH-000736,-0.3280583901960815
ACH-000738,-0.5303425697191823
ACH-000746,-0.611151841083915
ACH-000747,-0.9140224799009776
ACH-000748,-0.9334187357254604
ACH-000753,-0.4917580577536556
ACH-000756,-0.2787775371576872
ACH-000757,-0.3746421817699617
ACH-000758,-0.3937431568126504
ACH-000760,-0.36578868591767294
ACH-000762,-0.5641480493342267
ACH-000763,-0.3637469370791254
ACH-000764,-0.992078932161124
ACH-000765,-0.4808986799155141
ACH-000766,-0.23161239287458885
ACH-000767,-0.6624372348727815
ACH-000768,-0.2688336426633196
ACH-000769,-0.5531952505657878
ACH-000770,-0.5090231351118651
ACH-000771,-0.6274431309936664
ACH-000773,-0.3233218706737553
ACH-000776,-0.4916562530538137
ACH-000777,-0.5162123579401462
ACH-000778,-1.1163147602508292
ACH-000781,-0.6538554801995617
ACH-000782,-0.7024524846817282
ACH-000783,-0.8349357281644231
ACH-000784,-0.6183566077024895
ACH-000785,-0.2104425420206336
ACH-000787,-0.5972874166137687
ACH-000788,-0.6654520918766766
ACH-000791,-0.6440801768582527
ACH-000792,-0.33672686877474445
ACH-000794,-0.7212653212537948
ACH-000796,-0.6330578905967714
ACH-000798,-0.842901393820867
ACH-000799,-0.6136960343164526
ACH-000800,-0.7482209357724198
ACH-000802,-0.5782125783637807
ACH-000804,-0.4681460598321608
ACH-000805,-0.5566779640571032
ACH-000809,-0.5399282811888426
ACH-000810,-0.3727647751037493
ACH-000811,-0.701096203163331
ACH-000817,-0.4859732730567254
ACH-000819,-0.5739443031739891
ACH-000820,-0.5071092793825849
ACH-000821,-0.8376892046966958
ACH-000822,-0.4317730809042597
ACH-000823,-0.5950976035523013
ACH-000824,-0.591112412272225
ACH-000827,-0.7948188606821965
ACH-000829,-0.4302171768469239
ACH-000831,-0.6983189428602969
ACH-000832,-0.4834364956328322
ACH-000833,-0.528977781681924
ACH-000834,-0.7113074665722516
ACH-000835,-0.8039824707863334
ACH-000836,-0.46729926970598296
ACH-000837,-0.7286029085541512
ACH-000838,-0.822369525372979
ACH-000839,-0.4890164003006583
ACH-000840,-0.6377456304304914
ACH-000841,-0.4950320251365598
ACH-000843,-0.7883701895310269
ACH-000846,-0.4583058342190654
ACH-000847,-0.7623477233489167
ACH-000848,-0.8402085245772593
ACH-000849,-0.3812966557580562
ACH-000851,-0.5858402950459011
ACH-000855,-0.563023592043755
ACH-000856,-0.5768224118251857
