,SNRPF (6636)
ACH-000235,-1.4245170518774557
ACH-000237,-1.4312570335614885
ACH-000238,-1.5197114832299623
ACH-000242,-1.4281505280198254
ACH-000243,-1.3834257755718626
ACH-000244,-1.501033140158723
ACH-000246,-1.2756609972779651
ACH-000248,-1.3241515844172764
ACH-000250,-1.3799834341050388
ACH-000251,-1.2202410784289115
ACH-000252,-1.3733154169085928
ACH-000253,-1.5770015221444074
ACH-000255,-1.3067954748080148
ACH-000256,-1.4913943007005352
ACH-000257,-1.5651578538045714
ACH-000258,-1.3827163620593814
ACH-000259,-1.5199905044918216
ACH-000260,-1.5395003248808674
ACH-000261,-1.3252048473363292
ACH-000262,-1.4583627273828277
ACH-000263,-1.2731701388510273
ACH-000264,-1.4350925294120982
ACH-000265,-1.381332039200796
ACH-000266,-1.4096670332537438
ACH-000272,-1.3312196966687548
ACH-000274,-1.3818105874991646
ACH-000277,-1.5830368508286226
ACH-000278,-1.2634213487858241
ACH-000279,-1.567740073751031
ACH-000280,-1.5768540776813704
ACH-000281,-1.4663446308872532
ACH-000288,-1.3821347175817515
ACH-000291,-1.2488453238087418
ACH-000293,-1.1010192498464264
ACH-000294,-1.315597900013873
ACH-000295,-1.5325253613342746
ACH-000296,-1.5204650057311224
ACH-000302,-1.4944103292613635
ACH-000304,-1.534769706657301
ACH-000307,-1.47547116884931
ACH-000308,-1.6428579567760095
ACH-000310,-1.4302653075455178
ACH-000311,-1.2468031129755768
ACH-000312,-1.4680790618733122
ACH-000315,-1.2352765468697886
ACH-000316,-1.493987611648622
ACH-000317,-1.4734673147287758
ACH-000318,-1.3278946365236666
ACH-000319,-1.5053026791890043
ACH-000320,-1.5560296982899904
ACH-000322,-1.5445924277999268
ACH-000323,-1.0581773162710155
ACH-000324,-1.5350515658052644
ACH-000329,-1.5685782723608983
ACH-000330,-1.339931414646325
ACH-000331,-1.3015968487112506
ACH-000332,-1.2920602612125458
ACH-000334,-1.4926119576495531
ACH-000335,-1.5113397105410578
ACH-000336,-1.454589898541528
ACH-000337,-1.520062330216215
ACH-000338,-1.6343685423281349
ACH-000339,-1.4444285145845557
ACH-000341,-1.4257300555384833
ACH-000348,-1.5073063445487491
ACH-000350,-1.4812243529824758
ACH-000352,-1.4272668383610978
ACH-000356,-1.7365078088996633
ACH-000361,-1.4830838505057782
ACH-000362,-1.5628970899362182
ACH-000363,-1.2634509446316968
ACH-000364,-1.3950312798440718
ACH-000365,-1.4351541264026804
ACH-000366,-1.373373133455792
ACH-000368,-1.3867614867013331
ACH-000374,-1.6278721922499066
ACH-000375,-1.264509116956169
ACH-000376,-1.3653531772850445
ACH-000381,-1.3271165246077494
ACH-000383,-1.4362886919619475
ACH-000387,-1.3501477402369242
ACH-000389,-1.4272351235010043
ACH-000390,-1.3079820036052572
ACH-000393,-1.464861683176229
ACH-000395,-1.5561985145899933
ACH-000396,-1.4547904149565063
ACH-000397,-1.3665037404739149
ACH-000401,-1.624610108811022
ACH-000402,-1.629016811835811
ACH-000403,-1.5002249958037843
ACH-000404,-1.4415934406318998
ACH-000406,-1.5026734910337516
ACH-000407,-1.447570142324617
ACH-000408,-1.7976446985288363
ACH-000410,-1.2742738132600324
ACH-000411,-1.1103381565268395
ACH-000414,-1.2326158256492974
ACH-000415,-1.5478860772701226
ACH-000416,-1.3090375271469918
ACH-000420,-1.4179597858155295
ACH-000421,-1.289802741683019
ACH-000424,-1.4650190135957126
ACH-000425,-1.3231115681573316
ACH-000426,-0.9753930710052298
ACH-000427,-1.2714276416898027
ACH-000433,-1.264579836869838
ACH-000435,-1.0648446162169602
ACH-000436,-1.4324503916718756
ACH-000444,-1.1942427883788398
ACH-000445,-1.4545871663742715
ACH-000448,-1.3223749551327753
ACH-000450,-1.467111343203666
ACH-000452,-1.5930447550783893
ACH-000454,-1.4911814100422218
ACH-000458,-1.3477037939531642
ACH-000459,-1.5741833793738942
ACH-000460,-1.4242564256201409
ACH-000461,-1.5630882664526362
ACH-000463,-1.2753667376833615
ACH-000464,-1.422640215901002
ACH-000466,-1.6005414401342928
ACH-000467,-1.3837825478020505
ACH-000468,-1.6132704286027155
ACH-000469,-1.3475278407176643
ACH-000470,-1.6130839798978254
ACH-000471,-1.3321446041436926
ACH-000472,-1.4828482717613891
ACH-000473,-1.4116903051670646
ACH-000475,-1.5242877878185117
ACH-000476,-1.4333550397036343
ACH-000477,-1.2321898942478244
ACH-000479,-1.5258102078155067
ACH-000480,-1.3554377417366952
ACH-000481,-1.4085188507159816
ACH-000483,-1.3542524641807252
ACH-000484,-1.2434285989846676
ACH-000485,-1.4477299189751225
ACH-000486,-1.236237753294627
ACH-000487,-1.2489562394026306
ACH-000488,-1.2886331505519657
ACH-000490,-1.4448852884862722
ACH-000491,-1.5024848923861285
ACH-000495,-1.2042551878818373
ACH-000496,-1.3395860548845306
ACH-000499,-1.4286169006420495
ACH-000500,-1.5183796741853337
ACH-000502,-1.3226837860838287
ACH-000503,-1.1836598658423998
ACH-000505,-1.351829378441064
ACH-000507,-1.2873096772217605
ACH-000510,-1.3257555808846175
ACH-000511,-1.2351200902143855
ACH-000512,-1.2102457330821048
ACH-000516,-1.2992285856149386
ACH-000517,-1.362085511367188
ACH-000518,-1.3186796709278956
ACH-000520,-1.232591238360872
ACH-000521,-1.692816204812074
ACH-000522,-1.527359981749354
ACH-000524,-1.535995259922811
ACH-000527,-1.4596905733880337
ACH-000528,-1.3747588935826442
ACH-000537,-1.2460936248593306
ACH-000541,-1.7401173355874353
ACH-000542,-1.3493342362615477
ACH-000544,-1.3793923457375965
ACH-000545,-1.3126736656073597
ACH-000547,-1.5367631909311277
ACH-000548,-1.5228623967872583
ACH-000549,-1.3291433223021756
ACH-000550,-1.4739917569277796
ACH-000552,-1.287912241634604
ACH-000556,-1.4362711858950792
ACH-000557,-1.510827218817262
ACH-000569,-1.2469150025282516
ACH-000570,-1.3122080245558752
ACH-000571,-1.4650313103617498
ACH-000573,-1.5507969637359276
ACH-000576,-1.2739946709711376
ACH-000579,-1.8885941938261783
ACH-000580,-1.6807124937464886
ACH-000584,-1.6043839673250004
ACH-000585,-1.5560214292880687
ACH-000588,-1.3649771791966827
ACH-000589,-1.3946248695708845
ACH-000591,-1.4826923572795587
ACH-000593,-1.3204815315822445
ACH-000600,-1.4740745443166765
ACH-000601,-1.4430762244708315
ACH-000605,-1.5471380826947223
ACH-000606,-1.3564033053635074
ACH-000608,-1.6701123160708866
ACH-000614,-1.7159874180751358
ACH-000616,-1.2842419579989344
ACH-000618,-1.3265282564931868
ACH-000619,-1.559891710903624
ACH-000620,-1.4347143159339757
ACH-000621,-1.4963920995220337
ACH-000622,-1.4451921949637865
ACH-000623,-1.3356943621482942
ACH-000624,-1.4575811948328146
ACH-000627,-1.4590373105597843
ACH-000630,-1.332775947555895
ACH-000631,-1.3003685773527605
ACH-000632,-1.6691893897408376
ACH-000633,-1.4677706569300883
ACH-000637,-1.4857267414920243
ACH-000638,-1.250383141538847
ACH-000646,-1.4106945138076168
ACH-000647,-1.4130918842250833
ACH-000648,-1.4457577558949606
ACH-000649,-1.4377279369519027
ACH-000651,-1.5408882539835462
ACH-000652,-1.2531303972006291
ACH-000653,-1.419111895866175
ACH-000657,-1.4904716425008464
ACH-000658,-1.36418120434746
ACH-000661,-1.553828764826709
ACH-000662,-1.3747292413221854
ACH-000663,-1.5295210447875662
ACH-000665,-1.37404710189661
ACH-000671,-1.3828629509046937
ACH-000672,-1.0457917753331076
ACH-000673,-1.4189807071935148
ACH-000676,-1.5201886433930492
ACH-000677,-1.2036038114000969
ACH-000681,-1.3347476897256665
ACH-000683,-1.3929737721116635
ACH-000684,-1.3478838075235655
ACH-000688,-1.7548707681418754
ACH-000693,-1.4772713322101565
ACH-000694,-1.4905426722188495
ACH-000695,-1.3519596746827585
ACH-000696,-1.409094345888767
ACH-000697,-1.3474234685668978
ACH-000699,-1.6603782939643126
ACH-000701,-1.5859171841775512
ACH-000706,-1.4310382455786643
ACH-000711,-1.3657563390329814
ACH-000713,-1.2856231458139802
ACH-000714,-1.409259784344332
ACH-000718,-1.5548161987449285
ACH-000720,-1.4118850138413608
ACH-000721,-1.4165944585412156
ACH-000724,-1.7322764066194534
ACH-000725,-1.8551000435585048
ACH-000732,-1.0980563165064228
ACH-000734,-1.4754579371728878
ACH-000735,-1.2871929202025765
ACH-000736,-1.3645752384227303
ACH-000738,-1.31999181293278
ACH-000746,-1.4750589002008268
ACH-000747,-1.2645006386399025
ACH-000748,-1.277634227817025
ACH-000753,-1.4640661934065906
ACH-000756,-1.4654407750530718
ACH-000757,-1.2717873094670669
ACH-000758,-1.545352319568713
ACH-000760,-1.2239503667157092
ACH-000762,-1.2892445489932176
ACH-000763,-1.3018504103632258
ACH-000764,-1.4832862447463682
ACH-000765,-1.5193466149007828
ACH-000766,-1.3913748834250579
ACH-000767,-1.589882699950428
ACH-000768,-1.3033406869928927
ACH-000769,-1.5138801937363002
ACH-000770,-1.4479488550343955
ACH-000771,-1.3343512697357398
ACH-000773,-1.4277601584508017
ACH-000776,-1.1661047916216978
ACH-000777,-1.322286773690876
ACH-000778,-1.4821898565791511
ACH-000781,-1.4412235107163127
ACH-000782,-1.3800315794694429
ACH-000783,-1.4010962429995486
ACH-000784,-1.3253253831788412
ACH-000785,-1.4765804396002449
ACH-000787,-1.5545482462690838
ACH-000788,-1.4960442786701285
ACH-000791,-1.4114124414619815
ACH-000792,-1.4412590074003109
ACH-000794,-1.4048793315932635
ACH-000796,-1.4659637933322711
ACH-000798,-1.2977258592290886
ACH-000799,-1.5079029759125298
ACH-000800,-1.6703971249677552
ACH-000802,-1.3799863226102125
ACH-000804,-1.3940682341945312
ACH-000805,-1.10242248554399
ACH-000809,-1.1319151242618088
ACH-000810,-1.4565553140508194
ACH-000811,-1.429585228590374
ACH-000817,-1.244115023652594
ACH-000819,-1.3644812744407433
ACH-000820,-1.3470094816836653
ACH-000821,-1.5540475617485812
ACH-000822,-1.663532623491261
ACH-000823,-1.4955795722692902
ACH-000824,-1.3452955599479353
ACH-000827,-1.2492444047726945
ACH-000829,-1.3979263545270546
ACH-000831,-1.4456266187322422
ACH-000832,-1.2526519298727206
ACH-000833,-1.3468109277364275
ACH-000834,-1.4368299454734776
ACH-000835,-1.5579124071821155
ACH-000836,-1.1342972417165982
ACH-000837,-1.5177310594617834
ACH-000838,-1.5455238366310566
ACH-000839,-1.4205267217428363
ACH-000840,-1.262499404813295
ACH-000841,-1.24174217464061
ACH-000843,-1.0922494135647969
ACH-000846,-1.4182405485188991
ACH-000847,-1.4254437459038218
ACH-000848,-1.320261588401484
ACH-000849,-1.432871515683205
ACH-000851,-1.6761660261127629
ACH-000855,-1.3384520513917852
ACH-000856,-1.5136643735428408
ACH-000858,-1.3620155653758523
ACH-000859,-1.4388654949784343
ACH-000861,-1.4663405264682852
ACH-000862,-1.4156956363890838
ACH-000865,-1.280246953360472
ACH-000866,-1.4491531559348962
ACH-000867,-1.3469549127238831
ACH-000869,-1.4627068860505348
ACH-000872,-1.3349128835481852
ACH-000873,-1.4516415959496984
ACH-000876,-1.7166665324011832
ACH-000878,-1.3896006838241042
ACH-000880,-1.4528089944213558
ACH-000881,-1.4239029465169524
ACH-000882,-1.2321088668143079
ACH-000884,-1.3911818634867177
ACH-000885,-1.3884534837161466
ACH-000887,-1.2360005252157793
ACH-000889,-1.3671405751333074
ACH-000896,-1.47196191494504
ACH-000898,-1.3465945661917154
ACH-000900,-1.2822441132082505
ACH-000901,-1.5194376225820418
ACH-000905,-1.384529441817382
ACH-000906,-1.420612550986512
ACH-000907,-1.3508000451123832
ACH-000910,-1.4418391876038608
ACH-000911,-1.3262370075826324
ACH-000912,-1.2902881837878115
ACH-000913,-1.4625996707895288
ACH-000915,-1.337206565820266
ACH-000916,-1.5827759217243915
ACH-000917,-1.5634239993779533
ACH-000920,-1.5822446493963078
ACH-000921,-1.477842714473435
ACH-000924,-1.276984077416954
ACH-000926,-1.4136209540643407
ACH-000928,-1.29145437732041
ACH-000929,-1.522232689904339
ACH-000932,-1.3707124652892644
ACH-000935,-1.2876760022576617
ACH-000936,-1.4763640625483367
ACH-000937,-1.5824500354798483
ACH-000938,-1.3439518963010264
ACH-000939,-1.4947592639344665
ACH-000941,-1.5143709377381682
ACH-000943,-1.5416166401877633
ACH-000946,-1.4030609633003233
ACH-000947,-1.5125033902027774
ACH-000948,-1.5485488281622792
ACH-000950,-1.3441075176995585
ACH-000953,-1.3665776590480463
ACH-000954,-1.5497257544783711
ACH-000957,-1.4904668276419857
ACH-000958,-1.407099887007356
ACH-000960,-1.4621537593191358
ACH-000963,-1.3959760533395282
ACH-000968,-1.3408838777581875
ACH-000969,-1.3992724950892168
ACH-000972,-1.3630166612605057
ACH-000973,-1.5019915855908064
ACH-000974,-1.3195473839086398
ACH-000978,-1.3795656092761424
ACH-000984,-1.5260487540275895
ACH-000986,-1.3822239480993368
ACH-000988,-1.4371381125973393
ACH-000993,-1.4520807851629869
ACH-000994,-1.5612049901075549
ACH-000996,-1.4350274941525438
ACH-001001,-1.455709520926744
ACH-001020,-1.4907052667116454
ACH-001028,-1.4160372332004123
ACH-001031,-1.4434628667765304
ACH-001038,-1.437426994955905
ACH-001048,-1.386782788966815
ACH-001050,-1.310417405575936
ACH-001053,-1.4757016034302657
ACH-001054,-1.3707059807423565
ACH-001061,-1.4386745081931298
ACH-001067,-1.5311176265608095
ACH-001075,-1.5002139761244302
ACH-001096,-1.4399558948147118
ACH-001111,-1.4181083539559975
ACH-001119,-1.323134481504397
ACH-001128,-1.3168555273606397
ACH-001134,-1.3429805599234388
ACH-001151,-1.460725269020729
ACH-001163,-1.4464430669967403
ACH-001164,-1.264323772100303
ACH-001183,-1.3350592590307675
ACH-001192,-1.4024164835891375
ACH-001193,-1.2510842898970764
ACH-001196,-1.4400685780433335
ACH-001197,-1.3173365369712975
ACH-001205,-1.4936576857886137
ACH-001211,-1.349490811850698
ACH-001212,-1.3942057780521904
ACH-001228,-1.3736571431002476
ACH-001232,-1.1474196494488562
ACH-001239,-1.4248693979346565
ACH-001270,-1.6803653806424077
ACH-001274,-1.4028834345796637
ACH-001275,-1.335850987245793
ACH-001277,-1.6114930279755946
ACH-001278,-1.7081453100906518
ACH-001280,-1.0913296846704057
ACH-001283,-1.315299074677753
ACH-001289,-1.4495601909997722
ACH-001300,-1.3392061321406972
ACH-001301,-1.499587653194444
ACH-001302,-1.65994980932764
ACH-001306,-1.4434638655845886
ACH-001318,-1.3568794442759575
ACH-001322,-0.9810646646236052
ACH-001328,-1.2845336090012804
ACH-001332,-1.2233756546606398
ACH-001336,-1.3131953896539608
ACH-001346,-1.2425807883173283
ACH-001353,-1.3235368025776653
ACH-001354,-1.424012525702262
ACH-001367,-1.611858657278466
ACH-001368,-1.5351306391185462
ACH-001374,-1.3980778150381177
ACH-001377,-1.7683352162078485
ACH-001380,-1.4034234854886425
ACH-001391,-1.3963701271430116
ACH-001408,-1.3810390636879941
ACH-001430,-1.5042608756871894
ACH-001431,-1.2720999041315637
ACH-001450,-1.3876123184154727
ACH-001496,-1.2476296172406351
ACH-001500,-1.3754164007284482
ACH-001523,-1.2998357114697174
ACH-001532,-1.5727592211756378
ACH-001550,-1.3470061700543097
ACH-001552,-1.430075499914984
ACH-001554,-1.281536680923188
ACH-001654,-1.6162026108024166
ACH-001735,-1.437295119492933
ACH-001736,-1.5336073671106567
ACH-001737,-1.2140784776279572
ACH-001740,-1.8109351392886277
ACH-001745,-1.5187025195979629
ACH-001765,-1.447915401643988
