,MYF5 (4617)
ACH-000004,-0.12382061256101845
ACH-000005,-0.2231072549064226
ACH-000007,-0.13444201132027395
ACH-000009,-0.1887613453063869
ACH-000011,-0.19389061087067586
ACH-000012,-0.08804487392389558
ACH-000013,-0.11322200530576568
ACH-000014,-0.13741579098245216
ACH-000015,-0.3018376084649223
ACH-000017,-0.08787180043179177
ACH-000018,-0.1146014915610941
ACH-000019,-0.29685374494970457
ACH-000021,-0.06605267562602866
ACH-000022,-0.11215710453079132
ACH-000025,-0.30834237684484905
ACH-000028,-0.3677221838016099
ACH-000030,-0.15281736227290565
ACH-000035,-0.1470710611351639
ACH-000036,-0.13038924514240818
ACH-000037,-0.2255092195967538
ACH-000039,-0.09125024341698
ACH-000040,-0.13338661334164875
ACH-000041,-0.41922409365895297
ACH-000042,-0.15509023437742964
ACH-000045,-0.12943255191372738
ACH-000047,-0.05061476485451895
ACH-000052,-0.2204388058503398
ACH-000053,-0.09246348938102417
ACH-000054,-0.11058417574865112
ACH-000055,-0.09300024574163214
ACH-000060,-0.1964293335798533
ACH-000067,-0.1741992978038298
ACH-000070,-0.097159077606095
ACH-000075,0.025011725786621013
ACH-000078,-0.09521833280234364
ACH-000082,-0.3142548881382228
ACH-000085,-0.09382718482235207
ACH-000086,-0.3020202098756757
ACH-000087,-0.493111889069444
ACH-000092,-0.10883696164234836
ACH-000095,-0.16710917058780306
ACH-000097,-0.1675385043520608
ACH-000098,-0.16112639949902527
ACH-000099,-0.207772908823983
ACH-000108,-0.1769951175754845
ACH-000113,-0.14512166182530795
ACH-000116,-0.16593378351982693
ACH-000118,-0.13589832398233267
ACH-000120,-0.1529537265647069
ACH-000123,-0.16499001902200916
ACH-000127,-0.1828103837427944
ACH-000128,-0.06387443689330527
ACH-000132,-0.16457466053450212
ACH-000133,-0.3080671009007302
ACH-000137,-0.2748255277864212
ACH-000138,-0.16749041569695802
ACH-000142,-0.16819430523519088
ACH-000143,-0.2354027286356605
ACH-000146,-0.18122503161759654
ACH-000148,-0.15728787654272655
ACH-000150,-0.2568498243644981
ACH-000152,-0.2565283762663941
ACH-000153,-0.11483864674771467
ACH-000159,-0.07412834934250903
