,KPNA2 (3838)
ACH-000004,-0.16464786407793025
ACH-000005,-0.4094416843982675
ACH-000007,0.02823996184552922
ACH-000009,-0.3083705491890777
ACH-000011,-0.4403991951579479
ACH-000012,-0.21573772230806992
ACH-000013,-0.15068969891010833
ACH-000014,-0.2122586176119924
ACH-000015,0.018053182703803364
ACH-000017,-0.3568925656193749
ACH-000018,-0.1774765646592503
ACH-000019,-0.3292314180929109
ACH-000021,-0.2982531614591946
ACH-000022,-0.06921256559112174
ACH-000025,-0.017494773198329594
ACH-000028,-0.3598370510565804
ACH-000030,0.004221836255341811
ACH-000035,-0.3709805245487846
ACH-000036,-0.2851033941594037
ACH-000037,-0.4641862142494084
ACH-000039,-0.17153831974631115
ACH-000040,-0.09655664507615308
ACH-000041,-0.15133535852120142
ACH-000042,-0.07160901951907353
ACH-000045,-0.5342270909703931
ACH-000047,-0.6413240921988446
ACH-000052,-0.48360322338011896
ACH-000053,-0.1722147141753487
ACH-000054,-0.20593923763978447
ACH-000055,-0.3219242850947047
ACH-000060,-0.4164129409463688
ACH-000067,-0.21452809734052827
ACH-000070,-0.3933998271609492
ACH-000075,-0.21943928756740547
ACH-000078,-0.12727571305308966
ACH-000082,-0.34781945179740825
ACH-000085,-0.24288443335977464
ACH-000086,-0.3623940114495354
ACH-000087,-0.23796264412747256
ACH-000092,-0.02885158552511915
ACH-000095,0.2156245654952468
ACH-000097,-0.2904792577995679
ACH-000098,-0.2136825635432716
ACH-000099,-0.05163466174307711
ACH-000108,-0.2482681194978705
ACH-000113,-0.03296915064316843
ACH-000116,-0.17944025905130154
ACH-000118,-0.13070567301265004
ACH-000120,-0.5070835532395798
ACH-000123,-0.07921334362931268
ACH-000127,-0.4359979503210663
ACH-000128,-0.4752173514212868
ACH-000132,-0.1106368276912763
ACH-000133,-0.1817672954520694
ACH-000137,-0.26249330341987576
ACH-000138,-0.09589877285986156
ACH-000142,-0.11767689367009235
ACH-000143,-0.16963140209025165
ACH-000146,-0.36872612623442064
ACH-000148,-0.1602469818565754
ACH-000150,-0.21376575743823947
ACH-000152,-0.3549097129364009
ACH-000153,-0.24278939320185255
ACH-000159,-0.1876075524233817
ACH-000160,0.02826990361214369
ACH-000163,-0.4482555285690886
ACH-000167,-0.07284789495594499
ACH-000168,-0.13109735981706264
ACH-000169,-0.2942962858023671
ACH-000178,-0.2632141275677017
ACH-000183,-0.09292170367724717
ACH-000188,0.0802242989163137
ACH-000189,-0.2561567129571587
ACH-000190,-0.16809753149599654
ACH-000198,-0.5142356289883416
ACH-000203,0.26497394086982434
ACH-000204,-0.3303699186357145
ACH-000206,-0.16445650345354984
ACH-000207,0.013401391235055193
ACH-000208,0.07230921191839335
ACH-000210,-0.11676920913933113
ACH-000211,-0.21282849951729568
ACH-000215,-0.21884303117344764
ACH-000221,-0.3467456946538591
ACH-000222,-0.4456079712596432
ACH-000223,-0.12662249256747307
ACH-000226,-0.36640558267471934
ACH-000227,-0.003789049820341271
ACH-000228,-0.1148655623576306
ACH-000231,-0.4086264783533087
ACH-000232,-0.0023361248339878625
ACH-000233,-0.13690540850274815
ACH-000234,-0.2811454723698679
ACH-000235,-0.17459376131485882
ACH-000237,-0.048472998582566325
ACH-000238,-0.17670822127206026
ACH-000242,0.13239639511316456
ACH-000243,-0.15803608551052128
ACH-000244,-0.2011838767147536
ACH-000246,-0.21788515658645727
ACH-000248,-0.5549733179756758
ACH-000250,-0.16127807139967976
ACH-000251,-0.3746157692724674
ACH-000252,-0.08097549085516377
ACH-000253,-0.28931622885951874
ACH-000255,-0.17088191248298618
ACH-000256,-0.06464295413375314
ACH-000257,-0.16286095891847527
ACH-000258,-0.08882838713838519
ACH-000259,-0.01821955892196981
ACH-000260,-0.033037908712197056
ACH-000261,-0.43006470380271294
ACH-000262,-0.24025447282909476
ACH-000263,-0.3263291435033876
ACH-000264,-0.26110973819664024
ACH-000265,-0.22145506167398768
ACH-000266,-0.1357291155346
ACH-000272,-0.2055842761998749
ACH-000274,-0.20404602271713299
ACH-000277,-0.4127783241215616
ACH-000278,-0.4741309649677526
ACH-000279,-0.1205807266405285
ACH-000280,-0.04676318941941772
ACH-000281,-0.11108110329442482
ACH-000288,-0.15771259710040758
ACH-000291,-0.12103066067747158
ACH-000293,-0.021383406851845938
ACH-000294,-0.18467568773032647
ACH-000295,0.03520904627087433
ACH-000296,-0.19679901524331234
ACH-000302,-0.3092335707253405
ACH-000304,-0.20613633629169864
ACH-000307,-0.358128504222831
