,PPIAL4D (645142)
ACH-000223,-0.4411376028277921
ACH-000226,-0.2401161889725995
ACH-000227,-0.3210541823054874
ACH-000228,-0.5029604125620657
ACH-000231,-0.09259375951433056
ACH-000232,-0.3818686951567216
ACH-000233,-0.21961224717207034
ACH-000234,-0.1882595987293716
ACH-000235,-0.3840848219832372
ACH-000237,-0.4152210038281493
ACH-000238,-0.15541288030355438
ACH-000242,-0.2937627453878567
ACH-000243,-0.4026268812361695
ACH-000244,-0.10669452995974547
ACH-000246,-0.34499194272178885
ACH-000248,-0.25561362073606125
ACH-000250,-0.22145724445077802
ACH-000251,-0.6338886868550052
ACH-000252,-0.3671422355460779
ACH-000253,-0.4051372287632341
ACH-000255,-0.3706602798118692
ACH-000256,-0.1032294376871919
ACH-000257,-0.3052368013696002
ACH-000258,-0.3371925628087174
ACH-000259,-0.2379074295085243
ACH-000260,-0.3281168313208013
ACH-000261,-0.23528159114078814
ACH-000262,-0.2760217686465034
ACH-000263,-0.10115670736469548
ACH-000264,-0.4431194338059555
ACH-000265,-0.25137744461443057
ACH-000266,-0.33530516334737376
ACH-000272,-0.3777258873527897
ACH-000274,-0.25972508581128045
ACH-000277,-0.03533157006726826
ACH-000278,-0.2494588876568929
ACH-000279,-0.23942529952849045
ACH-000280,-0.2590851426660577
ACH-000281,-0.2830666167907614
ACH-000288,-0.17974726676127356
ACH-000291,-0.3866692968153916
ACH-000293,-0.06373725351874603
ACH-000294,-0.37644022423310575
ACH-000295,-0.6493871336331715
ACH-000296,-0.6268872652293294
ACH-000302,-0.22851590228193314
ACH-000304,-0.3642786161135637
ACH-000307,-0.3235107776838367
ACH-000308,-0.22445146278792816
ACH-000310,-0.2972040405864312
ACH-000311,-0.24100104767902555
ACH-000312,-0.3502016187477457
ACH-000315,-0.3443182758260618
ACH-000316,-0.17175497935293468
ACH-000317,-0.3475450708127722
ACH-000318,-0.19528601739925305
ACH-000319,-0.44432644765857504
ACH-000320,-0.3331499389744897
ACH-000322,-0.3021779712940543
ACH-000323,-0.3143097228473981
ACH-000324,-0.3710811315262061
ACH-000329,-0.4459005375072833
ACH-000330,-0.16140686294442372
ACH-000331,-0.3438546999697279
ACH-000332,-0.3553184405037884
ACH-000334,-0.4591434917588868
ACH-000335,-0.312164333592492
ACH-000336,-0.5058633376760524
ACH-000337,-0.09916313172120518
ACH-000338,-0.6249906884705141
ACH-000339,-0.05851999722603714
ACH-000341,-0.3429548118748353
ACH-000348,-0.3752409287515058
ACH-000350,-0.3738958404942575
ACH-000352,-0.24819776250027206
ACH-000356,-0.5078479953493491
ACH-000361,-0.21467748105440645
ACH-000362,-0.23496618923014465
ACH-000363,-0.2502558270986528
ACH-000364,-0.2786666953411011
ACH-000365,-0.3898651664874108
ACH-000366,-0.3973167914445417
ACH-000368,-0.4244591413854984
ACH-000374,-0.18277003654650414
ACH-000375,-0.2636154127747887
ACH-000376,-0.4941470948299752
ACH-000381,-0.3853512542845349
ACH-000383,-0.2811505649165838
ACH-000387,-0.3863459282309675
ACH-000389,-0.2239073329954562
ACH-000390,-0.5092319999868292
ACH-000393,-0.2522950045672122
ACH-000395,-0.21971406378805106
ACH-000396,-0.4602904658030682
ACH-000397,-0.2319059973278877
ACH-000401,-0.4157738919634683
ACH-000402,-0.3439684583712617
ACH-000403,-0.4085304254012037
ACH-000404,-0.02475296410167182
ACH-000406,-0.463208503866048
ACH-000407,-0.4534656991647911
ACH-000408,-0.14797194268213654
ACH-000410,-0.23641519331207397
ACH-000411,-0.272846740082598
ACH-000414,-0.4253943871035708
ACH-000415,-0.4221106542758358
ACH-000416,-0.2375443086311355
ACH-000420,-0.21860799082158305
ACH-000421,-0.40859229145266796
ACH-000424,-0.4690554555650004
ACH-000425,-0.05574330395041893
ACH-000426,-0.5220241604204583
ACH-000427,-0.2724608912470891
ACH-000433,-0.2159813288372644
ACH-000435,-0.34646722023731896
ACH-000436,-0.2301660023165161
ACH-000444,-0.26071952589973
ACH-000445,-0.4054766946409696
ACH-000448,-0.2601255527727864
ACH-000450,-0.33299076747462497
ACH-000452,-0.5505980182791713
ACH-000454,-0.3841221881852561
ACH-000458,-0.33484647237491905
ACH-000459,-0.3224744528807795
ACH-000460,-0.25976737648492143
ACH-000461,-0.5001858253470541
ACH-000463,-0.33308273352221235
ACH-000464,-0.2983734775655445
ACH-000466,-0.3118641191818876
ACH-000467,-0.3624654646831813
ACH-000468,-0.4112986535842592
ACH-000469,-0.12141293581586783
ACH-000470,-0.42615001313087936
ACH-000471,-0.2794226616289054
ACH-000472,-0.20801011386795265
ACH-000473,-0.26380311105784965
ACH-000475,-0.2443054460819353
ACH-000476,-0.1919114814015521
ACH-000477,-0.2588609296132753
ACH-000479,-0.3785212128489147
ACH-000480,-0.3931836657952081
ACH-000481,-0.34139974697413256
ACH-000483,-0.35113049894851456
ACH-000484,-0.2961011648098815
ACH-000485,-0.31528000384959753
ACH-000486,-0.10717668597915103
ACH-000487,-0.304431687890109
ACH-000488,-0.2905104482185077
ACH-000490,-0.3516418481007759
ACH-000491,-0.334185348264039
ACH-000495,-0.4040208729293439
ACH-000496,-0.3484493272967312
ACH-000499,-0.13952158191273473
ACH-000500,-0.03524563103134054
ACH-000502,-0.3695909352396418
ACH-000503,-0.7011098471440314
ACH-000505,-0.3999470963405689
ACH-000507,-0.4836489458838947
ACH-000510,-0.4102500370661548
ACH-000511,-0.5139862881160003
ACH-000512,-0.3344875046935474
ACH-000516,-0.4161948075593169
ACH-000517,-0.3683069913051071
ACH-000518,-0.180210897137648
ACH-000520,-0.4584581277185567
ACH-000521,-0.3720266747325247
ACH-000522,-0.27179669046808724
ACH-000524,-0.19107389137264766
ACH-000527,-0.3568272510321729
ACH-000528,-0.22092023359367874
ACH-000537,-0.2559770613209995
ACH-000541,-0.5685458666240223
ACH-000542,-0.4237359514508454
ACH-000544,-0.2883504861599453
ACH-000545,-0.1656469799585781
ACH-000547,-0.26176164719692285
ACH-000548,-0.2808413772939833
ACH-000549,-0.2268982253976145
ACH-000550,-0.513860880326153
ACH-000552,-0.2524909064289068
ACH-000556,-0.2573863954490735
ACH-000557,-0.3036914561407904
ACH-000569,-0.2112392985911612
ACH-000570,-0.0773168112593992
ACH-000571,-0.22215965330239
ACH-000573,-0.3642144450773739
ACH-000576,-0.4051205098888261
ACH-000579,-0.18366169802945465
ACH-000580,-0.4863354629970832
ACH-000584,-0.2446802632552212
ACH-000585,-0.025031878702900696
ACH-000588,-0.5470400841325624
ACH-000589,-0.2618571599192735
ACH-000591,-0.22601903300752624
ACH-000593,-0.5297364837322602
ACH-000600,-0.2557436298193993
ACH-000601,-0.28298480304148593
ACH-000605,-0.1846802190760212
ACH-000606,-0.4688012856763188
ACH-000608,-0.46235032016761995
ACH-000614,-0.237914783845136
ACH-000616,-0.3365075834092524
ACH-000618,-0.3890737160018055
ACH-000619,-0.29362419322144
ACH-000620,-0.20167674116559695
ACH-000621,-0.4529638836584538
ACH-000622,-0.07884006119360594
ACH-000623,-0.3670540571242084
ACH-000624,-0.2303754412370678
ACH-000627,-0.3676229795293581
ACH-000630,-0.3621909402800576
ACH-000631,-0.40798756482791015
ACH-000632,-0.4055765257954244
ACH-000633,-0.3012875611197648
ACH-000637,-0.3838717790716649
ACH-000638,-0.2015423956923271
ACH-000646,-0.2468702624955001
ACH-000647,-0.29755344838691605
ACH-000648,-0.3131887536842037
ACH-000649,-0.4183786645671512
ACH-000651,-0.3312854927318533
ACH-000652,-0.3435396276208291
ACH-000653,-0.5966910862622655
ACH-000657,-0.20242316118104825
ACH-000658,-0.5595617000670319
ACH-000661,-0.30231491997800475
ACH-000662,-0.5288132487121501
ACH-000663,-0.3145750537522073
ACH-000665,-0.29055080464958355
ACH-000671,-0.44582962452857655
ACH-000672,-0.09180727593753918
ACH-000673,-0.4491269792543887
ACH-000676,-0.5796616616302616
ACH-000677,-0.5281340409358822
ACH-000681,-0.47769392242657605
ACH-000683,-0.4024082962657351
ACH-000684,-0.2670235125209409
ACH-000688,-0.2478655185988908
ACH-000693,-0.2441463988830833
ACH-000694,-0.2573297994887652
ACH-000695,-0.4387317910549956
ACH-000696,-0.3992471739332731
ACH-000697,-0.5065752674691522
ACH-000699,-0.3154943975351248
ACH-000701,-0.5245274701236631
ACH-000706,-0.3072758441363364
ACH-000711,-0.551354482271353
ACH-000713,-0.30998610907841057
ACH-000714,-0.1139184458342917
ACH-000718,-0.2698205236281589
ACH-000720,-0.11788919235475533
ACH-000721,-0.4319404274642216
ACH-000724,-0.26698883177687865
ACH-000725,-0.34820354966687433
ACH-000732,-0.2649826185983634
ACH-000734,-0.4881724119266832
ACH-000735,-0.4904872060583145
ACH-000736,-0.60115488677018
ACH-000738,-0.35902375581338736
ACH-000746,-0.6010195064381756
ACH-000747,-0.3558483192499329
ACH-000748,-0.20714802020478607
ACH-000753,-0.3809253384350517
ACH-000756,-0.3503839931829507
ACH-000757,-0.3210287176728833
ACH-000758,-0.30761495053620824
ACH-000760,-0.6822078818492808
ACH-000762,-0.22696832161311994
ACH-000763,-0.4404086926795099
ACH-000764,-0.4508452003906603
ACH-000765,-0.4554315536830275
ACH-000766,-0.35029557073846584
ACH-000767,-0.2869866144325181
ACH-000768,-0.30322689064147906
ACH-000769,-0.4220067700950583
ACH-000770,-0.2505450105373506
ACH-000771,-0.25321717960071394
ACH-000773,-0.3948872787319628
ACH-000776,-0.4167246749327495
ACH-000777,-0.3083337343747256
ACH-000778,-0.017307382437360592
ACH-000781,-0.3452714092276208
ACH-000782,-0.12920541753581993
ACH-000783,-0.4223773905663048
ACH-000784,-0.21061639943750585
ACH-000785,-0.4508990905760126
ACH-000787,-0.4661147170829039
ACH-000788,-0.3008329187547874
ACH-000791,-0.3778364649714285
ACH-000792,-0.2922568603848881
ACH-000794,-0.2526388048757286
ACH-000796,-0.2100979934544864
ACH-000798,-0.42293974832989795
ACH-000799,-0.18282713617208374
ACH-000800,-0.2269932285956935
ACH-000802,-0.2137459531995482
ACH-000804,-0.25845118843929793
ACH-000805,-0.43446097275245793
ACH-000809,-0.2449302193108489
ACH-000810,-0.4776679579735647
ACH-000811,-0.2779956012773462
ACH-000817,-0.2944652275411139
ACH-000819,-0.3950602459546168
ACH-000820,-0.3599328421183468
ACH-000821,-0.6671063364687827
ACH-000822,-0.4804021013985098
ACH-000823,-0.3777762667232968
ACH-000824,-0.030470883641719345
ACH-000827,-0.2931658162321169
ACH-000829,-0.34967027623494645
ACH-000831,-0.290914194578438
ACH-000832,-0.2646009960360493
ACH-000833,-0.4022872866783873
ACH-000834,-0.4831911672588699
ACH-000835,-0.20358030485224995
ACH-000836,-0.3674242687503557
ACH-000837,-0.2597588958160021
ACH-000838,-0.7899382256520753
ACH-000839,-0.29478658386965284
ACH-000840,-0.05765056262536011
ACH-000841,-0.3038205470558533
ACH-000843,-0.31510385648015216
ACH-000846,-0.26162916280850906
ACH-000847,-0.23955579142931985
ACH-000848,-0.5219264109505878
ACH-000849,-0.23388823197642286
ACH-000851,-0.3320143414271128
ACH-000855,-0.2570309645572729
ACH-000856,-0.281866035038558
ACH-000858,-0.14846491962458522
ACH-000859,-0.22460539529373572
ACH-000861,-0.44057159222157394
ACH-000862,-0.3993901652318305
ACH-000865,-0.2612680083646479
ACH-000866,-0.2994301265868469
ACH-000867,-0.3907921469145487
ACH-000869,-0.3795766805942154
ACH-000872,-0.06792530366109165
ACH-000873,-0.3663195226271668
ACH-000876,-0.3790226226912026
ACH-000878,-0.4117750837982019
ACH-000880,-0.2728975835917503
ACH-000881,-0.2330252899136024
ACH-000882,-0.3028728857447653
ACH-000884,-0.3036324504006749
ACH-000885,-0.4471435974973252
ACH-000887,-0.37007981082002855
ACH-000889,-0.4896508365571421
ACH-000896,-0.20891506961521972
ACH-000898,-0.2767444491239888
ACH-000900,-0.3125099237815888
ACH-000901,-0.3467537754686001
ACH-000905,-0.3752652430630712
ACH-000906,-0.17527430592983295
ACH-000907,-0.4615699918366275
ACH-000910,-0.213687559573052
ACH-000911,-0.21630257008926504
ACH-000912,-0.4256451374779123
ACH-000913,-0.5016019047878297
ACH-000915,-0.28238988488087924
ACH-000916,-0.6945544123277936
ACH-000917,-0.17393675535654365
ACH-000920,-0.36017872115164906
ACH-000921,-0.33070081376159993
ACH-000924,-0.4512341877998611
ACH-000926,-0.4442679799074152
ACH-000928,-0.3184652943709441
ACH-000929,-0.3165186400073871
ACH-000932,-0.30131783928573186
ACH-000935,-0.3593085620996864
ACH-000936,-0.3662738985813533
ACH-000937,-0.3449308690188065
ACH-000938,-0.1651625977454252
ACH-000939,-0.3159158415537895
ACH-000941,-0.3196457263667609
ACH-000943,-0.30347097334952783
ACH-000946,-0.3920907083340751
ACH-000947,-0.22509513889742003
ACH-000948,-0.4387602453472971
ACH-000950,-0.209776880670854
ACH-000953,-0.2977288345464613
ACH-000954,-0.21924558693442184
ACH-000957,-0.17110633302408754
ACH-000958,-0.18962380789256444
ACH-000960,-0.07520819233064698
ACH-000963,-0.4280432834050932
ACH-000968,-0.2232628190169892
ACH-000969,-0.1477418374461366
ACH-000972,-0.4406538774301424
ACH-000973,-0.3368745068042999
ACH-000974,-0.35217942341736685
ACH-000978,-0.3639842054905144
ACH-000984,-0.3193137537589733
ACH-000986,-0.12890750330489084
ACH-000988,-0.2991510676569105
ACH-000993,-0.37174841456242336
ACH-000994,-0.3853970521770786
ACH-000996,-0.3274556134595798
ACH-001001,-0.3222647013583904
ACH-001020,-0.21870464924400185
ACH-001028,-0.2351438212704509
ACH-001031,-0.5189180296979673
ACH-001038,-0.38212651471085696
ACH-001048,-0.4176016052477426
ACH-001050,-0.3592074562121515
ACH-001053,-0.4759267095531257
ACH-001054,-0.4547632561710559
ACH-001061,-0.4048307778245535
ACH-001067,-0.2624973461879723
ACH-001075,-0.3399935659004684
ACH-001096,-0.3684417460165719
ACH-001111,-0.2919766225317174
ACH-001119,-0.571092839555145
ACH-001128,-0.4521532262243695
ACH-001134,-0.37587275626241146
ACH-001151,-0.4063789958038985
ACH-001163,-0.3709723284013303
ACH-001164,-0.2764350623416011
ACH-001183,-0.30779298969824265
ACH-001192,-0.3567992264475566
ACH-001193,-0.6329125892636165
ACH-001196,-0.4620042277588032
ACH-001197,-0.31630046392080946
ACH-001205,-0.2382830782489887
ACH-001211,-0.6473143110403702
ACH-001212,-0.5363481989708354
ACH-001228,-0.1643770124638548
ACH-001232,-0.26654398597646445
ACH-001239,-0.4303956172321589
ACH-001270,-0.5307419892299291
ACH-001274,-0.2838024318223987
ACH-001275,-0.4002814651264037
ACH-001277,-0.22072306274055467
ACH-001278,-0.4951150684128919
ACH-001280,-0.1295149118453363
ACH-001283,-0.395980614536731
ACH-001289,-0.4764041584016685
ACH-001300,-0.3176822105564852
ACH-001301,-0.33524651313866954
ACH-001302,-0.6244718736966938
ACH-001306,-0.3406078762891753
ACH-001318,-0.6248729016033779
ACH-001322,-0.14063607729378935
ACH-001328,-0.2610610757275172
ACH-001332,-0.4705447539709832
ACH-001336,-0.5554197905962012
ACH-001346,-0.2520123431136782
ACH-001353,-0.34186886778358555
ACH-001354,-0.30063724635234795
ACH-001367,-0.3788273864952508
ACH-001368,-0.3756311631310503
ACH-001374,-0.33550871200436405
ACH-001377,-0.3947234380427394
ACH-001380,-0.4097628155642181
ACH-001391,-0.3092892933167215
ACH-001408,-0.23660541363911225
ACH-001430,-0.2806335014611802
ACH-001431,-0.41191418884687603
ACH-001450,-0.4541231096126911
ACH-001496,-0.3588590979046525
ACH-001500,-0.4174468404286937
ACH-001523,-0.2186675410605231
ACH-001532,-0.3086674681450393
ACH-001550,-0.3161897504423285
ACH-001552,-0.436808044855058
ACH-001554,-0.3139065849550248
ACH-001654,-0.2649088794413844
ACH-001735,-0.3720950411244318
ACH-001736,-0.3054981402170419
ACH-001737,-0.006371027334164935
ACH-001740,-0.3898474934768249
ACH-001745,-0.2630198797988416
ACH-001765,-0.4179491764880995
