,SLC35E2 (9906)
ACH-000004,-0.1402444661413548
ACH-000005,-0.3092317970590554
ACH-000007,-0.0947619213816782
ACH-000009,-0.3017651845592149
ACH-000011,-0.08937076202903728
ACH-000012,-0.33592084648485104
ACH-000013,-0.1653233137474431
ACH-000014,-0.3701837271619683
ACH-000015,-0.2813408796454176
ACH-000017,-0.21641189242554654
ACH-000018,-0.28616602557695897
ACH-000019,-0.15550619872342494
ACH-000021,-0.2212346458098719
ACH-000022,-0.26218609399884196
ACH-000025,-0.3049842956457787
ACH-000028,-0.28971602845191696
ACH-000030,-0.28162435765878724
ACH-000035,-0.20604933388127405
ACH-000036,-0.4648499421733451
ACH-000037,-0.3383298069343081
ACH-000039,-0.3733111704511094
ACH-000040,-0.3437587739555989
ACH-000041,-0.3455684128098793
ACH-000042,-0.3802787969342398
ACH-000045,-0.34347168587328497
ACH-000047,-0.4035600095891045
ACH-000052,-0.17184473885997234
ACH-000053,-0.2591281290377943
ACH-000054,-0.2908062510490359
ACH-000055,-0.455428757549583
ACH-000060,-0.12066485717730165
ACH-000067,-0.35617379515182823
ACH-000070,-0.3477033964171795
ACH-000075,-0.6528270605880334
ACH-000078,-0.2518364002999145
ACH-000082,-0.2826780053295459
ACH-000085,-0.3578203133043729
ACH-000086,-0.3552058692016296
ACH-000087,-0.32613579774068724
ACH-000092,-0.2396499613505051
ACH-000095,-0.2659901289143916
ACH-000097,-0.29186790499635235
ACH-000098,-0.2454389519350476
ACH-000099,-0.19155794335200485
ACH-000108,-0.4690220852903159
ACH-000113,-0.23573693899492104
ACH-000116,-0.2130314218479863
ACH-000118,-0.2371193866137654
ACH-000120,-0.2429020352340292
ACH-000123,-0.3783485588725489
ACH-000127,-0.2808766788676472
ACH-000128,-0.4521995378362871
ACH-000132,-0.2682296479631569
ACH-000133,-0.31386132602085554
ACH-000137,-0.23613834164794464
ACH-000138,-0.335791231027578
ACH-000142,-0.2380055126905437
ACH-000143,-0.2466149248572272
ACH-000146,-0.2865952923536938
ACH-000148,-0.1523654903854579
ACH-000150,-0.3326094915783677
ACH-000152,-0.3107431669987646
ACH-000153,-0.3271845953165685
ACH-000159,-0.26176702840679283
ACH-000160,-0.13710264547556608
ACH-000163,-0.3505956291966298
ACH-000167,-0.3046704413052581
ACH-000168,-0.2852595169031665
ACH-000169,-0.2152782852092892
ACH-000178,-0.2244729629705767
ACH-000183,-0.3595868155390797
ACH-000188,-0.4584849902324522
ACH-000189,-0.2499066182620764
ACH-000190,-0.19047270113098685
ACH-000198,-0.18117623498591606
ACH-000203,0.1860692257011334
ACH-000204,-0.4149634328400193
ACH-000206,-0.2916001872567282
ACH-000207,-0.4226242238098729
ACH-000208,-0.19256664070673515
ACH-000210,-0.18340238287890293
ACH-000211,-0.2560036418965935
ACH-000215,-0.3695457982119644
ACH-000221,-0.2766742284763955
ACH-000222,-0.3987067914664895
ACH-000223,-0.24871603055593125
ACH-000226,-0.21091407508749205
ACH-000227,-0.21506229211048908
ACH-000228,-0.2961183350223597
ACH-000231,-0.295339711140659
ACH-000232,-0.1960938298419253
ACH-000233,-0.2604784242461869
ACH-000234,-0.3461166588604264
ACH-000235,-0.3287284671978809
ACH-000237,-0.2997820385563112
ACH-000238,-0.30598196692246465
ACH-000242,-0.4016689736625977
ACH-000243,-0.3269042919776051
ACH-000244,-0.06345357052325894
ACH-000246,-0.3366828244942012
ACH-000248,-0.218653537526772
ACH-000250,-0.2247587307356443
ACH-000251,-0.3416855181369849
ACH-000252,-0.07060685479344048
ACH-000253,-0.2887035243175574
ACH-000255,-0.32300896851266586
ACH-000256,-0.350108922562648
ACH-000257,-0.17939847371784368
ACH-000258,-0.4987290868243913
ACH-000259,-0.15694098249646302
ACH-000260,-0.3873787583684302
ACH-000261,-0.19564687915642567
ACH-000262,-0.19946672811894955
ACH-000263,-0.05358443888115298
ACH-000264,-0.2511722311970316
ACH-000265,-0.19507485546708794
ACH-000266,-0.2750990489143686
ACH-000272,-0.26097532299206444
ACH-000274,-0.2770604518625304
ACH-000277,-0.3164884679337843
ACH-000278,-0.23458209766509105
ACH-000279,-0.30469787217382605
ACH-000280,-0.22661556868648605
ACH-000281,-0.17635685197299622
ACH-000288,-0.23137522326364776
ACH-000291,-0.27672900583283633
ACH-000293,-0.1812164666936423
ACH-000294,-0.25239806343864096
ACH-000295,-0.37304414385192103
ACH-000296,-0.4285509949658096
ACH-000302,-0.2913219273680629
ACH-000304,-0.3797513768368316
ACH-000307,-0.3315713461718813
ACH-000308,-0.2474356007790135
ACH-000310,-0.1703790411145338
ACH-000311,-0.2318789708637592
ACH-000312,-0.3427699698752925
ACH-000315,-0.3493919273800705
ACH-000316,-0.28610112643932306
ACH-000317,-0.27706274930738084
ACH-000318,-0.17396982893555046
ACH-000319,-0.3762546840634869
ACH-000320,-0.1666318146057395
ACH-000322,-0.3734375548176803
ACH-000323,-0.34665678220676177
ACH-000324,-0.16796493979254504
ACH-000329,-0.3656689813733284
ACH-000330,-0.2799196021397855
ACH-000331,-0.2677423718917093
ACH-000332,-0.27299208814901216
ACH-000334,-0.268960369506955
ACH-000335,-0.2594135971274968
ACH-000336,-0.6769289947971755
ACH-000337,-0.1434654647734192
ACH-000338,-0.4999380670509529
ACH-000339,-0.12271354013819367
ACH-000341,-0.23272085479567586
ACH-000348,-0.32172005841917045
ACH-000350,-0.21381754158327484
ACH-000352,-0.3655092429087843
ACH-000356,-0.24899962179375498
ACH-000361,-0.4033811995677379
ACH-000362,-0.3768147326584623
ACH-000363,-0.2672694396514291
ACH-000364,-0.4404734293572894
ACH-000365,-0.22093349250661665
ACH-000366,-0.37522871242615147
ACH-000368,-0.3779174808651469
ACH-000374,-0.2110058954185764
ACH-000375,-0.15424698870211798
ACH-000376,-0.2704804797322195
ACH-000381,-0.3455972999443005
ACH-000383,-0.2868363878581901
ACH-000387,-0.24325773270623194
ACH-000389,-0.5257733285923937
ACH-000390,-0.3823127085883438
ACH-000393,-0.37548125526532894
ACH-000395,-0.4419715890548346
ACH-000396,-0.2224109635852741
ACH-000397,-0.24480166599478334
ACH-000401,-0.26307024493163195
ACH-000402,-0.22685802816191666
ACH-000403,-0.3916953210567206
ACH-000404,-0.16813254433582642
ACH-000406,-0.24274351725737586
ACH-000407,-0.2000638451418999
ACH-000408,-0.3471454241364692
ACH-000410,-0.33702615309980793
ACH-000411,-0.16550476721468738
ACH-000414,-0.1668194367305657
ACH-000415,-0.17443686241598347
ACH-000416,-0.27441261158717684
ACH-000420,-0.2092529244389972
ACH-000421,-0.3028334176906199
ACH-000424,-0.3130193003657973
ACH-000425,-0.2871931658089981
ACH-000426,-0.15140528487523713
ACH-000427,-0.3549388810493711
ACH-000433,-0.1952465090958435
ACH-000435,-0.17082788808933094
ACH-000436,-0.2316740296190022
ACH-000444,-0.3153496226953252
ACH-000445,-0.26905509957603035
ACH-000448,-0.30557569323446315
ACH-000450,0.0563560568760593
ACH-000452,-0.20951991992076294
ACH-000454,-0.3354139191788656
ACH-000458,-0.4220752621158663
ACH-000459,-0.3198803386507502
ACH-000460,-0.19624649006618355
ACH-000461,-0.2223248640177884
ACH-000463,-0.13737554392730106
ACH-000464,-0.30078427783116
ACH-000466,-0.16151327624566025
ACH-000467,-0.22622903927197835
ACH-000468,-0.33787289211429866
ACH-000469,-0.2907381158312992
ACH-000470,-0.3628799879898691
ACH-000471,-0.31016681743196195
ACH-000472,-0.2616346939434007
ACH-000473,-0.408616868230069
ACH-000475,-0.2391165776051067
ACH-000476,-0.3535157107900392
ACH-000477,-0.3696940160686552
ACH-000479,-0.23123446329381797
ACH-000480,-0.34402773563663464
ACH-000481,-0.32358833072723603
ACH-000483,-0.29972759955615264
ACH-000484,-0.3288842932489012
ACH-000485,-0.3466599027727516
ACH-000486,-0.1484724035346704
ACH-000487,-0.3168570544153553
ACH-000488,-0.24365209287985
ACH-000490,-0.2387720760185267
ACH-000491,-0.3758976449055367
ACH-000495,-0.235457104955355
ACH-000496,-0.3205825141274892
ACH-000499,-0.4647926767605648
ACH-000500,-0.08890248065406857
ACH-000502,-0.32026325199615985
ACH-000503,-0.14486859578130062
ACH-000505,-0.354342228839
ACH-000507,-0.24924003390782745
ACH-000510,-0.19861757114377385
ACH-000511,-0.28012222606100845
ACH-000512,-0.33060259258124075
ACH-000516,-0.25492910054264256
ACH-000517,-0.2650593218839936
ACH-000518,-0.3247401834946782
