,SELM (140606)
ACH-000004,-0.12457587836465275
ACH-000005,-0.20669133441914986
ACH-000007,-0.0416451728290231
ACH-000009,-0.19690356869108488
ACH-000011,-0.0447616236897611
ACH-000012,-0.09103869446003246
ACH-000013,-0.1241750483082456
ACH-000014,-0.31056268925418684
ACH-000015,-0.12307353698365567
ACH-000017,-0.2589322615548446
ACH-000018,-0.1375668991823534
ACH-000019,-0.12657266773124204
ACH-000021,-0.1225372359205476
ACH-000022,-0.13362318031320347
ACH-000025,-0.13876052441231282
ACH-000028,-0.11528899602003315
ACH-000030,-0.23004930804548346
ACH-000035,-0.1166271293005718
ACH-000036,-0.09932631511978064
ACH-000037,-0.05053761869432578
ACH-000039,-0.25192308715463185
ACH-000040,-0.09982744265759493
ACH-000041,-0.002732400158115582
ACH-000042,-0.17323770823292284
ACH-000045,-0.154561191121164
ACH-000047,-0.07468466207457168
ACH-000052,-0.02887990359281876
ACH-000053,-0.21452621002259345
ACH-000054,0.043819336989255935
ACH-000055,-0.0030459820797955
ACH-000060,-0.1869758894366371
ACH-000067,-0.10026456335460504
ACH-000070,0.13719096851220788
ACH-000075,-0.15841965702440208
ACH-000078,-0.2028611269863737
ACH-000082,-0.01465514994810311
ACH-000085,0.08544463949005926
ACH-000086,-0.02590280425507506
ACH-000087,-0.0417602437670904
ACH-000092,-0.2462356699875901
ACH-000095,-0.08479540069521055
ACH-000097,-0.13956647549222645
ACH-000098,-0.09912365403345336
ACH-000099,-0.2245372305522154
ACH-000108,-0.16452145468080265
ACH-000113,-0.1781731408398077
ACH-000116,-0.04974240215703831
ACH-000118,-0.005978399139346712
ACH-000120,-0.10406727050567392
ACH-000123,-0.10878920177823527
ACH-000127,-0.07346031849571842
ACH-000128,-0.03967752777737171
ACH-000132,-0.1459693418830259
ACH-000133,-0.13949565341341774
ACH-000137,-0.04900300285863502
ACH-000138,0.08047253531285364
ACH-000142,-0.026944684662878672
ACH-000143,-0.3115536846516155
ACH-000146,-0.17849530053599602
ACH-000148,-0.00517514894405136
ACH-000150,-0.03094721856870805
ACH-000152,-0.10646510235452418
ACH-000153,0.02530517550587816
ACH-000159,-0.012151917722063078
ACH-000160,-0.07176612754730552
ACH-000163,-0.06998346364562989
ACH-000167,-0.28556919034877004
ACH-000168,-0.28760742337446826
ACH-000169,-0.13460857911013765
ACH-000178,-0.11893876529851423
ACH-000183,-0.17545365168670388
ACH-000188,-0.035904301158545
ACH-000189,-0.06853574619107837
ACH-000190,-0.07615759191452377
ACH-000198,-0.19049457707637607
ACH-000203,-0.2388775833167312
ACH-000204,-0.07546940448523637
ACH-000206,0.13182983785782518
ACH-000207,-0.245363363428146
ACH-000208,0.039416190132294464
ACH-000210,0.007131334538128758
ACH-000211,-0.14302110949296384
ACH-000215,-0.1474193833034548
ACH-000221,-0.24991556021227804
ACH-000222,-0.019641220085678045
ACH-000223,-0.09381508167120403
ACH-000226,-0.15794734315517234
ACH-000227,-0.2013437943004118
ACH-000228,-0.05356220761700421
ACH-000231,-0.042889244887300254
ACH-000232,-0.10381421661359194
ACH-000233,-0.3658402873964822
ACH-000234,0.0707163508883597
ACH-000235,-0.0028835261785597572
ACH-000237,-0.16107202918504854
ACH-000238,-0.11459250199742685
ACH-000242,-0.15403029990517886
ACH-000243,-0.09302450306916507
ACH-000244,-0.2764971038414057
ACH-000246,-0.09154269996139526
ACH-000248,-0.20250343261328796
ACH-000250,-0.08340136804842675
ACH-000251,-0.11185477238546601
ACH-000252,-0.0436416736903295
ACH-000253,-0.0901856505562251
ACH-000255,-0.17780143404850635
ACH-000256,0.04903235533463583
ACH-000257,-0.08516443649868483
ACH-000258,-0.024448824677409945
ACH-000259,-0.051596956540059344
ACH-000260,-0.0949937251263887
ACH-000261,-0.09846201266042108
ACH-000262,0.12014890096116827
ACH-000263,-0.054307154105240577
ACH-000264,-0.21128140228181014
ACH-000265,0.024066123968922326
ACH-000266,-0.05028498143867057
ACH-000272,-0.15502941553915334
ACH-000274,-0.15289045372711701
