,NET1 (10276)
ACH-000316,-0.14193813269769867
ACH-000317,0.1531623879264191
ACH-000318,-0.045905285666900636
ACH-000319,-0.08049182397944722
ACH-000320,0.12697432818722412
ACH-000322,-0.2858352739922121
ACH-000323,-0.06090743461715281
ACH-000324,-0.10709579623689323
ACH-000329,-0.0928860434779528
ACH-000330,-0.1817207516060048
ACH-000331,-0.08226828820205569
ACH-000332,-0.0849606294473623
ACH-000334,-0.07137180543757747
ACH-000335,0.04875781499117098
ACH-000336,0.142379265423368
ACH-000337,-0.1581952464119589
ACH-000338,-0.18559217457568253
ACH-000339,0.055683498744914066
ACH-000341,-0.1165095051090567
ACH-000348,-0.16670724249359153
ACH-000350,-0.08695006566237083
ACH-000352,-0.084968583617339
ACH-000356,-0.023443794464124392
ACH-000361,-0.030050855229492537
ACH-000362,0.07577965759769645
ACH-000363,-0.11435228586271452
ACH-000364,0.05671187454583688
ACH-000365,0.004960627468105026
ACH-000366,-0.17828649445697656
ACH-000368,-0.1766539424579818
ACH-000374,-0.013622683186901423
ACH-000375,-0.21509603623801465
ACH-000376,0.06455854232662138
ACH-000381,-0.12697524214969466
ACH-000383,-0.08397603592214724
ACH-000387,0.031464584623798815
ACH-000389,-0.0026036924161298037
ACH-000390,-0.13744584656585998
ACH-000393,0.051171720665487086
ACH-000395,-0.1263291095764149
ACH-000396,-0.13017363857071762
ACH-000397,-0.03621863421604584
ACH-000401,-0.08474579010484433
ACH-000402,0.025891486618511327
ACH-000403,-0.12452418414630803
ACH-000404,0.07032977808015968
ACH-000406,0.02464802210128144
ACH-000407,-0.20108465607322693
ACH-000408,-0.0770203287867684
ACH-000410,-0.06713890453855595
ACH-000411,0.0715720608129956
ACH-000414,-0.1592776540738576
ACH-000415,-0.090923480133695
ACH-000416,0.01887690818384009
ACH-000420,-0.07711585522884225
ACH-000421,0.03627284910302455
ACH-000424,-0.17199971622754875
ACH-000425,-0.1778246479706136
ACH-000426,0.1820530299833117
ACH-000427,-0.06871638267251151
ACH-000433,0.06475106320677798
ACH-000435,0.2711277572339396
ACH-000436,-0.0864794554542246
ACH-000444,-0.08529698759888657
ACH-000445,-0.043948664022806734
ACH-000448,-0.11322092243423845
ACH-000450,-0.09336508321505682
ACH-000452,-0.0966038795111328
ACH-000454,-0.04264274374884972
ACH-000458,-0.06880871631533544
ACH-000459,0.07679561908770967
ACH-000460,-0.013212623409691216
ACH-000461,-0.07582319227053877
ACH-000463,-0.07017977073281609
ACH-000464,-0.09054059500990802
ACH-000466,-0.03185694378131832
ACH-000467,-0.1951039052538553
ACH-000468,0.02558943241908983
ACH-000469,-0.04869786595211386
ACH-000470,-0.003831876475045544
ACH-000471,-0.10328108834779524
ACH-000472,-0.09184251641949877
ACH-000473,0.12250032300667993
ACH-000475,-0.043369203770315216
ACH-000476,-0.06592136124840166
ACH-000477,-0.033630099107940715
ACH-000479,0.12253905786951033
ACH-000480,0.16947414118454793
ACH-000481,-0.028967366713319724
ACH-000483,0.09982391522790296
ACH-000484,0.000343527550871084
ACH-000485,-0.14597951516031013
ACH-000486,-0.11138314225590223
ACH-000487,-0.03736665262069056
ACH-000488,-0.17652964939415172
ACH-000490,-0.1443888449856814
ACH-000491,-0.11878209383661675
ACH-000495,-0.20308233133403675
ACH-000496,-0.013055128087943608
ACH-000499,0.1944679304606499
ACH-000500,-0.02172211637337225
ACH-000502,0.007818137707096369
ACH-000503,-0.14554669967453868
ACH-000505,-0.12822330882884714
ACH-000507,-0.20526243587363224
ACH-000510,0.04270609166319152
ACH-000511,0.07139043353193303
ACH-000512,0.14744387008907858
ACH-000516,-0.09099072110358257
ACH-000517,-0.06062869338745015
ACH-000518,-0.09771096152066423
ACH-000520,-0.14136400250966208
ACH-000521,0.03521832530921614
ACH-000522,0.018418291534817367
ACH-000524,-0.020321646652538
ACH-000527,-0.05135439344376652
ACH-000528,-0.04398403391052919
ACH-000537,-0.17318325313696034
ACH-000541,-0.2707638516966581
ACH-000542,-0.028482742490234823
ACH-000544,-0.07270630576833255
ACH-000545,-0.2438858078858342
ACH-000547,-0.1550741698782006
ACH-000548,-0.013409751716330187
ACH-000549,0.19897394179225789
ACH-000550,0.05287203718530187
ACH-000552,-0.12532974021777835
ACH-000556,-0.04497436963301759
ACH-000557,-0.08471236871172097
ACH-000569,-0.07512102071234511
ACH-000570,-0.03111940192636089
ACH-000571,0.03664013416872227
ACH-000573,-0.038527857044794514
ACH-000576,-0.05045021403120449
ACH-000579,0.04930293872460182
ACH-000580,-0.12474346008321507
ACH-000584,-0.07375322554353134
ACH-000585,0.01770932854393064
ACH-000588,-0.1129457127881911
ACH-000589,-0.18152919487167604
ACH-000591,0.008373491891501455
ACH-000593,0.030131154817234936
ACH-000600,-0.1502741994172966
ACH-000601,-0.028441148056835307
ACH-000605,-0.03887848554461515
ACH-000606,-0.07405751520921054
ACH-000608,-0.0927043451865874
ACH-000614,0.09291981238886532
ACH-000616,-0.15278042589669485
ACH-000618,-0.06543174458290478
ACH-000619,-0.12470335769139228
ACH-000620,-0.00603194730454751
ACH-000621,-0.10011312496897523
ACH-000622,0.05443975815449698
ACH-000623,-0.1776656840369494
ACH-000624,-0.2167351294043787
ACH-000627,-0.06663650715925333
ACH-000630,-0.04835408733095295
ACH-000631,-0.0761392818517497
ACH-000632,-0.027391662121548303
ACH-000633,-0.03597174302199898
ACH-000637,0.007853748556186516
ACH-000638,0.10424544611699166
ACH-000646,-0.11561278821428657
ACH-000647,0.035268897824614516
ACH-000648,-0.2947416155242101
ACH-000649,-0.02845696687866382
ACH-000651,0.02227555823327661
ACH-000652,-0.1407715310835931
ACH-000653,-0.02500507545682842
ACH-000657,-0.05802964327917305
ACH-000658,-0.09944062692656054
ACH-000661,-0.0264776373165226
ACH-000662,-0.034587232315720674
ACH-000663,-0.049333141241392986
ACH-000665,-0.05768548854258565
ACH-000671,-0.06559400446213508
ACH-000672,-0.1947462069995826
ACH-000673,-0.015419667589827319
ACH-000676,-0.010207640956037257
ACH-000677,-0.0017790799005924817
ACH-000681,-0.14789812010393028
ACH-000683,-0.09395169454632872
ACH-000684,-0.003871280328219543
ACH-000688,-0.1096232703983257
ACH-000693,-0.06888728744912666
ACH-000694,-0.11415515196906995
ACH-000695,0.11354239330868772
ACH-000696,-0.12443490632240616
ACH-000697,-0.04216343936734628
ACH-000699,-0.03646348212001994
ACH-000701,-0.1817494732653058
ACH-000706,-0.12798563801748292
ACH-000711,-0.06270409064198666
ACH-000713,0.12068752226074685
ACH-000714,-0.17554387230519547
ACH-000718,0.02061513574821871
ACH-000720,-0.05803655492465413
ACH-000721,-0.08769063138934839
ACH-000724,-0.014481974925699257
ACH-000725,-0.13864611021394288
ACH-000732,0.08663307374728048
ACH-000734,-0.054626551322860685
ACH-000735,-0.10961881378907318
ACH-000736,-0.03460601488222339
ACH-000738,-0.12462447671674493
ACH-000746,-0.29735860120677793
ACH-000747,0.016565703224573753
ACH-000748,-0.04120034872167082
ACH-000753,-0.04033090630143092
ACH-000756,-0.2395366987789029
ACH-000757,-0.008207952177616511
ACH-000758,-0.07890036220609327
ACH-000760,-0.15466238394339446
ACH-000762,-0.061237530577716415
ACH-000763,-0.06539954792635765
ACH-000764,0.05606227231937011
ACH-000765,0.091891037160128
ACH-000766,-0.025372750118914697
ACH-000767,-0.15851081441853027
ACH-000768,0.029138990132454808
ACH-000769,-0.2210490649693394
ACH-000770,-0.03056010555542325
ACH-000771,-0.24409156194443965
ACH-000773,-0.13544619541473832
ACH-000776,0.05225359846600836
ACH-000777,-0.12053220806160893
ACH-000778,0.05113519485878415
ACH-000781,-0.05204201469223381
ACH-000782,-0.08802572618325173
ACH-000783,-0.05491678913930823
ACH-000784,-0.025822788815300986
ACH-000785,0.08420054699797333
ACH-000787,-0.06608454305661339
ACH-000788,-0.0539480226938999
ACH-000791,-0.1462956549312019
ACH-000792,-0.07140226815534867
ACH-000794,-0.09492248813134442
ACH-000796,-0.12009129365536793
ACH-000798,0.0894426252966315
ACH-000799,-0.17381763660790847
ACH-000800,0.026398155822582262
ACH-000802,-0.07650213624390485
ACH-000804,-0.14376042977481562
ACH-000805,0.04834814387804514
ACH-000809,-0.2270008586005414
ACH-000810,-0.300870973590508
ACH-000811,-0.08566770154054466
ACH-000817,0.04279422817049995
ACH-000819,-0.09742793537656312
ACH-000820,-0.18811586005339265
ACH-000821,0.13003958326063916
ACH-000822,-0.1730302702543185
ACH-000823,0.02817696210214167
ACH-000824,-0.19005170408285985
ACH-000827,-0.02377293192855622
ACH-000829,0.04218970741116845
ACH-000831,0.10087115553867708
ACH-000832,-0.16379669440452982
ACH-000833,-0.009303834402649123
ACH-000834,-0.10789713333133484
ACH-000835,-0.02772761857742769
ACH-000836,-0.18628323779734146
ACH-000837,0.03472563534931066
ACH-000838,-0.1389955909877208
ACH-000839,-0.0784682645320671
ACH-000840,-0.1909790981971672
ACH-000841,-0.12230506036612952
ACH-000843,-0.033804208220538805
ACH-000846,-0.11410577379501828
ACH-000847,-0.26673395726908034
ACH-000848,-0.2303019770345269
ACH-000849,-0.07544077542634882
ACH-000851,-0.06828500715184699
ACH-000855,-0.08944593718977341
ACH-000856,-0.0029111028636838953
ACH-000858,-0.14122839497506126
ACH-000859,0.2187636337020928
ACH-000861,-0.12304520583962525
ACH-000862,-0.2213694966405416
ACH-000865,-0.08604595053221617
ACH-000866,-0.05330079896960134
ACH-000867,-0.04568034972516797
ACH-000869,-0.09072392928102643
ACH-000872,-0.0061150884843395705
ACH-000873,-0.21621660635659107
ACH-000876,-0.10002778723966783
ACH-000878,-0.2235170333826191
ACH-000880,-0.03442127634762288
ACH-000881,0.05900439698610966
ACH-000882,-0.13888188675433427
ACH-000884,-0.21060171174367529
ACH-000885,-0.1474545497659238
ACH-000887,-0.017281830730762598
ACH-000889,-0.05776392562140624
ACH-000896,0.03983200996980985
ACH-000898,-0.31027054729001297
ACH-000900,0.07335888735486168
ACH-000901,-0.014952126124597669
ACH-000905,-0.08799135830761247
ACH-000906,-0.007837005980660821
ACH-000907,0.02536011102574766
ACH-000910,-0.04372572487372608
ACH-000911,-0.04670235021413235
ACH-000912,0.011759871042148734
ACH-000913,-0.06722998046963173
ACH-000915,-0.012502801580266102
ACH-000916,-0.08232245481117953
ACH-000917,-0.17989649020584295
ACH-000920,-0.1842075105048194
ACH-000921,-0.03499973192733293
ACH-000924,-0.19638388033988527
ACH-000926,-0.14564302377060548
ACH-000928,-0.07478978104290601
ACH-000929,-0.2613012331873255
ACH-000932,-0.09530565169148483
ACH-000935,-0.22476847659922186
ACH-000936,-0.16135212740653895
ACH-000937,-0.014514869528341431
ACH-000938,0.10409041442991217
ACH-000939,-0.09580423657094743
ACH-000941,-0.1923067478538624
ACH-000943,-0.01923374956853849
ACH-000946,-0.15464440580230215
ACH-000947,-0.11974940599408562
ACH-000948,-0.06596144197344947
ACH-000950,-0.2933410109103097
ACH-000953,0.00562273668899766
ACH-000954,0.3294786700563159
ACH-000957,0.06676979677313513
ACH-000958,-0.0031596160362629484
ACH-000960,0.030515812076345832
ACH-000963,0.08674473487876143
ACH-000968,0.025558827691899298
ACH-000969,-0.25671308023590617
ACH-000972,-0.0722928930657223
ACH-000973,-0.0775961793683891
ACH-000974,-0.17613764367785767
ACH-000978,-0.2059501796453445
ACH-000984,-0.053595105098118934
ACH-000986,-0.09583764025307298
ACH-000988,0.010859117508637906
ACH-000993,5.467046424289503e-05
ACH-000994,-0.07123885175286508
ACH-000996,-0.031233421845409993
ACH-001001,-0.07874788009775549
ACH-001020,-0.10913371763608694
ACH-001028,-0.07008498941432048
ACH-001031,-0.1884438769854783
ACH-001038,0.02445370793825624
ACH-001048,-0.05384764900098893
ACH-001050,0.01334869760087287
ACH-001053,-0.07949292179244694
ACH-001054,0.017216449321504446
ACH-001061,-0.08629738255632902
ACH-001067,-0.0015496943506777313
ACH-001075,-0.1892179427946975
ACH-001096,-0.0980338726282996
ACH-001111,0.020320542272065343
ACH-001119,-0.3062681390696953
ACH-001128,-0.25165848195884033
ACH-001134,-0.19466882168981536
ACH-001151,-0.14419327029422008
ACH-001163,0.07733773930241387
ACH-001164,-0.19564010255096406
ACH-001183,0.07815465408526746
ACH-001192,-0.004414786393115825
ACH-001193,-0.17529855942350425
ACH-001196,-0.12806398195871035
ACH-001197,-0.19327575022084634
ACH-001205,-0.24128615786993166
ACH-001211,-0.2279962685495336
ACH-001212,-0.09195111604808183
ACH-001228,-0.08828730338337454
ACH-001232,0.011025346392519984
ACH-001239,0.03936676163213272
ACH-001270,-0.3037391034765438
ACH-001274,-0.037090374833034206
ACH-001275,-0.034666734096036884
ACH-001277,-0.19038863636493128
ACH-001278,-0.09555141278805318
ACH-001280,0.03850926953395007
ACH-001283,-0.09597309851106334
ACH-001289,-0.18467353799951985
ACH-001300,-0.015690014645013083
ACH-001301,-0.24949240742487505
ACH-001302,-0.07558581530375276
ACH-001306,-0.021281602683395292
ACH-001318,0.15660411134008995
ACH-001322,-0.0563078412080826
ACH-001328,-0.11518292615898636
ACH-001332,-0.0958955381062953
ACH-001336,0.04163594941484254
ACH-001346,-0.20799019963574386
ACH-001353,0.005132955615540426
ACH-001354,-0.13442966148919386
ACH-001367,0.2382568752232761
ACH-001368,-0.1853132928462791
ACH-001374,-0.4585922483576119
ACH-001377,-0.13311487855369727
ACH-001380,-0.14482474434116946
ACH-001391,-0.07526905352660987
ACH-001408,0.044620709915042925
ACH-001430,0.10977200445120014
ACH-001431,-0.10347855508981428
ACH-001450,0.1207317398330062
ACH-001496,-0.020296879640031188
ACH-001500,-0.028819241086215325
ACH-001523,0.046539652814421587
ACH-001532,-0.14727485871116847
ACH-001550,-0.11804005837216858
ACH-001552,-0.09126073450943813
ACH-001554,-0.1240898713570236
ACH-001654,-0.021639490884570112
ACH-001735,-0.06237225275962852
ACH-001736,-0.11800429368981495
ACH-001737,0.2382425737216549
ACH-001740,-0.036261060780610484
ACH-001745,0.04490622619025845
ACH-001765,-0.022073357138070442
