,KCNMB3 (27094)
ACH-000004,0.05324745847914166
ACH-000005,-0.01776603911021036
ACH-000007,0.1370805104903401
ACH-000009,0.012747432984553692
ACH-000011,0.1318245229793292
ACH-000012,0.17046827653852722
ACH-000013,0.2042640927507056
ACH-000014,0.2498111351557672
ACH-000015,0.14051169709340772
ACH-000017,0.11502120531921588
ACH-000018,0.12316951976719084
ACH-000019,0.04866353965340501
ACH-000021,0.13940747049855115
ACH-000022,-0.041383561109652266
ACH-000025,0.11444504411621892
ACH-000028,0.22098290628405404
ACH-000030,0.048868263881742126
ACH-000035,0.04387985605381895
ACH-000036,0.024935567816760054
ACH-000037,-0.002155017920884944
ACH-000039,-0.03848743160315078
ACH-000040,0.01932868328589044
ACH-000041,0.06930672192544211
ACH-000042,-0.012157709000314026
ACH-000045,0.04609063358778618
ACH-000047,0.08452517854494379
ACH-000052,0.05960107332570395
ACH-000053,0.08528571790248148
ACH-000054,0.006950330603249286
ACH-000055,0.11046140464528137
ACH-000060,0.00118601268911099
ACH-000067,0.09495963871552604
ACH-000070,0.1246104760630491
ACH-000075,0.14603124043499818
ACH-000078,0.11715139321732408
ACH-000082,0.00534199110792962
ACH-000085,0.25242465871278474
ACH-000086,0.020183343063040853
ACH-000087,0.13588565210111006
ACH-000092,0.046138771139478285
ACH-000095,0.0983401682623415
ACH-000097,-0.0021840456519637832
ACH-000098,-0.00018304309735226034
ACH-000099,0.10355747896589763
ACH-000108,0.11416220641820744
ACH-000113,0.09028640349423933
ACH-000116,0.038844236433657815
ACH-000118,0.14158379906630858
ACH-000120,0.08039568903240385
ACH-000123,0.03016268521321137
ACH-000127,0.054278139311252166
ACH-000128,0.052832189084264916
ACH-000132,0.14826962737425076
ACH-000133,0.06243194018412245
ACH-000137,0.18443375697142828
ACH-000138,0.10104796072516917
ACH-000142,0.017847342324297362
ACH-000143,0.05084530922777801
ACH-000146,0.07211077023615023
ACH-000148,0.08452898103111521
ACH-000150,0.2405002979755528
ACH-000152,0.1026035054409753
ACH-000153,0.07165843787893318
ACH-000159,0.07980337030287883
ACH-000160,-0.06419757911169782
ACH-000163,0.11748195888088812
ACH-000167,-0.02766633558724225
ACH-000168,0.18559290335325426
ACH-000169,0.14860454272891171
ACH-000178,0.18197632302445224
ACH-000183,-0.016464118296218144
ACH-000188,0.23156973018530935
ACH-000189,-0.004879919919031557
ACH-000190,0.16852849533575778
ACH-000198,0.05720404383932241
ACH-000203,-0.2518492544542149
ACH-000204,-0.007597939945021504
ACH-000206,0.025073227752996727
ACH-000207,-0.0140966928946915
ACH-000208,-0.020796608508083684
ACH-000210,0.02164985597405341
ACH-000211,0.007664606748211587
ACH-000215,0.006860433642396473
ACH-000221,0.06621318613483798
ACH-000222,0.14143143858270907
ACH-000223,0.13277456561461445
ACH-000226,0.1578431522411997
ACH-000227,-0.05517458741632447
ACH-000228,0.138938132258855
ACH-000231,0.18310195323189726
ACH-000232,0.08727311127499451
ACH-000233,0.09190611211322837
ACH-000234,0.07066377150174652
ACH-000235,0.05516311420840957
ACH-000237,0.030998339934338183
ACH-000238,0.12807293956549715
ACH-000242,-0.03164756588763517
ACH-000243,0.1160622232715538
ACH-000244,0.30170072028121464
ACH-000246,0.11252591904612363
ACH-000248,0.1342679346125756
ACH-000250,0.06024324377798945
ACH-000251,0.11156936084532153
ACH-000252,-0.12297661178630248
ACH-000253,0.099197509706734
ACH-000255,0.009194907767429868
ACH-000256,0.07371673897080422
ACH-000257,-0.030755272020738536
ACH-000258,0.014833885014683731
ACH-000259,0.029070480428332424
ACH-000260,0.07137400345179996
ACH-000261,-0.0012192306432012381
