,LINGO2 (158038)
ACH-000004,0.08968758825885102
ACH-000005,0.04251113729517937
ACH-000007,0.05059790477967244
ACH-000009,0.13041072570501575
ACH-000011,0.013168033550041012
ACH-000012,0.14818003892433346
ACH-000013,0.09581465398929584
ACH-000014,0.1173552421955573
ACH-000015,0.0495978815048014
ACH-000017,0.17612000325667265
ACH-000018,0.323639158899706
ACH-000019,-0.1652533385327034
ACH-000021,0.061489846464193164
ACH-000022,0.004059439201657893
ACH-000025,0.15227588453687993
ACH-000028,0.11519302784213345
ACH-000030,0.03695298234087906
ACH-000035,0.10927131213078232
ACH-000036,0.08185263758888339
ACH-000037,-0.08480944004203288
ACH-000039,-0.03689066851134918
ACH-000040,0.15464201331166466
ACH-000041,-0.15134125129335682
ACH-000042,0.18592991064594408
ACH-000045,0.034128036803922186
ACH-000047,0.10926254268499692
ACH-000052,0.04598824685112344
ACH-000053,0.1555359138468603
ACH-000054,0.021578188243626437
ACH-000055,0.08062898285821116
ACH-000060,0.0400736539140934
ACH-000067,0.2448390242036797
ACH-000070,0.04082693437880136
ACH-000075,0.2676749812149116
ACH-000078,0.019174776927057397
ACH-000082,0.08073259443015285
ACH-000085,-0.02952081850244032
ACH-000086,0.11907820829069067
ACH-000087,-0.15182810623339427
ACH-000092,0.07688066321255632
ACH-000095,0.008126642269366761
ACH-000097,0.12059884246329228
ACH-000098,0.07508303693945571
ACH-000099,0.1609909945084321
ACH-000108,0.12013891587459866
ACH-000113,0.12120129291016013
ACH-000116,0.2101848083352934
ACH-000118,0.026386904390665527
ACH-000120,0.2192264455131589
ACH-000123,0.0920934334585682
ACH-000127,0.04681029006880008
ACH-000128,0.11597325442101128
ACH-000132,0.14199456357878198
ACH-000133,0.2031082064722361
ACH-000137,0.19649497212680808
ACH-000138,0.15965613370805568
ACH-000142,0.10772937400216584
ACH-000143,0.14472844321053074
ACH-000146,0.13874223335525152
ACH-000148,-0.006376464854712483
ACH-000150,0.047613483590867665
ACH-000152,0.12029417953476493
ACH-000153,0.2848315587400909
ACH-000159,0.055711117687828535
ACH-000160,0.17060596355777025
ACH-000163,0.07799141313222717
ACH-000167,0.32937546609374
ACH-000168,-0.11137306725385908
ACH-000169,0.056445955152490526
ACH-000178,0.12096126800739912
ACH-000183,-0.08333100733508687
ACH-000188,0.06967042314035901
ACH-000189,0.2142176349554214
ACH-000190,-0.035765499013327456
ACH-000198,0.07580402317073133
ACH-000203,0.049193925906320164
ACH-000204,-0.245778256822572
ACH-000206,-0.1274582361083211
ACH-000207,-0.0833692105415113
ACH-000208,0.018792459458488738
ACH-000210,0.11750983886458932
ACH-000211,0.1397680061041051
ACH-000215,0.04447514149431546
ACH-000221,-0.013791500865553915
ACH-000222,-0.002939568259071369
ACH-000223,0.13310469598131267
ACH-000226,-0.03213949141819427
ACH-000227,-0.053067964382054085
ACH-000228,0.10645319172751637
ACH-000231,0.09269365564140676
ACH-000232,0.041182657381003546
ACH-000233,0.07685587892128172
ACH-000234,0.09787279215198938
ACH-000235,0.06543188467353958
ACH-000237,0.10834068161820716
ACH-000238,0.07817515273668005
ACH-000242,0.10866875071572256
ACH-000243,0.21513686970882487
ACH-000244,0.16654463560451518
ACH-000246,0.09383142951734612
ACH-000248,0.21749612871088447
ACH-000250,0.1801742622235712
ACH-000251,-0.009429508093295638
ACH-000252,0.18347013450940475
ACH-000253,0.1099079205684165
ACH-000255,0.13650815925030993
ACH-000256,0.1471541430888098
ACH-000257,-0.1182427055574328
ACH-000258,0.014622340610641325
ACH-000259,0.1068356159254788
ACH-000260,0.12342207380376652
ACH-000261,0.014915464860965781
ACH-000262,0.19532433481443626
ACH-000263,0.4303712498435872
ACH-000264,0.08137843904546647
ACH-000265,0.013249615035849864
ACH-000266,0.09609666734171024
ACH-000272,0.09662348542284308
ACH-000274,0.07491191801207688
ACH-000277,0.07550898605225696
ACH-000278,0.09387341401098588
ACH-000279,0.14929854105194884
ACH-000280,-0.015782617055881774
ACH-000281,0.15253724301375854
ACH-000288,0.14794697482665728
ACH-000291,0.0005655442457375857
ACH-000293,-0.02817346986743226
ACH-000294,0.1715199865750764
ACH-000295,0.13112508945245346
ACH-000296,0.2375487389739969
ACH-000302,0.05103811897462636
ACH-000304,0.22168298639146014
ACH-000307,0.06240184656878189
ACH-000308,0.03063176166993873
ACH-000310,0.15332515239341188
ACH-000311,0.10929996365895386
ACH-000312,0.1374556140274042
ACH-000315,0.029509486926931595
ACH-000316,-0.006563161038535327
ACH-000317,0.1526957655168404
ACH-000318,0.07411621456041577
ACH-000319,0.049716328514712714
ACH-000320,0.3397955473989169
ACH-000322,0.056008098320208664
ACH-000323,0.1053439062402584
ACH-000324,0.023448503993739062
ACH-000329,0.09384673347048678
ACH-000330,0.06331864562122036
ACH-000331,0.06952827882486516
ACH-000332,0.020982353821650417
ACH-000334,0.09306303250762324
ACH-000335,0.3228608397726696
ACH-000336,-0.09032149506129666
ACH-000337,0.0133157216107309
ACH-000338,0.11299963859725398
ACH-000339,0.08307265526911875
ACH-000341,0.05370045985906557
ACH-000348,0.119820651975794
ACH-000350,0.04561963775182438
ACH-000352,0.08365653067592428
ACH-000356,0.0337987647006768
ACH-000361,0.114752935258258
ACH-000362,0.019300061155838197
ACH-000363,0.09186924084790983
ACH-000364,-0.2396138451627905
ACH-000365,0.1209641999834306
ACH-000366,0.022525403568382042
ACH-000368,0.1419706553558991
ACH-000374,0.01155601087799747
ACH-000375,0.09399981898984934
ACH-000376,0.14666989587758428
ACH-000381,0.034353767215109195
ACH-000383,0.14750724174001115
ACH-000387,0.1298812886414607
ACH-000389,0.07259321022271084
ACH-000390,0.019827484255244637
ACH-000393,-0.08763374202562065
