,AJAP1 (55966)
ACH-000004,0.2442277133258081
ACH-000005,-0.04303946422164477
ACH-000007,-0.013528674207959793
ACH-000009,-0.12672683580013927
ACH-000011,0.036208070200919686
ACH-000012,-0.005444924451449505
ACH-000013,0.03244399777102101
ACH-000014,-0.06348604432544666
ACH-000015,-0.11760851839543135
ACH-000017,-0.031891892360418006
ACH-000018,0.02466376279058015
ACH-000019,-0.07089892392079357
ACH-000021,0.031095468967880138
ACH-000022,-0.010532588762816516
ACH-000025,0.007778359185966239
ACH-000028,0.09805661926665404
ACH-000030,0.06034960585432188
ACH-000035,-0.21548079715250248
ACH-000036,0.0610104526926786
ACH-000037,-0.02376888885088965
ACH-000039,-0.0056557893791880955
ACH-000040,-0.15478698432953894
ACH-000041,0.0416562910658381
ACH-000042,-0.0600099489541387
ACH-000045,-0.07145760908381435
ACH-000047,-0.056954229692631676
ACH-000052,0.10243027708254154
ACH-000053,0.04987229416939993
ACH-000054,0.000543571720883946
ACH-000055,-0.0966222203073568
ACH-000060,-0.14757749526556235
ACH-000067,0.1173139778511991
ACH-000070,-0.2326651879103772
ACH-000075,-0.11796935158355334
ACH-000078,0.013445473828748876
ACH-000082,0.0749874683084007
ACH-000085,-0.31883558916619104
ACH-000086,-0.16308223869603014
ACH-000087,0.1782875756303567
ACH-000092,-0.03648277214921046
ACH-000095,0.010111510624808523
ACH-000097,0.025745584701011338
ACH-000098,-0.042973613534669886
ACH-000099,-0.07255926151180253
ACH-000108,-0.08299246143205602
ACH-000113,0.028904117219714524
ACH-000116,-0.0034565378003312713
ACH-000118,-0.031193280036144962
ACH-000120,-0.08144283517831878
ACH-000123,-0.039638916876730934
ACH-000127,-0.04503049808677295
ACH-000128,-0.14127682918745987
ACH-000132,-0.1497758148600076
ACH-000133,-0.08163843167312106
ACH-000137,0.06406789664151344
ACH-000138,-0.013682211920950236
ACH-000142,0.04694447954789924
ACH-000143,-0.15361963819407376
ACH-000146,-0.033500874392353094
ACH-000148,-0.04067892581217555
ACH-000150,-0.15819501784931378
ACH-000152,-0.009357839286636792
ACH-000153,-0.02949060201300777
ACH-000159,-0.006893787696679297
ACH-000160,-0.11634882128069685
ACH-000163,-0.04752869779817316
ACH-000167,-0.12668886498290285
ACH-000168,-0.2504412949300545
ACH-000169,-0.0014591619981720028
ACH-000178,-0.11315290965575495
ACH-000183,-0.11445450982199687
ACH-000188,-0.0976706488718486
ACH-000189,0.1204346475470463
ACH-000190,-0.2915012052756917
ACH-000198,-0.02352132647185155
ACH-000203,0.07810301925589036
ACH-000204,-0.13336349671897638
ACH-000206,-0.10001035708695452
ACH-000207,-0.07179454997315808
ACH-000208,-0.06332398701605327
ACH-000210,-0.039277558499965816
ACH-000211,-0.02949348600671942
ACH-000215,-0.01537894676731425
ACH-000221,-0.17979396818523494
ACH-000222,-0.13216718876148845
ACH-000223,-0.03385694318793956
ACH-000226,0.09146694077143916
ACH-000227,0.07751877306320129
ACH-000228,-0.04166755260068168
ACH-000231,0.051594852585842066
ACH-000232,0.008257795646915403
ACH-000233,-0.04880199180614276
ACH-000234,-0.1395676954300027
ACH-000235,-0.017954850593330168
ACH-000237,-0.20306305658057167
ACH-000238,-0.05123711972133857
ACH-000242,0.2456594207819805
ACH-000243,0.044856243961148685
ACH-000244,0.08939966108111375
ACH-000246,-0.047529388818193234
ACH-000248,0.014855111368844594
ACH-000250,-0.02672773024885389
ACH-000251,0.14691636002350542
ACH-000252,-0.03894397822630242
ACH-000253,0.09872199228020016
ACH-000255,-0.03672079760507964
ACH-000256,-0.11743789027150325
ACH-000257,-0.1886366479026313
ACH-000258,-0.1182515698073125
ACH-000259,0.009618167626994212
ACH-000260,-0.015423617011792394
ACH-000261,-0.012497370796304724
ACH-000262,0.004934763366840632
ACH-000263,-0.2571071716696888
ACH-000264,0.18128813625011825
ACH-000265,0.009329575578005069
ACH-000266,-0.08139539881833711
ACH-000272,0.01655731228074469
ACH-000274,-0.009842516493438787
ACH-000277,-0.07615206226149819
ACH-000278,-0.088382324587056
ACH-000279,0.0005772583029445661
ACH-000280,0.04918529566813033
ACH-000281,-0.15147936860987993
ACH-000288,-0.17264318677211735
ACH-000291,-0.16493581702176036
ACH-000293,0.0595624320337262
ACH-000294,-0.08074650554872516
