,SHKBP1 (92799)
ACH-000004,-0.06488585131891975
ACH-000005,0.3903793082429111
ACH-000007,-0.09378757549183674
ACH-000009,-0.09200547937034292
ACH-000011,-0.11103136531664
ACH-000012,-0.06972134858307487
ACH-000013,-0.04447983956608475
ACH-000014,0.012549730604483002
ACH-000015,-0.1712057975867543
ACH-000017,-0.040652231888962616
ACH-000018,-0.33169214867243146
ACH-000019,-0.10789657605340454
ACH-000021,-0.11405381443223285
ACH-000022,-0.09492138454028733
ACH-000025,0.1899050653003735
ACH-000028,0.04459193219413978
ACH-000030,-0.1861871053011534
ACH-000035,0.019933716185478314
ACH-000036,-0.07550269995547157
ACH-000037,-0.1574664357119862
ACH-000039,-0.1564733741977625
ACH-000040,0.06954097813806963
ACH-000041,-0.08879925347723634
ACH-000042,-0.04111823359873463
ACH-000045,-0.1802044803427814
ACH-000047,0.017926810284286717
ACH-000052,-0.18746645215088267
ACH-000053,-0.1124229268091051
ACH-000054,-0.0649013915387131
ACH-000055,-0.04816909055417132
ACH-000060,0.05853827789207485
ACH-000067,-0.16897597000318915
ACH-000070,-0.0409698673659119
ACH-000075,0.2076268378602734
ACH-000078,-0.011760326835802413
ACH-000082,-0.08615457669827786
ACH-000085,-0.01899515985674395
ACH-000086,-0.04894833223831234
ACH-000087,-0.18701388436717267
ACH-000092,-0.09524342765806106
ACH-000095,-0.0434042000853815
ACH-000097,-0.13516789517927158
ACH-000098,-0.09968809316358193
ACH-000099,0.07055635620823834
ACH-000108,-0.13345944995640407
ACH-000113,0.05461854490687977
ACH-000116,0.001593128064760185
ACH-000118,-0.08059377738835402
ACH-000120,-0.10281614602366752
ACH-000123,-0.1564626865428154
ACH-000127,-0.10446062474050842
ACH-000128,0.01714483362349886
ACH-000132,-0.08417649947319636
ACH-000133,-0.06652142468055369
ACH-000137,-0.2707114863380561
ACH-000138,-0.014517097531465703
ACH-000142,-0.13468289130472408
ACH-000143,0.028104535051255392
ACH-000146,-0.07399099338626111
ACH-000148,-0.04574474958006161
ACH-000150,-0.008101378512836458
ACH-000152,-0.09646167866618864
ACH-000153,-0.3581754862366812
ACH-000159,-0.04622683531052287
ACH-000160,-0.07214219780340396
ACH-000163,-0.15278832884413213
ACH-000167,-0.3785049324737112
ACH-000168,-0.1338023123972752
ACH-000169,-0.06819216115312465
ACH-000178,-0.047483481308145066
ACH-000183,-0.22116591924303527
ACH-000188,-0.08296429760548488
ACH-000189,-0.07484475452898337
ACH-000190,-0.1473178185813838
ACH-000198,-0.03289192243515958
ACH-000203,-0.017623535987854825
ACH-000204,-0.005724165896571478
ACH-000206,-0.2234750899966699
ACH-000207,-0.0510962246056156
ACH-000208,-0.11338442107978106
ACH-000210,-0.0105688654787436
ACH-000211,-0.1460530546758974
ACH-000215,-0.04101726187502716
ACH-000221,-0.02004192696368533
ACH-000222,-0.14144030290768686
ACH-000223,-0.04993238035055258
ACH-000226,0.002255304719475122
ACH-000227,-0.09560103133082712
ACH-000228,-0.08010728848065475
ACH-000231,0.0030686061418307266
ACH-000232,-0.1193547534824476
ACH-000233,0.05441571212270599
ACH-000234,-0.09179256654056722
ACH-000235,-0.09589244858095083
ACH-000237,-0.08076426627743404
ACH-000238,-0.0976938732568744
ACH-000242,0.25643306061123033
ACH-000243,-0.036381311563878256
ACH-000244,0.054020294513705235
ACH-000246,-0.00046685073250753633
ACH-000248,-0.07199954244093645
ACH-000250,-0.13191835196521084
ACH-000251,-0.153122094294144
ACH-000252,0.0054218128648664595
ACH-000253,-0.12508154964394647
ACH-000255,0.09315197836941833
ACH-000256,0.1635615046797954
ACH-000257,0.06261626025333583
ACH-000258,-0.06299084574930404
ACH-000259,0.0003622963434965313
ACH-000260,-0.040618090639701315
ACH-000261,-0.09132296954709697
ACH-000262,-0.09735950579074264
ACH-000263,0.11944355284227705
ACH-000264,-0.1220574744644313
ACH-000265,-0.043628905421926115
ACH-000266,-0.06651710292548821
ACH-000272,0.040991369563908996
ACH-000274,-0.05877367619340086
ACH-000277,0.017813285500127424
ACH-000278,-0.10754356277018108
ACH-000279,-0.015469527820728541
ACH-000280,-0.20183665730506867
ACH-000281,0.0258888002246334
ACH-000288,0.0010307720663063102
ACH-000291,-0.04182874767859901
ACH-000293,-0.03769684943959553
ACH-000294,-0.20459834298275612
