,HLCS (3141)
ACH-000004,-0.2754946477294762
ACH-000005,-0.0021809702026180217
ACH-000007,-0.2611706807971349
ACH-000009,-0.051086109707240535
ACH-000011,-0.10270439169530436
ACH-000012,-0.053731251861286924
ACH-000013,-0.12675747535050838
ACH-000014,0.003605263839116335
ACH-000015,-0.1815586439036172
ACH-000017,-0.056087572780110506
ACH-000018,-0.10914484712290833
ACH-000019,-0.17560001700916958
ACH-000021,0.033430215219784516
ACH-000022,-0.06044999640642696
ACH-000025,-0.26805616005841515
ACH-000028,-0.12490044659924618
ACH-000030,-0.053006887627376736
ACH-000035,-0.2429232252000401
ACH-000036,-0.19353949270177004
ACH-000037,-0.09635537325155616
ACH-000039,-0.13086027723652174
ACH-000040,0.03922264084336193
ACH-000041,-0.002588205455049077
ACH-000042,-0.03822121289681542
ACH-000045,0.4297743306020229
ACH-000047,-0.017965487828921378
ACH-000052,-0.06965791192958963
ACH-000053,-0.06525162413944392
ACH-000054,0.005622627378244818
ACH-000055,0.010036396446143885
ACH-000060,-0.18047241770432515
ACH-000067,-0.15820013702582508
ACH-000070,-0.16635800748172114
ACH-000075,-0.0022417911687033004
ACH-000078,-0.10377814807547146
ACH-000082,-0.03923357889720168
ACH-000085,0.2397921330452273
ACH-000086,-0.20916862038137085
ACH-000087,-0.12327495658565905
ACH-000092,-0.08546639351975037
ACH-000095,-0.13333715700186494
ACH-000097,-0.025438645601402163
ACH-000098,-0.14686340428679573
ACH-000099,0.01323775823761462
ACH-000108,-0.29490332219615395
ACH-000113,0.02624481565766091
ACH-000116,-0.201947252355976
ACH-000118,0.07075360799991738
ACH-000120,-0.2913836506275547
ACH-000123,-0.21189792058221216
ACH-000127,-0.06485176707198255
ACH-000128,-0.17993177797855728
ACH-000132,-0.03414811032638206
ACH-000133,-0.056496748977645936
ACH-000137,-0.02692937081043004
ACH-000138,-0.12080132008653648
ACH-000142,-0.16195472226320348
ACH-000143,-0.06840620414523894
ACH-000146,0.13020648938588292
ACH-000148,0.06510563922427234
ACH-000150,-0.14370801983971088
ACH-000152,0.028358671381297974
ACH-000153,0.09846031416683976
ACH-000159,0.017893825367364162
ACH-000160,0.20408445041587936
ACH-000163,0.07852199876723756
ACH-000167,0.4514117690639112
ACH-000168,0.0811261369912782
ACH-000169,-0.15152419152759306
ACH-000178,-0.08663380555865215
ACH-000183,-0.03519195728981128
ACH-000188,-0.1945451937178238
ACH-000189,0.2359391819817309
ACH-000190,0.33304699585388103
ACH-000198,0.0593101870856582
ACH-000203,0.08034064612622221
ACH-000204,0.11813009168201558
ACH-000206,-0.00045977593980466827
ACH-000207,-0.14399020842355054
ACH-000208,0.044274238708413315
ACH-000210,-0.158269302823352
ACH-000211,0.058516598303580664
ACH-000215,-0.2134305991729701
ACH-000221,-0.372956837494758
ACH-000222,-0.1154281219946804
ACH-000223,-0.061507057913693625
ACH-000226,-0.1964417943593384
ACH-000227,-0.2124286030971181
ACH-000228,-0.08156005003293527
ACH-000231,-0.1879184596489876
ACH-000232,-0.21489369757110335
ACH-000233,-0.10451936740930393
ACH-000234,-0.036895980213138266
ACH-000235,-0.033929534369708414
ACH-000237,0.050587296666089146
ACH-000238,-0.21814936101343815
ACH-000242,-0.11430612708397432
ACH-000243,-0.10589938065500916
ACH-000244,-0.051832182761865686
ACH-000246,0.08670809757240742
ACH-000248,0.1046530823505312
ACH-000250,-0.12115077961397648
ACH-000251,0.12770796598505538
ACH-000252,-0.13672982289918548
ACH-000253,-0.07402271125028109
ACH-000255,-0.2066945294484468
ACH-000256,0.10746271688901783
ACH-000257,0.11637809585803485
ACH-000258,-0.5485393272418527
ACH-000259,0.005021927897102418
ACH-000260,-0.03133390845837592
ACH-000261,-0.16126265564414016
ACH-000262,-0.27323316960403315
ACH-000263,-0.3383239753299038
ACH-000264,-0.0978583374956079
ACH-000265,-0.0682178361075054
ACH-000266,0.07476103593622471
ACH-000272,-0.12718560358980613
ACH-000274,-0.02298538106121535
ACH-000277,0.02800627321403493
ACH-000278,-0.10658380250707453
ACH-000279,-0.04557354676422228
ACH-000280,-0.1367490276052284
ACH-000281,-0.07634044049222248
ACH-000288,-0.2270281606409823
ACH-000291,-0.07523787148665037
ACH-000293,-0.0649553992150017
ACH-000294,0.4578501748797366
ACH-000295,-0.02115245249902947
ACH-000296,-0.1453976228236539
