,CD1B (910)
ACH-000004,0.09481100190803847
ACH-000005,0.013016612458955516
ACH-000007,0.11164562322031868
ACH-000009,-0.007720185461647022
ACH-000011,0.17927799729161836
ACH-000012,0.050941215838094085
ACH-000013,0.04277088416366839
ACH-000014,0.08228446694004346
ACH-000015,0.00013971053345723824
ACH-000017,0.05311489175448494
ACH-000018,-0.05452440596943778
ACH-000019,-0.05748385140303605
ACH-000021,0.019586942476104704
ACH-000022,-0.007239313362195385
ACH-000025,0.10170791993099416
ACH-000028,-0.02086120122213814
ACH-000030,0.13344257652244498
ACH-000035,0.012491633705178586
ACH-000036,0.17118845380851686
ACH-000037,0.10462478511097556
ACH-000039,0.1099721757173862
ACH-000040,0.12986118281406786
ACH-000041,-0.026108205619764697
ACH-000042,0.10319575664864844
ACH-000045,0.08394283068586537
ACH-000047,0.13804936764626238
ACH-000052,-0.1071241928130984
ACH-000053,0.10125672454906376
ACH-000054,0.18166136585297404
ACH-000055,0.041300471295038964
ACH-000060,0.12500426569425432
ACH-000067,0.121993795546175
ACH-000070,0.08374975166408251
ACH-000075,0.11773731540519768
ACH-000078,0.13861805919697162
ACH-000082,0.09429159169433267
ACH-000085,0.1403449222795422
ACH-000086,-0.04153818193540039
ACH-000087,0.16304529521208475
ACH-000092,-0.0062355349716735654
ACH-000095,0.12999921139343504
ACH-000097,0.12616560429852164
ACH-000098,0.003897918919204465
ACH-000099,0.1214297962789436
ACH-000108,0.07460038643904733
ACH-000113,0.012621954731592229
ACH-000116,0.03564228537910916
ACH-000118,0.07902437866044251
ACH-000120,0.09363675667236836
ACH-000123,0.02138808796697156
ACH-000127,0.0767801893727178
ACH-000128,0.082742934207157
ACH-000132,-0.01927027998216492
ACH-000133,0.04148270098634591
ACH-000137,0.03606149032872042
ACH-000138,0.10611616365284672
ACH-000142,0.0418177991429317
ACH-000143,0.11437239521545275
ACH-000146,0.03791263053084474
ACH-000148,0.08082880472876643
ACH-000150,0.1481974695592813
ACH-000152,0.13286502155749774
ACH-000153,-0.055457258771421984
ACH-000159,0.01247544139301373
ACH-000160,0.06414707788851122
ACH-000163,0.06305849203269592
ACH-000167,0.15311600832794542
ACH-000168,0.0612273684039996
ACH-000169,-0.017630105678055202
ACH-000178,0.09587725624408083
ACH-000183,0.09754828286702856
ACH-000188,0.06266227017633802
ACH-000189,0.12188846778394632
ACH-000190,0.09061888471392858
ACH-000198,0.08282201587225889
ACH-000203,-0.1932955889866596
ACH-000204,-0.24842426346071825
ACH-000206,0.13340088972034564
ACH-000207,0.04129343670763965
ACH-000208,0.21006251711576795
ACH-000210,-0.2663765760514146
ACH-000211,0.056793552496992236
ACH-000215,0.05767033645249864
ACH-000221,-0.02868327035688
ACH-000222,0.11576238554860625
ACH-000223,0.011133851084306666
ACH-000226,0.0038149546899521845
ACH-000227,0.17395599707389864
ACH-000228,0.013920704500088088
ACH-000231,0.031768717059550436
ACH-000232,0.004487489026835944
ACH-000233,0.09428754275635186
ACH-000234,0.09597684451704253
ACH-000235,-0.0003786963193538622
ACH-000237,0.06983369598673053
ACH-000238,0.13514679381023909
ACH-000242,0.07145849627446267
ACH-000243,0.0706097484757948
ACH-000244,0.1979311194566385
ACH-000246,0.1020672519647986
ACH-000248,0.015812899785630444
ACH-000250,0.03053357452674028
ACH-000251,0.017979973643410932
ACH-000252,0.12047373032823867
ACH-000253,-0.004524430228808771
ACH-000255,0.04710654824453555
ACH-000256,0.17807333017684768
ACH-000257,0.1363507760232014
ACH-000258,0.19633375735560485
ACH-000259,0.0627071805777958
ACH-000260,0.057475312161851026
ACH-000261,0.010470572362999416
ACH-000262,0.23128597284380545
ACH-000263,-0.00025492997129239047
ACH-000264,0.05134337593094054
ACH-000265,0.018665562781691774
ACH-000266,0.040722239106000285
ACH-000272,-0.05014283531247378
ACH-000274,0.14685940786874965
ACH-000277,0.14617442032934666
ACH-000278,0.0799991443087344
ACH-000279,0.10983755793423236
ACH-000280,0.15652130999033878
ACH-000281,0.10697602061412216
ACH-000288,0.0254572992809032
ACH-000291,0.08395629851794413
ACH-000293,0.0548892055609456
ACH-000294,0.013041944959928331
ACH-000295,0.028374846553482637
ACH-000296,0.16347365021425914
ACH-000302,0.04786007209568525
ACH-000304,0.08877640047140503
ACH-000307,0.12483095032753147
ACH-000308,0.08543987274673312
ACH-000310,0.14903626093757902
ACH-000311,0.017517966200408294
ACH-000312,0.003385397814434963
ACH-000315,0.03565796936259813
ACH-000316,0.12653286185280052
ACH-000317,-0.1450258047483284
ACH-000318,0.005053600226106558
ACH-000319,0.14808342102561592
ACH-000320,0.07469035713800466
ACH-000322,0.0508899405267268
ACH-000323,0.04947808839299394
ACH-000324,0.2142287141215436
ACH-000329,0.03563995814365158
ACH-000330,0.06206705889320376
ACH-000331,0.07293360843684281
ACH-000332,0.03781120427075123
ACH-000334,0.06694264794836534
ACH-000335,0.1835143042471921
ACH-000336,-0.01465807306402145
ACH-000337,0.03109229182496532
ACH-000338,-0.22699451874744364
ACH-000339,0.07039333874498255
ACH-000341,0.13044494816084426
ACH-000348,0.03636053328597804
ACH-000350,0.016350598842598422
ACH-000352,0.02790656616291645
ACH-000356,0.12651843812129754
ACH-000361,0.0775223001046666
ACH-000362,0.08605744875431214
ACH-000363,0.05553947337851947
ACH-000364,0.13272843451333838
ACH-000365,0.08544256038562742
ACH-000366,0.0957657962174579
ACH-000368,0.2600324927963795
ACH-000374,0.13597733349096675
ACH-000375,0.059173554622547364
ACH-000376,-0.028011709714682358
ACH-000381,0.04351591281046163
ACH-000383,0.05193158402448629
ACH-000387,0.0779527099860346
ACH-000389,0.07707283420873566
ACH-000390,0.020907169057554385
ACH-000393,0.07766311785353654
ACH-000395,0.12294442870386915
ACH-000396,0.2614664166657233
ACH-000397,0.05031231202395524
ACH-000401,0.15942483970601815
ACH-000402,-0.1690649114582724
ACH-000403,0.09409083163033938
ACH-000404,-0.0529172978712802
ACH-000406,0.08680331789608674
ACH-000407,0.01877824422154701
ACH-000408,0.21932671604463164
ACH-000410,0.05707523297675196
ACH-000411,0.10366089838721176
ACH-000414,0.12763543720294288
ACH-000415,0.1357234883464456
ACH-000416,0.02584654080527915
ACH-000420,0.03011507862442459
ACH-000421,0.16640400059304375
ACH-000424,0.017343044808258126
ACH-000425,0.07361150091544476
ACH-000426,-0.020588654546898243
ACH-000427,0.16761680419322378
ACH-000433,0.11482360930513433
ACH-000435,0.2573856968397593
ACH-000436,-0.07770586789266268
ACH-000444,0.10710553192815478
ACH-000445,-0.03039034050161848
ACH-000448,0.03562258935995706
ACH-000450,0.030239050843324938
ACH-000452,0.08107552994798528
ACH-000454,0.039932614508022136
ACH-000458,0.17305573273239022
ACH-000459,0.09967159033694817
ACH-000460,0.1448030034152428
ACH-000461,0.2322291062766885
ACH-000463,0.030289735765877526
ACH-000464,0.05144008395736828
ACH-000466,0.1587139931827224
ACH-000467,0.10973057699170434
ACH-000468,0.12394645178813912
ACH-000469,0.12364295641134347
ACH-000470,0.12481149773302658
ACH-000471,0.14421151185144274
ACH-000472,0.09524196366360896
ACH-000473,0.06629666896777876
ACH-000475,0.026549151510614176
ACH-000476,0.05341163546523535
ACH-000477,0.059307899272385035
ACH-000479,-0.0159614277019753
ACH-000480,0.06530037268661977
ACH-000481,0.11794088422176388
ACH-000483,0.15352050975997314
ACH-000484,0.08286145704164093
ACH-000485,0.09732711648544733
ACH-000486,0.11718361065952558
ACH-000487,0.014514636571957281
ACH-000488,0.14690010799668926
ACH-000490,0.07087273870912039
ACH-000491,0.0736000288330861
ACH-000495,0.0648433439387061
ACH-000496,0.11390941972088775
ACH-000499,0.11466873640744706
ACH-000500,0.2720163616790671
ACH-000502,0.14592656190575531
ACH-000503,0.21631405043542454
ACH-000505,-0.04732075823864515
ACH-000507,0.12548554139219165
ACH-000510,-0.013118306119013693
ACH-000511,0.1687006849871238
