,MVK (4598)
ACH-000004,-1.2309872974787681
ACH-000005,-0.9490089612695164
ACH-000007,-1.0308380567388753
ACH-000009,-0.6826190103285423
ACH-000011,-0.8991965787615348
ACH-000012,-0.9592486873965403
ACH-000013,-0.3924711080868239
ACH-000014,-1.0200936592970014
ACH-000015,-1.0152029659553978
ACH-000017,-1.1549057759692332
ACH-000018,-1.0246651452400728
ACH-000019,-0.582715310357927
ACH-000021,-1.0741765706380362
ACH-000022,-0.4680542864175074
ACH-000025,-1.0999348385950147
ACH-000028,-0.9857291096540722
ACH-000030,-1.2510288485926828
ACH-000035,-1.1519579476610295
ACH-000036,-0.9790139053938768
ACH-000037,-0.7667999988885512
ACH-000039,-0.4895209235136551
ACH-000040,-0.8234910012193916
ACH-000041,-0.6352349972761142
ACH-000042,-0.9906006548768924
ACH-000045,-0.9868310422719496
ACH-000047,-0.946587861129232
ACH-000052,-0.7313684570782623
ACH-000053,-1.0315640983860324
ACH-000054,-0.9356859322609976
ACH-000055,-0.702723619331083
ACH-000060,-0.3710892878941714
ACH-000067,-0.8453328683544017
ACH-000070,-0.9864775958953388
ACH-000075,-0.6131232339728437
ACH-000078,-0.8460532887588474
ACH-000082,-0.4824568297497037
ACH-000085,-1.1118006707687529
ACH-000086,-0.5264273147342768
ACH-000087,-0.9853067859467536
ACH-000092,-1.3314849898640475
ACH-000095,-0.9714691912713499
ACH-000097,-0.5572215442577854
ACH-000098,-0.26523419927229824
ACH-000099,-1.0319652608193377
ACH-000108,-1.0398340439618126
ACH-000113,-0.8682187939361291
ACH-000116,-0.4529567508484216
ACH-000118,-0.9189933183754184
ACH-000120,-0.5152864461987222
ACH-000123,-0.8881414167293814
ACH-000127,-1.0795399550472875
ACH-000128,-0.7996910845945732
ACH-000132,-1.0676179328562898
ACH-000133,-1.0721967405072077
ACH-000137,-0.7276404384759476
ACH-000138,-0.7817181057363508
ACH-000142,-1.064211833435415
ACH-000143,-1.1488910632920617
ACH-000146,-1.1994161019359166
ACH-000148,-0.5480575674142966
ACH-000150,-1.1307109716349515
ACH-000152,-1.0837313724708686
ACH-000153,-0.9462861873172392
ACH-000159,-1.0038730676088363
ACH-000160,-1.2419008428393667
ACH-000163,-0.5884282702599347
ACH-000167,-1.174241824850681
ACH-000168,-1.126349601078757
ACH-000169,-1.2073574270763776
ACH-000178,-1.18635931881169
ACH-000183,-1.2695704069309277
ACH-000188,-0.9308016774322434
ACH-000189,-1.0969472883569895
ACH-000190,-1.2153724343314556
ACH-000198,-0.9325505075563753
ACH-000203,-1.159623633470826
ACH-000204,-0.9498588710189036
ACH-000206,-0.6840731148492162
ACH-000207,-0.9096810617240836
ACH-000208,-1.1282248680000404
ACH-000210,-1.4610365936437637
ACH-000211,-0.7604617086191758
ACH-000215,-0.3679638784725328
ACH-000221,-0.4582447731220765
ACH-000222,-1.0203618352104542
ACH-000223,-1.1825184628731014
ACH-000226,-0.986682696250173
ACH-000227,-0.7487347737309915
ACH-000228,-0.4765411608698968
ACH-000231,-0.7404767327679692
ACH-000232,-0.5731894455675459
ACH-000233,-0.9282734125560854
ACH-000234,-1.3112176287018769
ACH-000235,-0.9720926613848446
ACH-000237,-0.7557229448705595
ACH-000238,-0.8047617157224615
ACH-000242,-0.8453195859468017
ACH-000243,-0.9467059172647
ACH-000244,-0.5313808560129458
ACH-000246,-0.9812748925752172
ACH-000248,-1.097734307929146
ACH-000250,-0.9771297689698348
ACH-000251,-0.9594338618315306
ACH-000252,-1.3266712988713956
ACH-000253,-0.9978938462975601
ACH-000255,-1.0681050949627315
ACH-000256,-0.6487323840200032
ACH-000257,-1.0497112857803763
ACH-000258,-0.8108331954415101
ACH-000259,-0.8987542689664002
ACH-000260,-0.5472467897256851
ACH-000261,-1.0327446803624896
ACH-000262,-0.8403301520334362
ACH-000263,-0.9194527209370232
ACH-000264,-0.9603011803603048
ACH-000265,-0.8531465479047293
ACH-000266,-1.157119853986606
ACH-000272,-0.9831712851249722
ACH-000274,-0.8331400059945495
ACH-000277,-1.3763717791208905
ACH-000278,-1.1243102057894248
ACH-000279,-0.4755585280483866
ACH-000280,-0.8297781500677809
ACH-000281,-1.0263531716211276
ACH-000288,-1.0306884580113929
ACH-000291,-0.6306851570208017
ACH-000293,-0.3278602768870809
ACH-000294,-1.3883386335006342
ACH-000295,-1.2793806239029597
ACH-000296,-1.054733237699514
ACH-000302,-0.7692780388934756
ACH-000304,-0.9738275418497099
ACH-000307,-1.1110354760648484
ACH-000308,-1.3654917636725696
ACH-000310,-0.5935930274263931
ACH-000311,-0.791945143228775
ACH-000312,-1.0034746728991402
ACH-000315,-1.250535764792854
ACH-000316,-0.8201563293528915
ACH-000317,-1.1686342411508617
ACH-000318,-1.1873268974345539
ACH-000319,-1.0007344019354671
ACH-000320,-0.8461058723882333
ACH-000322,-0.7729160928373623
ACH-000323,-0.521793349348243
ACH-000324,-1.0352841422601833
ACH-000329,-0.7013521853317904
ACH-000330,-0.9504956029139892
ACH-000331,-0.9146920169461992
ACH-000332,-1.0784215969871451
ACH-000334,-0.9422711386304264
ACH-000335,-0.635128644774168
ACH-000336,-0.8677288785230353
ACH-000337,-0.9709327337976592
ACH-000338,-0.9613092118137754
ACH-000339,-1.08323054028641
ACH-000341,-0.883288720729217
ACH-000348,-1.289466835111888
ACH-000350,-1.1197452822228795
ACH-000352,-0.5684047766216521
ACH-000356,-1.2403986341256044
ACH-000361,-0.8686839941363712
ACH-000362,-0.8862962693714996
ACH-000363,-1.4198555308178582
ACH-000364,-0.5395011758158066
ACH-000365,-1.022434154487662
ACH-000366,-0.9791256116740296
ACH-000368,-0.538945806435409
ACH-000374,-1.1467053070519089
ACH-000375,-1.0606548386519357
ACH-000376,-1.1394503176117134
ACH-000381,-0.9308136648604844
ACH-000383,-0.8717884129163533
ACH-000387,-0.8872317281197268
ACH-000389,-0.5686553506263482
ACH-000390,-1.1566357979284585
ACH-000393,-0.34711383792513506
ACH-000395,-0.6770551283944075
ACH-000396,-1.3587963194105823
ACH-000397,-1.0990473467680726
ACH-000401,-1.1840757470339285
ACH-000402,-1.078097515920022
ACH-000403,-0.9605603565823378
ACH-000404,-1.2857279064603584
ACH-000406,-1.1925648136339522
ACH-000407,-0.5643417239693039
ACH-000408,-1.052070280511871
ACH-000410,-1.3717731206855974
ACH-000411,-1.0399953337373682
ACH-000414,-0.7146061199946658
ACH-000415,-1.0939473132903472
ACH-000416,-1.2253594387914366
ACH-000420,-1.1391086179013756
ACH-000421,-1.2842867806955285
ACH-000424,-1.0093565433851277
ACH-000425,-1.020387682411299
ACH-000426,-1.0428977621189612
ACH-000427,-0.8978302560694732
ACH-000433,-0.8187413070199823
ACH-000435,-0.9842846278267791
ACH-000436,-0.9681561907145146
ACH-000444,-1.2279368470463594
ACH-000445,-1.1392615876767176
ACH-000448,-0.6563045882697188
ACH-000450,-1.0001670714412885
ACH-000452,-1.3379700696122134
ACH-000454,-0.962360424498524
ACH-000458,-1.0695628278660871
ACH-000459,-1.6397996567826
ACH-000460,-1.0757123108703757
ACH-000461,-0.840847955321754
ACH-000463,-0.8604308284903596
ACH-000464,-0.6420336457261638
ACH-000466,-1.2761763601965377
ACH-000467,-0.7665126102264072
ACH-000468,-1.1359027806315345
ACH-000469,-0.471519706989332
ACH-000470,-0.8951130832028213
ACH-000471,-1.0121664294602757
ACH-000472,-0.7047096042418106
ACH-000473,-0.2849765447301539
ACH-000475,-0.5139993286478215
ACH-000476,-0.9316015403029864
ACH-000477,-1.2009863987714728
ACH-000479,-0.5155905535351812
ACH-000480,-0.6332240167632107
ACH-000481,-0.6285403210294037
ACH-000483,-1.0231822051910446
ACH-000484,-0.5337362098904882
ACH-000485,-1.0395160180932232
ACH-000486,-1.1185160165222507
ACH-000487,-0.9620254297902198
ACH-000488,-0.8010236723176201
ACH-000490,-0.5954697200340284
ACH-000491,-1.1834778052284372
ACH-000495,-0.8154416477014068
ACH-000496,-1.0914978435995268
ACH-000499,-0.972834994622056
ACH-000500,-0.7595656498918866
ACH-000502,-0.8706962540761881
ACH-000503,-0.6279922811709832
ACH-000505,-1.0930826132696236
ACH-000507,-0.962753342029069
ACH-000510,-1.063769800782044
ACH-000511,-1.0995117573600657
ACH-000512,-0.9951064128828944
ACH-000516,-0.4831320177520843
ACH-000517,-1.1966090538913503
ACH-000518,-1.141712497427139
ACH-000520,-0.5803087409824599
ACH-000521,-1.1746814525551736
ACH-000522,-1.1106270676323016
ACH-000524,-0.7961110809977064
ACH-000527,-1.114325786931215
ACH-000528,-1.0178887804530303
