,DOHH (83475)
ACH-000004,-0.6694308516641253
ACH-000005,-0.7081194180079194
ACH-000007,-0.8032768495027994
ACH-000009,-0.7443383459132786
ACH-000011,-0.5537207125122916
ACH-000012,-0.6964738541612939
ACH-000013,-0.7982459218829276
ACH-000014,-0.5977250298545727
ACH-000015,-0.8190876814729128
ACH-000017,-0.6407441181481436
ACH-000018,-0.9681010526864692
ACH-000019,-0.18385532904338173
ACH-000021,-0.6489023246312318
ACH-000022,-0.7899360784685343
ACH-000025,-0.7749686231758559
ACH-000028,-0.6330432813922108
ACH-000030,-0.8105768296082914
ACH-000035,-0.9011500367614984
ACH-000036,-0.6574254272173596
ACH-000037,-0.5717897867685097
ACH-000039,-0.3375721495110189
ACH-000040,-0.6857392302331876
ACH-000041,-0.6898294937827482
ACH-000042,-0.4771842270032501
ACH-000045,-0.44505757590996425
ACH-000047,-0.6073323466136381
ACH-000052,-0.7378586363583997
ACH-000053,-0.6791578648012989
ACH-000054,-0.6767833405449649
ACH-000055,-0.6112752525980241
ACH-000060,-0.6766718351743299
ACH-000067,-0.5238204615617479
ACH-000070,-0.7062189517750705
ACH-000075,-0.5980353694722437
ACH-000078,-0.5238945143462611
ACH-000082,-0.4035231589336606
ACH-000085,-0.914106723171836
ACH-000086,-0.89785622566545
ACH-000087,-0.42032858651628013
ACH-000092,-0.7948871271205991
ACH-000095,-0.5486662968460619
ACH-000097,-0.4748700821542468
ACH-000098,-0.9273252796322377
ACH-000099,-0.6199443135015804
ACH-000108,-0.6487936862843691
ACH-000113,-0.5076539081098567
ACH-000116,-0.5559030401902404
ACH-000118,-0.6426811630317101
ACH-000120,-0.7265311054220356
ACH-000123,-0.7082408529579719
ACH-000127,-0.8203390287525953
ACH-000128,-0.956041928693246
ACH-000132,-0.7673168341180076
ACH-000133,-0.5120195802968698
ACH-000137,-0.7743095776006331
ACH-000138,-0.66905212066866
ACH-000142,-0.8064238405152281
ACH-000143,-0.7533317753113747
ACH-000146,-0.34431084623149144
ACH-000148,-0.656267918073332
ACH-000150,-0.8225589296263001
ACH-000152,-0.3866702747319474
ACH-000153,-0.9729828992461198
ACH-000159,-0.38946064924842655
ACH-000160,-0.5339331382753362
ACH-000163,-0.744396789724208
ACH-000167,-0.4970638579012551
ACH-000168,-0.5893456549375642
ACH-000169,-0.6785731648216999
ACH-000178,-0.7217749079776203
ACH-000183,-0.53385060740418
ACH-000188,-0.7560781481956519
ACH-000189,-0.6425500535226755
ACH-000190,-0.8425751655459571
ACH-000198,-0.5856616105160319
ACH-000203,-0.12551069751811042
ACH-000204,-0.8381678250784804
ACH-000206,-0.17896667141186726
ACH-000207,-0.6744674297654951
ACH-000208,-0.8253670083821251
ACH-000210,-0.415466534923324
ACH-000211,-0.7774949187682441
ACH-000215,-0.8033464682230173
ACH-000221,-0.9065434902673448
ACH-000222,-0.4812627577964457
ACH-000223,-0.523035058827554
ACH-000226,-0.5686789634987858
ACH-000227,-0.6863348770885206
ACH-000228,-0.4261947381169218
ACH-000231,-0.5726355937941415
ACH-000232,-0.7537400273090921
ACH-000233,-0.717244071527362
ACH-000234,-0.6067589349004979
ACH-000235,-0.6294243478890227
ACH-000237,-0.7124299922375705
ACH-000238,-0.4817848362882803
ACH-000242,-0.624840133805652
ACH-000243,-0.6611384829354786
ACH-000244,-0.43397417341902667
ACH-000246,-0.4760772256348633
ACH-000248,-0.9267317902478204
ACH-000250,-0.7223503383512982
ACH-000251,-0.9767471730614784
ACH-000252,-0.7797141604530418
ACH-000253,-0.3905621002391192
ACH-000255,-0.8527606535051169
ACH-000256,-0.6060757632410944
ACH-000257,-0.6986671859594498
ACH-000258,-0.5504246790537306
ACH-000259,-0.6921638362612773
ACH-000260,-0.8198277663623491
ACH-000261,-0.3901693721480712
ACH-000262,-0.7669157220027244
ACH-000263,-0.6199217426660868
ACH-000264,-0.3317051055945841
ACH-000265,-0.7600691592548521
ACH-000266,-0.6082752433560389
ACH-000272,-0.5961805387245626
ACH-000274,-0.2095793060097735
ACH-000277,-0.5970093605849411
ACH-000278,-0.8483588479719611
ACH-000279,-0.8766275226725649
ACH-000280,-0.5950370499317461
ACH-000281,-0.743428089893771
ACH-000288,-0.7905206019427231
ACH-000291,-0.6977471223438787
ACH-000293,-0.5348867566894807
ACH-000294,-0.8988438922970862
ACH-000295,-0.4754997592642852
ACH-000296,-0.7848193730272572
ACH-000302,-0.8033189888112319
ACH-000304,-0.5704200796757405
ACH-000307,-0.8465407069152359
ACH-000308,-0.4621329989411211
ACH-000310,-0.425055580359054
ACH-000311,-0.4858231108043279
ACH-000312,-0.7318024277651445
ACH-000315,-0.5207210641299125
ACH-000316,-0.8187644803703924
ACH-000317,-0.6411413121707676
ACH-000318,-0.5990635377823099
ACH-000319,-0.6513007804709768
ACH-000320,-0.6387492371232606
ACH-000322,-0.6740112572453703
ACH-000323,-0.8613350518041231
ACH-000324,-0.8438260622920187
ACH-000329,-0.2753697008069481
ACH-000330,-0.7325735630555777
ACH-000331,-0.6035123126778038
ACH-000332,-0.6445655490403726
ACH-000334,-0.5360810859980168
ACH-000335,-0.6879914170123276
ACH-000336,-0.2830160958840083
ACH-000337,-0.7204606887260663
ACH-000338,-1.1443253739351529
ACH-000339,-0.6605730097131279
ACH-000341,-0.9894046861967746
ACH-000348,-0.42024135767615467
ACH-000350,-0.28412571627317185
ACH-000352,-0.43503731960475056
ACH-000356,-0.5485427542991959
ACH-000361,-0.7837956280090924
ACH-000362,-0.4725857278895129
ACH-000363,-0.4962172851784208
ACH-000364,-0.7943971808964756
ACH-000365,-0.5597138304663406
ACH-000366,-0.797800511842157
ACH-000368,-0.7512640465205792
ACH-000374,-0.4383196682531775
ACH-000375,-0.7889979676779911
ACH-000376,-0.6646814590955468
ACH-000381,-0.6637912407377721
ACH-000383,-0.5834096046262642
ACH-000387,-0.5562434510441986
ACH-000389,-0.6147781137730206
ACH-000390,-0.6531038956345605
ACH-000393,-0.8414396603753578
ACH-000395,-0.7507555587962825
ACH-000396,-0.6219596079924765
ACH-000397,-0.689927553531463
ACH-000401,-0.8451997186127278
ACH-000402,-0.5478588221129583
ACH-000403,-0.3930237992531324
ACH-000404,-0.5515156883785699
ACH-000406,-0.4862517651882064
ACH-000407,-0.5020881613488712
ACH-000408,-0.7421858018531955
ACH-000410,-0.5313488939259413
ACH-000411,-0.5288416161582921
ACH-000414,-0.29385839496612753
ACH-000415,-0.6687465908472151
ACH-000416,-0.7062864630043783
ACH-000420,-0.7189557787952027
ACH-000421,-0.6854089806874916
ACH-000424,-0.6165603851118979
ACH-000425,-0.4620029951001943
ACH-000426,-0.3350773555488196
ACH-000427,-0.7490036316726738
ACH-000433,-0.7019682898990729
ACH-000435,-0.7387569039798125
ACH-000436,-0.6861926823544724
ACH-000444,-0.7462731159106978
ACH-000445,-0.7696562601162368
ACH-000448,-0.5659048013273615
ACH-000450,-0.40802264464409627
ACH-000452,-0.6383626927651713
ACH-000454,-0.6857553996221488
ACH-000458,-0.6237109046673638
ACH-000459,-0.649243636365432
ACH-000460,-0.7610580226061547
ACH-000461,-0.7041604569162593
ACH-000463,-0.7264238766646671
ACH-000464,-0.5803380979190507
ACH-000466,-0.7186245249360983
ACH-000467,-0.6104038073381113
ACH-000468,-0.7058884917766828
ACH-000469,-0.5365944340383448
ACH-000470,-0.24718718942929005
ACH-000471,-0.6765675818778464
ACH-000472,-0.5594791744657722
ACH-000473,-0.6481466340347196
ACH-000475,-0.7127444351036094
ACH-000476,-0.6253656103844889
ACH-000477,-0.5443899879467098
ACH-000479,-0.7095214858056422
ACH-000480,-0.5270254006663764
ACH-000481,-0.5148504860397592
ACH-000483,-0.6629810466612779
ACH-000484,-0.4720886544387447
ACH-000485,-0.4020335616299517
ACH-000486,-0.6163015817463977
ACH-000487,-0.6053167930044783
ACH-000488,-0.5703355971840589
ACH-000490,-0.4384149315970224
ACH-000491,-0.6973279693646893
ACH-000495,-0.5494084213774024
ACH-000496,-0.7338571308622068
ACH-000499,-1.0968412506930771
ACH-000500,-0.3853542584378085
ACH-000502,-0.7009682241446823
ACH-000503,-0.6835872220060714
ACH-000505,-0.71373879810899
ACH-000507,-0.5762652868174837
ACH-000510,-0.7388480911235403
ACH-000511,-0.4919734764126255
