,DAD1 (1603)
ACH-000168,-1.3917135315241858
ACH-000169,-1.338421834627055
ACH-000178,-1.1666922110991949
ACH-000183,-0.99617467685187
ACH-000188,-1.019222555598385
ACH-000189,-1.1251939871187808
ACH-000190,-1.2297348638146444
ACH-000198,-1.1175662970819775
ACH-000203,-0.8136193616007071
ACH-000204,-1.138495300090293
ACH-000206,-1.1994580902244538
ACH-000207,-0.8243407009204251
ACH-000208,-1.0885168867273258
ACH-000210,-1.1899010524377251
ACH-000211,-1.094101716780352
ACH-000215,-1.070038070029629
ACH-000221,-1.1323652642690063
ACH-000222,-1.1193535191033162
ACH-000223,-1.017863167976658
ACH-000226,-1.0476278621691328
ACH-000227,-0.777768858242698
ACH-000228,-1.265532180587615
ACH-000231,-1.0188371003373289
ACH-000232,-1.2074894306435535
ACH-000233,-0.9998376527805704
ACH-000234,-1.4578911764259856
ACH-000235,-1.0672731101623112
ACH-000237,-0.9427613337984321
ACH-000238,-0.9949979076642692
ACH-000242,-0.8468290429851332
ACH-000243,-1.3498170984552469
ACH-000244,-0.952213407585397
ACH-000246,-1.2312819329062108
ACH-000248,-1.1086309390846771
ACH-000250,-1.3009595982988669
ACH-000251,-1.2407594572099825
ACH-000252,-1.1300627463874355
ACH-000253,-1.078060312104153
ACH-000255,-1.2483452395301122
ACH-000256,-1.2449397199146823
ACH-000257,-0.9047381200657632
ACH-000258,-1.1830816521966308
ACH-000259,-1.352498562768834
ACH-000260,-1.2142754373095477
ACH-000261,-1.2597702372820123
ACH-000262,-1.0656244061483788
ACH-000263,-1.1244698307476737
ACH-000264,-1.0764377023302885
ACH-000265,-1.1423525884052237
ACH-000266,-1.1156508698261365
ACH-000272,-1.167802897200967
ACH-000274,-1.0468464078508062
ACH-000277,-1.307078252927313
ACH-000278,-1.526581065188855
ACH-000279,-1.109532156439311
ACH-000280,-1.0801404668698409
ACH-000281,-1.1499645129890748
ACH-000288,-1.0338749651700687
ACH-000291,-1.0800521424201328
ACH-000293,-1.0290311860138617
ACH-000294,-1.3360490768369508
ACH-000295,-1.1845379747807645
ACH-000296,-1.2590966341954288
ACH-000302,-1.4066464761878834
ACH-000304,-1.5614548633224083
ACH-000307,-1.1133227782178128
ACH-000308,-1.1501186945553117
ACH-000310,-0.6605962187204248
ACH-000311,-1.2912234866162164
ACH-000312,-1.1737631640692197
ACH-000315,-1.0644568836950243
ACH-000316,-1.0342720672288428
ACH-000317,-1.2667677466555578
ACH-000318,-1.1485740277183218
ACH-000319,-1.052438314761707
ACH-000320,-1.1364236513060686
ACH-000322,-1.2168968884101303
ACH-000323,-1.122124270674773
ACH-000324,-1.0878057229396525
ACH-000329,-1.1782592445210325
ACH-000330,-1.190770964424304
ACH-000331,-1.2340500354630497
ACH-000332,-1.1285465715513436
ACH-000334,-1.1265786826971855
ACH-000335,-0.9359447646045931
ACH-000336,-1.1747771902276325
ACH-000337,-1.093866404539117
ACH-000338,-1.1919326751477466
ACH-000339,-1.0957634748307865
ACH-000341,-1.0025636106024818
ACH-000348,-1.0604234950433076
ACH-000350,-1.132391487520369
ACH-000352,-1.2001663875574164
ACH-000356,-1.1694712878001141
ACH-000361,-1.1944518363721088
ACH-000362,-1.1564633506948412
ACH-000363,-1.0500881636397337
ACH-000364,-1.1640559645129145
ACH-000365,-1.2073865460672728
ACH-000366,-1.1962075176872615
ACH-000368,-1.4379540177301415
ACH-000374,-1.1124433266667924
ACH-000375,-0.8768675142232045
ACH-000376,-1.4005054013229694
ACH-000381,-1.1727338243775371
ACH-000383,-1.0369603577016973
ACH-000387,-1.3640073778914945
ACH-000389,-1.215786128758481
ACH-000390,-1.3437945130255389
ACH-000393,-1.190692937084857
ACH-000395,-0.8900277191744885
ACH-000396,-0.8882144681115949
ACH-000397,-0.928636332557126
ACH-000401,-1.4041279989099522
ACH-000402,-1.1776082448468033
ACH-000403,-1.2795290572504037
ACH-000404,-1.4835903608202754
ACH-000406,-1.3443606159035626
ACH-000407,-1.262518302827695
ACH-000408,-1.214282061319432
ACH-000410,-1.0631728489037338
ACH-000411,-1.2771887314626234
ACH-000414,-1.5336148685121127
ACH-000415,-1.1520789557910809
ACH-000416,-1.2057865373910766
ACH-000420,-1.1702264694860578
ACH-000421,-1.3000007755707648
ACH-000424,-1.052380869963953
ACH-000425,-1.2186858974915014
ACH-000426,-1.3787941000887451
ACH-000427,-1.0704464263801876
ACH-000433,-1.259343921582374
ACH-000435,-0.9527892881122868
ACH-000436,-1.3204097324578052
ACH-000444,-1.2268313774112087
ACH-000445,-1.0981633252638652
ACH-000448,-1.1774742855372051
ACH-000450,-1.462041166832213
ACH-000452,-1.2555888129749424
ACH-000454,-1.1282398876827582
ACH-000458,-1.3759866144449784
ACH-000459,-1.2973147080037901
ACH-000460,-1.14718825506752
ACH-000461,-0.7698354044920142
ACH-000463,-1.2645513826997112
ACH-000464,-1.0604359965039691
ACH-000466,-1.6179909522799911
ACH-000467,-1.143753372097167
ACH-000468,-0.9652474060264264
ACH-000469,-1.177645019095937
ACH-000470,-1.0957743844477097
ACH-000471,-1.0861762851603909
ACH-000472,-1.1369910975540016
ACH-000473,-1.1707616449403606
ACH-000475,-1.0182535115852471
ACH-000476,-1.4111568987823586
ACH-000477,-1.3610730171214025
ACH-000479,-1.006392039615763
ACH-000480,-1.394402783872259
ACH-000481,-1.2099558319927481
ACH-000483,-1.4355806474980657
ACH-000484,-1.143168645484368
ACH-000485,-0.9332769049986788
ACH-000486,-1.0233340211251298
ACH-000487,-1.2226995382942742
ACH-000488,-1.0023352268048742
ACH-000490,-0.9825520012197552
ACH-000491,-0.9430203610042648
ACH-000495,-1.5111232540741597
ACH-000496,-1.1509864151046771
ACH-000499,-1.3197460243497383
ACH-000500,-0.7220880903460337
ACH-000502,-1.2545235803537471
ACH-000503,-1.1842597586615704
ACH-000505,-1.1915012713401445
ACH-000507,-1.325387995567761
ACH-000510,-1.1693676125094792
ACH-000511,-1.1133277574794112
ACH-000512,-0.8265928064266164
ACH-000516,-1.1650444996076372
ACH-000517,-1.1433677756837508
ACH-000518,-1.3942286903892294
ACH-000520,-1.0910492529505005
ACH-000521,-0.9960387892651732
ACH-000522,-1.0311308742079697
ACH-000524,-1.1456993659470769
ACH-000527,-1.0611951862060187
ACH-000528,-1.3370987100705634
ACH-000537,-1.0455381813948987
ACH-000541,-1.1858437661205627
ACH-000542,-1.0182103504548627
ACH-000544,-1.0748368173668443
ACH-000545,-1.1410635834305691
ACH-000547,-1.2242366307029084
ACH-000548,-1.3422476347398684
ACH-000549,-1.1227899784929056
ACH-000550,-1.197108348744468
ACH-000552,-1.1091100678500112
ACH-000556,-1.0704567291278837
ACH-000557,-1.1545236374138208
ACH-000569,-1.2478704673221277
ACH-000570,-1.2400865369807488
ACH-000571,-1.3921479200884634
ACH-000573,-1.187391605687148
ACH-000576,-1.2439352489120108
ACH-000579,-1.0412140331361746
ACH-000580,-1.4711735956669605
ACH-000584,-1.0111666053569617
ACH-000585,-1.282841350895793
ACH-000588,-1.1840690586959963
ACH-000589,-1.253452909071877
ACH-000591,-1.2412599480817526
ACH-000593,-1.158726879783074
ACH-000600,-1.2736599223737959
ACH-000601,-1.1444970712259792
ACH-000605,-1.2153995111232472
ACH-000606,-0.9235356702614868
ACH-000608,-1.2437646738934551
ACH-000614,-1.315967762982328
ACH-000616,-0.9987974164541628
ACH-000618,-1.2778041912506894
ACH-000619,-1.2342676536185688
ACH-000620,-1.1072893142826916
ACH-000621,-0.9667297399199558
ACH-000622,-1.2113976626321177
ACH-000623,-1.2437220140150052
ACH-000624,-1.13326467114146
ACH-000627,-0.978838799775696
ACH-000630,-1.1325777560806092
ACH-000631,-1.144977284550532
ACH-000632,-1.253519525575721
ACH-000633,-1.2360835033729474
ACH-000637,-1.2108144166035746
ACH-000638,-1.2512221311882024
ACH-000646,-1.081999316732187
ACH-000647,-1.2985674604957187
ACH-000648,-1.5163377795252213
ACH-000649,-1.3132818145263647
ACH-000651,-1.1454339952747328
ACH-000652,-1.498600303723978
ACH-000653,-1.2981445117386998
ACH-000657,-1.1716929075082771
ACH-000658,-1.315565818979914
ACH-000661,-1.4605393430189002
ACH-000662,-1.043996944124349
ACH-000663,-1.1470944438027466
ACH-000665,-1.2842223706172131
ACH-000671,-1.3481886411260773
ACH-000672,-1.136485120442961
ACH-000673,-1.0735482077550171
ACH-000676,-1.0937682124618628
ACH-000677,-1.0401054308962314
ACH-000681,-1.2628946508195429
ACH-000683,-1.0674962111054918
ACH-000684,-1.349667794801538
ACH-000688,-1.2201704324164229
ACH-000693,-0.9570775503467336
ACH-000694,-0.9205684764521328
ACH-000695,-0.9367758400611296
ACH-000696,-1.2601639324718843
ACH-000697,-1.0087586337046186
ACH-000699,-1.2393413396540711
ACH-000701,-1.1148727541903
ACH-000706,-1.2659669591083746
ACH-000711,-1.1726635026391692
ACH-000713,-1.144956488704948
ACH-000714,-1.1532905520342538
ACH-000718,-1.032163516982908
ACH-000720,-1.251849796572836
ACH-000721,-1.0744288324965487
ACH-000724,-1.664962341113402
ACH-000725,-0.6584731636012987
ACH-000732,-1.3907827642665371
ACH-000734,-1.081559121358693
ACH-000735,-1.2035785341562633
ACH-000736,-1.0415500452428657
ACH-000738,-1.2189017998157707
ACH-000746,-1.2369253988090148
ACH-000747,-1.37069286818338
ACH-000748,-1.2895514265261034
ACH-000753,-1.262811020412037
ACH-000756,-0.8432782893083216
ACH-000757,-1.2263744667673102
ACH-000758,-1.1806018647318204
ACH-000760,-1.0011722866122508
ACH-000762,-1.3332152186627455
ACH-000763,-1.5858375605211372
ACH-000764,-1.0244722189892648
ACH-000765,-1.323701234489708
ACH-000766,-1.1170075417588547
ACH-000767,-1.1777418159472428
ACH-000768,-1.1041048979476171
ACH-000769,-1.3534644714568065
ACH-000770,-1.2853071955466933
ACH-000771,-1.0693275866930971
ACH-000773,-1.035738864001092
ACH-000776,-1.0282284456896351
ACH-000777,-1.148577455151838
ACH-000778,-1.2587110482268178
ACH-000781,-1.285999835115051
ACH-000782,-1.0471513364671996
ACH-000783,-0.7718274166143061
ACH-000784,-1.2101354241614564
ACH-000785,-1.2387926023153255
ACH-000787,-1.1616832909040449
ACH-000788,-1.1311389271677526
ACH-000791,-1.3308753486458862
ACH-000792,-1.3359921850995309
ACH-000794,-0.9897006050834176
ACH-000796,-1.035408580165022
ACH-000798,-1.1470868975447848
ACH-000799,-1.0564341076039796
ACH-000800,-1.381052181174501
ACH-000802,-1.129927802898446
ACH-000804,-1.1742535396759737
ACH-000805,-1.1938403180837671
ACH-000809,-1.0815268828579774
ACH-000810,-1.303211087297924
ACH-000811,-1.2581407425907165
ACH-000817,-1.3703383080301654
ACH-000819,-1.2933953372330704
ACH-000820,-1.6106455922184653
ACH-000821,-1.1586799146955618
ACH-000822,-1.043457775218016
ACH-000823,-1.2216811155591556
ACH-000824,-1.2879020458528776
ACH-000827,-1.1702091307769693
ACH-000829,-1.3580492473111156
ACH-000831,-1.1980079287666998
ACH-000832,-1.1077709097964217
ACH-000833,-1.3169125463640283
ACH-000834,-1.1704662802737391
ACH-000835,-1.0621650964012697
ACH-000836,-1.2374407895947812
ACH-000837,-1.1213046201451475
ACH-000838,-1.3000338635929487
ACH-000839,-0.8861882578164079
ACH-000840,-0.9907394230082678
ACH-000841,-1.1632600321288713
ACH-000843,-1.4315355689152056
ACH-000846,-1.179344695257267
ACH-000847,-1.2408899052607931
ACH-000848,-1.0872033854025756
ACH-000849,-1.2422227822612206
ACH-000851,-1.0907831761353208
ACH-000855,-1.4010694673767607
ACH-000856,-1.022527092438975
ACH-000858,-1.1764123363623975
ACH-000859,-1.2700606231663458
ACH-000861,-1.4034777911912295
ACH-000862,-1.1475921228246282
ACH-000865,-1.1467022322429328
ACH-000866,-1.1449981459003244
ACH-000867,-1.050515603869098
ACH-000869,-1.1758210780378204
ACH-000872,-1.2530529280415572
ACH-000873,-1.3626093690117431
ACH-000876,-1.2025470784616827
ACH-000878,-1.638262984663414
ACH-000880,-1.073270764613371
ACH-000881,-1.401527635752458
ACH-000882,-0.9808218143356408
ACH-000884,-1.1759348614198717
ACH-000885,-1.1106142304458055
ACH-000887,-1.0413581602107047
ACH-000889,-1.094751939118377
ACH-000896,-1.2533349101134117
ACH-000898,-0.9302309167614736
ACH-000900,-1.1527162324722657
ACH-000901,-1.1675185473286815
ACH-000905,-0.9858221813322314
ACH-000906,-1.035309862581648
ACH-000907,-1.2649818228862146
ACH-000910,-1.0147891004463263
ACH-000911,-1.1251215211415526
ACH-000912,-1.227277163336348
ACH-000913,-1.2018401582171174
ACH-000915,-1.3144328540874266
ACH-000916,-0.7991092122769167
ACH-000917,-1.3369884463971555
ACH-000920,-1.2392787736917756
ACH-000921,-1.093238903482608
ACH-000924,-0.908596516937116
ACH-000926,-1.1226944428917494
ACH-000928,-1.0135317549647411
ACH-000929,-1.1840222808369003
ACH-000932,-1.2858464154748572
ACH-000935,-1.1806105794638773
ACH-000936,-1.1649701088971045
ACH-000937,-1.1922153743706692
ACH-000938,-1.1139784111284416
ACH-000939,-1.4001939600549325
ACH-000941,-1.2611363808635216
ACH-000943,-1.346549188760087
ACH-000946,-1.2118079692019097
ACH-000947,-1.1431794326305196
ACH-000948,-1.2683223716226948
ACH-000950,-1.4847096430601237
ACH-000953,-0.9686173488769436
ACH-000954,-0.7857256607564476
ACH-000957,-1.3845624672353878
ACH-000958,-1.0953074870270236
ACH-000960,-1.2066756709362156
ACH-000963,-0.7983311430216576
ACH-000968,-1.2270606425897896
ACH-000969,-1.086964608052428
ACH-000972,-1.0360143889383229
ACH-000973,-1.1065867421266915
ACH-000974,-1.0796754911868762
ACH-000978,-1.479754970159011
ACH-000984,-1.0863790916626732
ACH-000986,-1.261362059012815
ACH-000988,-1.519154038619482
ACH-000993,-1.180923272491627
ACH-000994,-1.3369333456715575
ACH-000996,-1.100566526536485
ACH-001001,-1.22102669836381
ACH-001020,-1.100289235595005
ACH-001028,-1.0133904554469844
ACH-001031,-1.2729367342743074
ACH-001038,-1.168013747268642
ACH-001048,-1.2633629543957894
ACH-001050,-1.3137786589860343
ACH-001053,-1.4034657242971682
ACH-001054,-0.9816368846601048
ACH-001061,-1.1459188977138377
ACH-001067,-0.8625208891875971
ACH-001075,-1.256400468528292
ACH-001096,-1.2629156019712482
ACH-001111,-1.0003161689795959
ACH-001119,-1.144520718110884
ACH-001128,-0.9501696695626306
ACH-001134,-1.1042440574247798
ACH-001151,-1.1433294541926255
ACH-001163,-1.005953839308682
ACH-001164,-1.3878195125306847
ACH-001183,-1.1514482495540572
ACH-001192,-1.2665099477088448
ACH-001193,-1.220559272222736
ACH-001196,-1.2856211441313086
ACH-001197,-0.9229785313407212
ACH-001205,-1.188226890463151
ACH-001211,-1.3323687715280823
ACH-001212,-1.0069629823734911
ACH-001228,-1.5856117444108273
ACH-001232,-1.1181014227750767
ACH-001239,-0.7113750188973843
ACH-001270,-1.0734891228945698
ACH-001274,-0.883360376166017
ACH-001275,-1.1356293903256804
ACH-001277,-1.5602799597365924
ACH-001278,-1.3591322554449965
ACH-001280,-0.8688931269305413
ACH-001283,-1.312152402687246
ACH-001289,-1.2756903611308947
ACH-001300,-1.4060498884891637
ACH-001301,-1.3966391037584742
ACH-001302,-1.2294324114036526
ACH-001306,-1.0736528201106152
ACH-001318,-1.4375724369917264
ACH-001322,-1.2947668875488652
ACH-001328,-1.1776836190997328
ACH-001332,-1.1286586095768432
ACH-001336,-1.2783102538668931
ACH-001346,-1.1032875750795197
ACH-001353,-1.146605301216878
ACH-001354,-1.731044947430317
ACH-001367,-0.9774787183115132
ACH-001368,-1.09215996338538
ACH-001374,-0.9022263135989548
ACH-001377,-1.1280088719616612
ACH-001380,-1.2074264659756493
ACH-001391,-1.1099056134157694
ACH-001408,-1.409262073193876
ACH-001430,-1.3462260708588338
ACH-001431,-1.0323353214891735
ACH-001450,-1.4255505649022238
ACH-001496,-1.267339252634994
ACH-001500,-1.1288435256089313
ACH-001523,-1.3026932476182755
ACH-001532,-1.1380120742061903
ACH-001550,-1.1498680704321935
ACH-001552,-1.1897515615767955
ACH-001554,-1.1958742072911817
ACH-001654,-1.3597918499102366
ACH-001735,-1.2136798868271559
ACH-001736,-0.9735213016065078
ACH-001737,-0.8434242224140323
ACH-001740,-1.2532676243107959
ACH-001745,-1.2159347722479654
ACH-001765,-1.0677310817828685
