,RFC2 (5982)
ACH-000004,-1.6006763597079954
ACH-000005,-1.402733361438708
ACH-000007,-1.0212465477509065
ACH-000009,-1.2967603685279212
ACH-000011,-1.234584356533616
ACH-000012,-1.296812090653415
ACH-000013,-1.4729929476065255
ACH-000014,-1.2596695360714854
ACH-000015,-1.3780785841782277
ACH-000017,-1.2696615985852615
ACH-000018,-1.288952260195982
ACH-000019,-1.0375043127408314
ACH-000021,-1.349546134625252
ACH-000022,-1.3648653067124197
ACH-000025,-1.2389069260699808
ACH-000028,-1.051137125754741
ACH-000030,-1.2632506983048006
ACH-000035,-1.3877698821327416
ACH-000036,-1.1726546293485527
ACH-000037,-1.0621225984159248
ACH-000039,-1.4155047836041943
ACH-000040,-1.1779969221156048
ACH-000041,-1.2872630354967591
ACH-000042,-1.2144649807907704
ACH-000045,-1.174777629859764
ACH-000047,-1.1852092260752816
ACH-000052,-1.3660254077323275
ACH-000053,-1.199913975702521
ACH-000054,-1.1724862407619163
ACH-000055,-1.5450421657817868
ACH-000060,-1.1566411019692304
ACH-000067,-1.2429760334813975
ACH-000070,-1.308256160852448
ACH-000075,-1.1244603462854097
ACH-000078,-1.3060718382531842
ACH-000082,-1.3584857627946385
ACH-000085,-1.3622866643169351
ACH-000086,-1.2336987422170982
ACH-000087,-1.1717496012340387
ACH-000092,-1.2583790641910864
ACH-000095,-1.4586291074711222
ACH-000097,-1.2891988101322158
ACH-000098,-1.2618247526267967
ACH-000099,-1.1198403342690035
ACH-000108,-1.3371983374477392
ACH-000113,-1.1475132426630426
ACH-000116,-1.5683701233757097
ACH-000118,-1.1045783376417246
ACH-000120,-1.2917413392718091
ACH-000123,-1.2287824646396486
ACH-000127,-1.2585654542737126
ACH-000128,-1.269508326572279
ACH-000132,-1.2063295651027588
ACH-000133,-1.380631707520494
ACH-000137,-1.5095989369165963
ACH-000138,-1.1592273555577242
ACH-000142,-1.2046077446398236
ACH-000143,-1.2329675929516002
ACH-000146,-1.4906790847937692
ACH-000148,-1.3083735491278952
ACH-000150,-1.2255990523510425
ACH-000152,-1.1531472815586874
ACH-000153,-1.0323073610392035
ACH-000159,-1.156570799503016
ACH-000160,-1.7358287769608929
ACH-000163,-1.195488786061624
ACH-000167,-1.4159000072898569
ACH-000168,-1.1597323688067491
ACH-000169,-1.1622713945992005
ACH-000178,-1.1803680971955706
ACH-000183,-1.2002432785848842
ACH-000188,-1.2127729922777122
ACH-000189,-1.223137981697469
ACH-000190,-1.4135165264824514
ACH-000198,-1.1867036557403374
ACH-000203,-1.7494686380505315
ACH-000204,-1.1385747725325437
ACH-000206,-1.1216970775461004
ACH-000207,-1.2872306739083357
ACH-000208,-1.3012671683146368
ACH-000210,-1.596133493217801
ACH-000211,-1.1393538924037097
ACH-000215,-1.2866810658111667
ACH-000221,-1.7193613179575866
ACH-000222,-1.3159842737771092
ACH-000223,-1.4618492906346632
ACH-000226,-1.266287355307404
ACH-000227,-1.3551068631011929
ACH-000228,-1.2788951276814935
ACH-000231,-1.2487663200961856
ACH-000232,-1.247615672386654
ACH-000233,-1.2062778435760386
ACH-000234,-1.1039379577993638
ACH-000235,-1.26675225448691
ACH-000237,-1.2600568304219768
ACH-000238,-1.3524185754418645
ACH-000242,-1.1752093631963465
ACH-000243,-1.1958742263180908
ACH-000244,-0.6886010987758158
ACH-000246,-1.0825835600141755
ACH-000248,-1.0058035732508848
ACH-000250,-1.09642579491848
ACH-000251,-1.2276837454471674
ACH-000252,-1.3291430809523226
ACH-000253,-1.2412383978245574
ACH-000255,-1.1408079263442688
ACH-000256,-1.5103462468366875
ACH-000257,-1.2551514768338479
ACH-000258,-0.9605992671530024
ACH-000259,-1.1427535820620742
