,SDF2L1 (23753)
ACH-000257,-0.3398391848032567
ACH-000258,-0.34574740451462377
ACH-000259,-0.3790790749662838
ACH-000260,-0.26210562078208
ACH-000261,-0.3078873236772932
ACH-000262,-0.2955690230779364
ACH-000263,0.02594401248007076
ACH-000264,-0.28942590080207165
ACH-000265,-0.4291895825289199
ACH-000266,-0.2916330834925452
ACH-000272,-0.37534465551549856
ACH-000274,-0.3359781198542341
ACH-000277,-0.2766945959750941
ACH-000278,-0.37340939819891655
ACH-000279,-0.2877161526882626
ACH-000280,-0.1739990969475311
ACH-000281,-0.1284026046508434
ACH-000288,-0.2321883647503319
ACH-000291,-0.4725237192305204
ACH-000293,-0.3971097444818381
ACH-000294,-0.047943187946079664
ACH-000295,-0.30905489647491274
ACH-000296,-0.0702967526408355
ACH-000302,-0.42007649423523946
ACH-000304,-0.4633906394141658
ACH-000307,-0.2937691216893626
ACH-000308,-0.3244738017833606
ACH-000310,-0.2683212214371347
ACH-000311,-0.3824867160760002
ACH-000312,-0.3050765175769263
ACH-000315,-0.18974521826759688
ACH-000316,-0.13991409162890225
ACH-000317,-0.0923702149886914
ACH-000318,-0.254712510203136
ACH-000319,-0.32740757999760256
ACH-000320,-0.33767010691640936
ACH-000322,-0.31374720633637954
ACH-000323,-0.3516857108330906
ACH-000324,-0.2678126443502276
ACH-000329,-0.22584452576752875
ACH-000330,-0.5741495531355426
ACH-000331,-0.19092500303238152
ACH-000332,-0.3202813948522974
ACH-000334,-0.2740116582535162
ACH-000335,-0.597696325735179
ACH-000336,-0.31106776413328463
ACH-000337,-0.5887782033325045
ACH-000338,0.10313952145971726
ACH-000339,-0.25937336168170844
ACH-000341,-0.19163120852796228
ACH-000348,-0.3146234804119639
ACH-000350,-0.2502960746276856
ACH-000352,-0.366822361213924
ACH-000356,-0.22719060427768065
ACH-000361,-0.2684122505023821
ACH-000362,-0.085630793897467
ACH-000363,-0.2508165367282201
ACH-000364,-0.32688877059584337
ACH-000365,-0.29023094997557675
ACH-000366,-0.3697771799171753
ACH-000368,-0.4979427801595514
ACH-000374,-0.06704576527803215
ACH-000375,-0.3286844005231086
ACH-000376,-0.27632215494689266
ACH-000381,-0.34213948584144155
ACH-000383,-0.2558953123153402
ACH-000387,-0.3446195803264657
ACH-000389,-0.2335246389800593
ACH-000390,-0.3527963485122661
ACH-000393,-0.3701230215869551
ACH-000395,-0.2240920753081397
ACH-000396,-0.3828306224471439
ACH-000397,-0.2933656593090844
ACH-000401,-0.3757264164155178
ACH-000402,-0.5141193616023406
ACH-000403,-0.487677966402811
ACH-000404,-0.8120059151578275
ACH-000406,-0.2394897388019783
ACH-000407,-0.40095284665163305
ACH-000408,-0.4431479568308109
ACH-000410,-0.3148372887400939
ACH-000411,-0.25771103824328656
ACH-000414,-0.2787785280357816
ACH-000415,-0.22203853101392168
ACH-000416,-0.2434961471749045
ACH-000420,-0.27290674263393944
ACH-000421,-0.4562465915839262
ACH-000424,-0.3447568382296952
ACH-000425,-0.4308241035122837
ACH-000426,-0.05721500771424614
ACH-000427,-0.5030847568851297
ACH-000433,-0.4752588485143616
ACH-000435,-0.2668440715963933
ACH-000436,-0.16748658035021485
ACH-000444,-0.2341558269696108
ACH-000445,-0.5108219102934416
ACH-000448,-0.3561227780051341
ACH-000450,-0.4779596279373704
ACH-000452,-0.16596757590130706
ACH-000454,-0.26644117202628026
ACH-000458,-0.4169477566392733
ACH-000459,-0.21746656683227591
ACH-000460,-0.37657450546439947
ACH-000461,-0.34982802819738923
ACH-000463,-0.2189101200652164
ACH-000464,-0.2957972819237592
ACH-000466,-0.27489759593794505
ACH-000467,-0.3818682446982797
ACH-000468,-0.2429429605859913
ACH-000469,-0.2925061638892218
ACH-000470,-0.4522099214900027
ACH-000471,-0.3792524469020246
ACH-000472,-0.32251932039671305
ACH-000473,-0.1957271967257884
ACH-000475,-0.2798287746370206
ACH-000476,-0.2368421268837665
ACH-000477,-0.2835524542256335
ACH-000479,-0.4187126267656141
ACH-000480,-0.4464514734692103
ACH-000481,-0.2491204938189397
ACH-000483,-0.7122400077622074
ACH-000484,-0.1889431271566036
ACH-000485,-0.18954617529919196
ACH-000486,-0.4022202825031856
ACH-000487,-0.2491888565319736
ACH-000488,-0.35947492959245664
ACH-000490,-0.23843235275612626
ACH-000491,-0.25646077823095115
ACH-000495,-0.34365464466581874
ACH-000496,-0.22064602309923484
ACH-000499,-0.2977040641307069
ACH-000500,-0.36403245117092864
ACH-000502,-0.3642794299031339
ACH-000503,-0.4226005185374814
ACH-000505,-0.29929686409779993
ACH-000507,-0.23258058425904146
ACH-000510,-0.3591111352875347
ACH-000511,-0.31220772540274594
ACH-000512,-0.4304710601489024
ACH-000516,-0.4413788799930555
ACH-000517,-0.3117678841852156
ACH-000518,-0.25873234661843225
ACH-000520,-0.2922348491266272
ACH-000521,-0.19955846868279736
ACH-000522,-0.2468679452446679
ACH-000524,-0.3796511044544119
ACH-000527,-0.31436631830851114
ACH-000528,-0.4513737722645683
ACH-000537,-0.3511977436988097
ACH-000541,-0.3879071033782315
ACH-000542,-0.2664335323723476
ACH-000544,-0.2647032330179537
ACH-000545,-0.20611481848458188
ACH-000547,-0.4023232756464088
ACH-000548,-0.3702037228168097
ACH-000549,-0.2434760117876441
ACH-000550,-0.11283432592918492
ACH-000552,-0.3912391181809274
ACH-000556,-0.2996789122390721
ACH-000557,-0.30156208806094004
ACH-000569,-0.1118694208415994
ACH-000570,-0.3579171907502788
ACH-000571,-0.23932226058562256
ACH-000573,-0.2720214484854613
ACH-000576,-0.19481432425221992
ACH-000579,-0.3961034980508273
ACH-000580,-0.42871614672181857
ACH-000584,-0.28949322192833543
ACH-000585,-0.22107372527219368
ACH-000588,-0.32235192734133383
ACH-000589,-0.34904737705115585
ACH-000591,-0.3529947369496161
ACH-000593,-0.1987989235369244
ACH-000600,-0.22882257887800864
ACH-000601,-0.3940421813204704
ACH-000605,-0.4866903002558478
ACH-000606,-0.2927326741047569
ACH-000608,-0.30213805922940257
ACH-000614,-0.3343847337308496
ACH-000616,-0.3150363697478589
ACH-000618,-0.2632032566649229
ACH-000619,-0.2635606689869941
ACH-000620,-0.36035668706126667
ACH-000621,-0.3557760007299518
ACH-000622,-0.2805970383808437
ACH-000623,-0.3988975360228261
ACH-000624,-0.34573954960761816
ACH-000627,-0.30375542387179016
ACH-000630,-0.23676883954896305
ACH-000631,-0.4204445787970847
ACH-000632,-0.33022076230418346
ACH-000633,-0.4440223386433017
ACH-000637,-0.2320818083518333
ACH-000638,-0.2245570561560954
ACH-000646,-0.2728132665083505
ACH-000647,-0.4358973775478311
ACH-000648,-0.2807203261557039
ACH-000649,-0.1923457591334232
ACH-000651,-0.35644723894328645
ACH-000652,-0.5241780913212515
ACH-000653,-0.2753537508614098
ACH-000657,-0.3462537870250145
ACH-000658,-0.2342293166011025
ACH-000661,-0.108111950171658
ACH-000662,-0.36690240781041933
ACH-000663,-0.3982048680380591
ACH-000665,-0.4966962564827418
ACH-000671,-0.250597537145197
ACH-000672,-0.4340422274613725
ACH-000673,-0.3331684787227231
ACH-000676,-0.2660163694143577
ACH-000677,-0.2998575261124269
ACH-000681,-0.2246978903598363
ACH-000683,-0.2937875030853841
ACH-000684,-0.1433619587106513
ACH-000688,-0.4257166727566326
ACH-000693,-0.34914789640430083
ACH-000694,-0.34789861778389913
ACH-000695,-0.2259680601976101
ACH-000696,-0.44329223426379744
ACH-000697,-0.29062436916336737
ACH-000699,-0.3580194323422473
ACH-000701,-0.3587870619381488
ACH-000706,-0.3922340513179591
ACH-000711,-0.3847289131653685
ACH-000713,-0.20259087525803
ACH-000714,-0.2112944975287104
ACH-000718,-0.4069104682793587
ACH-000720,-0.2048198579779767
ACH-000721,-0.383039558488698
ACH-000724,-0.29066799882220723
ACH-000725,-0.33424126728456977
ACH-000732,-0.4858229478716089
ACH-000734,-0.2799503067584886
ACH-000735,-0.3739710717199749
ACH-000736,-0.4206852008946353
ACH-000738,-0.2112814965909284
ACH-000746,-0.3852109128862115
ACH-000747,-0.29580084109964344
ACH-000748,-0.3651803433174952
ACH-000753,-0.2345411462727265
ACH-000756,-0.3061662319256766
ACH-000757,-0.5240672611752484
ACH-000758,-0.4453702362407293
ACH-000760,-0.3642381226251216
ACH-000762,-0.42927733678144797
ACH-000763,-0.4526985205074123
ACH-000764,-0.4509120028876331
ACH-000765,-0.2816339182481385
ACH-000766,-0.3820087366181216
ACH-000767,-0.3322064232200215
ACH-000768,-0.3305026318395809
ACH-000769,-0.3908906951350056
ACH-000770,-0.3540571238879488
ACH-000771,-0.3057149019234733
ACH-000773,-0.2630315168248735
ACH-000776,-0.2836380807781786
ACH-000777,-0.33091943427464743
ACH-000778,-0.5204892551571549
ACH-000781,-0.3223077543861488
ACH-000782,-0.4031491682310648
ACH-000783,-0.0636971787538002
ACH-000784,-0.31919403396549817
ACH-000785,-0.4615869977353314
ACH-000787,-0.19118106126266315
ACH-000788,-0.4292107229248549
ACH-000791,-0.4746897316888027
ACH-000792,-0.3016952631368968
ACH-000794,-0.2194690502176928
ACH-000796,-0.2407768548790676
ACH-000798,-0.24142398045846025
ACH-000799,-0.5903267864531729
ACH-000800,-0.3336218079120553
ACH-000802,-0.3031914470188466
ACH-000804,0.0778691349778785
ACH-000805,-0.7406779873850816
ACH-000809,-0.2692258922583667
ACH-000810,-0.5291574743185453
ACH-000811,-0.19042474328932435
ACH-000817,-0.36827298193563984
ACH-000819,-0.3701971911300142
ACH-000820,-0.25130664045073925
ACH-000821,-0.4197812625352995
ACH-000822,-0.24060873484907164
ACH-000823,-0.3989421118165831
ACH-000824,-0.2375694242321034
ACH-000827,-0.2619760185070957
ACH-000829,-0.4266112324228158
ACH-000831,-0.2789724633472394
ACH-000832,-0.3666591262485364
ACH-000833,-0.20394819676097492
ACH-000834,-0.43454186649052856
ACH-000835,-0.4764512728810399
ACH-000836,-0.3689707761375431
ACH-000837,-0.336311561443542
ACH-000838,-0.6339034907803005
ACH-000839,-0.08081510336490931
ACH-000840,-0.09375738136369836
ACH-000841,-0.3566950827640665
ACH-000843,-0.33855241842031736
ACH-000846,-0.3488156145123751
ACH-000847,-0.2883379232873651
ACH-000848,-0.19989818102264564
ACH-000849,-0.3262744151043757
ACH-000851,-0.3286088556422299
ACH-000855,-0.4745969697466797
ACH-000856,-0.22929515706850198
ACH-000858,-0.4173192273779501
ACH-000859,-0.4205512586158027
ACH-000861,-0.4053589074986431
ACH-000862,-0.3455791517456412
ACH-000865,-0.2883323586509973
ACH-000866,-0.31831817519824235
ACH-000867,-0.3662383475121635
ACH-000869,-0.2825849474626405
ACH-000872,-0.8593354824734413
ACH-000873,-0.05314749378715871
ACH-000876,-0.2986915031931303
ACH-000878,-0.4404244458420696
ACH-000880,-0.3224165749936465
ACH-000881,-0.28082407402670584
ACH-000882,-0.3533017480277513
ACH-000884,-0.2794880104813017
ACH-000885,-0.13134849438176696
ACH-000887,-0.6310520450292224
ACH-000889,-0.2178665643418595
ACH-000896,-0.26765769131807
ACH-000898,-0.23407861130116325
ACH-000900,-0.2999546460201989
ACH-000901,-0.471782758246118
ACH-000905,-0.30753730726016
ACH-000906,-0.38564520897458987
ACH-000907,-0.44561744011944826
ACH-000910,-0.325607893076773
ACH-000911,-0.3875015785635102
ACH-000912,-0.3097401475611201
ACH-000913,-0.34437855390434696
ACH-000915,-0.2867524429557925
ACH-000916,-0.3340152624500021
ACH-000917,-0.1935855713710087
ACH-000920,-0.3562590592652077
ACH-000921,-0.5239853395333856
ACH-000924,-0.3433233783733594
ACH-000926,-0.2836984261991173
ACH-000928,-0.2153319834640623
ACH-000929,-0.27295332460903715
ACH-000932,-0.2634145961043928
ACH-000935,-0.2757622075140805
ACH-000936,-0.3179066024959683
ACH-000937,-0.2803457704090289
ACH-000938,-0.1778830442578992
ACH-000939,-0.31777387795016715
ACH-000941,-0.33123514703548035
ACH-000943,-0.3171551486406976
ACH-000946,-0.209964174825849
ACH-000947,-0.3152747078251143
ACH-000948,-0.1883780547593165
ACH-000950,-0.452651810943925
ACH-000953,-0.2337661113843259
ACH-000954,-0.07323989730572468
ACH-000957,-0.44098396420737496
ACH-000958,-0.23107313636512955
ACH-000960,-0.1811473874019183
ACH-000963,-0.4009466079400224
ACH-000968,-0.3561517799316754
ACH-000969,-0.2968421685547902
ACH-000972,-0.26087303220369823
ACH-000973,-0.29368747335855805
ACH-000974,-0.3344787074508127
ACH-000978,-0.24900550115659364
ACH-000984,-0.07987010855837606
ACH-000986,-0.16547183438441568
ACH-000988,-0.5043060251633853
ACH-000993,-0.27361819047466457
ACH-000994,-0.35551685957997553
ACH-000996,-0.4587591999789517
ACH-001001,-0.2631564699860389
ACH-001020,-0.19175937525247874
ACH-001028,-0.25418429181030305
ACH-001031,-0.23716316877359805
ACH-001038,-0.2480736853621783
ACH-001048,-0.2984961881600109
ACH-001050,-0.2518215630090958
ACH-001053,-0.27906479361361475
ACH-001054,-0.201666863057626
ACH-001061,-0.16562281406366716
ACH-001067,-0.13999122306899636
ACH-001075,-0.18215574967226594
ACH-001096,-0.2763619588275153
ACH-001111,-0.40230475015613737
ACH-001119,-0.3882035619661531
ACH-001128,-0.32771678390712083
ACH-001134,-0.40548206417040494
ACH-001151,-0.2038199655833082
ACH-001163,-0.21975531252110256
ACH-001164,-0.4515443795861398
ACH-001183,-0.273815746909906
ACH-001192,-0.375322065267374
ACH-001193,0.11020167826033073
ACH-001196,-0.3506612701250567
ACH-001197,-0.33499652871800023
ACH-001205,-0.3466008166632854
ACH-001211,-0.5470904651655379
ACH-001212,-0.3627968605742764
ACH-001228,-0.10783858686263778
ACH-001232,-0.2384110899815188
ACH-001239,-0.4016162348331748
ACH-001270,-0.6606828731229203
ACH-001274,0.003917130838180576
ACH-001275,-0.31633872433508864
ACH-001277,-0.4053840227470314
ACH-001278,-0.1857702791761336
ACH-001280,-0.37357563778934094
ACH-001283,-0.2583607430992885
ACH-001289,-0.3719659169415168
ACH-001300,-0.3582158577983781
ACH-001301,-0.4690003635154051
ACH-001302,-0.09504413746285413
ACH-001306,-0.3485731030297213
ACH-001318,-0.4379446425981264
ACH-001322,-0.12826970451556285
ACH-001328,-0.2656777739725061
ACH-001332,-0.2877577132828681
ACH-001336,-0.3347928712356257
ACH-001346,-0.4698741658473321
ACH-001353,-0.2790228975654489
ACH-001354,-0.3806388890748412
ACH-001367,-0.365186466434857
ACH-001368,-0.2636960851235888
ACH-001374,0.00426156426542196
ACH-001377,-0.3997528631989584
ACH-001380,-0.15759638154828284
ACH-001391,-0.25574153986631365
ACH-001408,-0.5111746132976205
ACH-001430,-0.060288708848175214
ACH-001431,-0.35876944445276965
ACH-001450,-0.05829236579845312
ACH-001496,-0.347582878181889
ACH-001500,-0.23019673462791895
ACH-001523,-0.17051436863308042
ACH-001532,-0.2841286419737452
ACH-001550,-0.3208953466703586
ACH-001552,-0.36150416929409773
ACH-001554,-0.3299728643219492
ACH-001654,-0.32383510419386985
ACH-001735,-0.3370162816076694
ACH-001736,-0.2185684634976872
ACH-001737,-0.2830279121159693
ACH-001740,-0.32328240310219264
ACH-001745,-0.3188832811018503
ACH-001765,-0.3312167234423096
