,SETD1B (23067)
ACH-000004,-0.4412194545624212
ACH-000005,-0.15040481939089864
ACH-000007,0.2735364391060599
ACH-000009,-0.403794632309371
ACH-000011,-0.10822060476088967
ACH-000012,-0.12239540050599905
ACH-000013,0.018233436933680645
ACH-000014,-0.4622629009303346
ACH-000015,-0.3694699593735149
ACH-000017,0.11733888096614276
ACH-000018,-0.20221664817894766
ACH-000019,-0.1912031543908143
ACH-000021,-0.3684165198037068
ACH-000022,0.048181143921568415
ACH-000025,-0.2907427618303187
ACH-000028,-0.15298626873700488
ACH-000030,-0.15435573902466634
ACH-000035,-0.285326945962902
ACH-000036,0.0607575895640297
ACH-000037,-0.5078976782019308
ACH-000039,-0.304674257602368
ACH-000040,-0.2764302558586165
ACH-000041,-0.2867902824510393
ACH-000042,-0.4007521511871631
ACH-000045,-0.3589569469380076
ACH-000047,-0.4417617346304982
ACH-000052,-0.16579936741331816
ACH-000053,-0.4125700040553456
ACH-000054,-0.22794699998237825
ACH-000055,-0.4765962912700213
ACH-000060,-0.013870404773627795
ACH-000067,-0.2645786100532368
ACH-000070,-0.7402833036066513
ACH-000075,-0.16956973267997144
ACH-000078,-0.28984753753259823
ACH-000082,-0.3657135048307671
ACH-000085,-0.425173901706131
ACH-000086,-0.21036630106838808
ACH-000087,-0.7611318285480434
ACH-000092,-0.06725762438596836
ACH-000095,-0.4512252604321512
ACH-000097,-0.4082032216246797
ACH-000098,-0.33040889731738393
ACH-000099,-0.2939099069789203
ACH-000108,-0.0991881016524403
ACH-000113,-0.21047212069985685
ACH-000116,-0.25870411035897506
ACH-000118,-0.4768365788884757
ACH-000120,-0.3476101407814684
ACH-000123,-0.15910135682320184
ACH-000127,-0.2344247383773654
ACH-000128,-0.18215254783648985
ACH-000132,-0.08633816517901882
ACH-000133,0.19232909054343228
ACH-000137,-0.5020753509249325
ACH-000138,0.1186719820205213
ACH-000142,-0.2163856108321847
ACH-000143,-0.5164572996003357
ACH-000146,-0.3455766995247437
ACH-000148,-0.4378943650675313
ACH-000150,-0.3528060401144609
ACH-000152,-0.3084861060125553
ACH-000153,-0.04699879340934299
ACH-000159,-0.08400784634723749
ACH-000160,0.003364177282585536
ACH-000163,-0.2846275549992812
ACH-000167,-0.013098846880245514
ACH-000168,-0.6257666106709621
ACH-000169,-0.3361970065083721
ACH-000178,-0.2321731113889039
ACH-000183,-0.3876346266676318
ACH-000188,-0.08326088783893999
ACH-000189,-0.12782881515738714
ACH-000190,0.027076153234125582
ACH-000198,-0.4977602258057505
ACH-000203,0.0642433609487489
ACH-000204,-0.009130831907659991
ACH-000206,-0.513937123154399
ACH-000207,-0.1491014910305137
ACH-000208,-0.2629543515678243
ACH-000210,0.00933412071865933
ACH-000211,-0.27466827565986623
ACH-000215,-0.13171414933740486
ACH-000221,-0.22631448325654974
ACH-000222,0.1811856541916792
ACH-000223,-0.0021435814272740194
ACH-000226,-0.3179772673196295
ACH-000227,-0.5643407550624401
ACH-000228,-0.2166453781929485
ACH-000231,-0.053925844330088124
ACH-000232,-0.2436596940624297
ACH-000233,-0.21050114342645526
ACH-000234,-0.14693586215120635
ACH-000235,-0.09488508533104993
ACH-000237,-0.4125468714181169
ACH-000238,-0.1569801766381931
ACH-000242,-0.09983601913200488
ACH-000243,-0.14657294683782188
ACH-000244,-0.4516302507357791
ACH-000246,-0.1142199360550143
ACH-000248,-0.09441865795963912
ACH-000250,-0.31694511417487764
ACH-000251,0.009637423751637477
ACH-000252,0.21401368872905788
ACH-000253,-0.03605090740087012
ACH-000255,-0.04044426701047838
ACH-000256,-0.37963369986103057
ACH-000257,-0.3423258033300501
ACH-000258,-0.7772956991691864
ACH-000259,-0.14755432682931607
ACH-000260,-0.186805828448577
ACH-000261,-0.2078756312734508
ACH-000262,-0.27040407758843005
ACH-000263,-0.3969533808300874
ACH-000264,-0.2409234576192019
ACH-000265,-0.14838557197624733
ACH-000266,0.0485428764024852
ACH-000272,-0.020143973448439267
ACH-000274,-0.4111807747432468
ACH-000277,0.05983485810430461
ACH-000278,-0.23221215150710375
ACH-000279,-0.060829112019255935
ACH-000280,-0.27112219965688755
ACH-000281,-0.4050281267496052
ACH-000288,-0.017141869750495125
ACH-000291,-0.06671961702786132
ACH-000293,-0.2057725123367212
ACH-000294,-0.4227680254166846
ACH-000295,-0.11585454597047852
ACH-000296,-0.2921112891097116
ACH-000302,-0.3256322613109581
ACH-000304,-0.3707683816066345
ACH-000307,-0.2295193704215168
ACH-000308,0.06755051674982286
ACH-000310,-0.18413509200522948
ACH-000311,-0.0697655511353308
ACH-000312,-0.2909208198978332
ACH-000315,-0.31504700893326626
ACH-000316,-0.33263773168995336
ACH-000317,-0.09397960293893998
ACH-000318,-0.1786488215973464
ACH-000319,-0.1709513471179958
ACH-000320,-0.042731807385420296
ACH-000322,-0.1037865641350496
ACH-000323,-0.4428179908052749
ACH-000324,-0.4528596079567607
ACH-000329,-0.27593759625397424
ACH-000330,0.13757909224392229
ACH-000331,-0.3048796704886215
ACH-000332,-0.09382685466637028
ACH-000334,-0.259799486311644
ACH-000335,-0.4792942942986693
ACH-000336,-0.0017086583354384655
ACH-000337,-0.22008685896214567
ACH-000338,-0.2406113631473788
ACH-000339,-0.2912110651137541
ACH-000341,-0.3640569085991613
ACH-000348,-0.21812492901171204
ACH-000350,-0.33673403707371125
ACH-000352,-0.2607713175212183
ACH-000356,-0.4005260442223046
ACH-000361,-0.21096168963269024
ACH-000362,-0.35474523213125475
ACH-000363,-0.12920435447454162
ACH-000364,-0.35600432748716193
ACH-000365,-0.209589258933818
ACH-000366,-0.296493683946203
ACH-000368,-0.06509182412345069
ACH-000374,-0.334144393258047
ACH-000375,-0.22336913168202013
ACH-000376,-0.05590869303814818
ACH-000381,-0.15952476329771034
ACH-000383,-0.21033096685884167
ACH-000387,-0.5484006010181186
ACH-000389,-0.2812815273681313
ACH-000390,-0.20898153622373894
ACH-000393,-0.2082667091875044
ACH-000395,-0.28987602557184433
ACH-000396,-0.5703229708733533
ACH-000397,-0.055116796593338936
ACH-000401,-0.4206727336313434
ACH-000402,-0.1797971489119513
ACH-000403,-0.2311887578407503
ACH-000404,-0.5159600503410354
ACH-000406,-0.1627806599404888
ACH-000407,-0.32102762847056104
ACH-000408,-0.4263326705690833
ACH-000410,-0.11306704129837715
ACH-000411,0.017587802351114484
ACH-000414,-0.483258876442303
ACH-000415,-0.23193991958543356
ACH-000416,-0.33392959045984205
ACH-000420,0.16870953691460416
ACH-000421,-0.13431919224328928
ACH-000424,-0.31972114030525595
ACH-000425,-0.6484361687867711
ACH-000426,-0.3151431666233337
ACH-000427,-0.15778190126101624
ACH-000433,-0.2884924679825505
ACH-000435,-0.14187785296023855
ACH-000436,0.12229662073012434
ACH-000444,-0.4147197047284036
ACH-000445,-0.15399969689259915
ACH-000448,-0.4855663515142612
ACH-000450,-0.2907322827058549
ACH-000452,-0.3623409066633693
ACH-000454,-0.438800084927221
ACH-000458,-0.06430228122526525
ACH-000459,-0.4493173096962159
ACH-000460,-0.6422574505410483
ACH-000461,-0.1272984544854862
ACH-000463,-0.2468027882724663
ACH-000464,-0.3126025275425266
ACH-000466,0.11181843043257136
ACH-000467,-0.042951426013096115
ACH-000468,-0.2400906429202815
ACH-000469,-0.11562042872034545
ACH-000470,-0.06879856100037685
ACH-000471,-0.017727310733234955
ACH-000472,-0.3590592758834412
ACH-000473,-0.18941371140179966
ACH-000475,-0.1334619588117355
ACH-000476,-0.06533397979078462
ACH-000477,-0.19743717879221895
ACH-000479,-0.13546297308738198
ACH-000480,-0.17113266092351906
ACH-000481,-0.5267879503649819
ACH-000483,-0.3925568348911103
ACH-000484,-0.3831863783709483
ACH-000485,-0.07422252818197839
ACH-000486,-0.26502241206275484
ACH-000487,-0.469095461211698
ACH-000488,-0.08679357876713563
ACH-000490,-0.2616271649834573
ACH-000491,-0.24261399658689456
ACH-000495,-0.2406662824955773
ACH-000496,-0.2024923871697165
ACH-000499,-0.26061475554516816
ACH-000500,-0.27217546056728603
ACH-000502,-0.1150908322553912
ACH-000503,-0.5394180550960113
ACH-000505,-0.18852795583465803
ACH-000507,-0.1400346699924029
ACH-000510,-0.2955507006795087
ACH-000511,-0.30596055241392944
ACH-000512,-0.4512683127759246
ACH-000516,-0.14610087253232967
ACH-000517,-0.17156988776439694
ACH-000518,-0.18331190672386652
ACH-000520,-0.2106202784294776
ACH-000521,-0.4934151749795406
ACH-000522,-0.2532747924994469
ACH-000524,-0.4911276866566807
ACH-000527,-0.4769084296695173
ACH-000528,-0.2197437758095948
ACH-000537,0.06142663190162395
ACH-000541,-0.5612553735507013
ACH-000542,-0.2886010567590785
ACH-000544,-0.2996445613151995
ACH-000545,-0.26840766288619794
ACH-000547,-0.4755976681880255
ACH-000548,-0.5524466386745926
