,OR8U1 (219417)
ACH-000004,0.23516846876193906
ACH-000005,-0.16032381636896184
ACH-000007,-0.15462896061249554
ACH-000009,0.12901172479020168
ACH-000011,-0.07999327116624509
ACH-000012,0.06328541673310148
ACH-000013,0.04970430283451067
ACH-000014,0.16022477578447744
ACH-000015,0.07094017377184357
ACH-000017,0.06901389471571391
ACH-000018,-0.09290382552824984
ACH-000019,-0.11162936899838193
ACH-000021,0.05201095599635765
ACH-000022,-0.01038881855427887
ACH-000025,-0.05582480751513788
ACH-000028,-0.10823736499960067
ACH-000030,0.0009562199481714839
ACH-000035,0.16759230652211474
ACH-000036,-0.05630418130267
ACH-000037,0.013880963489462623
ACH-000039,0.13561077356112805
ACH-000040,0.053663608767503326
ACH-000041,0.0691348410909193
ACH-000042,0.032505283315012644
ACH-000045,-0.06543788833480893
ACH-000047,0.2078114448180977
ACH-000052,0.007675991813541365
ACH-000053,-0.046968111274385216
ACH-000054,-0.014452880768562909
ACH-000055,0.011031851630013243
ACH-000060,0.10782751465904636
ACH-000067,0.11924736676757673
ACH-000070,-0.1079919272338314
ACH-000075,-0.04770669954873537
ACH-000078,0.09334137966155896
ACH-000082,-0.017027695564376746
ACH-000085,0.08129364653418797
ACH-000086,-0.09828350986739176
ACH-000087,-0.09055542382992686
ACH-000092,-0.029388198947564337
ACH-000095,-0.03631739699176105
ACH-000097,0.0013855238497832555
ACH-000098,0.07963093363630094
ACH-000099,0.04394636244351308
ACH-000108,0.03842573270263178
ACH-000113,0.07261728628028043
ACH-000116,-0.061634469589546215
ACH-000118,-0.051495443541649664
ACH-000120,0.28379557434906105
ACH-000123,0.07340684200485204
ACH-000127,0.0858691209990908
ACH-000128,0.11796000987260001
ACH-000132,-0.2155541960765194
ACH-000133,0.0005785446451586935
ACH-000137,-0.14780408465871778
ACH-000138,-0.03721518843440312
ACH-000142,-0.0035283519943123537
ACH-000143,0.08349716198287319
ACH-000146,-0.09118562386536784
ACH-000148,0.01987557011293653
ACH-000150,0.039300193484570714
ACH-000152,-0.043145798322463264
ACH-000153,-0.06782881003080468
ACH-000159,0.04423830932044771
ACH-000160,-0.06504654406266054
