,TBCA (6902)
ACH-000004,-0.9981772713850084
ACH-000005,-1.2536550358096006
ACH-000007,-0.6008954534682378
ACH-000009,-0.591863215833943
ACH-000011,-0.8336511920033965
ACH-000012,-0.684429476020558
ACH-000013,-0.8064904092501626
ACH-000014,-0.9695110153271376
ACH-000015,-0.9156019280589596
ACH-000017,-0.6083161279798969
ACH-000018,-0.8188506675207331
ACH-000019,-1.1932338288198259
ACH-000021,-0.7760715306351462
ACH-000022,-0.7640342684089165
ACH-000025,-0.7574169304257853
ACH-000028,-1.106821187408911
ACH-000030,-0.9977376245986932
ACH-000035,-0.517240778943711
ACH-000036,-0.9049386634666398
ACH-000037,-0.9669166354767552
ACH-000039,-1.0499247358341022
ACH-000040,-0.8234168684872771
ACH-000041,-1.0209226874104491
ACH-000042,-0.9791072489757916
ACH-000045,-0.862489503285024
ACH-000047,-0.8375042742857036
ACH-000052,-0.760089568838249
ACH-000053,-0.7770416183405232
ACH-000054,-0.7403801351643721
ACH-000055,-0.9543801090825704
ACH-000060,-0.8739728707209689
ACH-000067,-0.8408418523725861
ACH-000070,-0.6462561050405139
ACH-000075,-0.805118011412659
ACH-000078,-0.8319051040110415
ACH-000082,-0.7634280829716252
ACH-000085,-1.0135895624191322
ACH-000086,-0.801589098976756
ACH-000087,-0.8296126649859982
ACH-000092,-0.5799470090254047
ACH-000095,-0.7395756663580833
ACH-000097,-0.8221218301794107
ACH-000098,-0.8733171096121404
ACH-000099,-0.8673555424485305
ACH-000108,-0.6688143350683747
ACH-000113,-0.7164817101691539
ACH-000116,-1.102703947863253
ACH-000118,-0.7608477350487707
ACH-000120,-0.9438185262912864
ACH-000123,-0.8260686234222155
ACH-000127,-0.95406858554313
ACH-000128,-0.7191789425955175
ACH-000132,-0.9303735319656414
ACH-000133,-0.9341496145675318
ACH-000137,-0.9500332930034144
ACH-000138,-0.8742686509535194
ACH-000142,-0.7472163534103796
ACH-000143,-0.7426897226378745
ACH-000146,-0.9293039580273388
ACH-000148,-1.0745679687498826
ACH-000150,-0.8945524580573618
ACH-000152,-0.8285698808660693
ACH-000153,-0.8138311965621963
ACH-000159,-0.4564256341012458
ACH-000160,-0.9622523652150128
ACH-000163,-0.9546364720513688
ACH-000167,-1.2083499808470086
ACH-000168,-0.7076008514839375
ACH-000169,-1.028094826321776
ACH-000178,-0.7878285567278479
ACH-000183,-0.7967106793887148
ACH-000188,-0.8554856546093006
ACH-000189,-0.5821679599241186
ACH-000190,-1.041717681120805
ACH-000198,-0.7132164933608695
ACH-000203,-0.24787834963268546
ACH-000204,-1.0884440883635569
ACH-000206,-0.9558600497758912
ACH-000207,-0.7563684414749529
ACH-000208,-1.246845125996437
ACH-000210,-0.8501717703441461
ACH-000211,-0.8249604766228616
ACH-000215,-0.6554153575745
ACH-000221,-0.9410160817436476
ACH-000222,-0.7352449718974148
ACH-000223,-0.7129172353549866
ACH-000226,-0.7559530495437581
ACH-000227,-0.4347058423226945
ACH-000228,-0.9593265342094274
ACH-000231,-0.7306985727276214
ACH-000232,-0.7539343787159055
ACH-000233,-0.9421868466427148
ACH-000234,-0.7175626608603409
ACH-000235,-0.6134484172008189
ACH-000237,-0.8144154567089713
ACH-000238,-1.0312044093929469
ACH-000242,-0.668143359550117
ACH-000243,-0.9837068584587289
ACH-000244,-0.6887065847861269
ACH-000246,-0.7601563631587849
ACH-000248,-0.8882977359140515
ACH-000250,-0.7586824183180209
ACH-000251,-0.7896409321719109
ACH-000252,-0.8268743731031422
ACH-000253,-0.7402627242953798
ACH-000255,-0.8561697791483456
ACH-000256,-0.9574862763288974
ACH-000257,-0.915269177652738
ACH-000258,-0.5762787243571278
ACH-000259,-0.9123265019962702
ACH-000260,-0.9448058466102418
ACH-000261,-0.9364461875625422
ACH-000262,-0.8249690895588475
ACH-000263,-0.9855833912626712
ACH-000264,-1.2225792385276797
ACH-000265,-0.8503446848439511
ACH-000266,-0.8609469127121223
ACH-000272,-0.7747570375810742
ACH-000274,-0.7282836239317484
ACH-000277,-0.6977071001431305
ACH-000278,-0.6470914681679462
ACH-000279,-1.0654627728984352
ACH-000280,-0.8642819755871225
ACH-000281,-0.7480867198821987
ACH-000288,-0.7669711060643152
ACH-000291,-0.9176019271395602
ACH-000293,-0.4720338002463718
ACH-000294,-1.0485730099529926
ACH-000295,-0.7407636479481696
ACH-000296,-0.5396277511297884
ACH-000302,-0.9327844519823544
ACH-000304,-0.5305409994269968
ACH-000307,-0.9069308671593592
ACH-000308,-0.6654144187350582
ACH-000310,-0.6311389331472906
ACH-000311,-0.7242098322097413
ACH-000312,-0.8542821873992011
ACH-000315,-1.0940529478370469
ACH-000316,-0.666229234433724
ACH-000317,-0.8714147721661487
ACH-000318,-0.8315885448999201
ACH-000319,-0.9582502666725756
ACH-000320,-0.8848727635763179
ACH-000322,-0.5837813530597321
ACH-000323,-0.8793254422882433
