,NPC1 (4864)
ACH-000004,0.002189279775578852
ACH-000005,0.11431402621892085
ACH-000007,-0.4032963840822382
ACH-000009,-0.1575223532163649
ACH-000011,-0.02502033212248584
ACH-000012,-0.10858901398782804
ACH-000013,0.013219890091072264
ACH-000014,0.05429850856812475
ACH-000015,0.02898610966157527
ACH-000017,-0.043354081608565284
ACH-000018,0.06541068631251584
ACH-000019,-0.06049949657407189
ACH-000021,-0.09251192969798944
ACH-000022,-0.1982944490931462
ACH-000025,-0.09944465803734216
ACH-000028,-0.12912122478025395
ACH-000030,0.07954581185428397
ACH-000035,-0.23834935614957095
ACH-000036,-0.219214862059168
ACH-000037,0.11179005351437607
ACH-000039,-0.09124778065035423
ACH-000040,0.19038416028989136
ACH-000041,0.10799843499184317
ACH-000042,-0.14716064701937068
ACH-000045,0.12617138449010235
ACH-000047,0.27797027315148765
ACH-000052,-0.007941593225494956
ACH-000053,-0.15783598720604905
ACH-000054,-0.04745585745437977
ACH-000055,-0.020920116613052937
ACH-000060,-0.12260873289017725
ACH-000067,-0.06560681675577296
ACH-000070,-0.10899080266749407
ACH-000075,0.046601829583710896
ACH-000078,-0.004312753521105943
ACH-000082,0.018366263317602775
ACH-000085,-0.019151397343898563
ACH-000086,-0.062083175407090525
ACH-000087,-0.024829195013103413
ACH-000092,-0.42078770907078106
ACH-000095,0.059930297090129724
ACH-000097,-0.18163462673849512
ACH-000098,0.32632099432250977
ACH-000099,-0.020597499314458177
ACH-000108,-0.10816899590625312
ACH-000113,-0.06588668276706057
ACH-000116,-0.05816309040550175
ACH-000118,0.06447445159537127
ACH-000120,0.14358462033238692
ACH-000123,-0.15246045017543727
ACH-000127,0.2142761182566751
ACH-000128,-0.09087490520564598
ACH-000132,-0.13358109831725112
ACH-000133,-0.1988126346044697
ACH-000137,-0.13696655974682595
ACH-000138,-0.07095366101999348
ACH-000142,-0.25768890107562803
ACH-000143,-0.1235449734042975
ACH-000146,0.02051518140093135
ACH-000148,0.05541765046797896
ACH-000150,-0.1402765748175565
ACH-000152,-0.06584854118791654
ACH-000153,0.08565700439182172
ACH-000159,-0.0062100996618014
ACH-000160,-0.3676977763441882
ACH-000163,-0.116187534481989
ACH-000167,-0.020714474025444074
ACH-000168,-0.19710409977940568
ACH-000169,-0.1314433484678134
ACH-000178,-0.1932291045423633
ACH-000183,-0.09866756867906012
ACH-000188,-0.3619385713983839
ACH-000189,-0.08976977854449772
ACH-000190,-0.11187726290969977
ACH-000198,-0.1055395461479241
ACH-000203,-0.062007938245268776
ACH-000204,-0.2778470914533244
ACH-000206,-0.1742201309754214
ACH-000207,-0.2240766297986899
ACH-000208,-0.15233108938528706
ACH-000210,0.16536915123037707
ACH-000211,-0.05605145584628514
ACH-000215,-0.12396294123231072
ACH-000221,-0.13584195202655255
ACH-000222,-0.2684266712117636
ACH-000223,0.027475621309178917
ACH-000226,-0.21837611045693664
ACH-000227,-0.2341836580637373
ACH-000228,-0.19340788742503232
ACH-000231,-0.005421118317587365
ACH-000232,-0.20225867732310004
ACH-000233,-0.014840201364498306
ACH-000234,-0.17702398207577982
ACH-000235,-0.11200252885089633
ACH-000237,0.08016754184691093
ACH-000238,-0.07988951901108822
ACH-000242,-0.0559360147590396
ACH-000243,0.11726552719119457
ACH-000244,-0.31465164549227004
ACH-000246,-0.1721553820067168
ACH-000248,-0.1620753681884012
ACH-000250,-0.12359076647907585
ACH-000251,-0.3159327746366259
ACH-000252,-0.3199566634823886
ACH-000253,-0.16373211846193952
ACH-000255,0.1430066053729167
ACH-000256,0.13327750395472018
ACH-000257,-0.00868392910480247
ACH-000258,-0.11772161146618555
ACH-000259,-0.017253908071895255
ACH-000260,-0.09496158721161724
ACH-000261,-0.08939029830012651
ACH-000262,-0.18753363758134006
ACH-000263,-0.2458665782941391
ACH-000264,-0.08047970127976176
ACH-000265,-0.023657925075527927
ACH-000266,-0.03492356610943731
ACH-000272,-0.2079718214937027
ACH-000274,0.013519541039116241
ACH-000277,-0.16041864517935864
ACH-000278,0.013044311254690688
ACH-000279,0.008936176846390104
ACH-000280,-0.025874333003210317
ACH-000281,-0.2626019795149809
ACH-000288,-0.08650477190316685
ACH-000291,-0.0836629847401571
ACH-000293,0.03059269086458785
ACH-000294,0.2382549801830068
ACH-000295,0.07170672677401624
ACH-000296,-0.35921432697094297
ACH-000302,-0.02719913379928524
ACH-000304,0.046702987097360336
ACH-000307,-0.11137366205607033
ACH-000308,-0.16623088749196885
ACH-000310,-0.11104746564447793
ACH-000311,-0.24928749971166825
ACH-000312,-0.059547651175046276
ACH-000315,-0.06885295959237765
ACH-000316,0.16332195970176153
ACH-000317,0.0033759992588648893
ACH-000318,-0.0487401176576467
ACH-000319,-0.08555896296415097
ACH-000320,-0.05932815913146459
ACH-000322,-0.08957222230899513
ACH-000323,-0.038242206308740166
ACH-000324,-0.05861817932138365
ACH-000329,0.0529990971943418
ACH-000330,-0.2543090137665457
ACH-000331,-0.4002718616966925
ACH-000332,0.06270458567586808
ACH-000334,-0.09690322708824596
ACH-000335,0.3438810416943228
ACH-000336,-0.17799673108878786
ACH-000337,-0.3821092709342866
ACH-000338,-0.01894096942202
ACH-000339,-0.050926681992593516
ACH-000341,-0.07230843825571391
ACH-000348,-0.10701232668810001
ACH-000350,-0.14567506496432053
ACH-000352,0.0017223611123218807
ACH-000356,-0.11472768147288442
ACH-000361,0.3599164129846019
ACH-000362,-0.07500830846451109
ACH-000363,-0.02410655852589129
