,MLH1 (4292)
ACH-000004,0.0014717239538058408
ACH-000005,-0.1734130219974452
ACH-000007,-0.2027031890907032
ACH-000009,-0.2573554811019733
ACH-000011,-0.10378542977197017
ACH-000012,-0.25312162020499085
ACH-000013,-0.09836999530182634
ACH-000014,-0.19694854923677765
ACH-000015,-0.2290792013208029
ACH-000017,-0.007013942484172372
ACH-000018,-0.05601345123525395
ACH-000019,-0.0470415380096853
ACH-000021,-0.10825735119913524
ACH-000022,-0.05942849590007044
ACH-000025,-0.027813909341823345
ACH-000028,-0.09977668365368184
ACH-000030,-0.1833998567639417
ACH-000035,-0.07162218970341265
ACH-000036,-0.17081471818115512
ACH-000037,-0.11079108050870848
ACH-000039,-0.07035753919172251
ACH-000040,-0.23332350805233565
ACH-000041,-0.09968048130329002
ACH-000042,-0.2641814513222284
ACH-000045,-0.15784533872441114
ACH-000047,-0.18990801938397692
ACH-000052,-0.27364799883483737
ACH-000053,-0.08382531605015546
ACH-000054,-0.2797846845821009
ACH-000055,-0.2810648355437534
ACH-000060,-0.16624581105834588
ACH-000067,-0.18842778316939035
ACH-000070,-0.11211905299850172
ACH-000075,-0.05724644479853955
ACH-000078,-0.13436297944115758
ACH-000082,-0.13540588441725926
ACH-000085,-0.36975475226142135
ACH-000086,-0.27525602810587674
ACH-000087,-0.35476215460995725
ACH-000092,-0.21746619609510315
ACH-000095,-0.0574573400425332
ACH-000097,-0.2500432844972881
ACH-000098,-0.3101621365246853
ACH-000099,-0.09862344472792836
ACH-000108,-0.15789360661421672
ACH-000113,-0.07698886963042395
ACH-000116,-0.09258064238931783
ACH-000118,-0.11421763597882514
ACH-000120,-0.0588198545865541
ACH-000123,-0.2505337848502535
ACH-000127,-0.1612136415105299
ACH-000128,-0.04917068141516515
ACH-000132,-0.1244959164053062
ACH-000133,-0.13167056816298414
ACH-000137,-0.2450853254604748
ACH-000138,-0.19872009181619665
ACH-000142,-0.2429260718124483
ACH-000143,-0.17034464748353798
ACH-000146,-0.2023680804930552
ACH-000148,-0.16502740897134696
ACH-000150,-0.16623955021040904
ACH-000152,-0.2520251127126308
ACH-000153,-0.15226928476468438
ACH-000159,-0.3203732480730681
ACH-000160,-0.21053279172743905
ACH-000163,-0.21887683314667525
ACH-000167,-0.0731426049065987
ACH-000168,-0.10923335775098687
ACH-000169,-0.35564143853888225
ACH-000178,-0.10410230306833074
ACH-000183,-0.11352977507852414
ACH-000188,-0.2648121730673001
ACH-000189,-0.15967846563979213
ACH-000190,-0.3425199424515219
ACH-000198,-0.14415246786010272
ACH-000203,0.3191236072886964
ACH-000204,-0.3065994645824333
ACH-000206,-0.4044984847894688
ACH-000207,-0.06812474842215031
ACH-000208,-0.2891354550612138
ACH-000210,-0.16028928482679666
ACH-000211,-0.241571240658206
ACH-000215,-0.19043766758587688
ACH-000221,-0.18779558246122635
ACH-000222,-0.2339109798508505
ACH-000223,-0.2365499429851589
ACH-000226,0.003784116222588782
ACH-000227,-0.2411123232709575
ACH-000228,-0.28521944374186514
ACH-000231,-0.1804033110756488
ACH-000232,-0.1113550305740492
ACH-000233,-0.17185906839188686
ACH-000234,-0.21544638068004213
ACH-000235,-0.1950336427997654
ACH-000237,-0.18213411654925224
ACH-000238,-0.21803861483380307
ACH-000242,-0.1950855256335549
ACH-000243,-0.15917832426866318
ACH-000244,-0.1497536606053791
ACH-000246,-0.2921942055042349
ACH-000248,-0.3548517840112778
ACH-000250,-0.18286811860749053
ACH-000251,-0.22200096846970965
ACH-000252,-0.2900046722069848
ACH-000253,-0.17954832551196295
ACH-000255,-0.1972990599736809
ACH-000256,-0.0721592085176281
ACH-000257,-0.3641369267167036
ACH-000258,-0.020974541137221955
ACH-000259,-0.10362510222679756
ACH-000260,-0.20684558466013095
ACH-000261,-0.2071406990921824
ACH-000262,-0.25933440402664226
ACH-000263,-0.0519718736918672
ACH-000264,-0.19908422763514874
ACH-000265,-0.096508968387883
ACH-000266,-0.1654444120652468
ACH-000272,-0.23926284597455505
ACH-000274,-0.1723199606536548
ACH-000277,-0.10839114017951954
ACH-000278,-0.2363393780144357
ACH-000279,-0.24579828121152314
ACH-000280,-0.14002622742047374
ACH-000281,-0.1760852277007866
ACH-000288,-0.16332921060846722
ACH-000291,-0.1991838774846596
ACH-000293,-0.1970960232363746
ACH-000294,-0.1714953084922283
ACH-000295,-0.17969501208131222
ACH-000296,-0.23856343063555055
ACH-000302,-0.2963859425300284
ACH-000304,-0.17000092346004556
ACH-000307,-0.22405786187671167
ACH-000308,-0.1604570298249765
ACH-000310,-0.14968330999018287
ACH-000311,-0.1418638854362321
ACH-000312,-0.11857039692506995
ACH-000315,-0.2384900147192856
ACH-000316,-0.4662007076471907
ACH-000317,-0.10519892081607242
ACH-000318,-0.16023613302593526
ACH-000319,0.009615065500226177
ACH-000320,0.03897047284576639
ACH-000322,-0.10109516197165556
ACH-000323,-0.2518940094333562
ACH-000324,-0.1671887677500321
ACH-000329,-0.18418555229447706
ACH-000330,-0.2849520456744121
ACH-000331,-0.2772834181683456
ACH-000332,-0.18928510224086892
ACH-000334,-0.220280823349868
ACH-000335,0.08527963750551935
ACH-000336,-0.2484644474784155
ACH-000337,-0.1935636094176657
ACH-000338,-0.3041656344901407
ACH-000339,-0.20112341460612326
ACH-000341,-0.3492614209409197
ACH-000348,-0.2179567874779672
ACH-000350,-0.09157854196789073
ACH-000352,-0.10528448335159407
ACH-000356,-0.3093484409874455
ACH-000361,-0.1614044050556729
ACH-000362,-0.25429247057813753
ACH-000363,-0.1797282232343661
ACH-000364,-0.21765235902282054
ACH-000365,-0.11921224375205165
ACH-000366,-0.0536788918224095
ACH-000368,-0.17263718839989994
ACH-000374,-0.14870965091378854
ACH-000375,-0.11719995829839633
ACH-000376,-0.10453975665291064
ACH-000381,-0.3088037324796943
ACH-000383,-0.1839136601909442
ACH-000387,-0.20488260830755886
ACH-000389,-0.368037090731322
ACH-000390,-0.2499794466682828
ACH-000393,-0.24521414396044855
ACH-000395,-0.2322512416362889
ACH-000396,0.055146613810333985
ACH-000397,-0.024997786496747373
ACH-000401,-0.03687212760736665
ACH-000402,-0.07018682447879493
ACH-000403,-0.10683075966755397
ACH-000404,-0.5928180539695441
ACH-000406,-0.09416832222465034
ACH-000407,-0.10740128865627016
ACH-000408,-0.07472993540578181
ACH-000410,-0.1268427635639673
ACH-000411,-0.13080732117775998
ACH-000414,-0.07604901220760119
ACH-000415,-0.2238481375305661
ACH-000416,-0.2337542710975495
ACH-000420,-0.17372724281612306
ACH-000421,-0.053924712456817896
ACH-000424,-0.11075842896752504
ACH-000425,-0.234516286886056
ACH-000426,-0.11069353927623103
ACH-000427,-0.11326921713358093
ACH-000433,-0.30464845950444536
ACH-000435,0.2671503717115312
ACH-000436,-0.2399293664219048
ACH-000444,-0.19949370959549967
ACH-000445,-0.1386404305885387
ACH-000448,-0.23138407304476044
ACH-000450,-0.11827142944423764
ACH-000452,-0.1673588765223129
ACH-000454,-0.21732959532773333
ACH-000458,-0.17928562436123274
ACH-000459,-0.1950714366446502
ACH-000460,-0.15998889396020247
ACH-000461,-0.18822877082994569
ACH-000463,-0.3693509164539415
ACH-000464,-0.19414439053844407
ACH-000466,-0.10139243957241284
ACH-000467,-0.109100335423312
