,HYOU1 (10525)
ACH-000004,-1.0483942583710046
ACH-000005,-0.9911041001603524
ACH-000007,-0.9306006880790854
ACH-000009,-1.0180832126109025
ACH-000011,-1.0211644008461993
ACH-000012,-1.081516503231015
ACH-000013,-1.4518181204765286
ACH-000014,-1.123584738971921
ACH-000015,-1.1766300985695954
ACH-000017,-0.8760131533021336
ACH-000018,-0.92977453001954
ACH-000019,-0.7886253949134604
ACH-000021,-0.6981554129399152
ACH-000022,-1.218233680579948
ACH-000025,-0.9065633538780492
ACH-000028,-1.0410273240063503
ACH-000030,-1.1336721079454006
ACH-000035,-1.0856714997883148
ACH-000036,-0.9089183660162634
ACH-000037,-0.41168375318618017
ACH-000039,-0.9144749724598664
ACH-000040,-1.2225518655433512
ACH-000041,-0.7906974814265492
ACH-000042,-1.184704571983445
ACH-000045,-1.0006343896268015
ACH-000047,-1.144246223795817
ACH-000052,-1.075763342263932
ACH-000053,-1.0354317830820543
ACH-000054,-0.9236797504925268
ACH-000055,-1.0913407731216564
ACH-000060,-1.0414646728656736
ACH-000067,-0.9922467889708048
ACH-000070,-1.0665246882280652
ACH-000075,-1.5952994743062183
ACH-000078,-0.9868206995784632
ACH-000082,-1.203717264584006
ACH-000085,-0.8996494139714108
ACH-000086,-1.1503664002207832
ACH-000087,-1.1431765362735422
ACH-000092,-1.0070794130374623
ACH-000095,-1.0658329447874526
ACH-000097,-1.0968193014032337
ACH-000098,-1.055825186437335
ACH-000099,-1.0314664750983509
ACH-000108,-0.9558817141632802
ACH-000113,-0.948817565561112
ACH-000116,-1.3588462479755834
ACH-000118,-1.3050623982757854
ACH-000120,-1.1159763219723535
ACH-000123,-1.0988464584211255
ACH-000127,-0.8503713212481832
ACH-000128,-1.2216744021808985
ACH-000132,-0.8724065509972273
ACH-000133,-1.1158625324595628
ACH-000137,-1.3904843453777649
ACH-000138,-1.0130988870558502
ACH-000142,-1.2587741205758842
ACH-000143,-1.1003876154476695
ACH-000146,-0.8701997150459316
ACH-000148,-1.214476847308282
ACH-000150,-1.1680911789987614
ACH-000152,-0.8852822282948309
ACH-000153,-1.0892418061147586
ACH-000159,-1.0166725604168905
ACH-000160,-1.1265562077060856
ACH-000163,-1.0393201204799585
ACH-000167,-1.6962922786724568
ACH-000168,-1.0190596485749197
ACH-000169,-1.1043453493359348
ACH-000178,-0.9800342409581831
ACH-000183,-1.2209982985404442
ACH-000188,-1.0690402151582212
ACH-000189,-1.1849539813032917
ACH-000190,-1.212802706933917
ACH-000198,-1.021618871294129
ACH-000203,-0.6917532637131163
ACH-000204,-1.1293950954659555
ACH-000206,-0.9957883524988399
ACH-000207,-0.8953082946836564
ACH-000208,-1.2746689641408695
ACH-000210,-1.1511835561226158
ACH-000211,-1.0166567476600272
ACH-000215,-0.8505211444323758
ACH-000221,-1.233401711150977
ACH-000222,-1.1647070826583859
ACH-000223,-0.7781731202941307
ACH-000226,-0.9827516645948536
ACH-000227,-0.8043206393437584
ACH-000228,-1.1115881578772593
ACH-000231,-1.1124036494710496
ACH-000232,-1.1232370329580177
ACH-000233,-1.1734853348238832
ACH-000234,-1.1509760763593253
ACH-000235,-0.8945138698075151
ACH-000237,-1.2775724206785553
ACH-000238,-0.932334503832364
ACH-000242,-0.9575455064081244
ACH-000243,-1.1178137586056338
ACH-000244,-1.4123587663515311
ACH-000246,-0.8564879809771431
ACH-000248,-1.0636503546966412
ACH-000250,-0.931127606640422
ACH-000251,-1.1440780681915774
ACH-000252,-0.9098465851194996
ACH-000253,-0.9374402527167244
ACH-000255,-1.048533254495288
ACH-000256,-1.0561896187220208
ACH-000257,-1.1429055415835252
ACH-000258,-0.6954999589108144
ACH-000259,-1.429330256787596
ACH-000260,-1.3091695672209624
ACH-000261,-0.9459513762331774
ACH-000262,-1.2669688962040753
ACH-000263,-0.7694078778027555
ACH-000264,-1.016750226435305
ACH-000265,-1.0745901954752066
ACH-000266,-0.9147621007297432
ACH-000272,-1.1909722619267058
ACH-000274,-1.247088562154473
ACH-000277,-1.0225397813143144
ACH-000278,-1.2295753952226012
ACH-000279,-0.9570489367404482
ACH-000280,-1.0682906311100595
ACH-000281,-1.0813016957812511
ACH-000288,-1.1842615919302188
ACH-000291,-1.086763731042789
ACH-000293,-0.968506971116865
ACH-000294,-0.8177214546354351
ACH-000295,-1.2965525694886
ACH-000296,-1.1244083537920848
ACH-000302,-0.9570145543981442
ACH-000304,-0.887891250404627
ACH-000307,-1.1399046245402986
ACH-000308,-0.9754494836036136
ACH-000310,-0.665829211231415
ACH-000311,-1.098244161137048
ACH-000312,-1.1021322161968639
ACH-000315,-1.2790246349911738
ACH-000316,-1.2803097216690391
ACH-000317,-1.5022463894501024
ACH-000318,-1.2505953954921794
ACH-000319,-1.1450975954458005
ACH-000320,-1.210149314427157
ACH-000322,-1.1350011219594087
ACH-000323,-1.189516513325234
ACH-000324,-1.0081147407079007
ACH-000329,-1.0260944656428823
ACH-000330,-1.2703047951877102
ACH-000331,-1.0370637607911934
ACH-000332,-0.94103680172031
ACH-000334,-0.900579912583793
ACH-000335,-1.025350048825585
ACH-000336,-0.8329914696252351
ACH-000337,-0.7453204488065823
ACH-000338,-1.109981604225012
ACH-000339,-0.8255133222145933
ACH-000341,-1.0015140257443889
ACH-000348,-1.000502071344772
ACH-000350,-0.8905246417344008
ACH-000352,-0.9968084081088002
ACH-000356,-1.2045614703153713
ACH-000361,-1.1397489642264207
ACH-000362,-0.9361467266705338
ACH-000363,-0.7506532859490225
ACH-000364,-1.4126070306270242
ACH-000365,-1.0545541305799204
ACH-000366,-1.3561465414686094
ACH-000368,-1.0474016619120885
ACH-000374,-1.4597349387445435
ACH-000375,-0.7194745108102286
ACH-000376,-0.9186830952181614
ACH-000381,-1.070852551296377
ACH-000383,-0.9925015822735814
ACH-000387,-0.8844687229394345
ACH-000389,-1.014969199703661
ACH-000390,-0.9957323193912644
ACH-000393,-0.7818644298986123
ACH-000395,-1.050169684027099
ACH-000396,-1.090281975124282
ACH-000397,-1.1124454608010976
ACH-000401,-0.9924167401096824
ACH-000402,-0.9943208737612991
ACH-000403,-0.8533817589518311
ACH-000404,-1.1095890824758727
ACH-000406,-1.1935580018306104
ACH-000407,-1.149147507346166
ACH-000408,-1.3493272772551497
ACH-000410,-1.227550030133015
ACH-000411,-1.2830590547610814
ACH-000414,-1.0986504912990385
ACH-000415,-1.3076684581567959
ACH-000416,-0.9590627859656244
ACH-000420,-1.3353131479168443
ACH-000421,-0.9322443347758056
ACH-000424,-1.1164146342999768
ACH-000425,-1.0706458440933369
ACH-000426,-0.917821964755711
ACH-000427,-1.0701745758377357
ACH-000433,-0.8806573504546893
ACH-000435,-1.1611582672613658
ACH-000436,-0.9553782451417651
ACH-000444,-1.3433980991174592
ACH-000445,-1.068335170259973
ACH-000448,-1.044223710586643
ACH-000450,-1.224146860954792
ACH-000452,-1.2768449562845856
ACH-000454,-1.025136434551475
ACH-000458,-1.1848647465638622
ACH-000459,-0.7022059664299927
ACH-000460,-1.029417763179161
ACH-000461,-1.1121079851911295
ACH-000463,-1.1977018688981422
ACH-000464,-1.1286602081306336
ACH-000466,-1.198060436452342
ACH-000467,-1.0645025634644825
ACH-000468,-1.2256201661903288
ACH-000469,-1.0718902714648664
ACH-000470,-0.9347951792846424
ACH-000471,-1.089783875117922
ACH-000472,-0.8586216429809463
ACH-000473,-1.217859076817617
ACH-000475,-1.1196930879323954
ACH-000476,-0.9093746866219848
ACH-000477,-1.6317235540783612
ACH-000479,-1.1576461399772089
ACH-000480,-1.0775013700707496
ACH-000481,-0.772999744517184
ACH-000483,-1.2109392308631162
ACH-000484,-0.8971667448772819
ACH-000485,-0.7888525042960632
ACH-000486,-1.2519289077567923
ACH-000487,-0.9801364615408559
ACH-000488,-1.1888867631308908
ACH-000490,-0.9852893790306972
ACH-000491,-1.2229926860368734
ACH-000495,-1.2527249928722357
ACH-000496,-1.0987429954855732
ACH-000499,-1.3745497291240938
ACH-000500,-0.8895428191755095
ACH-000502,-1.1541902565828754
ACH-000503,-0.96038515055977
ACH-000505,-0.9211183600589627
ACH-000507,-0.9135316834378548
ACH-000510,-0.8995675201563579
ACH-000511,-1.1621293386110654
ACH-000512,-1.1948828527769866
ACH-000516,-1.1208698913640935
ACH-000517,-0.9971039050147752
ACH-000518,-1.1253758144189367
ACH-000520,-1.0330529197480502
ACH-000521,-1.2944769345244065
ACH-000522,-0.9628372408484046
ACH-000524,-0.7943686462817413
ACH-000527,-1.2420633016862028
ACH-000528,-1.102427104894974
ACH-000537,-1.3995521699744662
ACH-000541,-0.8529654398571848
ACH-000542,-0.9369998462935912
ACH-000544,-1.1218445600478175
ACH-000545,-1.0301790779223996
ACH-000547,-0.7411924734044439
ACH-000548,-1.0573172849027457
ACH-000549,-0.8550612315245196
ACH-000550,-1.2118745802621411
ACH-000552,-1.0650188567869363
ACH-000556,-0.8295324667334154
ACH-000557,-1.0502621718612026
ACH-000569,-0.9890216879506974
ACH-000570,-1.3060139139409526
ACH-000571,-0.8167914798762258
ACH-000573,-1.2119916048000492
ACH-000576,-1.0059649237394357
ACH-000579,-0.9010433483317976
ACH-000580,-1.4570112418231862
ACH-000584,-1.0885541298572552
ACH-000585,-1.1771858465766631
ACH-000588,-1.294136654434095
ACH-000589,-0.922837498253786
ACH-000591,-1.202440098067481
ACH-000593,-1.1988880787494456
ACH-000600,-1.114863008047725
ACH-000601,-1.047370486397557
ACH-000605,-0.9453875556644932
ACH-000606,-1.363631881255746
ACH-000608,-0.5604237572466076
ACH-000614,-1.3207800576668405
ACH-000616,-0.8610876974140945
ACH-000618,-1.3544999321623727
ACH-000619,-1.1565019958456648
ACH-000620,-0.8709752366010841
ACH-000621,-1.0171443289267612
ACH-000622,-1.0652672022228744
ACH-000623,-1.316014946265306
ACH-000624,-0.927651448181392
ACH-000627,-0.8817059050910125
ACH-000630,-1.1552164576297417
ACH-000631,-1.2508462887546814
ACH-000632,-1.0999577121193418
ACH-000633,-1.0394659285122758
ACH-000637,-1.0593823407590577
ACH-000638,-1.1396242913805443
ACH-000646,-1.2778562495640828
ACH-000647,-0.9820577316739084
ACH-000648,-1.119035929503995
ACH-000649,-1.1140046365154952
ACH-000651,-1.2100441634309689
ACH-000652,-1.0314614398125723
ACH-000653,-0.8641869130318335
ACH-000657,-1.105698433504045
ACH-000658,-1.2083351329461942
ACH-000661,-1.2330730619567856
ACH-000662,-0.8607312588343314
ACH-000663,-1.3588926994507344
ACH-000665,-1.4222992918028068
ACH-000671,-1.2595908362249728
